科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
货币资金,"115,137,592.81","369,571,857.54","270,711,798.24","429,404,455.10","263,823,132.28","255,993,597.00","637,328,147.50","676,719,592.90","557,644,689.84","529,189,466.81","377,708,664.45","832,231,697.22","883,109,544.41","1,253,255,644.97","835,988,527.01","655,044,290.38","478,508,090.22","457,783,247.66","413,727,544.27","807,139,243.70","842,332,366.89","1,105,834,800.96","845,264,785.10","481,000,543.24","498,294,744.70","392,848,282.03","452,845,015.20","796,755,475.85","512,451,012.49","595,187,933.73","702,721,802.23","1,018,419,313.61","407,253,984.28","408,462,149.34","508,780,553.07","696,304,342.58","777,675,895.59","783,946,926.94","706,525,404.65","846,274,657.84","719,282,288.15","748,449,416.46","1,556,402,410.58","2,325,391,158.27","2,495,742,769.69","2,493,098,915.16","2,313,004,299.48","4,511,537,907.96","3,670,164,041.76"
短期借款,"357,935,044.24","475,651,500.00","454,505,000.00","680,055,573.00","721,620,000.00","842,760,000.00","624,944,720.00","563,880,000.00","602,500,000.00","690,441,584.07","745,510,402.00","1,459,593,251.00","1,608,505,000.00","1,282,006,000.00","984,115,025.00","617,672,000.00","588,583,792.04","1,351,831,916.55","1,373,924,684.70","1,173,846,820.36","1,253,360,219.67","1,721,702,638.17","1,373,900,000.00","1,237,752,564.79","1,224,468,127.39","1,201,613,368.63","1,199,284,315.82","942,774,159.45","955,900,311.31","1,372,655,640.33","1,563,193,396.35","788,555,563.29","327,390,501.36","468,829,530.10","414,995,753.16","217,022,000.00","323,654,613.17","770,304,328.00","909,586,959.08","1,061,561,895.00","1,522,525,537.37","1,747,267,686.36","2,245,479,615.13","1,682,361,837.47","1,702,281,229.01","1,613,740,685.48","2,111,599,069.61","2,706,846,196.16","2,723,607,913.51"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8,876,050.72","9,228,205.37",,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,"679,262.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"9,589,888.59","7,269,433.40","12,692,080.75","6,026,415.05","8,270,700.85","18,138,016.92","25,578,624.80","18,366,483.77","20,184,212.98","27,286,246.51","26,602,746.50","33,164,695.70","35,268,639.16","65,273,675.67","40,120,770.31","93,521,686.77","116,290,024.30","112,238,281.30","126,166,298.78","93,338,006.02","120,347,756.43","95,037,297.58","99,015,393.13","168,850,306.97","148,755,732.30","182,037,090.80","129,232,735.86","161,807,128.22","154,837,890.71","161,756,243.20","77,897,148.19","170,079,854.82","209,899,221.08","179,035,161.52","145,974,470.42","202,773,701.42","286,608,567.34","195,803,748.03","173,213,624.64","239,048,550.22","178,219,890.96","156,117,080.26","179,654,949.65","269,192,675.15","388,014,233.57","548,689,421.41","338,044,720.48","384,623,194.85","477,204,029.41"
应付票据,"12,031,658.88","31,227,497.79","53,335,300.47","61,247,840.37","56,765,717.25","53,591,937.22","57,529,211.61","43,781,876.43","27,571,668.15","26,235,142.24","34,629,896.04","45,830,979.17","78,602,771.54","85,943,822.58","72,488,864.30","92,004,061.64","62,781,813.86","101,429,487.59","64,177,685.97","69,064,651.73","66,345,420.92","37,888,018.58","114,134,044.44","70,421,571.19","58,967,112.13","119,076,382.35","103,475,141.38","110,551,554.63","29,201,322.16","163,414,384.74","53,928,886.53","138,262,805.55","174,466,784.32","269,526,301.66","330,715,238.31","129,749,826.87","174,553,208.58","136,750,005.39","234,908,808.17","130,541,494.88","112,913,988.72","318,921,756.27","617,128,547.91","522,155,068.92","477,119,018.07","382,321,943.41",,"240,892,801.91",
应收账款,"353,914,317.18","457,417,985.89","546,709,893.02","519,929,474.74","550,959,856.21","669,919,760.74","674,445,444.98","577,457,179.11","532,584,738.70","528,456,762.51","644,051,897.16","662,201,789.64","790,612,733.05","932,747,425.98","1,053,272,876.10","967,150,194.75","1,035,285,853.93","1,203,892,268.55","1,194,252,833.09","1,095,427,219.84","1,086,895,577.04","1,309,503,880.28","1,658,517,137.91","1,609,796,452.83","1,380,782,084.06","1,659,136,484.66","1,703,032,753.24","1,413,727,990.71","1,286,970,046.34","1,805,413,877.82","2,508,656,676.55","1,673,765,762.40","1,624,177,701.03","1,918,899,001.55","2,136,498,141.98","1,757,916,730.16","1,736,882,794.47","2,425,878,315.88","2,345,992,627.73","2,411,086,065.57","2,383,285,912.38","4,619,658,019.86","5,378,006,908.31","3,665,680,708.99","3,125,440,329.45","3,965,397,785.02","5,207,284,394.08","4,502,323,423.69","4,485,403,257.14"
应付账款,"141,495,904.54","228,754,794.93","228,465,320.02","304,570,019.60","275,768,300.88","357,764,648.63","299,023,527.60","274,402,437.86","261,015,911.72","247,191,571.68","272,548,958.36","360,623,332.64","417,078,234.63","486,326,091.20","436,554,911.86","444,218,286.37","507,018,247.22","563,350,653.70","508,505,644.03","414,466,439.57","444,929,537.29","626,837,139.71","551,925,042.46","531,652,389.55","524,966,760.21","689,862,663.46","598,733,277.08","585,681,960.02","660,962,728.75","861,034,877.12","866,902,308.73","612,359,170.84","823,894,341.24","939,522,475.70","826,100,740.14","757,443,439.13","793,110,316.10","1,229,798,192.10","832,975,573.75","1,163,579,608.55","1,401,941,878.73","2,148,211,473.35","2,374,995,515.38","1,748,044,616.90","1,618,949,457.07","2,302,363,664.28",,"2,385,808,946.67",
预付款项,"25,324,767.33","41,267,348.47","66,653,577.93","65,793,615.16","60,737,570.66","50,701,916.61","87,176,436.48","107,139,883.15","104,197,493.82","66,467,833.92","83,880,461.63","63,638,107.03","117,344,326.67","137,868,317.88","113,667,159.51","106,894,855.33","108,845,137.17","95,198,365.90","69,453,608.80","58,807,353.83","136,961,703.97","109,408,080.89","147,468,990.13","127,388,794.00","127,021,751.33","119,077,748.48","122,277,358.12","43,881,174.98","145,261,873.20","124,802,390.93","67,728,582.93","65,681,560.23","106,422,840.59","79,088,248.19","72,894,707.60","65,826,886.20","83,219,755.55","114,638,808.82","137,671,471.65","78,446,428.09","138,418,581.33","137,648,595.78","103,901,341.61","70,959,826.77","127,160,711.66","215,175,402.13","156,932,121.82","125,480,178.62","221,089,438.59"
预收款项,"58,810,589.08","70,748,478.52","64,068,558.34","56,631,706.90","71,986,908.86","44,596,967.11","50,312,469.65","47,174,467.26","47,657,209.15","64,538,347.52","76,454,302.62","75,659,029.90","122,982,692.69","159,536,583.00","202,822,418.71","187,269,989.13","294,691,412.98","320,042,843.33","280,996,630.92","107,893,345.98","126,450,636.93","151,791,191.29","172,277,057.96","123,381,111.16","167,162,966.83","172,844,101.12","195,167,299.94","156,013,817.73","189,820,615.36","198,995,292.50","204,955,490.86","207,210,184.88","294,884,778.39","200,785,265.60","225,235,751.69","218,576,355.61","245,243,283.92","348,366,313.01","341,324,192.86","293,509,401.30","399,110,988.36","531,167,878.15","673,031,140.91","544,932,576.91","731,324,163.28","798,443,481.15","681,166,022.42","742,769,168.83","722,630,381.53"
