科目,2008年度,2009年度,2010年度,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
财务费用,"-31,400.65","32,090.84","-280,387.44","28,107.30","-118,607.92","-2,256,781.84","-967,342.27","-3,178,863.79","-4,570,695.43","-5,938,631.14","-1,266,583.95","-2,754,723.09","-3,843,369.09","-5,034,995.74","-1,142,068.85","-2,451,424.55","-3,721,752.76","-4,999,980.97","-1,781,205.88","-2,382,199.38","-2,860,603.44","-3,952,710.54","-302,984.36","-1,310,966.47","-2,361,059.27","-3,934,829.28","-1,465,725.45","-2,989,123.98","-4,174,703.24","-6,223,705.63","-1,285,466.04"
三、利润总额,"10,270,520.64","24,351,237.02","35,224,788.60","21,246,563.95","25,853,322.09","40,235,187.64","6,941,025.12","17,093,319.03","24,253,059.99","32,537,945.85","8,720,793.07","19,784,145.17","27,519,197.59","37,378,863.69","6,548,345.85","19,522,935.76","25,377,680.31","42,749,495.59","-3,423,219.71","9,826,626.19","22,854,673.76","73,186,982.78","6,027,260.24","60,582,220.83","84,249,542.35","143,968,234.01","-14,690,811.87","7,263,511.89","53,228,386.55","88,219,012.86","3,603,769.35"
资产减值损失,"502,762.54","1,111,913.70","499,566.96","1,797,603.15","734,577.65","2,172,990.97","309,527.65","1,091,491.99","1,014,791.54","2,843,328.53","166,847.40","1,243,255.88","1,324,052.90","979,676.46","560,166.24","1,227,895.21","1,012,548.76","5,098,367.38","1,218,154.64","-483,649.73","805,969.53","8,829,420.97","4,610,757.10","7,199,027.66","5,301,667.11","15,982,074.84","2,114,422.75","1,620,345.78","-2,711,210.52","77,729,799.25","-492,459.33"
减:所得税,"1,067,252.65","2,259,078.58","2,552,035.49","2,833,032.06","3,600,833.77","5,152,619.27","1,039,420.06","2,816,752.39","4,386,837.82","6,055,007.09","1,411,455.09","2,439,481.69","3,341,513.06","5,359,855.77","1,623,690.18","4,924,179.78","3,023,513.23","6,328,391.59","348,117.16","275,249.38","545,817.16","4,310,923.06","-774,770.14","11,461,577.73","9,543,335.39","7,755,137.50","-235,036.08","-2,274,385.65","2,295,053.68","10,559,054.58","1,962,559.19"
加:公允价值变动净收益,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加:影响净利润的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资收益,"92,547.95","219,843.12",,,,,,,,,,,,,,"-33,767.07","-117,949.10","-267,695.32","-104,544.80","-347,780.85","-627,099.05","1,896,254.50",,"38,020.25","38,020.25","-771,065.53",,,"-54,069.50","827,566.11",
四、净利润,"9,203,267.99","22,092,158.44","32,672,753.11","18,413,531.89","22,252,488.32","35,082,568.37","5,901,605.06","14,276,566.64","19,866,222.17","26,482,938.76","7,309,337.98","17,344,663.48","24,177,684.53","32,019,007.92","4,924,655.67","14,598,755.98","22,354,167.08","36,421,104.00","-3,771,336.87","9,551,376.81","22,308,856.60","68,876,059.72","6,802,030.38","49,120,643.10","74,706,206.96","136,213,096.51","-14,455,775.79","9,537,897.54","50,933,332.87","77,659,958.28","1,641,210.16"
其中:对联营企业和合营企业的投资权益,,,,,,,,,,,,,,,,"-33,767.07","-117,949.10","-267,695.32","-104,544.80","-347,780.85","-627,099.05","-743,791.02",,,,,,,,"827,566.11",
归属于母公司所有者的净利润,"9,062,264.39","22,306,443.08","32,672,753.11","18,413,531.89","22,252,488.32","35,082,568.37","5,869,730.93","13,790,546.95","19,166,134.90","24,742,867.26","6,536,180.64","15,438,953.68","21,995,348.14","28,014,110.11","4,670,379.16","13,517,250.25","20,460,158.44","31,900,412.06","-3,542,523.38","9,984,242.75","23,732,803.99","71,613,308.97","7,045,927.08","49,844,257.05","74,348,000.09","136,352,340.44","-14,273,609.19","13,517,204.48","52,682,025.42","77,897,243.87","1,252,835.62"
影响营业利润的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
少数股东损益,"141,003.60","-214,284.64",,,,,"31,874.13","486,019.69","700,087.27","1,740,071.50","773,157.34","1,905,709.80","2,182,336.39","4,004,897.81","254,276.51","1,081,505.73","1,894,008.64","4,520,691.94","-228,813.49","-432,865.94","-1,423,947.39","-2,737,249.25","-243,896.70","-723,613.95","358,206.87","-139,243.93","-182,166.60","-3,979,306.94","-1,748,692.55","-237,285.59","388,374.54"
