科目,2008年度,2009年度,2010年度,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
一、营业收入,"44,586,958.15","82,536,872.93","118,751,407.99","68,631,096.04","86,034,205.30","125,582,073.86","38,289,671.81","90,998,322.02","142,041,219.40","202,831,253.85","47,755,767.19","98,983,343.38","147,020,282.16","202,774,453.70","35,290,230.82","91,990,467.17","156,244,505.97","231,229,826.40","60,776,393.43","108,321,705.73","178,221,414.57","366,387,312.51","59,756,365.94","197,295,797.48","272,215,856.44","450,584,052.42","48,172,981.26","142,662,156.27","245,816,845.01","450,200,474.23","72,054,421.76"
二、营业利润,"9,268,249.13","22,261,043.72","30,974,499.15","20,763,243.73","25,370,001.87","36,904,803.92","6,432,184.10","16,084,868.74","23,093,409.70","28,934,154.56","7,859,878.83","16,007,479.60","22,030,823.09","29,772,284.99","4,563,492.59","16,279,287.58","20,513,429.97","33,865,073.89","-5,914,533.76","5,720,860.56","14,821,134.29","56,735,910.55","-2,762,772.23","45,331,266.40","62,508,836.12","111,771,429.88","-18,618,756.78","4,624,337.77","45,964,223.80","31,444,582.31","3,997,324.33"
减:营业成本,"25,206,201.60","45,426,364.37","72,058,143.16","37,579,293.65","46,306,243.61","66,679,562.26","24,722,830.47","60,013,111.08","96,562,283.15","138,549,142.11","30,285,887.66","61,644,182.38","91,906,564.70","124,839,640.77","18,485,152.89","49,762,902.77","96,069,856.07","135,466,034.86","38,275,300.16","53,939,723.06","83,876,628.68","177,491,750.53","26,436,676.06","65,990,546.77","82,716,692.71","137,322,646.91","17,606,811.67","54,710,818.70","84,103,821.30","180,030,877.99","27,413,048.61"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"161,126.82","996,439.40","1,077,149.09","771,031.43","986,275.17","1,501,263.15","339,872.60","639,751.35","843,423.54","1,219,512.77","491,575.73","1,018,181.75","1,463,739.69","2,042,192.61","467,802.16","949,169.15","1,478,581.13","2,103,821.58","612,510.61","1,007,493.84","1,701,868.44","3,433,659.50","685,504.76","2,050,578.75","3,206,111.03","5,106,747.03","691,658.11","1,204,789.13","2,423,219.51","4,569,586.81","732,151.57"
营业外收入,"1,018,876.51","2,131,093.30","4,251,396.82","483,320.22","483,320.22","3,330,383.72","508,841.02","1,056,710.29","1,207,910.29","3,658,884.66","860,914.24","3,776,665.57","5,595,459.44","7,813,663.64","1,984,853.26","3,292,045.74","5,064,709.80","9,115,343.45","2,503,446.07","4,117,897.65","8,045,671.49","17,100,844.31","9,344,601.09","16,168,083.43","23,798,458.52","37,070,572.44","3,947,676.36","2,719,549.69","7,533,780.92","59,340,830.27",2.66
销售费用,"2,304,869.16","2,695,393.92","4,009,077.90","2,744,686.45","3,967,708.10","7,192,806.70","2,141,275.89","4,915,499.22","7,234,237.35","10,525,516.03","2,446,127.65","5,762,259.08","8,835,952.30","11,890,879.22","2,900,467.59","6,153,348.46","10,324,745.22","14,456,247.41","8,247,248.32","14,403,066.98","24,697,606.06","45,064,980.62","14,037,566.38","27,426,327.80","40,792,112.78","66,127,037.24","13,244,216.13","20,298,597.18","32,123,950.00","58,341,012.54","17,648,786.87"
减:营业外支出,"16,605.00","40,900.00","1,107.37",,,,,"48,260.00","48,260.00","55,093.37",,,"107,084.94","207,084.94",,"48,397.56","200,459.46","230,921.75","12,132.02","12,132.02","12,132.02","649,772.08","554,568.62","917,129.00","2,057,752.29","4,873,768.31","19,731.45","80,375.57","269,618.17","2,566,399.72","393,557.64"
管理费用,"7,267,697.50","10,233,470.10","10,413,359.17","4,947,130.33","8,788,006.82","13,387,428.70","5,311,323.37","11,432,463.43","17,863,769.55","26,698,230.99","7,772,033.87","16,062,707.78","25,302,518.57","38,284,775.39","9,455,202.20","20,035,521.48","30,449,148.48","44,972,566.93","20,014,374.54","35,768,629.55","54,551,711.96","80,680,555.38","17,051,618.83","50,647,036.82","80,089,516.21","117,437,880.27","34,600,354.83","67,133,268.69","98,286,366.29","131,024,525.80","26,460,504.44"
其中:非流动资产处置净损失,,,,,,,,,,"55,093.37",,,,,,,,"157,463.82","12,132.02",,,"115,751.26",,,,"33,326.26",,,,,
堪探费用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加:影响利润总额的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
