科目,2012-12-31,2013-12-31,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
货币资金,"154,661,470.72","97,154,467.88","102,148,555.59","193,908,156.66","426,377,246.53","161,292,742.89","155,011,187.32","187,216,516.02","133,898,526.55","124,918,894.82","84,458,436.23","133,516,802.63","176,415,987.77","114,220,631.95","132,915,862.01","230,137,105.18","227,480,117.61","131,228,282.78","153,699,807.38","232,960,896.20"
短期借款,"875,500,000.00","620,000,000.00","537,699,625.00","706,497,700.00","672,000,000.00","444,000,000.00","335,000,000.00","280,000,000.00","215,000,000.00","224,760,000.00","224,940,000.00","295,000,000.00","445,000,000.00","574,554,491.39","554,054,491.39","739,554,491.39","661,795,591.39","524,473,200.00","314,837,882.17","399,522,250.00"
交易性金融资产,,,,,,,,,,,,,"98,731,747.95","14,205,566.35","60,866,945.04","159,363,753.30","208,010,864.37","180,594,446.23","175,507,338.86","99,180,487.74"
交易性金融负债,,,,,,,,,,,,,,,,,,,,
应收票据,"70,563,925.21","12,210,849.50","16,938,405.66","26,661,153.34","26,957,589.28","13,688,786.27","20,469,486.34","30,426,122.26","20,691,182.11","73,046,832.27","117,724,934.03","69,271,902.79","106,171,614.11","171,409,796.91","213,588,622.92","187,054,356.42","221,537,870.42","250,531,358.14","172,069,360.79","210,170,636.67"
应付票据,"56,510,000.00","22,960,491.90","20,084,000.00","43,530,000.00","47,400,000.00","58,250,000.00","83,800,000.00","70,000,000.00","35,000,000.00","10,000,000.00","1,237,458.00","1,237,458.00",,"300,000.00","300,000.00","40,107,170.00","40,107,170.00",,"167,041,854.00",
应收账款,"82,655,056.51","111,240,706.79","153,665,853.39","137,772,677.82","122,819,908.90","133,938,235.30","134,125,810.68","115,097,124.73","126,512,042.79","126,709,421.70","147,901,964.87","160,761,707.02","199,974,370.07","233,574,590.21","276,225,044.52","236,029,111.06","250,776,893.37","271,022,428.42","337,176,965.46","372,256,724.32"
应付账款,"199,415,346.11","189,670,085.11","155,614,444.41","135,637,379.25","162,593,645.13","151,683,323.35","209,981,103.22","180,079,353.45","172,752,155.97","210,409,273.39","245,061,413.00","202,200,126.38","217,274,211.87","200,237,899.87","266,239,804.39","236,539,691.45","273,308,232.32",,"284,659,171.96",
预付款项,"124,157,895.31","97,103,538.34","87,334,933.03","82,486,421.03","59,828,858.14","95,698,768.47","37,780,632.81","41,026,739.53","28,449,270.28","46,104,112.18","20,808,925.97","54,448,785.58","40,076,395.77","98,450,210.49","56,452,578.94","83,216,818.65","58,627,208.59","84,859,585.42","64,909,700.88","53,049,998.12"
预收款项,"25,977,763.08","28,079,247.93","38,861,478.14","34,210,380.54","49,897,974.42","49,236,945.89","34,762,777.29","69,309,646.50","43,992,203.34","70,771,271.45","37,878,683.24","66,175,313.42","48,379,331.08","94,136,597.94","38,736,273.84","83,120,780.71","58,124,710.55","90,223,938.86","41,862,580.77","39,665,143.85"
其他应收款,"1,653,802.86","1,257,001.99","3,206,505.91","4,515,794.14","11,020,559.21","4,071,975.20","28,000,659.21","28,843,014.41","28,768,083.37","29,540,269.67","28,543,943.15","27,841,846.42","28,201,385.73","30,548,661.36","17,443,204.64","19,439,190.71","17,315,313.24","21,948,611.55","13,709,292.11","17,719,968.71"
应付职工薪酬,"11,208,113.68","19,081,279.01","20,347,457.16","16,490,091.63","20,046,026.38","20,634,198.05","26,939,160.55","23,175,109.19","26,635,612.30","24,787,552.60","43,482,790.73","30,682,287.41","29,983,371.30","30,670,192.99","44,800,748.44","30,468,212.80","32,881,845.43","31,532,499.80","61,209,891.81","33,139,209.05"
应收关联公司款,,,,,,,,,,,,,,,,,,,,
应交税费,"-18,668,969.35","-9,293,856.02","1,700,333.32","22,117,619.58","8,262,089.46","12,428,373.44","12,187,262.19","19,516,294.07","21,989,599.75","31,552,799.47","20,821,366.36","25,377,413.94","28,813,151.91","23,126,308.84","20,550,732.27","22,455,224.57","31,431,817.70","14,279,678.21","20,858,941.89","42,811,610.92"
应收利息,"319,755.00","45,725.97","115,219.18","162,550.84","266,307.41","75,761.81","152,496.56","132,961.97","58,829.72","17,710.00",,,,"282,086.67","1,389,926.27","3,022,133.23","4,356,811.57","3,025,283.00","3,919,883.46","7,324,427.49"
应付利息,,"198,333.33","37,644.44","321,628.13","1,309,733.33",,,,,,,,,"208,128.90","1,822,642.23","1,254,554.76","2,300,497.65","909,140.02","2,022,373.57","370,001.85"
