科目,2009-12-31,2010-12-31,2011-12-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
货币资金,"57,430,909.42","46,459,412.30","87,282,718.61","255,395,003.90","181,109,321.44","84,589,918.20","150,729,016.20","168,381,774.76","122,847,211.15","91,719,937.63","96,521,821.51","130,813,375.81","284,994,225.48","191,928,628.29","285,194,953.21","262,726,996.53","284,568,650.17","282,051,685.53","416,683,289.32","389,456,372.69","379,863,941.38","384,474,274.47","352,092,559.89","336,037,217.85","470,432,422.73","274,847,968.68","371,189,324.82","270,946,070.09","236,101,026.16","245,882,556.15","720,292,848.98"
短期借款,"120,000,000.00","60,000,000.00",,"80,000,000.00",,,,,,,"30,000,000.00","70,000,000.00","40,000,000.00","123,244,000.00","122,844,000.00","122,272,000.00","127,226,000.00","129,872,000.00","188,130,800.00","192,304,800.00","253,756,400.00","263,606,000.00","200,079,700.00","196,457,600.00","132,738,000.00","130,684,000.00","125,762,000.00","132,332,000.00","68,246,000.00","68,632,000.00","67,335,000.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付票据,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收账款,"22,393,231.36","18,882,834.63","19,365,911.51","25,594,549.22","12,275,149.40","16,645,425.97","19,935,123.11","20,188,474.68","20,175,314.72","16,602,133.90","18,694,758.69","17,219,835.19","20,031,978.87","13,242,856.97","20,000,669.18","18,422,734.10","24,187,504.41","17,697,173.52","33,004,257.31","33,732,362.00","39,055,839.58","22,283,541.08","21,845,450.90","21,353,119.97","29,505,088.48","17,127,567.54","31,413,211.91","18,594,400.64","30,826,649.05","21,133,501.37","23,579,947.62"
应付账款,"25,574,169.51","38,867,077.17","34,221,871.72","37,094,647.23","36,689,592.96","47,216,420.61","40,421,840.00","37,848,700.51","42,975,920.56","38,636,369.24","45,132,317.02","40,373,638.30","41,918,155.70","44,658,801.17","44,910,295.08","41,351,136.41","36,589,777.00","40,723,485.76","30,138,751.66","35,991,681.56","58,045,962.41","53,471,645.88","45,268,773.43","37,977,136.71","29,673,247.85","56,881,313.66","52,490,023.05","51,397,055.70",,"40,665,136.72",
预付款项,"1,246,000.00","3,071,000.00","3,690,000.00","4,205,210.00","1,688,500.00","831,806.00","1,060,246.00","744,628.48","1,140,297.13","1,139,277.24","999,018.95","4,832,956.67","4,590,553.71","4,006,135.09","7,475,419.72","6,988,682.45","4,050,454.99","1,644,898.31","1,920,676.24","2,993,879.48","5,471,666.91","2,568,246.85","8,056,353.33","7,763,865.99","6,795,804.00","2,550,591.14","23,723,882.82","8,592,716.90","10,792,372.91","2,679,237.68","5,147,110.38"
预收款项,,"5,426,371.70","3,497,398.72","2,988,840.72","4,726,957.97","3,620,652.97","3,191,679.97","2,749,162.97","7,408,608.97","4,054,767.42","3,735,601.42","4,288,646.32","10,361,707.70","10,285,863.82","7,909,191.32","6,590,404.47","8,952,384.23","8,169,725.82","8,774,879.82","6,919,022.22","17,209,271.22","11,411,306.87","19,479,558.47","21,642,264.97","22,016,975.48","36,453,346.73","19,065,467.39","8,783,828.61","15,837,300.61","12,299,669.39","14,400,051.49"
其他应收款,"2,416,172.22","706,569.92","1,707,755.35","4,697,619.80","4,491,524.78","2,542,395.87","2,521,596.16","56,828,605.31","6,110,455.52","2,806,759.06","3,318,454.75","4,147,476.61","6,371,980.35","2,795,152.16","3,009,655.98","2,478,516.65","3,172,684.17","3,488,064.96","3,550,744.27","3,717,380.50","4,500,273.69","4,483,378.13","3,836,659.57","4,634,647.67","4,132,447.91","5,029,341.97","3,698,317.41","3,120,001.03","8,742,680.75","4,045,649.50","18,464,706.77"
应付职工薪酬,"34,877,088.96","40,560,485.23","40,621,738.95","28,214,169.54","21,957,384.25","24,989,897.80","13,943,989.61","14,978,054.85","14,786,156.10","19,820,315.75","17,115,230.38","13,448,746.80","15,081,960.01","21,371,538.16","15,206,909.68","12,500,540.22","13,191,542.55","17,176,257.68","9,635,343.84","8,599,111.73","18,266,476.44","20,835,504.80","8,273,983.84","10,147,234.30","12,465,094.05","28,987,050.87","10,285,348.17","9,886,985.28","15,624,249.01","33,922,421.71","9,517,296.94"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"23,320,147.73","-824,971.49","6,494,964.88","24,927,145.58","6,688,045.49","2,219,447.28","12,055,829.28","24,704,923.22","-4,114,146.18","-8,558,865.29","-18,411,205.83","-17,803,571.06","-12,945,138.17","2,203,995.53","7,429,069.34","5,329,804.34","9,043,154.55","7,025,427.29","10,846,212.03","11,505,812.01","9,945,782.69","23,532,552.77","23,147,864.02","14,462,928.71","13,522,132.01","4,311,644.33","19,897,660.79","10,815,182.71","19,541,466.30","17,135,693.57","39,125,928.40"
应收利息,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付利息,,,,,,,,,,,,,,,"278,710.92","275,623.85","286,306.22","305,784.00","314,323.20","378,099.10","389,583.47","428,528.50",,,,"161,229.38",,"592,580.64","616,099.02","679,456.80","739,230.56"
应收股利,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付股利,,,,,,,,"58,548,000.00",,,,,,,,"72,210,000.00",,,,,,,,,,,,,,,
存货,"6,942,088.90","7,155,258.12","12,630,112.18","11,671,858.09","12,832,039.20","17,299,037.14","13,279,276.31","14,008,195.29","11,653,798.18","13,367,770.20","12,167,442.24","13,528,774.93","20,505,202.65","25,358,053.65","21,191,113.98","21,372,311.10","19,481,916.88","22,440,014.04","19,398,565.22","20,666,437.47","30,946,272.69","36,510,764.12","40,478,785.75","38,917,110.34","38,697,614.06","41,979,810.76","52,577,223.57","66,751,808.39","64,778,620.51","48,841,369.80","65,222,816.95"
其他应付款,"9,509,996.40","10,955,788.50","10,367,163.49","13,909,364.52","19,266,355.42","22,754,340.96","34,144,710.29","33,612,083.29","29,469,218.72","17,860,951.90","22,547,096.63","24,148,693.35","24,675,077.74","20,441,568.99","32,754,299.40","28,219,619.05","33,810,992.32","18,391,256.78","17,783,526.53","17,701,176.12","19,811,821.16","22,123,095.34","18,079,060.13","26,966,103.02","29,502,540.73","48,417,723.17","51,903,569.46","93,597,168.52","93,908,661.51","96,141,258.28","99,989,206.47"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,829,431.30","4,954,150.33","4,963,395.04","4,969,247.79"
一年内到期的非流动负债,"386,000,000.00","110,000,000.00","269,000,000.00","317,000,000.00","15,000,000.00","15,000,000.00","15,000,000.00","27,500,000.00","27,500,000.00","25,000,000.00","25,000,000.00","27,500,000.00","27,500,000.00","30,000,000.00","30,000,000.00","54,200,000.00","54,200,000.00","40,400,000.00","288,510,080.00","295,038,080.00","261,707,520.00","266,380,800.00",,"29,807,360.00","29,202,360.00","87,264,347.18","83,755,740.25","88,298,660.00","158,566,423.00","308,387,395.00","573,454,549.50"
其他流动资产,,,,,,,,,,,,,,"18,159,905.99","16,351,718.61","15,959,802.22",,"5,702.05",,,,"1,603,302.58","200,000,000.00","201,971,950.44","205,712,678.42","748,052,400.61","683,677,570.41","621,721,232.13","1,011,356,236.50","1,070,807,347.29","635,240,602.71"
其他流动负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
