科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
货币资金,"71,980,253.76","104,271,472.12","82,699,824.73","77,670,129.18","81,407,073.10","88,755,748.10","69,917,759.90","50,933,783.87","52,725,341.02","49,722,009.78","35,535,324.94","39,477,669.90","38,408,413.35","41,290,881.72","36,919,483.52","46,199,276.53","39,572,682.09","44,627,263.59","34,456,962.95","38,583,118.98","51,866,842.53","48,226,784.48","47,243,170.00","33,049,976.14","23,260,348.53","18,531,130.03","37,771,221.16","39,066,229.34","29,120,641.72","31,124,415.84","35,678,055.15","55,622,712.73","32,507,766.31","20,057,073.44","17,297,515.53","179,715,569.29","131,137,852.89","125,140,394.53","140,989,448.52","109,940,419.42","84,045,027.62","154,676,977.86","159,727,481.11","166,484,683.95","140,099,365.29","115,238,219.66","125,673,064.13","155,963,719.13","197,354,605.80"
短期借款,"105,000,000.00","140,000,000.00","145,000,000.00","115,000,000.00","105,000,000.00","100,000,000.00","85,000,000.00","60,000,000.00","50,000,000.00","50,000,000.00","45,000,000.00","32,600,000.00","41,800,000.00","40,386,422.79","24,200,000.00","18,200,000.00","5,430,000.00",,,"3,060,000.00","13,532,347.23","15,011,391.78","15,011,391.78","11,951,391.78",,,,,,,,,,"6,000,000.00","8,000,000.00","12,000,000.00","15,500,000.00","9,500,000.00","7,500,000.00","3,500,000.00",,,,,,,,,
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"3,374,285.50","11,382,945.90","19,274,710.70","13,327,437.88","11,516,423.66","24,258,272.49","28,314,415.51","17,112,521.59","10,462,211.11","10,120,679.00","13,119,743.11","6,166,219.52","10,303,564.23","17,683,602.60","18,476,350.65","28,942,911.14","17,733,185.65","9,566,582.70","7,880,291.63","6,892,830.36","8,401,790.41","16,118,402.04","5,671,757.11","7,049,496.57","2,450,000.00","5,005,276.00","10,474,421.74","23,967,126.70","22,463,003.04","23,868,594.74","24,336,052.21","22,642,302.72","15,011,870.05","15,797,043.08","20,286,746.19","35,976,907.23","22,423,720.84","24,976,797.57","23,513,355.28","79,885,184.76","65,962,612.39","38,601,992.64","29,430,876.11","49,183,729.47","31,596,979.21","27,717,425.12","34,719,735.81","56,775,995.38","46,446,234.05"
应付票据,"9,124,395.80","10,988,597.30","6,479,957.66","3,755,395.16","1,845,170.00","1,947,960.00","321,590.00","2,873,197.40","8,391,309.48","8,751,770.88","6,953,455.10","6,555,781.54","4,875,795.69","656,038.40","1,808,250.16","3,209,161.16","4,231,151.40","3,368,679.00","8,035,111.60","7,428,877.90","7,721,476.01","5,296,542.01",,,,,,,,,,,,"6,153,200.00","8,080,842.40","4,371,776.40","2,529,601.00","484,880.00",,,,,,,,,,"500,000.00",
应收账款,"83,273,584.24","67,793,801.02","70,471,963.18","58,345,697.87","64,426,414.57","76,040,682.15","59,964,990.05","46,129,400.63","39,443,286.57","54,692,751.03","60,761,938.56","63,753,604.34","72,635,032.41","65,598,616.89","58,252,747.22","56,026,798.95","62,345,213.27","45,955,982.37","46,053,884.88","35,573,124.38","41,638,782.80","44,306,011.48","38,997,511.96","30,714,547.93","26,982,853.01","38,801,285.87","42,231,221.94","44,753,735.28","43,079,110.79","51,200,566.31","51,494,236.25","39,190,275.94","57,992,514.12","51,591,758.61","58,658,145.32","166,101,647.85","186,624,874.34","185,067,488.62","183,710,537.55","210,259,732.53","217,062,803.44","208,060,273.93","238,793,537.13","165,976,358.14","161,919,655.17","190,723,962.62","186,360,502.32","129,401,516.98","135,667,280.81"
应付账款,"52,585,980.70","46,983,342.27","42,686,381.13","38,384,444.12","33,113,726.28","36,441,018.00","22,503,086.07","20,772,639.02","12,803,747.86","16,762,069.42","24,862,625.94","21,576,414.52","23,352,689.09","25,958,721.09","27,343,381.97","31,684,485.10","23,197,341.61","21,333,083.45","36,239,692.75","19,590,651.49","15,954,608.19","18,184,602.79","18,799,263.02","17,358,628.51","13,389,485.81","17,351,122.73","28,750,256.37","29,079,400.98","19,882,890.91","23,992,474.41","17,977,134.72","24,102,098.67","19,380,915.40","25,982,676.12","23,479,195.48","123,759,063.37","110,696,050.94","103,758,058.43","101,268,013.02","106,939,520.89","107,411,070.56","106,951,417.27","98,574,708.25","92,020,149.70","67,561,141.99","81,745,131.82",,"56,391,074.26",
预付款项,"44,428,007.85","46,944,742.85","42,618,036.78","41,309,640.15","19,758,074.63","23,605,727.48","15,538,953.06","11,460,451.19","12,287,548.93","18,770,542.86","19,521,628.74","2,606,848.55","7,913,574.31","8,463,088.10","10,216,905.28","12,102,211.07","18,986,101.54","15,521,658.44","16,387,562.75","6,370,540.20","10,371,920.27","9,431,426.18","11,921,667.32","2,029,948.04","4,060,046.27","4,567,179.89","4,430,192.53","2,234,251.55","7,784,378.53","7,821,444.16","7,279,524.79","1,733,372.99","2,859,005.34","3,018,236.15","3,573,934.75","13,457,726.91","12,205,545.73","10,384,309.70","9,766,061.40","20,188,384.37","21,043,422.48","12,941,903.51","7,034,499.09","7,690,783.91","15,685,619.55","13,367,665.61","14,814,903.04","22,949,118.67","16,351,312.68"
预收款项,"15,885,902.08","26,452,532.77","10,569,291.50","18,753,633.79","15,740,639.00","17,375,937.23","13,419,682.62","8,072,249.53","10,378,554.54","14,162,771.06","14,836,023.10","6,306,883.69","9,150,520.94","9,785,848.48","11,773,933.72","6,250,086.79","10,887,662.22","9,187,274.93","9,487,627.84","5,359,348.39","7,599,746.92","4,699,116.24","3,613,615.81","2,610,220.95","5,524,698.86","4,249,594.97","5,495,195.95","1,975,603.76","4,123,029.14","2,903,801.51","1,990,875.80","2,454,106.95","3,491,070.90","3,398,733.27","7,051,350.91","29,468,930.91","37,561,419.11","49,867,802.51","70,915,889.43","43,685,607.86","50,215,393.10","62,829,384.84","59,054,972.63","49,830,349.98","59,652,066.76","55,576,573.86","62,355,322.45","70,626,810.02","69,263,607.44"
其他应收款,"1,518,920.34","414,406.35","419,958.24","364,218.86","19,354,603.57","757,772.40","642,365.72","1,450,622.67","1,404,388.01","905,233.68","1,469,142.58","417,027.62","265,983.26","342,199.09","343,447.49","392,118.93","2,779,556.35","2,027,421.71","2,707,818.98","635,013.99","2,530,352.74","2,266,469.35","1,054,552.78","345,211.68","2,697,709.98","1,678,151.49","7,026,071.67","1,587,436.54","3,426,318.58","17,188,857.64","2,205,475.14","1,247,925.00","1,655,985.56","965,057.08","1,769,485.50","4,917,108.15","4,245,422.30","3,917,042.65","3,304,531.62","2,912,379.41","3,609,410.35","3,728,279.53","3,174,263.30","4,025,458.32","7,503,737.10","6,558,631.42","5,189,427.79","3,934,037.12","3,606,082.49"
应付职工薪酬,"1,367,020.84","1,694,573.99","1,871,184.61","2,325,954.08","2,568,749.05","1,596,544.95","1,774,082.87","1,905,146.01","2,147,984.69","2,473,848.78","2,177,719.13","5,994,303.96","6,265,346.47","5,795,202.83","5,178,629.32","4,776,074.16","4,753,396.42","4,486,512.99","4,220,349.68","3,878,368.68","3,648,982.19","3,451,248.78","3,267,108.08","3,178,108.05","3,368,829.53","3,596,121.76","3,120,378.73","3,278,738.69","3,383,754.61","3,877,075.98","4,160,395.19","5,196,101.74","4,449,776.86","6,068,312.09","5,978,780.89","25,520,728.13","17,662,179.37","16,726,148.60","16,403,991.01","27,054,844.97","16,243,262.52","20,181,201.29","21,038,274.29","24,637,970.54","13,471,076.09","18,061,299.68","16,333,750.11","22,579,068.42","11,900,694.66"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"4,272,635.55","-1,298,128.95","565,674.26","1,325,879.03","5,994,949.09","108,210.67","-1,203,520.09","-5,334,867.19","-6,994,247.48","-4,120,359.52","-3,458,360.24","-3,416,241.79","-2,694,927.76","-3,692,077.82","-4,861,133.45","-297,571.82","-2,256.71","-1,901,654.53","-997,199.98","259,549.74","-1,540,787.97","-449,143.41","478,077.82","-2,275,578.01","-2,031,194.30","-874,074.23","4,646,617.22","-1,553,769.65","-1,079,723.11","26,850.42","-444,696.06","3,884,729.15","4,586,959.94","757,870.50","631,645.42","14,408,311.95","964,522.52","973,517.66","-1,883,946.52","16,520,844.04","6,094,527.72","9,757,704.37","11,034,329.38","5,979,341.43","1,907,611.79","6,054,102.80","7,223,044.42","5,109,181.25","8,383,127.23"
应收利息,,,,,,,,,,,,,,,,,,,,,,,,,,,,"126,200.00","126,200.00","126,200.00","126,200.00","126,200.00","126,200.00","126,200.00","126,200.00","1,039,069.45","1,605,745.74","484,325.00","639,366.66","126,200.00","126,200.00","126,200.00","126,200.00","126,200.00","126,200.00","126,200.00","126,200.00",,
