科目,2007-12-31,2008-12-31,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
货币资金,"53,087,713.68","76,713,159.27","41,106,804.90","66,547,162.73","415,397,184.32","367,005,639.68","342,587,164.06","337,005,686.74","318,159,307.09","300,933,950.96","286,272,651.54","270,278,682.05","261,135,529.88","227,188,639.31","205,529,947.05","227,644,660.29","205,382,655.40","174,313,666.56","143,865,706.22","158,027,813.37","151,853,525.23","141,318,448.04","127,348,780.06","159,915,788.42","115,332,916.91","128,410,902.33","134,119,101.79","205,591,139.20","111,328,055.43","130,137,194.45","122,703,143.81","406,456,389.21","222,315,308.19","157,762,637.96","155,840,589.15"
短期借款,"15,900,000.00","23,000,000.00","23,000,000.00","23,000,000.00","16,000,000.00",,,,,,,,,,,,,,,,,,,"46,029,944.30",,"62,663,261.25","61,625,000.00","51,220,000.00","52,300,000.00","84,300,000.00","106,300,000.00","114,500,000.00","116,500,000.00","107,000,000.00","127,000,000.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"115,000.00",,,,,,,"5,000,000.00",,,,"450,600.00","450,600.00","610,000.00","435,300.00","70,000.00","1,007,940.00","230,000.00","160,000.00","3,000,000.00","3,000,000.00","8,300,000.00","1,734,800.00","4,975,150.00","798,750.00","1,407,440.00","1,082,215.20","2,121,865.20","2,192,100.00","2,147,480.00","275,280.00","1,835,753.00","1,659,753.00","914,023.00","3,108,420.00"
应付票据,,,,,,,,,,,,,,,,,,,,,,,,,,,"15,046,265.42","15,065,156.72","6,169,371.00","10,102,244.00","3,406,459.00","8,740,500.00","8,740,500.00",,"672,000.00"
应收账款,"23,608,975.06","12,304,382.08","40,359,511.15","41,785,952.79","67,337,248.71","62,917,505.97","94,347,077.97","85,358,388.52","112,735,470.75","106,445,714.43","93,484,538.80","110,849,487.48","116,796,701.80","118,089,914.47","134,504,247.12","92,526,367.92","114,688,108.23","130,123,370.14","148,231,880.95","123,286,524.02","124,882,296.36","121,339,529.09","124,445,917.83","116,572,787.69","135,634,379.31","401,970,003.79","407,013,918.66","333,447,987.52","351,003,126.01","370,766,245.55","396,783,303.04","462,880,165.63","490,668,040.48","556,418,129.39","599,818,493.59"
应付账款,"22,410,952.77","12,604,682.62","5,546,298.24","10,936,077.63","11,230,581.39","5,637,270.65","20,685,513.97","26,907,039.09","31,599,064.20","21,967,843.00","11,126,471.19","7,200,926.67","12,023,353.59","7,616,666.02","6,241,101.02","6,010,047.74","3,695,213.09","12,568,579.35","17,741,067.53","22,822,538.98","16,520,078.20","10,111,622.13","6,128,647.55","12,075,865.64","24,953,562.13","53,833,651.91","61,398,634.81","59,856,875.00","43,235,944.63","56,843,382.03","49,596,574.50","146,180,520.68","112,241,990.23","131,246,501.31","131,423,232.07"
预付款项,"9,058,291.24","8,324,003.06","16,957,365.72","1,825,921.34","26,212,399.20","24,637,283.42","16,260,900.45","41,647,967.11","38,689,014.71","54,047,992.46","66,279,643.99","39,414,703.37","44,378,947.74","48,879,756.83","70,524,411.72","30,128,614.71","36,090,517.79","34,092,705.66","36,539,265.95","22,038,755.22","24,725,919.31","25,914,962.60","36,120,788.50","13,076,241.67","12,863,123.46","30,347,876.55","35,682,156.79","42,825,270.33","65,692,914.43","62,973,198.74","112,511,704.13","30,935,959.04","71,662,377.29","74,372,294.52","79,042,568.65"
预收款项,"674,081.11","22,153,843.16","1,656,734.24","2,020,948.71","152,850.00","134,850.00","4,850.00","1,422,049.96","1,488,849.96","2,457,375.20","958,432.55","1,168,144.56","663,750.00","448,000.00","3,973,600.00","5,340.00","5,944,847.33","604,861.43","211,598.24","4,000.00",,"4,000.00","4,000.00",,"1,644,500.00","36,116,933.20","56,105,763.08","66,996,086.03","48,763,117.60","44,048,105.95","45,198,704.41","131,862,688.15","120,132,656.77","127,942,382.72","175,893,889.40"
