科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
货币资金,"664,172,614.80","852,008,703.80","373,417,395.80","376,979,714.22","548,030,398.85","745,659,077.47","723,771,219.39","1,563,567,773.01","1,802,837,076.39","2,783,108,005.48","3,127,129,326.18","4,588,865,320.98","5,119,367,217.02","3,315,281,944.15","2,460,916,528.05","2,677,570,825.20","2,253,019,814.82","2,628,687,317.55","1,500,381,265.31","851,483,839.88","785,791,841.02","744,146,427.55","1,793,167,332.81","3,621,617,663.05","6,849,427,512.94","5,519,830,365.86","7,161,857,651.92","4,945,864,299.24","4,583,820,270.45","4,293,961,577.44","9,825,137,246.01","11,473,676,835.21","17,903,746,002.82","29,004,779,731.43","25,143,533,903.58","29,267,129,877.58","35,483,733,950.33","32,037,548,561.86","28,563,662,877.56","30,133,214,797.38","22,246,639,792.80","23,605,463,546.51","24,216,355,113.65","19,259,949,376.41","18,096,011,447.62","16,798,928,231.86","21,882,709,090.70","21,640,396,011.47","19,908,667,937.49"
短期借款,"333,900,000.00","304,900,000.00","245,400,000.00","125,400,000.00","300,000,000.00","30,000,000.00",,,"200,000,000.00","280,000,000.00","480,000,000.00","460,000,000.00","440,000,000.00","435,000,000.00","15,000,000.00","615,000,000.00","614,000,000.00","622,500,000.00","1,129,000,000.00","1,126,830,000.00","1,022,690,000.00","1,741,510,000.00","2,045,690,000.00","1,041,040,000.00","1,045,140,000.00","1,051,160,000.00","1,055,680,000.00","1,707,980,000.00","724,840,000.00","64,360,000.00","1,949,447,876.89","4,316,020,932.89","5,482,335,121.11","4,925,422,057.18","2,027,112,754.97","4,303,326,724.33","4,360,164,922.80","2,327,354,626.24","3,480,762,325.57","5,414,616,117.77","11,609,796,541.93","10,373,775,320.95","12,507,695,531.30","9,049,650,082.73","11,968,602,022.31","14,643,724,669.31","17,200,949,977.31","14,436,345,085.15","15,219,218,916.61"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,718,706,169.60","1,618,824,607.70","2,429,626,029.58","3,440,397,534.26","3,495,901,162.36","4,873,705,073.08","6,926,997,190.78","8,519,860,316.11","9,784,112,366.94","10,426,305,893.87","11,955,030,033.63","10,235,993,675.80","10,878,599,683.25","11,188,705,643.20","12,885,148,083.93","13,705,779,621.47","14,567,592,309.53","15,687,436,094.14","45,506,517,951.91"
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,140,060.00","42,296,415.51","38,733,694.18","91,234,715.72","102,064,369.45","178,173,705.98","109,548,372.88","62,981,051.73","61,628,105.11","20,256,689.44","19,040,588.02","21,347,632.89","21,771,006.92","12,779,489.66","14,110,914.53","293,976,744.05","361,522,443.69","1,406,343,251.21","1,640,898,464.14"
应收票据,,,,,"404,262.00","125,452.00","100,000.00","100,000.00","53,858.20","349,980.00",,,,,,"100,000.00","115,000.00","107,161.00","10,716.00","285,000.00","290,000.00","1,179,714.15",,"520,000.00","238,795.00","364,200.00","150,000.00","1,135,737.30","2,004,520.00","1,267,529.00","1,373,386.00","3,991,290.00","869,050.00","570,000.00","1,390,856.00","6,035,065.42","5,049,285.47","10,527,073.74","5,401,324.00","1,957,350.00","2,217,661.50","6,717,661.50","8,465,613.45","5,484,926.80","4,210,000.00",,"3,893,823.13","2,250,000.00","1,331,774.85"
应付票据,,,,,,,,,,,,,,,,,"1,598,400.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收账款,"208,068,884.92","270,218,733.50","252,694,935.13","80,797,078.34","86,959,673.47","181,370,194.43","84,518,964.05","95,841,255.05","83,369,803.10","199,939,104.25","42,396,670.63","41,109,827.37","317,589,940.40","38,041,235.73","347,173,793.61","54,351,852.24","53,676,992.70","154,488,971.24","161,575,380.74","189,534,667.09","120,987,611.63","204,182,716.59","262,469,792.62","393,515,805.47","478,630,146.75","363,220,088.12","467,467,418.05","1,051,912,329.79","585,756,973.30","503,398,764.47","480,145,307.31","1,551,481,439.46","1,423,987,410.42","1,465,752,219.65","1,487,834,800.00","1,182,083,825.79","2,178,966,409.17","2,488,950,317.80","1,635,985,376.71","427,288,404.46","1,059,154,304.11","857,250,875.63","1,221,457,306.01","2,069,477,383.54","1,819,857,156.54","1,315,930,194.07","1,522,949,309.28","1,281,194,765.11","1,014,251,098.08"
应付账款,"1,766,485,174.53","1,663,195,340.49","1,446,400,995.11","1,929,679,294.49","1,700,639,484.63","1,407,183,715.85","1,296,236,396.32","1,135,142,623.99","882,285,910.70","695,474,292.71","558,137,736.50","583,384,373.15","634,287,236.25","643,209,565.87","560,920,835.69","686,258,277.38","375,355,463.40","785,997,718.93","795,763,989.51","791,088,019.49","547,949,963.91","539,118,681.52","473,140,758.30","1,100,312,536.33","746,983,357.51","811,930,508.36","714,661,258.47","1,849,130,035.64","1,922,834,028.35","2,204,660,636.01","2,137,961,706.76","2,518,012,489.12","2,131,415,973.65","2,123,772,917.26","2,120,456,922.02","6,172,771,682.55","3,988,271,568.05","5,060,020,471.91","5,376,157,894.08","8,252,180,054.57","5,438,139,314.61","6,666,391,964.28","6,310,536,501.63","8,106,010,483.43","7,742,719,112.57","7,720,040,977.23",,"7,912,194,652.16",
预付款项,"7,163,314.20","6,595,215.55","106,285,282.27","223,704,211.20","260,944,498.52","274,571,561.31","343,057,879.68","2,287,578,317.17","2,336,225,087.26","2,439,748,193.28","2,475,427,600.73","1,959,787,915.86","2,059,589,999.32","1,979,979,321.04","2,003,708,062.16","1,587,182,280.81","1,578,043,131.45","1,564,708,869.88","1,564,735,821.92","1,461,657,079.26","1,485,450,863.67","1,464,950,707.34","1,513,156,960.35","1,951,812,603.03","2,635,321,938.70","2,633,358,193.26","2,656,221,962.71","2,289,390,621.33","2,665,889,963.90","2,711,212,100.41","3,360,595,676.64","1,261,316,364.24","1,225,652,184.83","592,658,627.76","720,791,094.77","437,537,413.55","477,261,586.52","459,404,811.90","550,242,037.22","434,270,928.04","500,627,425.67","365,345,731.98","925,641,239.79","230,732,171.52","222,902,579.12","205,541,265.53","207,380,718.69","337,009,568.55","397,150,288.73"
预收款项,"175,141,076.68","262,625,846.16","245,775,313.83","138,044,110.71","62,139,534.85","64,485,819.52","69,305,485.95","33,211,227.64","48,649,271.91","342,696,809.04","507,685,264.34","38,498,009.31","26,772,916.06","192,861,645.11","437,490,611.54","693,482,064.92","904,358,169.69","1,044,810,838.93","180,173,028.32","151,144,720.43","191,118,625.34","498,329,190.17","772,383,172.06","350,682,231.46","786,593,518.86","1,321,262,487.08","1,503,948,900.44","757,256,905.84","956,083,236.73","1,192,224,217.30","1,397,385,307.23","2,103,704,374.45","2,688,946,126.08","4,742,493,922.96","6,577,055,611.07","5,386,803,439.39","7,486,444,025.26","7,888,060,662.42","6,216,304,172.84","3,725,923,309.42","2,426,550,615.05","2,708,128,329.77","3,100,948,696.80","1,190,238,935.28","1,573,651,393.04","3,360,245,638.28","7,762,152,971.46","7,410,399,008.56","8,831,963,055.28"
