科目,2008年度,2009年度,2010年度,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
一、营业收入,"353,809,005.41","527,807,722.28","651,777,631.09","299,652,469.60","521,603,914.99","764,253,945.89","141,869,670.14","373,688,156.19","599,815,346.93","835,694,642.55","162,756,403.84","395,195,297.01","643,977,207.76","941,081,936.56","205,681,945.59","485,324,270.94","772,307,519.35","1,230,604,394.17","217,423,214.58","651,231,811.98","988,765,484.52","1,833,252,035.56","267,155,503.77","729,668,360.97","1,315,153,680.20","2,348,896,833.32","358,942,786.66","990,146,341.78","1,662,646,688.87","2,799,399,315.57","512,389,583.29","1,349,560,169.31","2,301,197,492.55","3,824,905,211.51","615,076,739.81"
二、营业利润,"51,162,429.11","108,116,941.72","131,741,138.67","32,455,235.82","80,927,504.88","143,776,851.86","1,640,389.73","37,329,967.87","77,140,942.97","106,001,396.14","837,256.33","31,607,137.82","51,531,945.61","55,305,258.50","580,133.29","45,963,604.82","79,177,345.08","127,455,801.08","-14,871,894.68","49,282,602.35","108,378,119.87","262,650,644.68","-6,216,930.29","52,459,357.63","207,802,558.13","328,015,950.98","-4,322,283.25","128,360,805.67","351,684,376.71","469,259,539.73","48,707,486.11","221,288,341.57","485,024,442.81","733,109,882.99","53,581,264.04"
减:营业成本,"155,851,932.55","228,139,943.03","293,307,570.90","136,567,169.31","241,891,034.96","353,810,906.55","63,143,872.20","176,758,380.08","272,758,384.15","397,235,935.01","72,423,734.22","191,337,873.43","317,610,681.73","479,155,483.59","116,181,660.61","251,526,487.83","400,378,924.43","668,092,825.02","124,243,932.18","343,025,744.91","484,179,224.76","953,469,339.99","144,035,246.78","372,999,820.99","627,607,075.98","1,219,673,400.22","180,316,711.28","502,526,160.87","796,792,294.69","1,417,983,172.33","256,929,184.19","669,039,822.21","1,088,141,037.72","1,984,080,506.76","309,702,735.96"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"1,421,851.56","1,570,812.45","3,827,890.89","3,424,637.23","6,729,578.99","10,467,154.20","1,790,394.14","4,456,533.15","7,493,257.00","11,361,731.50","1,323,767.75","3,643,139.12","6,010,630.35","9,271,514.26","1,747,291.15","4,637,553.20","7,340,497.78","14,233,869.52","1,525,752.47","6,335,049.79","9,920,616.21","20,672,188.81","1,690,184.46","6,932,504.53","11,704,834.50","26,483,405.73","4,512,690.02","10,528,220.05","17,230,379.60","34,678,437.91","5,264,279.21","14,623,190.92","23,132,036.54","42,269,712.94","8,785,072.25"
营业外收入,"37,363,290.76","44,330,675.42","47,816,843.11","11,936,182.59","14,103,310.00","54,470,993.30","9,991,350.05","26,141,283.79","43,798,119.88","90,825,095.80","15,281,093.35","32,122,193.92","57,049,391.96","131,600,175.11","11,516,193.32","27,319,314.32","54,812,994.30","102,400,437.98","22,232,367.68","47,371,285.45","77,265,809.43","129,775,832.00","17,564,566.48","48,457,167.08","82,815,971.18","192,032,104.58","27,464,692.97","6,871,065.02","13,894,275.55","92,846,159.65","160,167.36","2,533,288.74","2,878,645.23","28,330,517.29","51,867.21"
销售费用,"46,905,779.06","80,886,195.28","96,818,218.14","56,787,207.92","83,599,310.25","115,267,399.71","36,740,199.94","81,174,225.86","121,631,903.54","151,128,944.27","41,375,416.00","86,035,100.46","134,240,397.07","169,120,512.98","48,007,662.96","94,020,004.62","144,045,047.50","190,657,581.87","60,975,157.77","118,173,143.49","182,500,732.34","253,209,788.39","67,182,447.09","139,550,409.32","212,395,719.11","324,522,443.67","83,100,349.36","182,642,080.24","251,749,739.67","411,923,919.64","92,074,174.54","215,795,656.44","341,807,254.04","560,436,038.01","126,277,783.62"
减:营业外支出,"1,078,317.96","2,061,282.56","745,886.79","880,798.54","2,314,094.84","2,586,903.59","113,053.22","316,137.20","704,996.74","2,011,347.51","287,241.66","545,368.06","776,284.45","7,934,520.90","484,705.50","910,740.32","1,729,288.77","2,314,032.97","288,185.40","739,489.45","666,071.53","66,073,423.62","341,229.18","1,842,256.73","2,333,617.77","4,603,624.23","235,510.34","630,673.32","882,201.18","1,583,973.34","36,932.15","315,073.94","794,390.35","11,472,095.63","600,413.86"
管理费用,"73,816,730.84","82,137,368.07","96,320,543.75","58,603,618.63","90,139,229.19","121,345,662.69","35,602,388.49","75,407,875.64","120,249,695.81","165,720,462.51","45,916,508.77","79,873,630.59","123,265,444.03","182,499,396.56","40,466,446.57","86,803,186.68","129,718,676.01","194,856,649.62","45,417,424.50","125,275,640.50","189,016,808.43","286,328,374.11","56,918,417.24","141,173,933.03","225,869,242.06","340,124,432.88","83,693,330.00","186,506,425.04","279,473,260.10","445,301,485.87","108,248,258.60","226,914,680.70","106,161,477.78","218,767,875.13","27,577,053.51"
其中:非流动资产处置净损失,"175,138.82","175,061.23","38,232.45","8,616.96","83,808.51","113,490.07","19,326.58","56,987.84","56,987.84","64,359.22","65,515.38","74,853.38","105,073.73","2,015,693.11","2,918.86","26,025.82","48,238.54","87,718.80","56,627.69","70,202.29","70,855.39","254,259.93","159,938.80","371,714.40","473,288.78","510,223.63","140,377.61","356,859.07","419,735.97",,,,,,
