科目,2007年度,2008年度,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
支付给职工以及为职工支付的现金,"3,158,047.20","5,016,742.74","4,947,070.11","7,002,575.70","3,704,974.57","6,093,290.19","8,889,814.21","11,811,482.75","5,926,963.01","9,875,369.50","14,665,680.27","19,558,473.80","7,003,164.33","12,120,126.67","17,262,913.10","24,437,404.64","8,366,376.14","15,446,050.68","21,764,522.20","31,790,785.69","11,845,960.09","18,885,978.58","26,632,294.48","34,700,055.81","15,951,172.90","24,551,602.60","36,186,133.04","50,729,416.58","22,937,065.19","38,325,809.57","55,813,315.09","81,156,676.16","33,494,033.84","51,416,100.04","71,228,476.68","99,836,533.06","36,328,772.62","60,875,963.04"
取得借款收到的现金,"7,200,000.00","14,200,000.00","45,817,589.00","65,819,039.00",,"15,000,000.00","15,000,000.00","31,000,000.00","15,813,904.31","41,990,942.23","63,544,805.44","161,222,821.71","72,307,288.46","159,648,760.21","182,648,760.21","262,827,642.93",,"20,000,000.00","27,264,813.67","110,564,097.72","6,125,897.20","103,379,066.58","149,403,024.54","155,866,705.73","65,602,973.62","220,345,503.43","257,670,372.30","530,489,280.61","120,000,000.00","449,500,000.00","577,050,000.00","823,494,987.42","255,000,000.00","292,152,450.05","462,482,450.05","478,767,884.20","53,200,000.00","156,200,000.00"
支付的各项税费,"2,404,047.49","8,132,000.88","4,698,730.01","6,391,288.06","1,473,706.38","2,475,795.80","6,787,213.11","11,234,308.08","2,432,195.81","4,074,722.40","7,398,511.43","7,591,261.06","2,490,493.02","8,357,188.95","9,099,858.65","11,885,381.55","9,353,623.07","16,741,837.79","23,218,742.70","40,005,378.32","9,542,959.46","13,616,598.16","22,742,779.96","38,758,731.18","13,619,096.85","26,677,883.19","43,596,019.80","55,665,764.04","15,113,966.91","29,924,631.04","41,857,011.65","63,399,280.65","19,526,040.16","31,995,322.18","45,290,890.44","49,662,746.72","6,452,515.61","34,970,553.80"
收到其他与筹资活动有关的现金,"1,630,000.00","574,312.80","1,600,000.00","1,600,000.00",,"1,925,801.90",,"43,756.73","6,191,482.59","7,156,482.59","12,675,452.56","14,321,883.87",,,,"6,639,827.88",,,,,"191,760.00",,"2,041,917.55","2,210,778.91","1,372,027.57","12,490,688.76","3,176,306.78","9,911,821.06","2,556,927.60","79,410,212.79","100,813,400.57","160,806,929.29","137,741,959.59","151,700,757.59","152,376,039.19","19,849,436.87","108,236,762.26","123,049,586.26"
支付其他与经营活动有关的现金,"3,997,250.84","7,178,582.26","5,096,442.07","8,554,406.49","2,991,998.97","5,709,680.69","7,951,212.88","15,118,452.16","4,661,821.88","13,977,388.00","25,152,234.93","30,919,126.58","9,679,539.99","17,548,075.68","25,992,384.01","33,856,994.51","9,038,897.61","16,770,734.53","29,069,533.88","51,178,765.64","11,819,877.20","28,648,638.98","36,636,024.39","55,011,361.88","29,592,812.45","30,219,755.44","39,102,056.86","68,520,042.02","32,564,425.54","55,055,783.59","80,445,818.80","91,602,970.45","62,687,383.10","52,173,625.37","130,664,612.09","166,441,008.46","54,904,329.74","36,914,736.27"
筹资活动现金流入小计,"8,830,000.00","43,374,312.80","47,417,589.00","67,419,039.00","260,829,800.00","277,755,601.90","275,829,800.00","291,873,556.73","29,005,386.90","56,147,424.82","92,788,098.00","192,112,545.58","72,307,288.46","159,648,760.21","182,648,760.21","269,467,470.81",,"20,000,000.00","27,264,813.67","110,564,097.72","7,967,657.20","105,029,066.58","153,094,942.09","159,727,484.64","67,269,930.47","243,131,121.47","332,641,608.36","613,096,030.95","122,556,927.60","534,110,212.79","690,863,400.57","1,194,450,987.36","392,741,959.59","443,853,207.64","614,858,489.24","498,617,321.07","161,786,762.26","279,599,586.26"
经营活动现金流出小计,"51,830,657.78","98,746,932.92","76,372,442.49","119,706,256.45","35,273,728.26","72,767,399.54","113,380,135.29","164,148,139.01","68,288,925.72","148,374,126.12","249,402,055.20","355,635,099.78","97,565,589.15","161,801,773.27","216,597,931.31","277,874,042.01","74,004,606.10","128,414,820.57","215,023,777.03","373,697,970.19","92,577,430.61","185,500,861.93","279,944,021.01","396,256,522.84","150,787,455.37","251,452,956.39","532,898,985.07","669,772,129.67","197,225,373.50","425,326,874.65","623,781,317.26","768,318,002.08","310,003,963.17","504,017,506.14","853,491,970.74","1,015,651,482.08","304,644,774.73","564,593,479.47"
偿还债务支付的现金,"6,855,776.70","8,700,000.00","20,769,750.00","41,361,200.00",,"15,000,000.00","36,575,055.00","51,572,590.00",,"3,278,977.09","15,708,469.95","53,685,037.40","25,583,009.97","91,854,222.01","152,198,384.76","247,324,306.77","19,500,000.00","70,570,000.00","98,570,000.00","181,214,819.41","3,919,278.31","36,045,175.51","87,334,171.12","143,593,593.49","24,491,508.20","146,876,089.86","194,685,722.42","290,817,245.36","53,320,699.56","158,341,344.84","193,637,451.47","497,906,100.71","211,952,067.71","326,031,067.71","629,196,244.28","691,135,455.52","160,449,292.02","281,872,400.13"
经营活动产生的现金流量净额,"8,784,089.48","-7,226,141.57","18,783,522.23","17,621,229.24","-4,740,715.70","-8,740,926.69","-6,473,112.75","-5,752,552.66","-21,391,191.76","-31,371,655.09","-44,959,185.32","-76,725,193.89","-33,637,778.83","-12,905,537.78","5,641,415.19","57,902,961.33","-11,482,910.80","16,719,526.04","29,705,893.46","51,929,000.64","-13,164,947.32","5,721,238.70","27,202,720.39","74,409,869.85","-24,862,890.16","-27,459,214.25","-46,733,667.52","-114,180,110.87","-70,134,164.44","-36,741,619.15","-31,879,305.38","-28,190,538.61","-5,561,420.70","100,253,065.35","151,808,190.49","186,548,899.01","106,288,765.70","37,985,528.99"
分配股利、利润或偿还利息支付的现金,"387,119.41","3,036,000.37","802,967.78","1,230,753.12","369,366.66","692,277.27","981,121.46","1,132,295.69","221,518.89","20,024,158.72","21,079,553.31","24,336,633.41","2,311,447.81","9,902,729.07","12,967,563.60","16,776,578.01","1,992,166.60","3,702,234.11","8,612,874.34","10,089,026.19","1,077,089.96","21,547,223.11","23,846,720.67","24,564,810.12","1,599,077.67","18,810,406.68","22,614,461.51","28,409,812.09","2,737,615.36","31,819,179.84","37,907,254.65","50,096,394.40","8,297,519.16","19,003,125.90","29,419,784.47","31,941,079.65","7,917,657.32","13,527,685.93"
收回投资收到的现金,,"10,000,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,"30,520,000.00",,,,,,,"4,153,751.41",,,
支付其他与筹资活动有关的现金,"2,280,092.42","3,760,000.00","3,701,233.38","5,437,220.38","3,633,047.29","9,716,137.03","13,509,290.69","19,943,229.08",,,"1,723,095.00","1,121,322.23",,,"9,259,200.00","9,567,840.00",,"3,018,113.53","6,852,530.53","11,075,047.42","2,477,742.80","3,056,865.19","4,758,817.19",,"5,093,789.40",,"16,612,598.65",,"20,484,375.11","76,218,316.17","137,014,848.58","171,229,472.78","145,245,333.26","195,781,259.21","228,752,340.85","79,309,080.06","120,978,335.10","127,713,006.90"
取得投资收益收到的现金,,"1,047.52",,,,,,,,,,"5,222,869.94",,,,"2,134,508.12",,,,,,"133,063.82","30,752.60",,,,,"71,600.84",,,,"8,515.16",,,"3,445,300.00",,,
筹资活动现金流出小计,"9,522,988.53","15,496,000.37","25,273,951.16","48,029,173.50","4,002,413.95","25,408,414.30","51,065,467.15","72,648,114.77","221,518.89","23,303,135.81","38,511,118.26","79,142,993.04","27,894,457.78","101,756,951.08","174,425,148.36","273,668,724.78","21,492,166.60","77,290,347.64","114,035,404.87","202,378,893.02","7,474,111.07","60,649,263.81","115,939,708.98","168,158,403.61","31,184,375.27","165,686,496.54","233,912,782.58","319,227,057.45","76,542,690.03","266,378,840.85","368,559,554.70","719,231,967.89","365,494,920.13","540,815,452.82","887,368,369.60","802,385,615.23","289,345,284.44","423,113,092.96"
处置固定资产、无形资产和其他长期资产收回的现金净额,,,,,,,,,,,,"35,000.00","25,000.00","25,000.00","1,025,000.00","13,145,095.29",,,,"506,604.62",,"313,846.15","313,846.15","313,846.15","365,000.00","359,368.93","365,000.00","447,621.36",,"422,153.90","422,153.90","808,901.64",,,,"417,748.70",,
筹资活动产生的现金流量净额,"-692,988.53","27,878,312.43","22,143,637.84","19,389,865.50","256,827,386.05","252,347,187.60","224,764,332.85","219,225,441.96","28,783,868.01","32,844,289.01","54,276,979.74","112,969,552.54","44,412,830.68","57,891,809.13","8,223,611.85","-4,201,253.97","-21,492,166.60","-57,290,347.64","-86,770,591.20","-91,814,795.30","493,546.13","44,379,802.77","37,155,233.11","-8,430,918.97","36,085,555.20","77,444,624.93","98,728,825.78","293,868,973.50","46,014,237.57","267,731,371.94","322,303,845.87","475,219,019.47","27,247,039.46","-96,962,245.18","-272,509,880.36","-303,768,294.16","-127,558,522.18","-143,513,506.70"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,,,"2,000,000.00","2,000,000.00","2,100,000.00",,,,,,,,,,,,,,
四、汇率变动对现金的影响,"-6,326.45","-151,635.37","11,050.33","3,847.62","-37,105.30","-89,914.29","-232,782.87","-235,221.19","613,494.76","1,506,743.82","1,555,514.53","691,291.04","-71,906.18","-302,870.69","-136,005.77","-40,550.68","-16,178.02","-340,742.51","-353,282.74","70,039.29","48,809.11","-78,653.76","-95,933.45","137,643.03","12,002.69","-118,219.13","-259,644.04","-2,127,653.17","-1,269,113.32","-991,044.41","-242,413.96","5,390,108.67","-2,076,387.67","-8,077,508.28","-13,638,581.62","-11,489,901.19","-14,251,941.67","-10,201,960.48"
收到其他与投资活动有关的现金,"400,000.00","1,200,000.00","2,100,000.00","7,460,000.00",,,,"609,750.00","1,706,170.50","2,203,040.50","2,548,812.50","90,829,800.00","54,608,177.75","83,396,768.80","107,584,966.02","53,500,000.00","3,826,549.30",,,,,,,,"9,092,461.26",,"9,092,461.26",,,,,"72,834,992.80",,,,,,
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"400,000.00","11,201,047.52","2,100,000.00","7,460,000.00",,,,"609,750.00","1,706,170.50","2,203,040.50","2,548,812.50","96,087,669.94","54,633,177.75","83,421,768.80","108,609,966.02","68,779,603.41","3,826,549.30",,,"506,604.62",,"2,446,909.97","2,344,598.75","2,413,846.15","9,457,461.26","359,368.93","9,457,461.26","31,039,222.20",,"422,153.90","422,153.90","73,652,409.60",,,"7,599,051.41","417,748.70",,
五、现金及现金等价物净增加额,"-1,066,443.80","12,896,458.62","19,318,272.61","15,512,912.45","251,775,891.87","236,955,298.47","188,594,684.32","18,702,942.98","-38,154,557.71","-72,468,239.39","-97,398,074.11","-25,892,469.32","28,547,800.65","56,073,386.74","36,803,985.32","68,913,133.21","-32,581,973.11","-43,004,541.96","-59,818,696.33","-41,755,837.35","-18,529,240.68","20,321,544.06","-5,585,314.45","-8,492,805.55","20,354,828.99","-10,610,793.34","22,368,424.00","67,681,347.21","-77,041,007.27","151,283,932.83","147,662,451.11","339,886,923.56","15,969,441.34","-23,076,150.19","-152,718,759.43","-161,619,980.30","-36,108,715.89","-117,403,485.60"
购建固定资产、无形资产和其他长期资产支付的现金,"9,551,218.30","8,805,124.39","23,719,937.79","28,962,029.91","273,673.18","6,561,048.15","29,463,752.91","59,314,675.13","47,866,899.22","77,650,657.63","110,820,195.56","148,915,788.95","12,788,522.77","23,826,292.72","29,246,009.47","47,027,626.88","3,417,266.99","2,092,977.85","2,400,715.85","2,446,686.60","5,906,648.60","11,346,739.11","20,190,918.74","22,322,231.10","337,300.00","13,898,244.64","18,454,551.48","27,792,561.27","217,367.08","78,156,375.84","140,452,277.81","74,927,552.51","3,239,789.75","17,889,462.08","25,577,539.35","32,928,432.66","587,017.74","1,673,547.41"
期初现金及现金等价物余额,"3,376,827.63","2,310,383.83","15,206,842.45","15,206,842.45","30,719,754.90","30,719,754.90","30,719,754.90","30,719,754.90","186,085,891.88","186,085,891.88","186,085,891.88","49,422,697.88","30,151,550.79","23,530,228.56","23,530,228.56","23,530,228.56","92,443,361.77","92,443,361.77","92,443,361.77","92,443,361.77","50,687,524.42","50,687,524.42","50,687,524.42","50,687,524.42","44,479,786.91","42,194,718.87","42,194,718.87","42,194,718.87","230,516,787.52","109,876,066.08","109,876,066.08","109,876,066.08","449,762,989.64","449,762,989.64","449,762,989.64","449,762,989.64","288,143,009.34","288,143,009.34"
投资支付的现金,,"10,000,000.00",,,,,,,,,,,,,,,,,,,,"20,800,000.00","52,000,000.00",,,,,"30,520,000.00",,,,"32,844,779.77","400,000.00","400,000.00","400,000.00",,,
期末现金及现金等价物余额,"2,310,383.83","15,206,842.45","34,525,115.06","30,719,754.90","282,495,646.77","267,675,053.37","219,314,439.22","49,422,697.88","147,931,334.17","113,617,652.49","88,687,817.77","23,530,228.56","58,699,351.44","79,603,615.30","60,334,213.88","92,443,361.77","59,861,388.66","49,438,819.81","32,624,665.44","50,687,524.42","32,158,283.74","71,009,068.48","45,102,209.97","42,194,718.87","64,834,615.90","31,583,925.53","64,563,142.87","109,876,066.08","153,475,780.25","261,159,998.91","257,538,517.19","449,762,989.64","465,732,430.98","426,686,839.45","297,044,230.21","288,143,009.34","252,034,293.45","170,739,523.74"
