科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
货币资金,"982,864,580.99","815,892,643.82","769,579,452.01","675,580,464.10","764,004,842.03","863,828,900.98","968,486,113.96","1,115,021,818.23","1,168,893,253.72","1,878,445,529.52","1,076,110,130.03","1,215,970,276.12","885,214,496.50","591,475,718.12","790,669,030.56","963,301,386.49","1,290,330,085.27","1,582,638,568.44","1,110,508,725.21","1,242,548,082.97","1,014,544,748.22","1,080,835,844.59","1,287,317,047.90","1,134,423,930.29","1,127,519,654.20","1,047,288,962.55","1,107,544,761.19","1,311,479,412.44","1,022,595,221.53","970,422,683.33","938,698,545.98","1,366,835,896.06","825,722,530.44","764,478,074.20","1,315,804,422.92","1,279,686,180.97","1,559,124,626.73","1,657,916,288.99","1,696,893,611.87","2,451,255,991.90","2,213,704,337.85","2,808,456,391.70","2,881,323,485.55","1,770,879,886.03","1,848,259,912.12"
短期借款,"1,114,800,000.00","1,218,363,990.39","1,212,303,843.34","1,231,508,573.21","1,249,339,573.21","1,406,000,000.00","1,582,778,000.00","1,697,791,453.00","1,692,942,693.27","1,629,275,663.53","1,205,781,083.83","1,291,979,740.00","1,068,980,364.00","1,073,082,212.40","1,422,586,413.60","1,622,604,689.74","2,119,904,689.74","1,851,800,000.00","1,792,560,000.00","1,884,582,160.00","1,500,997,560.00","1,807,099,413.00","1,900,253,713.00","1,839,815,660.53","1,837,217,540.96","1,911,329,296.12","1,981,274,101.13","1,645,110,197.00","1,776,686,674.35","1,902,145,063.55","1,609,011,634.57","1,639,041,899.64","1,734,853,503.51","2,134,128,391.88","2,449,732,241.67","2,411,625,641.05","1,937,211,495.69","2,083,603,774.80","1,990,344,235.26","1,784,385,375.72","1,851,677,874.25","2,466,051,381.03","3,059,105,019.09","2,762,777,539.88","3,159,520,316.80"
交易性金融资产,"7,304,249.83","206,814.71","312,375.30","323,549.00","200,591.00","121,364.20","77,837.00","85,451.00","147,171.00","168,659.00","142,633.00",,"130,928.00",,,,,"320,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"9,599,969.34","3,900,526.00","10,960,313.30","33,822,115.72","12,610,275.70","31,078,230.86","20,144,203.36","65,253,206.58","62,200,641.51","11,728,716.60","9,365,308.52","6,346,733.10","12,631,181.22","12,707,692.52","37,350,339.97","92,228,115.10","120,975,934.55","112,047,525.35","195,952,150.91","220,881,438.80","24,215,500.00","18,700,000.00","28,441,600.00","62,154,466.33","92,211,525.53","102,663,925.53","102,031,925.53","35,482,400.00","40,903,502.81","167,936,985.91","130,294,943.27","232,221,899.64","317,543,503.51","262,805,457.58","359,389,903.66","173,129,956.63","276,953,937.99","147,813,774.80","194,291,262.94","159,449,023.18","92,477,847.47","71,740,542.56","84,285,396.88","90,826,233.87","113,261,323.54"
应付票据,"630,778,463.54","611,531,855.58","531,039,713.95","459,676,819.65","563,334,380.95","665,450,000.00","810,770,000.00","739,840,000.00","882,470,000.00","874,986,213.34","548,261,100.51","306,994,720.24","222,426,320.34","290,001,758.55","539,114,816.44","471,651,572.15","501,502,437.42","663,779,347.03","885,498,850.67","884,167,319.86","475,055,488.72","292,374,360.63","457,158,079.61","478,527,933.82","412,132,990.26","444,973,926.03","521,899,048.83","652,109,989.58","566,889,301.39","483,170,599.95","522,028,832.45","486,740,604.88","603,040,432.63","439,487,669.61","564,422,425.55","335,028,006.23","536,394,521.95","313,233,955.36","407,032,527.07","337,970,753.29","212,326,354.89","384,348,983.20","497,779,001.28","551,880,604.42","548,327,046.02"
应收账款,"2,360,381,216.93","2,393,391,622.33","2,253,952,909.61","2,878,483,483.98","2,949,617,388.94","2,774,640,522.58","2,620,994,132.46","2,889,113,190.61","2,758,969,080.09","2,642,110,025.84","2,830,902,306.04","3,048,258,703.01","2,939,829,691.85","2,514,127,561.32","2,386,779,892.43","2,749,383,930.49","2,557,429,251.13","2,435,350,495.65","1,837,628,044.26","2,968,427,793.35","2,409,734,515.69","3,070,845,106.78","3,265,000,848.50","3,956,049,319.32","3,533,822,118.64","3,693,520,518.91","3,613,317,521.04","4,148,902,330.77","4,217,015,665.03","4,703,521,800.77","4,677,584,827.73","5,177,781,576.37","4,803,978,077.87","5,120,297,098.33","5,206,839,990.74","6,894,909,052.06","6,353,952,776.27","7,284,421,875.12","7,162,906,545.06","7,577,906,819.21","6,765,614,130.99","7,205,945,207.02","7,483,139,651.65","10,354,004,411.75","8,100,614,374.78"
应付账款,"1,746,713,929.85","1,990,451,326.15","2,137,628,145.73","2,308,929,346.22","2,315,905,983.64","2,764,892,268.01","2,509,472,681.94","2,184,684,432.27","2,359,611,060.35","2,514,990,535.91","2,546,024,750.69","1,492,353,506.76","1,427,359,388.31","2,179,768,515.60","1,872,652,895.30","2,120,634,794.73","1,908,731,411.42","2,616,242,139.72","2,974,244,708.08","2,976,220,179.32","2,765,790,349.25","3,122,355,175.40","3,555,034,721.01","4,252,420,970.51","4,229,367,896.48","4,453,251,446.49","4,847,229,012.72","5,485,308,718.76","5,758,297,367.04","6,319,371,474.80","6,715,510,744.55","7,547,234,007.49","7,462,375,990.36","7,915,593,853.69","8,039,608,666.14","9,239,353,761.49","9,160,206,194.45","9,419,602,746.15","9,603,645,206.52","9,911,341,081.53","9,953,445,260.70","10,803,566,997.18","11,558,130,568.27","13,523,190,489.59","11,559,061,267.74"
预付款项,"231,733,735.22","170,672,573.60","159,708,395.23","148,226,076.21","115,587,522.12","105,928,253.65","297,214,217.12","118,463,896.73","90,826,779.50","99,250,894.23","219,481,607.57","133,512,889.59","361,101,539.71","260,781,595.02","442,811,585.08","598,905,465.11","576,091,639.97","685,905,656.38","1,162,765,690.18","436,620,711.18","324,009,412.91","343,823,825.78","464,650,644.54","412,005,143.95","304,980,409.84","260,864,825.21","384,733,723.77","489,653,123.00","367,913,652.82","306,354,136.94","315,954,477.39","420,365,994.06","303,587,684.58","309,515,718.67","484,655,477.71","420,174,278.48","359,009,814.55","232,813,542.23","218,682,137.73","445,663,014.67","535,420,311.88","383,615,944.00","430,459,776.69","395,544,701.41","648,570,924.69"
预收款项,"584,659,538.65","643,062,440.29","816,720,700.73","417,575,378.41","570,479,590.76","712,250,227.40","776,954,999.15","585,705,146.43","589,082,225.62","691,342,627.52","852,384,542.80","341,348,303.86","673,985,156.28","725,767,968.61","868,324,780.55","472,695,077.49","478,489,127.57","1,130,093,955.38","1,075,360,789.40","806,847,743.66","550,984,170.73","1,009,330,919.86","1,139,449,832.10","739,188,528.96","1,033,601,802.58","888,944,562.89","905,348,424.83","1,128,210,304.49","1,355,649,305.45","1,326,202,817.50","1,285,882,373.81","707,528,922.29","875,059,840.06","684,679,071.34","614,371,304.19","521,561,565.39","628,318,682.81","903,088,848.48","838,359,936.39","627,026,312.79","811,772,215.85","411,217,101.81","307,687,851.84","658,026,534.83","1,201,012,160.56"
