科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
货币资金,"754,237,517.29","1,256,793,522.54","1,285,764,166.75","1,315,432,521.94","1,602,939,938.44","1,215,673,029.81","1,184,096,513.11","1,747,252,556.78","1,692,859,843.55","1,645,406,324.80","1,726,080,429.73","2,310,830,939.73","2,143,363,130.97","2,281,484,078.62","2,428,633,349.69","2,925,701,478.14","1,899,551,824.60","1,737,250,234.66","1,482,632,288.40","1,289,016,213.96","1,457,090,875.36","1,267,883,160.34","1,212,137,315.88","1,562,258,507.49","1,428,932,396.36","1,167,310,982.94","1,110,596,408.24","4,360,664,117.96","1,493,011,552.95","1,166,298,585.85","1,233,268,145.37","1,619,745,072.41","1,438,469,730.40","1,540,353,883.16","1,358,978,527.00","1,951,053,456.66","1,994,035,253.40","1,734,910,890.86","2,037,874,315.44","1,531,773,352.96","1,656,927,264.37","1,594,322,530.99","1,426,204,614.40","2,159,393,521.75","1,339,828,588.00","1,801,331,257.71"
短期借款,"1,176,780,000.00","1,325,330,000.00","937,550,000.00","1,239,150,000.00","1,164,080,000.00","928,580,000.00","788,780,000.00","1,018,310,000.00","1,474,080,000.00","1,167,030,000.00","924,550,000.00","701,600,000.00","531,400,000.00","441,350,000.00","281,350,000.00","83,350,000.00","143,350,153.56","271,900,000.00","193,350,000.00","248,350,000.00","298,350,000.00","610,000,000.00","593,000,000.00","848,000,000.00","993,000,000.00","1,120,899,825.00","1,038,000,000.00","608,000,000.00","147,000,000.00","237,553,679.46","817,844,213.22","1,349,807,256.02","1,247,910,133.24","1,689,700,000.00","1,852,500,000.00","3,038,734,688.83","2,802,382,177.04","1,764,631,757.40","1,874,576,865.58","1,221,834,910.36","1,801,892,083.96","1,893,267,458.74","1,994,595,184.01","2,083,358,777.06","634,718,255.00","932,808,677.31"
交易性金融资产,"164,075,794.24","99,931,984.52","72,480,482.66","48,446,955.00","121,144,784.13","41,586,719.53","26,425,680.00",,"12,857,125.00","13,416,487.50","15,859,785.50","25,856,543.50","57,898,637.50","47,351,900.00","72,607,794.99","77,059,981.99","72,979,905.35","54,244,457.23","45,105,884.31","32,887,262.55","32,125,286.80","37,444,665.55","32,760,629.92","21,129,423.52","19,424,380.00","16,009,900.00","6,403,284.00","6,039,829.80",,,,,,,,"792,400.00","230,820,100.00","366,800.00","592,659.80","842,953.77","891,353.77","890,873.77","870,953.77","992,153.77","883,753.77","804,628.16"
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,,"241,278.00","400,000.00","850,000.00","600,000.00","530,235.00","1,792,856.85","593,234.72","300,000.00",,"416,931.50",,,,,,"390,000.00","390,000.00",,"800,000.00",,,,,,"2,598,643.83","3,695,288.38","9,306,031.22","6,836,920.00","2,783,000.00","4,991,263.00","1,258,848.00","428,400.00","3,098,863.00","800,000.00","1,580,936.63","943,062.60","2,513,341.65","5,313,341.65","1,478,870.60","12,569,878.25","10,894,728.00","1,087,500.00","11,682,682.39","15,079,754.60","20,430,837.50"
应付票据,"162,666,300.00","187,410,300.00","146,092,928.50","156,400,914.40","148,752,911.07","93,917,900.72","112,436,174.50","163,757,098.65","147,962,525.00","111,980,000.00","43,715,038.40","2,200,000.00","41,789,163.90","64,020,000.00","63,780,000.00","64,704,500.00","4,514,500.00","61,054,500.00","109,186,400.00","49,074,200.00","99,086,800.00","199,968,000.00","150,535,600.00","198,775,600.00","282,486,000.00","263,776,000.00","256,762,100.00","224,128,061.88","180,525,161.88","217,223,843.00","249,279,183.00","175,345,039.57","218,273,294.64","355,486,635.00","193,035,621.63","183,430,257.00","258,100,976.11","298,319,718.00","310,038,254.82","227,054,132.39","194,232,422.00","88,050,060.00","111,822,760.00","152,817,016.00","159,116,284.60","189,829,885.60"
应收账款,"98,471,186.38","99,784,630.66","124,123,968.88","74,010,404.57","73,741,699.07","123,016,790.72","103,975,482.94","63,565,671.77","57,770,555.91","74,413,943.42","77,716,953.07","83,479,108.20","103,733,626.07","106,695,216.17","125,892,057.17","132,641,051.33","146,866,068.29","124,685,378.46","125,537,624.41","264,514,533.02","349,619,124.11","763,914,054.53","716,848,621.07","370,780,345.55","657,483,108.89","372,556,220.02","371,400,859.42","145,399,525.11","169,440,790.46","207,626,753.14","294,012,379.68","299,988,306.70","285,978,865.71","401,584,128.68","254,641,365.26","439,321,785.54","409,197,991.55","525,544,257.04","437,615,954.05","802,698,662.37","568,135,151.68","722,595,172.19","685,810,783.54","1,225,922,894.70","1,025,421,754.46","1,070,492,937.04"
应付账款,"104,943,534.69","206,875,278.13","296,996,562.78","426,321,722.02","425,215,141.26","511,063,030.46","449,678,737.82","501,924,036.26","513,526,855.86","409,535,037.97","448,130,236.32","530,785,967.58","544,868,055.63","738,542,737.62","854,743,681.38","691,511,705.96","677,648,223.44","701,268,050.28","788,086,185.20","798,506,388.12","854,881,232.14","871,344,031.99","1,018,823,347.27","858,051,143.22","814,040,064.48","864,608,012.39","868,107,587.04","852,407,538.35","407,122,501.58","503,165,967.37","481,175,502.99","713,936,961.26","618,661,377.46","641,439,422.55","723,657,508.24","834,687,484.27","834,386,584.24","827,314,148.64","708,831,221.84","1,128,191,877.78","853,135,551.00","929,448,540.70","935,192,221.77","1,309,014,812.70","1,400,804,212.35","1,127,169,589.36"
预付款项,"226,375,876.97","256,165,874.47","442,563,371.97","191,502,123.92","216,287,565.08","276,932,288.98","252,805,635.72","195,872,003.21","240,987,171.10","232,986,812.93","157,709,432.47","199,319,406.63","251,813,724.18","206,119,380.10","70,481,361.97","164,386,130.16","254,443,846.67","425,369,412.10","233,442,766.55","327,598,694.88","471,066,431.99","383,441,138.83","355,134,907.00","655,381,121.93","593,397,778.39","921,250,648.25","907,943,478.56","505,538,003.20","689,682,887.26","893,424,044.06","828,475,830.09","837,562,155.86","877,254,951.11","1,102,455,976.14","1,126,675,677.89","918,730,777.52","859,947,013.66","1,170,680,538.15","1,296,564,304.11","1,074,505,593.82","1,235,182,420.58","1,066,051,108.76","1,023,009,668.25","933,740,829.34","1,093,616,622.89","1,093,726,425.46"
预收款项,"191,957,069.33","265,651,912.81","283,583,957.32","367,217,741.42","365,169,695.34","432,720,239.74","387,199,838.49","338,627,060.97","466,523,343.41","596,022,156.03","584,199,019.95","1,163,784,661.49","995,403,557.86","854,585,480.97","881,051,780.09","1,041,744,440.51","373,883,543.77","266,439,760.85","191,164,037.21","275,119,871.98","190,330,993.29","194,389,797.35","234,002,198.81","313,908,757.20","322,867,478.16","388,051,610.44","294,229,542.43","253,131,824.27","212,964,728.97","189,355,726.28","149,311,097.63","267,701,743.73","318,204,358.71","242,608,838.84","240,723,271.55","465,342,048.03","336,812,390.77","357,564,634.77","218,230,437.33","409,408,591.87","393,617,212.64","348,148,118.84","302,328,276.13","526,767,886.10","446,090,867.42","495,504,279.06"
