科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
货币资金,"315,248,549.96","375,346,753.10","378,996,416.80","415,490,487.55","126,991,005.30","162,355,458.67","149,958,618.60","170,477,673.55","63,815,868.61","395,549,621.29","272,267,233.73","389,284,974.57","808,020,210.17","813,547,024.76","560,836,113.60","1,863,282,827.15","1,381,189,765.88","979,185,160.35","1,442,511,009.75","1,347,071,221.91","1,340,540,295.30","1,165,509,604.93","1,702,870,151.70","506,039,307.18","1,036,250,116.02","726,169,119.62","1,288,995,212.38","3,171,343,451.42","2,436,781,891.34","2,223,525,466.13","1,606,343,624.48","1,718,325,209.61","1,363,722,443.21","2,116,919,175.11","2,415,312,611.64","3,598,358,883.82","2,971,406,568.04","3,214,671,816.81","3,460,372,922.21","3,075,536,643.03","3,764,159,820.55","2,651,835,286.11","2,286,737,096.83","2,162,694,429.16","1,970,195,234.94"
短期借款,"150,000,000.00","150,000,000.00","144,000,000.00","127,000,000.00","127,000,000.00","127,000,000.00","117,000,000.00","117,000,000.00","30,000,000.00","40,000,000.00","90,000,000.00","90,000,000.00","360,000,000.00","50,000,000.00","200,000,000.00","240,000,000.00","240,000,000.00","260,000,000.00","500,000,000.00","250,000,000.00","250,000,000.00","550,000,000.00","850,000,000.00","850,000,000.00","800,000,000.00","469,400,000.00","1,219,800,000.00","390,025,000.00","350,000,000.00","650,000,000.00","650,000,000.00","640,000,000.00","640,000,000.00","200,000,000.00","890,000,000.00","490,000,000.00","200,000,000.00","200,000,000.00","200,000,000.00","200,000,000.00","200,000,000.00",,"46,000,000.00","219,045,265.74","803,000,000.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7,361,243.93","7,361,243.93","5,430,788.30","5,430,788.30"
应付票据,"40,552,001.55","30,160,609.15","13,972,280.50","600,000.00","7,432,167.50","8,743,568.96",,,,"9,355,917.41","3,359,772.58",,,"9,419,018.74",,,,,,,,,,,"15,000,000.00","15,000,000.00","15,000,000.00","115,000,000.00",,,,,,,,,,,,,"50,000,000.00","50,000,000.00","50,791,895.60","50,791,895.60",
应收账款,"318,243.49","154,708.65","160,309.19",,,,,,,"1,086,972.04","805,915.10","14,512,373.04","10,478,193.27","9,927,321.29","16,293,224.00","3,432,728.02","14,474,813.73","25,247,940.68","38,356,078.46","14,506,468.44","35,362,030.86","38,278,893.93","55,948,005.28","49,674,092.46","68,534,587.19","66,383,548.14","89,798,016.64","156,147,456.96","48,571,111.98","181,386,305.23","216,465,974.51","47,311,811.20","72,082,936.03","56,441,618.09","52,011,684.31","41,205,207.86","33,106,163.70","29,205,785.34","34,820,276.83","24,461,318.97","132,185,771.85","198,164,249.18","228,867,447.47","199,191,544.23","273,506,144.58"
应付账款,"244,061,295.22","220,045,040.37","233,659,335.92","239,678,554.14","64,040,973.21","49,771,505.24","61,467,568.75","62,515,098.28","59,461,447.13","73,659,762.10","88,992,066.96","177,204,893.24","117,550,892.70","101,747,177.88","172,014,889.73","167,515,109.40","179,843,988.41","199,211,530.33","238,353,869.12","279,911,170.21","191,140,145.33","177,458,064.16","160,430,123.91","413,747,117.57","389,112,644.02","374,390,985.49","261,720,555.68","679,524,948.99","483,733,609.53","476,858,171.10","688,202,360.01","477,754,628.72","338,462,625.45","478,897,491.31","393,679,185.97","368,053,800.22","321,816,389.76","265,891,952.49","204,295,663.55","187,035,363.45","150,684,446.74","166,808,937.18","126,492,039.81","152,626,429.66","153,205,084.37"
预付款项,"154,858,633.73","60,469,628.77","63,371,185.57","12,424,902.75","14,271,647.29","7,045,096.57","3,324,107.61","1,221,732.41","3,925,610.68","211,769.27","224,514,777.66","14,486,738.17","107,976,003.25","111,710,908.42","207,112,290.05","391,144,313.89","198,753,524.29","195,082,706.80","225,197,831.62","253,185,089.46","258,572,520.95","258,334,876.49","253,696,602.06","155,434,794.03","190,065,899.88","168,835,187.51","166,732,062.53","181,118,181.96","179,395,946.36","180,789,919.97","199,818,372.95","229,462,268.80","214,498,909.14","258,125,233.40","228,182,804.40","163,124,101.04","149,770,086.23","119,426,203.95","130,338,587.08","168,540,750.75","176,034,568.78","413,505,020.55","408,123,713.47","318,918,785.66","350,263,343.15"
预收款项,"51,141,327.29","40,171,405.47","51,998,348.97","14,105,441.27","4,343,636.84","3,391,855.77","3,591,176.17","5,286,294.32","3,188,688.43","3,117,328.09","5,349,718.96","3,731,259.34","2,912,722.03","3,794,560.91","4,577,611.61","20,795,390.10","15,563,207.94","12,110,394.45","14,516,508.46","26,193,870.81","15,066,728.84","18,573,931.29","21,541,641.82","44,252,826.21","26,384,101.99","25,932,902.94","27,172,213.28","37,911,613.68","30,234,915.12","39,329,480.71","38,660,460.93","51,859,534.66","56,357,820.73","52,106,422.73","42,517,877.07","53,053,768.16","46,880,993.76","25,215,111.04","37,961,693.25","37,966,346.84","44,576,107.68","45,280,645.88","48,874,729.08","53,772,365.48","59,582,650.53"
