科目,2012年度,2013年度,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
销售商品、提供劳务收到的现金,"1,184,345,445.09","1,136,570,704.13","981,620,671.54","118,385,593.17","316,156,346.85","553,958,601.84","872,684,587.76","95,790,191.80","308,611,824.27","521,182,750.07","875,395,166.02","118,357,558.12","390,005,633.33","667,393,244.12","1,168,112,770.86","215,401,793.88","566,741,021.63","923,805,859.74","1,678,995,548.79","168,477,026.09"
取得子公司及其他营业单位支付的现金净额,"33,453,052.70",,,,,,,,,,,,,,,,,,"9,158,323.27",
收到的税费返还,,,,,,,,,,,,,,,,,,,,
支付其他与投资活动有关的现金,"621,049.77",,,,"6,402,141.63","8,239,157.63",,"70,620.00","70,620.00","350,474.70",,"13,197.52",,,,,,"4,920,097.80",,
收到其他与经营活动有关的现金,"45,676,593.94","51,069,036.76","23,461,216.71","13,592,376.94","10,369,041.63","17,849,299.05","36,129,127.11","9,696,794.56","13,620,773.49","46,754,705.00","24,997,461.45","8,026,643.51","18,412,930.52","35,317,817.62","26,219,993.79","8,762,959.86","14,202,397.92","25,149,845.96","33,545,233.58","9,416,598.10"
投资活动现金流出小计,"154,968,163.34","235,134,118.32","419,027,889.41","37,549,828.73","167,252,514.92","410,901,954.76","635,889,946.22","133,360,177.48","610,985,051.57","839,623,510.29","113,545,774.94","16,875,014.16","25,201,896.92","88,965,877.59","97,294,866.90","30,371,659.74","44,290,255.79","129,123,352.57","234,132,224.95","25,869,370.61"
经营活动现金流入小计,"1,230,022,039.03","1,187,639,740.89","1,005,081,888.25","131,977,970.11","326,525,388.48","571,807,900.89","908,813,714.87","105,486,986.36","322,232,597.76","567,937,455.07","900,392,627.47","126,384,201.63","408,418,563.85","702,711,061.74","1,194,332,764.65","224,164,753.74","580,943,419.55","948,955,705.70","1,712,540,782.37","177,893,624.19"
投资活动产生的现金流量净额,"-148,574,399.33","-186,799,812.34","-383,062,501.74","33,967,290.88","-98,884,963.90","-341,537,852.23","-179,550,085.25","-7,747,072.99","-38,776,722.04","73,957,682.20","98,617,115.16","-15,805,428.16","-24,259,564.67","-87,795,581.11","584,857.69","-28,921,627.52","-30,554,489.89","-122,104,442.80","-223,027,635.79","-25,573,982.61"
购买商品、接受劳务支付的现金,"559,248,688.09","526,572,832.61","397,529,096.27","58,801,719.56","103,752,018.64","222,304,206.22","390,524,254.81","47,119,648.09","89,301,885.94","179,262,174.05","390,013,429.69","80,841,845.80","214,607,150.52","370,386,358.96","750,108,427.55","166,171,371.80","346,152,948.61","529,148,663.81","1,110,773,264.68","126,807,263.20"
吸收投资收到的现金,"79,045,887.45","37,737,156.41","35,552,465.00",,"391,901,887.81","392,611,563.00","395,061,563.00","980,000.00","980,000.00","9,087,100.00","13,365,054.90",,,,,,,"38,000,000.00","52,000,000.00",
支付给职工以及为职工支付的现金,"234,724,335.53","292,339,272.76","291,294,450.28","55,855,563.27","127,701,495.96","196,620,070.13","256,803,069.22","59,838,411.43","131,671,333.65","193,220,525.36","266,974,007.14","60,924,539.32","133,724,929.50","211,086,625.00","294,132,741.09","68,631,907.93","157,211,565.57","236,886,278.09","358,149,189.27","77,353,194.64"
