科目,2012年度,2013年度,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
取得借款收到的现金,"200,000,000.00","274,000,000.00","500,000,000.00","170,000,000.00","400,000,000.00","550,000,000.00","970,000,000.00",,"200,000,000.00","330,000,000.00","430,000,000.00",,"230,000,000.00","250,000,000.00","350,000,000.00",,"195,000,000.00","225,000,000.00","590,755,555.56",
支付的各项税费,"151,196,875.48","133,923,960.68","124,147,158.53","19,490,453.56","47,409,204.95","84,269,910.56","116,921,481.13","30,695,515.63","99,930,040.22","125,164,132.11","147,925,168.85","35,554,554.54","71,122,852.85","111,312,534.34","141,576,900.27","41,118,613.01","84,178,689.29","121,349,546.56","152,370,668.64","18,697,565.50"
收到其他与筹资活动有关的现金,,,,,,,"266,801,327.36",,,,"136,410,000.00",,,,"73,910,000.00",,,,,
支付其他与经营活动有关的现金,"82,438,548.86","70,578,143.13","84,788,810.69","69,546,493.59","38,351,361.39","66,249,370.97","75,314,575.06","29,265,208.02","46,043,977.49","67,643,772.18","63,254,106.03","25,738,116.03","43,410,469.98","96,085,747.60","79,156,448.85","18,373,263.96","49,906,931.85","69,584,975.59","89,861,467.27","21,411,815.72"
筹资活动现金流入小计,"279,045,887.45","311,737,156.41","535,552,465.00","170,000,000.00","791,901,887.81","942,611,563.00","1,631,862,890.36","980,000.00","200,980,000.00","339,087,100.00","579,775,054.90",,"230,000,000.00","250,000,000.00","423,910,000.00",,"195,000,000.00","263,000,000.00","642,755,555.56",
经营活动现金流出小计,"1,027,608,447.96","1,023,414,209.18","897,759,515.77","203,694,229.98","317,214,080.94","569,443,557.88","839,563,380.22","166,918,783.17","366,947,237.30","565,290,603.70","868,166,711.71","203,059,055.69","462,865,402.85","788,871,265.90","1,264,974,517.76","294,295,156.70","637,450,135.32","956,969,464.05","1,711,154,589.86","244,269,839.06"
偿还债务支付的现金,"154,500,000.00","272,500,000.00","275,000,000.00",,"60,000,000.00","270,000,000.00","750,000,000.00",,"70,000,000.00","380,000,000.00","520,000,000.00",,"360,000,000.00","360,000,000.00","510,000,000.00",,"300,000,000.00","303,150,000.00","435,500,000.00","800,000.00"
经营活动产生的现金流量净额,"202,413,591.07","164,225,531.71","107,322,372.48","-71,716,259.87","9,311,307.54","2,364,343.01","69,250,334.65","-61,431,796.81","-44,714,639.54","2,646,851.37","32,225,915.76","-76,674,854.06","-54,446,839.00","-86,160,204.16","-70,641,753.11","-70,130,402.96","-56,506,715.77","-8,013,758.35","1,386,192.51","-66,376,214.87"
分配股利、利润或偿还利息支付的现金,"86,627,580.30","141,238,024.99","107,746,496.00","75,033,529.19","90,044,471.90","102,779,921.52","122,090,690.36","9,075,938.90","21,948,663.76","96,901,204.84","116,991,465.31","9,111,893.77","21,787,875.27","29,809,013.09","50,649,623.69","5,849,019.65","16,157,715.61","33,380,888.22","42,122,668.57","7,498,061.85"
收回投资收到的现金,"1,106,822.44","25,086,186.00","1,000,000.00",,,,"290,000,000.00","125,000,000.00","570,000,000.00","910,000,000.00","125,000,000.00",,,,,,,,,
支付其他与筹资活动有关的现金,"5,100,000.00",,,,,,"30,482,073.49",,"14,043,784.71","19,793,006.02","26,503,305.80","5,947,597.03","11,697,356.88","17,016,414.43","22,039,180.87","5,153,530.51","11,260,804.16","16,280,164.24","18,311,512.06","4,264,639.78"
取得投资收益收到的现金,"1,504,561.53","1,864,998.83","418,666.00","2,317,119.61","4,400,324.98","5,388,876.49","7,214,692.13","609,404.49","2,121,568.86","3,116,514.07","3,116,514.07",,,,,,"994,158.09","994,158.09","1,686,890.48",
筹资活动现金流出小计,"246,227,580.30","413,738,024.99","382,746,496.00","75,033,529.19","150,044,471.90","372,779,921.52","902,572,763.85","9,075,938.90","105,992,448.47","496,694,210.86","663,494,771.11","15,059,490.80","393,485,232.15","406,825,427.52","582,688,804.56","11,002,550.16","327,418,519.77","352,811,052.46","495,934,180.63","12,562,701.63"
处置固定资产、无形资产和其他长期资产收回的现金净额,"3,334,275.44","18,866,885.34","34,546,721.67","69,200,000.00","63,967,226.04","63,975,226.04","159,125,168.84","3,700.00","86,760.67","464,678.42","84,046,376.03","1,069,586.00","942,332.25","1,170,296.48","97,879,724.59","1,450,032.22","12,741,607.81","6,024,751.68","9,417,698.68","295,388.00"
筹资活动产生的现金流量净额,"32,818,307.15","-102,000,868.58","152,805,969.00","94,966,470.81","641,857,415.91","569,831,641.48","729,290,126.51","-8,095,938.90","94,987,551.53","-157,607,110.86","-83,719,716.21","-15,059,490.80","-163,485,232.15","-156,825,427.52","-158,778,804.56","-11,002,550.16","-132,418,519.77","-89,811,052.46","146,821,374.93","-12,562,701.63"
处置子公司及其他营业单位收到的现金净额,,"1,423,448.56",,,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,"70,098.64","52,562.49","10,248.11",,-0.12,-0.12,17.01,,7.78,7.78,25.04,,-9.18,-16.91,-22.42,,,,,
收到其他与投资活动有关的现金,"448,104.60","1,092,787.25",,,,,,,,,,,,,,,,,,
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"6,393,764.01","48,334,305.98","35,965,387.67","71,517,119.61","68,367,551.02","69,364,102.53","456,339,860.97","125,613,104.49","572,208,329.53","913,581,192.49","212,162,890.10","1,069,586.00","942,332.25","1,170,296.48","97,879,724.59","1,450,032.22","13,735,765.90","7,018,909.77","11,104,589.16","295,388.00"
五、现金及现金等价物净增加额,"86,727,597.53","-124,522,586.72","-122,923,912.15","57,217,501.82","552,283,759.43","230,658,132.14","618,990,392.92","-77,274,808.70","11,496,197.73","-81,002,569.51","47,123,339.75","-107,539,773.02","-242,191,645.00","-330,781,229.70","-228,835,722.40","-110,054,580.64","-219,479,725.43","-219,929,253.61","-74,820,068.35","-104,512,899.11"
购建固定资产、无形资产和其他长期资产支付的现金,"120,644,060.87","234,893,372.15","417,556,983.40","37,549,828.73","157,850,373.29","398,162,797.13","216,389,946.22","23,289,557.48","40,914,431.57","49,773,035.59","109,045,774.94","16,181,816.64","24,521,896.92","88,285,877.59","96,614,866.90","30,371,659.74","44,290,255.79","124,203,254.77","224,973,901.68","20,864,861.59"
期初现金及现金等价物余额,"345,782,069.51","432,509,667.04","307,987,080.32","185,063,168.17","185,063,168.17","185,063,168.17","185,063,168.17","804,053,561.09","804,053,561.09","804,053,561.09","804,053,561.09","934,760,900.98","851,176,900.84","851,176,900.84","851,176,900.84","622,341,178.44","622,341,178.44","622,341,178.44","622,341,178.44","547,521,110.09"
投资支付的现金,"250,000.00","240,746.17","1,470,906.01",,"3,000,000.00","4,500,000.00","419,500,000.00","110,000,000.00","570,000,000.00","789,500,000.00","4,500,000.00","680,000.00","680,000.00","680,000.00","680,000.00",,,,,"5,004,509.02"
期末现金及现金等价物余额,"432,509,667.04","307,987,080.32","185,063,168.17","242,280,669.99","737,346,927.60","415,721,300.31","804,053,561.09","726,778,752.39","815,549,758.82","723,050,991.58","851,176,900.84","827,221,127.96","608,985,255.84","520,395,671.14","622,341,178.44","512,286,597.80","402,861,453.01","402,411,924.83","547,521,110.09","443,008,210.98"
