科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
货币资金,"150,139,916.60","146,376,686.03","164,543,639.38","197,284,043.48","226,030,937.14","211,062,056.92","202,258,750.97","290,306,780.17","203,047,955.82","174,599,751.69","222,162,182.61","209,681,871.97","281,226,988.07","170,192,040.26","190,511,731.34","229,767,335.95","299,692,920.44","169,555,978.42","172,921,131.81","249,725,247.35","306,231,389.28","310,928,637.24","343,365,686.76","409,002,364.82","307,949,575.78","185,068,829.99","255,644,115.83","298,782,180.35","280,727,787.23","213,259,324.53","206,870,054.01","248,214,362.87","218,598,545.11","113,895,943.02","216,884,841.34","166,874,787.18","158,410,926.96","1,107,281,329.43","1,177,491,413.15","1,104,148,451.61","1,112,314,003.22","1,384,528,703.48","1,569,293,509.00"
短期借款,"250,000,000.00","255,000,000.00","246,000,000.00","228,000,000.00","197,000,000.00","202,000,000.00","207,000,000.00","233,000,000.00","303,000,000.00","293,000,000.00","103,000,000.00","75,000,000.00","69,000,000.00","55,000,000.00","55,000,000.00","55,000,000.00","55,000,000.00","50,000,000.00","190,000,000.00","190,000,000.00","190,000,000.00","313,000,000.00","313,000,000.00","313,000,000.00","269,000,000.00","297,000,000.00","297,000,000.00","289,000,000.00","260,000,000.00","310,000,000.00","360,000,000.00","360,000,000.00","1,232,000,000.00","1,232,000,000.00","1,402,000,000.00","1,319,000,000.00","1,286,000,000.00","9,086,250,000.00","8,741,000,000.00","4,920,000,000.00","5,035,000,000.00","1,471,000,000.00","1,060,000,000.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"21,855.78","659,830.18","70,228.52","36,464.56","253,084.95","600,208.13","368,822.44","331,012.61","281,292.71","32,887.14","321,989.24","191,186.37","110,997.72","296,606.81","27,661.68","47,829.87","251,124.93","392,704.07","21,447.86","216,110.85","34,765.73","159,261.24","93,594.42","38,460.37","1,109.30","109,968.10","27,808.22","31,506.20",,"20,882.21","17,897.39","8,262.77",,"4,481.99","16,785.97","6,356.06","39,727.15",,"36,727.04","18,912.80","12,388.57","14,590.19","14,035.47"
应付票据,"4,296,622.60","4,296,622.60",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收账款,"37,166,482.70","48,113,754.95","47,971,909.35","33,711,449.82","34,659,732.85","40,560,159.27","51,158,450.86","35,369,815.50","26,801,997.08","29,360,589.75","36,418,464.90","26,218,128.06","33,446,939.62","44,617,222.12","48,846,053.98","27,334,839.10","37,719,457.03","50,527,798.70","53,526,219.42","24,348,049.78","37,520,395.36","53,477,818.87","62,848,265.91","37,473,189.46","60,180,577.83","62,383,980.05","68,494,747.76","52,198,650.05","62,744,979.03","70,796,499.88","69,941,869.99","20,313,970.12","40,866,686.30","39,128,622.62","51,163,992.39","35,445,778.00","45,074,408.47","170,967,864.16","171,505,776.98","177,003,838.11","220,857,490.90","201,686,370.63","252,672,719.84"
应付账款,"72,919,188.53","76,569,992.96","70,623,940.57","91,754,283.15","67,440,013.98","63,205,701.22","68,179,111.90","77,061,709.46","59,370,744.37","50,618,885.18","66,150,404.32","86,724,955.48","85,281,830.18","77,267,534.56","87,657,701.59","98,235,839.19","85,947,736.95","96,043,511.41","91,505,745.25","120,884,513.40","110,206,117.14","105,314,177.89","125,625,407.94","151,775,658.13","128,916,050.34","110,135,579.62","112,534,996.91","115,508,013.10","104,673,677.45","100,112,862.95","112,241,467.93","47,491,143.33","108,195,228.72","96,288,858.49","90,928,531.07","82,702,071.25","82,055,210.54","106,287,098.21","130,745,203.94","109,838,317.79","102,936,967.99","111,058,686.32","144,221,891.84"
预付款项,"6,428,620.04","4,939,208.05","6,190,252.87","5,958,745.51","8,388,141.75","9,725,185.10","10,634,156.98","10,618,043.85","202,319,290.23","214,420,340.80","222,280,651.45","13,380,370.92","6,653,595.04","10,085,216.95","10,243,295.70","17,182,772.35","18,068,662.25","303,863,237.51","310,363,693.42","300,372,907.85","280,286,618.62","281,519,195.76","280,246,180.54","273,746,969.24","252,623,379.23","253,699,502.46","250,171,631.13","235,909,855.89","217,366,594.35","299,243,671.41","305,936,146.55","172,121,233.13","161,412,783.47","150,615,829.89","156,662,528.13","138,433,540.36","120,198,413.58","276,990,737.75","277,616,133.09","276,728,806.71","207,656,086.39","195,328,067.54","186,717,304.55"
预收款项,"61,705,736.81","65,537,045.35","69,107,046.38","63,326,457.60","69,073,714.45","88,016,146.10","62,126,493.57","69,779,727.07","68,451,662.17","77,582,926.52","82,522,089.85","77,714,304.56","68,575,215.66","68,821,309.51","70,762,449.16","82,310,808.04","61,388,809.54","78,679,568.25","73,635,650.89","98,254,145.29","80,800,985.41","78,412,308.86","80,560,049.14","100,192,201.92","99,597,793.88","105,519,310.96","105,045,279.15","113,237,769.33","90,980,363.49","107,943,848.54","91,397,051.65","16,457,167.64","35,959,887.40","33,104,879.61","49,144,863.93","83,387,623.60","68,727,009.44","128,750,050.51","141,746,013.62","147,841,451.26","189,877,497.16","186,061,238.48","220,280,760.44"
