科目,2008-12-31,2009-12-31,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31
货币资金,"44,727,447.56","61,698,519.93","75,592,650.79","121,859,205.55","332,236,264.76","384,426,107.86","249,857,986.59","243,425,999.99","193,439,918.28","245,928,181.95","181,122,357.25","120,818,257.41","215,556,980.41","129,355,573.95","194,412,598.47","329,033,311.42","172,078,395.61","341,624,802.03","158,064,334.06","388,802,350.33","420,034,170.00","514,074,983.55","350,406,594.55","912,791,683.53","886,325,146.70","605,586,809.39","323,839,195.60","388,387,565.01","400,460,017.37","423,661,709.49","811,209,330.34"
短期借款,,,,,,,"48,465,000.00","39,465,000.00",,,"30,000,000.00","30,000,000.00",,"48,000,000.00","126,900,000.00","194,800,000.00","186,800,000.00","170,800,000.00","116,800,000.00","368,900,000.00","374,900,000.00","134,000,000.00","74,000,000.00","88,776,750.00",,,"120,316,973.23","528,150,000.00","557,450,000.00","672,427,268.19","896,367,405.19"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,"22,300,000.00","21,340,000.00","21,000,000.00","21,850,080.00","25,100,350.00","22,420,200.00","20,000,000.00","15,568,000.00","11,956,800.00"
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,348,970.00","2,385,990.00",
应收票据,,,,,"80,000.00","80,000.00","102,744,032.77","44,850,000.00","33,219,693.42","44,759,693.42","2,000,000.00","14,569,163.00","44,749,155.00","24,388,600.00","696,629.04","2,096,587.76","4,228,980.00","29,299,479.32","15,204,511.00",,"14,288,177.00","44,519,035.84","13,061,938.65","76,716,344.25","75,908,917.65","135,491,155.51","130,457,274.89","108,859,279.21","59,920,842.94","105,904,022.66","234,854,297.70"
应付票据,,,,,,,,,,,"8,000,000.00","8,000,000.00",,,,,,,,,,"2,600,000.00","100,060,921.44","148,131,798.71","294,236,716.65","342,603,274.62","240,997,056.36","352,442,237.93","340,037,478.23","353,044,805.96","332,446,909.96"
应收账款,"915,628.25","1,493,319.25","1,156,506.35","3,149,128.43","2,324,269.41","1,960,626.62","2,955,383.92","33,120,312.12","2,384,778.73","2,911,597.11","1,588,020.74","1,357,104.85","1,968,254.85","3,441,579.32","2,101,149.00","2,869,320.00","2,345,879.00","2,516,993.50","1,012,243.50","2,931,877.50","2,297,663.50","1,658,673.50","2,242,033.40","1,620,440.00","47,889,017.30","41,447,415.36","211,722,310.01","330,412,686.55","622,369,623.60","544,933,512.64","876,791,948.24"
应付账款,"20,000.00",,,"120,000.97",,,,,,,,,,,,,,,"28,287,235.42",,,,"9,772,279.47",,"9,156,077.90","733,000.00","44,130,196.94","26,814,310.07","38,844,529.85","32,502,534.58","61,963,497.44"
预付款项,"750,066.25","1,615,339.47","1,745,477.38","2,961,569.55","4,178,104.19","8,079,422.63","62,460,581.92","4,017,264.73","182,958,986.73","127,660,901.20","176,531,516.04","267,554,446.82","189,002,169.98","304,321,739.62","246,686,131.05","244,569,253.97","513,274,824.00","712,931,880.25","655,452,660.09","1,031,527,766.49","1,032,763,767.36","1,035,583,523.47","821,353,022.19","1,622,098,862.11","1,347,143,684.16","1,949,252,178.78","3,986,476,537.02","2,429,265,261.66","2,661,532,677.58","2,765,314,730.06","6,859,609,206.85"
预收款项,"32,737,506.34","50,761,466.01","67,162,191.56","71,465,931.91","79,863,755.33","82,501,053.25","83,126,125.66","96,467,518.93","163,632,290.09","173,378,118.81","79,034,356.31","174,441,037.87","189,448,180.65","165,390,749.48","114,665,486.54","172,126,987.43","246,711,059.75","242,450,630.52","310,485,196.36","836,727,124.23","513,827,469.17","795,059,524.51","513,079,581.63","1,391,563,546.32","1,018,670,855.16","1,617,421,795.36","3,443,006,622.04","4,271,205,126.12","3,888,105,461.05","5,186,177,817.03","5,882,158,122.95"
