科目,2008-12-31,2009-12-31,2010-12-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31
其他应收款,"46,995,452.84","5,194,396.77","4,561,978.73","8,163,494.26","3,782,110.69","9,711,004.16","10,152,000.55","25,079,526.98","13,280,016.39","14,169,552.31","8,290,399.70","12,675,605.53","6,508,261.35","3,154,260.24","6,283,761.51","3,688,274.62","37,417,203.86","11,478,254.57","18,043,821.56","13,589,769.03","36,264,528.71","159,161,720.49","132,679,854.97","127,036,558.78","78,500,500.77","316,101,476.53","134,165,010.82","230,943,553.72","264,555,644.62","166,564,032.11"
应付职工薪酬,"1,230,133.85","959,551.13","837,630.22","809,879.22","750,169.22","685,004.71","667,954.71","660,794.10","654,945.80","2,662,106.41","1,407,681.28","598,724.17","418,239.24","524,844.13","524,461.13","524,835.13","1,871,324.40","3,048,529.31","2,008,719.54","2,010,489.95","2,493,144.95","3,940,941.37","3,239,898.71","9,911,864.14","10,449,439.24","17,510,025.31","9,713,175.91","9,485,454.17","9,489,243.99","4,462,165.26"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"6,424,775.00","6,989,888.60","12,688,891.99","13,675,507.69","12,618,170.83","20,765,406.91","9,158,154.11","15,000,617.33","16,373,766.79","57,811,171.70","36,853,095.78","27,398,533.46","13,749,436.90","19,752,327.33","12,583,030.19","21,836,499.63","29,873,849.05","56,823,054.82","37,943,518.76","13,306,835.40","17,482,718.67","44,315,327.51","36,589,245.93","23,486,431.63","21,506,593.48","33,834,573.87","11,390,630.79","4,474,320.05","4,478,749.74","4,840,044.28"
应收利息,,,,,"2,727,673.95","8,069,846.63","8,642,949.99","11,984,141.25","2,101,413.15","2,148,826.96","1,012,675.02","3,687,899.81","4,858,563.51","3,130,419.07","1,722,570.39","1,045,702.63","170,152.27","79,389.86","49,469.17","8,329,081.26","4,970,947.48","5,303,824.20","6,140,095.92","897,780.81","388,839.19","1,148,234.51","1,572,467.40","1,580,268.65","3,246,588.84","3,219,520.56"
应付利息,,"127,463.60","169,335.13",,,,,,,,,,,,,,"12,166,444.44","27,676,293.06","40,170,629.52","24,481,223.05","111,731.15","130,460.52","79,244.42","43,847.28","7,875,000.00","17,208,333.34","25,958,333.34","34,805,555.57","8,847,222.23","27,558,333.35"
应收股利,,,,,,,,,,,,,,"3,125,000.00",,,"9,121,860.00","9,121,860.00","9,121,860.00","9,121,860.00","9,121,860.00","9,121,860.00","9,121,860.00","9,121,860.00","9,121,860.00",,,,,
应付股利,,"9,376,751.02",,,,,,,,,,,,,,,,,,,,,,,,,,,,
存货,"18,440,295.72","24,224,833.83","18,240,222.34","21,615,828.96","97,613,988.25","127,167,145.42","113,254,378.71","130,329,385.33","81,406,489.97","132,325,230.11","292,397,282.70","234,781,056.12","222,882,628.10","185,732,694.44","201,834,614.15","224,770,675.66","394,663,740.48","456,794,100.00","467,350,712.96","603,028,009.89","603,377,211.17","387,187,597.50","337,113,310.01","523,108,631.55","492,206,348.12","467,575,042.99","546,804,068.41","701,409,322.59","906,965,625.62","1,150,693,547.06"
其他应付款,"6,401,822.68","76,190,740.70","28,318,988.90","109,788,878.10","108,272,469.42","39,909,304.63","8,365,741.50","9,736,540.27","11,336,777.68","4,542,745.24","5,309,019.49","4,809,584.45","18,500,665.61","271,454,582.77","273,942,928.73","5,662,625.81","85,546,769.21","57,854,428.34","59,546,877.71","58,014,747.65","75,698,347.25","157,208,101.37","163,990,461.41","220,715,948.01","202,473,464.18","162,729,700.49","189,024,440.97","177,249,834.69","174,470,996.73","931,926,198.13"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,,,,,,,,,,,,,,"228,053.80","151,578.60","123,899.25",,"76,014.97","76,014.97","60,955.37","61,132.37","104,546,960.00","104,322,342.52","106,655,868.60",,,,,,
其他流动资产,,,,,,,,,,,,,,,,,,"75,700,000.00","55,830,000.00","1,615,267,000.00","565,038,673.00","408,858,734.90","471,823,953.22","297,565,506.09","318,297,317.20","80,838,213.83","91,990,411.50","641,949,056.98","304,338,554.61","149,828,669.05"
其他流动负债,,,,,,,,,,,,,,,,,"400,000,000.00","400,000,000.00","400,000,000.00","400,000,000.00",,,,,"7,965,307.67","9,000,000.00",,,,
流动资产合计,"253,183,319.49","270,631,179.24","326,142,642.21","462,741,575.87","1,775,480,431.05","1,793,707,331.87","1,773,079,547.17","1,725,381,848.97","1,709,833,348.47","1,850,478,732.11","1,868,293,251.13","2,092,131,672.09","1,928,684,745.48","1,343,283,419.63","1,566,825,374.75","1,465,719,688.40","1,854,580,274.64","2,183,437,096.48","4,587,674,363.00","3,948,199,958.33","3,443,011,847.94","3,685,802,559.27","3,710,684,699.20","3,713,837,811.63","2,835,015,554.98","3,273,109,852.68","3,464,334,135.75","3,094,629,731.23","3,109,729,759.58","3,885,093,904.67"
流动负债合计,"78,097,413.18","158,378,441.77","161,316,011.73","240,441,711.22","153,520,787.84","103,293,813.06","65,379,229.16","66,512,794.67","80,553,696.61","167,219,877.84","169,252,726.84","396,923,562.83","195,345,316.79","371,263,845.48","567,700,084.99","525,009,457.56","1,484,928,477.44","1,497,545,167.06","1,200,093,693.03","870,274,802.59","602,865,988.39","978,819,833.78","951,717,821.82","1,383,069,186.69","774,133,549.73","851,625,266.36","850,107,899.34","715,354,821.65","612,069,507.29","1,370,834,646.44"
可供出售金融资产,,,,,,,,,,,,,,,,,"972,608,320.71","1,041,459,469.14","1,549,239,704.09","1,808,006,670.15","1,495,535,129.60","2,103,495,027.79","1,840,456,377.06","2,325,058,818.39","3,527,704,283.12","3,404,594,722.70","3,309,922,137.22","3,599,246,923.77","3,631,608,024.14","1,759,780,702.66"
长期借款,,,"12,000,000.00","12,000,000.00",,,,,,,,,,,,,,"98,515,900.00","98,915,508.16","98,478,436.73","102,499,493.88",,,,,,,,,
持有至到期投资,,,,,,,,,,,,,,,,,"20,000,000.00",,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,,,,,,,,"991,273,584.91","992,112,159.33","992,898,322.86","993,693,221.54","994,488,120.22","1,971,391,282.34"
长期应收款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期股权投资,"20,236,405.92","31,354,795.32",,,,"400,000.00","400,000.00","400,000.00","81,400,000.00","152,668,204.88","263,711,303.95","262,202,385.99","280,749,079.63","1,136,169,248.75","1,141,013,736.00","1,226,394,773.67","1,292,973,627.96","1,250,164,067.55","1,290,309,355.56","1,522,460,103.87","1,711,901,121.19","1,427,537,415.48","1,513,664,606.40","1,635,983,459.61","1,638,026,295.25","1,685,736,588.15","1,683,238,247.35","1,699,657,127.28","1,741,448,534.05","5,884,901,453.45"
专项应付款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
预计负债,,,,,,,,,,,,,,,,,,"4,500,000.00","4,500,000.00","4,500,000.00","4,500,000.00","4,500,000.00","4,500,000.00","4,500,000.00","4,500,000.00","21,148,800.00","21,148,800.00","21,148,800.00","21,148,800.00",
固定资产,"12,039,024.62","10,933,500.97","15,752,336.32","16,735,880.02","23,149,662.50","24,705,009.39","24,555,273.79","25,635,216.73","29,447,051.13","22,066,742.17","26,897,392.64","25,475,502.07","26,075,096.97","25,217,423.20","23,842,025.18","22,116,829.95","24,371,293.71","22,792,341.45","22,311,934.10","21,404,730.92","24,417,472.00","28,012,592.01","26,470,982.44","31,489,624.32","28,904,560.17","24,551,845.27","23,017,551.48","17,144,153.55","16,259,605.17","33,140,624.53"
递延所得税负债,,,,,,,,,,,,,,,,,"118,765,918.07","136,276,962.85","217,986,446.84","244,979,259.35","184,548,212.10","229,972,446.78","181,266,101.16","204,912,539.54","149,569,606.75","147,062,938.98","132,237,011.99","116,372,560.19","102,328,728.46","79,139,852.68"
在建工程,,"1,305,000.00","3,937,100.00","6,587,000.00","8,300,050.00",,,,,,,,,,,,,,,,,,,,,,,,,
其他非流动负债,,"3,174,118.41","2,372,903.25","2,372,903.25","1,771,991.89","1,571,688.10","1,371,384.31","1,171,080.52","970,776.73","770,472.95","591,508.95","457,553.16","323,597.37",,,,"177,784.21",,,,,,,,,,,,,
工程物资,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
非流动负债合计,,"3,174,118.41","14,372,903.25","14,372,903.25","1,771,991.89","1,571,688.10","1,371,384.31","1,171,080.52","970,776.73","770,472.95","591,508.95","457,553.16","323,597.37",,,,"118,943,702.28","239,374,324.75","321,478,357.70","348,044,217.18","291,629,167.88","239,442,470.53","190,726,627.99","226,204,798.60","1,150,281,423.27","1,180,493,127.48","1,166,236,364.03","1,150,949,810.92","1,137,483,877.88","2,058,863,135.06"
固定资产清理,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
负债合计,"78,097,413.18","161,552,560.18","175,688,914.98","254,814,614.47","155,292,779.73","104,865,501.16","66,750,613.47","67,683,875.19","81,524,473.34","167,990,350.79","169,844,235.79","397,381,115.99","195,668,914.16","371,263,845.48","567,700,084.99","525,009,457.56","1,603,872,179.72","1,736,919,491.81","1,521,572,050.73","1,218,319,019.77","894,495,156.27","1,218,262,304.31","1,142,444,449.81","1,609,273,985.29","1,924,414,973.00","2,032,118,393.84","2,016,344,263.37","1,866,304,632.57","1,749,553,385.17","3,429,697,781.50"
生产性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
实收资本(或股本),"5,000,000.00","82,200,000.00","82,200,000.00","82,200,000.00","109,600,000.00","109,600,000.00","109,600,000.00","241,120,000.00","241,120,000.00","241,120,000.00","241,120,000.00","506,352,000.00","506,352,000.00","506,352,000.00","506,352,000.00","1,012,704,000.00","1,012,704,000.00","1,012,704,000.00","1,128,310,936.00","1,466,804,217.00","1,466,804,217.00","1,466,804,217.00","1,466,804,217.00","2,933,608,432.00","2,933,608,432.00","2,933,608,432.00","2,933,608,432.00","2,933,608,432.00","2,933,608,432.00","2,933,608,432.00"
油气资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
资本公积,"16,793,657.56","69,745,946.29","45,326,779.38","45,326,779.38","1,397,313,168.44","1,398,646,629.38","1,398,646,629.38","1,267,126,629.38","1,267,126,629.38","1,267,126,629.38","1,267,126,629.38","1,001,894,629.38","1,001,894,629.38","1,001,894,629.38","1,001,894,629.38","495,542,629.38","1,075,399,752.77","495,542,629.38","3,166,770,076.36","2,828,276,795.36","2,828,276,795.36","2,826,884,074.53","2,847,620,074.53","1,380,815,859.53","1,380,815,859.53","1,381,716,034.10","1,381,716,034.10","1,381,716,034.10","1,404,065,333.36","2,472,438,561.83"
无形资产,"378,079.11","791,981.41","712,679.45","607,401.45","625,501.10","952,861.10","874,327.10","795,793.10","717,259.10","641,981.00","2,290,238.73","2,141,843.73","1,993,448.73","1,986,337.67","1,857,907.15","1,700,694.15","1,947,939.80","2,154,413.45","2,361,352.84","2,495,298.85","2,774,052.22","2,532,145.21","2,275,973.98","3,154,759.69","3,394,132.70","1,922,090.70","1,911,740.40","1,564,826.80","1,316,841.13","752,070.42"
盈余公积,"2,990,887.91","3,186,046.16","12,669,103.69","12,669,103.69","12,669,103.69","25,062,672.21","25,062,672.21","25,062,672.21","25,062,672.21","42,790,559.82","42,790,559.82","42,790,559.82","42,790,559.82","61,291,309.88","61,291,309.88","61,291,309.88","61,291,309.88","94,226,684.56","94,226,684.56","94,226,684.56","94,226,684.56","128,377,956.39","128,377,956.39","128,377,956.39","128,377,956.39","144,796,549.35","144,796,549.35","144,796,549.35","144,796,549.35","171,718,148.88"
开发支出,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
商誉,"15,710,852.87","13,557,944.15","43,257,374.00","43,257,374.00","43,257,374.00","43,257,374.00","43,257,374.00","43,257,374.00","43,257,374.00","43,257,374.00","43,257,374.00","43,257,374.00","43,257,374.00","43,257,374.00","43,257,374.00","43,257,374.00","371,672,143.86","364,634,493.65","364,634,493.65","364,634,493.65","453,832,540.57","688,144,688.64","693,487,417.08","837,431,023.81","808,308,615.15","655,777,455.28","655,777,455.28","567,010,591.09","567,010,591.09","225,706,476.45"
未分配利润,"214,336,347.42","29,580,417.85","91,819,495.24","152,204,510.20","192,556,724.48","255,222,533.03","274,937,765.04","227,078,061.29","281,914,557.24","438,114,580.01","520,387,208.83","514,510,636.11","580,242,575.63","651,109,460.73","678,557,957.05","702,921,114.80","797,071,420.30","896,863,934.68","901,608,277.53","866,220,360.68","967,368,597.27","1,151,967,462.80","1,364,624,056.41","1,326,746,426.02","1,585,629,662.38","1,729,779,701.11","1,914,818,568.61","2,013,039,368.45","2,240,860,182.39","2,400,719,616.93"
长期待摊费用,"9,432,996.40","8,183,424.26","6,877,887.10","6,241,118.53","5,910,472.92","19,079,539.31","21,765,790.53","21,365,144.92","20,760,394.43","24,940,304.11","24,261,133.56","24,691,712.91","25,308,992.13","24,398,716.92","23,506,148.97","22,607,865.93","22,381,613.21","26,585,349.72","29,823,273.60","29,387,628.68","36,396,664.40","39,805,218.39","38,446,764.95","38,133,851.74","36,535,592.72","32,983,368.95","31,517,114.02","29,980,871.42","28,591,199.57","27,199,883.82"
少数股东权益,"529,039.26",,,,,,,,,,,,,,,,"61,678,114.36","83,953,724.84","87,286,112.53","95,318,515.03","116,932,471.83","98,958,208.79","146,225,324.11","181,998,580.13","182,855,191.27","82,269,444.56","86,424,461.62","89,075,871.87","123,767,769.53","35,152,216.62"
递延所得税资产,"6,780,943.93","9,521,627.12","10,835,171.74","10,835,171.74","10,561,785.54","11,045,462.17","11,080,274.60","11,016,787.45","11,512,228.05","12,783,142.58","12,173,586.18","12,243,473.95","10,010,477.50","12,831,366.21","14,556,540.52","14,780,819.50","14,968,323.13","20,988,061.98","19,930,872.01","19,520,520.78","19,731,281.94","42,522,674.43","42,340,788.28","50,487,500.71","28,909,591.95","37,836,731.40","35,267,065.33","35,380,239.70","32,375,498.20","28,462,601.67"
外币报表折算价差,"14,277.01","14,481.99","-189,102.47","-209,486.13","-146,499.23","-249,757.94","14,907.09","-219,072.90","179,323.01","-305,639.15","-384,353.63","-784,976.56","-969,464.55","-1,267,359.09","-936,874.73","-890,466.02","-953,240.01",,,,,,,,,,,,,
其他非流动资产,,,,,,,,,,"50,000,000.00",,,"9,900,000.00","3,500,000.00",,,"35,560,000.00","71,560,000.00","94,037,576.00","44,974,000.56","76,564,835.37","171,359,371.58","249,950,606.83","85,670,813.13","76,709,325.35","33,000,000.00","33,000,000.00","46,500,000.00","43,475,000.00","39,425,000.00"
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
非流动资产合计,"64,578,302.85","75,648,273.23","81,372,548.61","84,263,945.74","91,804,846.06","99,440,245.97","101,933,040.02","102,470,316.20","187,094,306.71","306,357,748.74","372,591,029.06","370,012,292.65","397,294,468.96","1,247,360,466.75","1,248,033,731.82","1,330,858,357.20","2,756,483,262.38","2,800,338,196.94","3,372,648,561.85","3,812,883,447.46","3,821,153,097.29","4,503,409,133.53","4,407,093,517.02","5,007,409,851.40","6,148,492,396.41","5,876,402,802.45","5,773,651,311.08","5,996,484,733.61","6,062,085,293.35","7,999,368,813.00"
所有者权益(或股东权益)合计,"239,664,209.16","184,726,892.29","231,826,275.84","292,190,907.14","1,711,992,497.38","1,788,282,076.68","1,808,261,973.72","1,760,168,289.98","1,815,403,181.84","1,988,846,130.06","2,071,040,044.40","2,064,762,848.75","2,130,310,300.28","2,219,380,040.90","2,247,159,021.58","2,271,568,588.04","3,007,191,357.30","3,246,855,801.61","6,438,750,874.12","6,542,764,386.02","6,369,669,788.96","6,970,949,388.49","6,975,333,766.41","7,111,973,677.74","7,059,092,978.39","7,117,394,261.29","7,221,641,183.46","7,224,809,832.27","7,422,261,667.76","8,454,764,936.17"
资产总计,"317,761,622.34","346,279,452.47","407,515,190.82","547,005,521.61","1,867,285,277.11","1,893,147,577.84","1,875,012,587.19","1,827,852,165.17","1,896,927,655.18","2,156,836,480.85","2,240,884,280.19","2,462,143,964.74","2,325,979,214.44","2,590,643,886.38","2,814,859,106.57","2,796,578,045.60","4,611,063,537.02","4,983,775,293.42","7,960,322,924.85","7,761,083,405.79","7,264,164,945.23","8,189,211,692.80","8,117,778,216.22","8,721,247,663.03","8,983,507,951.39","9,149,512,655.13","9,237,985,446.83","9,091,114,464.84","9,171,815,052.93","11,884,462,717.67"
负债和所有者(或股东权益)合计,"317,761,622.34","346,279,452.47","407,515,190.82","547,005,521.61","1,867,285,277.11","1,893,147,577.84","1,875,012,587.19","1,827,852,165.17","1,896,927,655.18","2,156,836,480.85","2,240,884,280.19","2,462,143,964.74","2,325,979,214.44","2,590,643,886.38","2,814,859,106.57","2,796,578,045.60","4,611,063,537.02","4,983,775,293.42","7,960,322,924.85","7,761,083,405.79","7,264,164,945.23","8,189,211,692.80","8,117,778,216.22","8,721,247,663.03","8,983,507,951.39","9,149,512,655.13","9,237,985,446.83","9,091,114,464.84","9,171,815,052.93","11,884,462,717.67"
