科目,2013-12-31,2014-12-31,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
应付关联公司款,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,
一年内到期的非流动负债,"456,655,000.00","713,310,000.00","925,310,000.00","875,310,000.00","938,440,000.00","667,470,400.00","678,441,000.00","764,256,500.00","950,273,120.00","633,783,420.00","682,880,120.00","617,438,860.00","148,152,450.00","178,177,700.00","384,140,780.00","387,806,700.00"
其他流动资产,"49,048,065.73","69,088,736.31","36,994,981.86","119,543,726.95","153,246,030.60","757,797,185.84","2,350,044,411.85","2,267,148,295.64","2,605,571,765.29","2,621,779,798.27","2,701,750,498.44","2,672,675,153.96","2,692,693,177.55","3,846,797,694.21","1,476,414,310.45","794,431,122.33"
其他流动负债,,,,,,,,,,,,,,,,
流动资产合计,"4,065,471,070.61","4,649,365,017.60","3,905,773,863.82","4,018,803,939.62","4,316,739,580.01","7,619,603,137.22","7,887,374,311.36","8,429,769,118.58","9,166,984,062.21","9,239,226,601.46","9,488,944,637.10","9,355,261,454.85","9,205,003,196.70","8,570,826,590.09","8,424,539,191.05","8,418,334,658.39"
流动负债合计,"3,306,197,971.74","3,848,979,806.92","3,827,605,859.47","3,955,058,598.37","4,237,112,780.51","3,989,023,416.89","3,788,231,154.72","3,624,910,830.91","4,689,309,232.09","4,181,102,204.27","4,667,740,114.10","4,602,860,985.69","4,678,282,181.55","4,221,226,127.26","4,442,880,486.49","4,276,864,746.21"
可供出售金融资产,,"1,959,020.94","1,959,020.94","1,959,020.94","1,959,020.94","1,959,020.94","1,959,020.94","1,959,020.94","1,959,020.94","1,959,020.94","1,959,020.94","1,959,020.94","1,959,020.94","1,959,020.94","1,959,020.94",
长期借款,"793,345,000.00","1,716,127,000.00","2,095,473,800.00","2,141,742,600.00","2,031,855,600.00","1,162,526,400.00","1,183,524,000.00","1,092,480,300.00","545,309,280.00","728,496,780.00","670,152,480.00","492,673,140.00","585,196,370.00","568,830,940.00","306,901,300.00","281,508,250.00"
持有至到期投资,,,,,,,,,,,,,,,,
应付债券,"498,500,000.00",,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,,,
长期股权投资,,,,,,,,,,,,,,,,
专项应付款,,,,,,,"207,386,200.00","781,527,754.00","1,125,972,129.00","1,441,354,940.00","887,141,865.63","887,141,865.63",,,,
投资性房地产,"3,708,440.87","3,578,261.28","3,374,268.49","3,321,592.72","3,268,916.95","3,216,241.18","3,163,565.44","3,110,889.67","3,058,213.90","3,005,538.13","2,952,862.39","2,900,186.62","2,847,510.85","2,794,835.08","2,742,159.34","2,689,483.57"
预计负债,,"3,000,000.00",,,,,,,,,,,,,,
固定资产,"2,854,200,752.48","2,952,497,765.69","2,299,795,365.60","2,932,293,453.59","3,502,083,005.67","3,876,794,929.75","4,329,297,086.26","4,207,445,118.29","4,108,643,180.63","4,233,420,752.60","4,235,607,425.91","4,125,475,301.45","4,024,227,956.43","3,943,873,025.31","4,188,075,610.92","4,092,622,731.82"
递延所得税负债,,,,"78,072.60",,,"1,506,134.30","1,531,389.43","1,226,002.55","1,138,759.10","1,518,068.19","1,810,004.15","1,906,754.16","2,186,637.89","5,463,107.41","20,779,792.33"
在建工程,"434,649,517.16","510,296,436.30","1,904,015,753.12","1,493,674,790.44","984,271,851.77","686,366,385.98","226,337,619.55","280,173,393.76","358,155,362.37","220,786,233.75","243,200,486.84","343,175,772.54","892,357,045.67","1,256,897,788.03","1,337,429,188.24","1,415,959,775.43"
其他非流动负债,,,,,,,,,,,,,,,,
工程物资,,,,,,,,,,,,,,,,
非流动负债合计,"1,403,163,751.77","1,926,659,994.15","2,302,831,156.62","2,346,251,510.02","2,233,224,918.22","1,360,366,741.59","1,586,678,532.60","2,066,223,498.44","1,860,613,323.27","2,355,493,247.54","1,910,948,136.52","1,730,300,633.85","932,792,220.99","913,720,147.48","710,684,540.36","696,496,595.22"
固定资产清理,,,"270,072,247.54","269,069,843.14","306,933,456.55","271,855,931.55","259,867,786.57","260,738,462.64","202,003,638.26","225,428,718.41","1,037,617.74","1,037,617.74",,,,
负债合计,"4,709,361,723.51","5,775,639,801.07","6,130,437,016.09","6,301,310,108.39","6,470,337,698.73","5,349,390,158.48","5,374,909,687.32","5,691,134,329.35","6,549,922,555.36","6,536,595,451.81","6,578,688,250.62","6,333,161,619.54","5,611,074,402.54","5,134,946,274.74","5,153,565,026.85","4,973,361,341.43"
生产性生物资产,,,,,,,,,,,,,,,,
实收资本(或股本),"600,000,000.00","600,000,000.00","600,000,000.00","600,000,000.00","600,000,000.00","800,000,000.00","800,000,000.00","800,000,000.00","800,000,000.00","800,000,000.00","800,000,000.00","800,000,000.00","800,000,000.00","800,000,000.00","800,000,000.00","800,000,000.00"
油气资产,,,,,,,,,,,,,,,,
资本公积,"39,265,827.36","39,265,827.36","39,265,827.36","39,265,827.36","39,265,827.36","4,123,973,050.08","4,123,973,050.00","4,123,973,050.00","4,123,973,050.00","4,123,973,050.00","4,123,973,050.00","4,123,973,050.00","5,225,071,831.84","5,225,071,831.84","5,225,071,831.84","5,225,071,831.84"
无形资产,"342,345,031.83","456,704,535.86","289,315,986.85","287,032,550.26","284,749,113.67","282,465,677.08","280,611,721.75","279,308,143.40","277,507,291.86","275,795,866.73","472,948,553.21","469,881,192.58","466,817,307.98","463,703,538.38","462,522,359.45","459,025,620.94"
盈余公积,"500,253,383.26","599,054,635.93","699,063,837.76","699,063,837.76","699,063,837.76","699,063,837.76","776,080,543.04","776,080,543.04","776,080,543.04","776,080,543.04","833,231,566.61","833,231,566.61","833,231,566.61","833,231,566.61","869,394,272.63","869,394,272.63"
开发支出,,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,,,,
商誉,,,,,,,,,,,,,,,,
未分配利润,"1,876,536,662.08","1,590,862,089.14","1,396,436,606.08","1,557,539,613.38","1,784,210,228.79","1,963,867,052.36","2,144,502,767.02","2,301,372,002.67","2,096,421,237.54","2,193,237,808.75","2,250,817,003.41","2,349,756,288.17","2,235,883,632.63","2,364,582,492.05","2,481,695,537.58","2,633,327,381.25"
长期待摊费用,"912,767.18","2,321,766.82","1,398,904.88","1,309,613.09","1,279,849.16","1,279,849.16","1,041,737.72","2,303,797.28","2,214,505.49","7,093,935.44","12,738,243.29","12,015,317.27","11,006,387.00","10,299,395.21","9,540,166.37","8,836,690.37"
少数股东权益,"-415,390.93","-104,872.67","-275,685.22","-832,094.42","-1,331,341.32","-852,408.85","-318,231.83","-256,315.93","-89,731.19","89,915.91","298,356.42","294,732.73","180,735.92","267,330.68","376,259.89","371,166.11"
递延所得税资产,"23,500,994.10","27,817,036.81","28,488,415.68","28,296,758.08","29,078,777.00","30,875,510.29","56,624,768.92","55,420,525.69","56,703,207.17","56,399,276.21","117,180,292.30","118,156,877.09","86,795,469.23","91,131,729.18","89,922,257.86","92,997,791.99"
外币报表折算价差,,,,,,,,,,,,,,,,
其他非流动资产,,,"159,411,180.41","159,411,180.41","159,411,180.41","159,478,963.02","169,342,965.84","169,493,919.87","167,333,597.91","166,241,985.58","9,713,194.37","11,659,434.12","12,711,694.38","12,152,625.08","9,229,548.87",
非正常经营项目收益调整,,,,,,,,,,,,,,,,
非流动资产合计,"3,659,317,503.62","3,955,174,823.70","4,957,831,143.51","5,176,368,802.67","5,273,035,172.12","5,314,292,508.95","5,328,246,272.99","5,259,953,271.54","5,177,578,018.53","5,190,131,327.79","5,097,337,696.99","5,086,260,720.35","5,498,722,392.48","5,782,811,957.21","6,101,420,311.99","6,080,751,242.90"
所有者权益(或股东权益)合计,"3,015,426,850.72","2,828,900,040.23","2,733,167,991.24","2,893,862,633.90","3,119,437,053.40","7,584,505,487.69","7,840,710,897.03","7,998,588,060.77","7,794,639,525.38","7,892,762,477.44","8,007,594,083.47","8,108,360,555.66","9,092,651,186.64","9,218,692,272.56","9,372,394,476.19","9,525,724,559.86"
资产总计,"7,724,788,574.23","8,604,539,841.30","8,863,605,007.33","9,195,172,742.29","9,589,774,752.13","12,933,895,646.17","13,215,620,584.35","13,689,722,390.12","14,344,562,080.74","14,429,357,929.25","14,586,282,334.09","14,441,522,175.20","14,703,725,589.18","14,353,638,547.30","14,525,959,503.04","14,499,085,901.29"
负债和所有者(或股东权益)合计,"7,724,788,574.23","8,604,539,841.30","8,863,605,007.33","9,195,172,742.29","9,589,774,752.13","12,933,895,646.17","13,215,620,584.35","13,689,722,390.12","14,344,562,080.74","14,429,357,929.25","14,586,282,334.09","14,441,522,175.20","14,703,725,589.18","14,353,638,547.30","14,525,959,503.04","14,499,085,901.29"
