科目,2009年度,2010年度,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
销售商品、提供劳务收到的现金,"78,133,952.70","322,800,166.07","310,656,953.72","105,553,291.06","166,270,989.10","232,682,530.29","295,278,084.58","47,103,637.75","96,726,228.70","136,148,309.37","211,840,982.17","62,837,800.21","321,735,139.46","467,039,858.17","571,714,790.54","150,562,921.39","290,721,935.19","468,184,643.45","664,835,219.45","219,410,584.79","433,569,718.14","644,738,161.12","1,040,192,658.18","338,330,940.56","893,619,969.85","1,265,107,600.62","2,213,173,801.28","391,330,323.22","1,014,656,374.32"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
收到的税费返还,"80,603.76","2,825.79","154,580.15",,"5,348.12","6,166.06","6,166.06",,,,,"822,847.01","1,052,614.38","2,881,566.70","8,748,736.31","14,331,937.21","21,307,458.38","23,306,481.50","49,417,139.06","20,670,637.14","35,095,085.13","45,162,891.23","53,660,638.18","8,130,994.70","20,426,212.89","23,093,590.03","27,179,838.47","3,391,064.22","10,199,444.36"
支付其他与投资活动有关的现金,,,,,,,,,,,,,,,,,,,,,"22,978,074.00","23,448,074.00","22,978,074.00",,"2,661,108.00","2,661,108.00","30,715,335.44","8,187,600.00","15,474,000.00"
收到其他与经营活动有关的现金,"3,130,815.87","5,816,637.80","11,533,358.52","1,585,830.70","16,981,647.18","28,005,353.90","78,081,475.28","49,185,188.58","134,517,497.55","168,232,543.66","193,013,019.74","20,920,158.78","40,139,590.64","96,330,054.18","112,160,357.27","67,664,157.61","59,379,922.87","83,814,459.70","97,924,216.29","907,564.54","119,030,384.82","183,339,544.86","288,770,829.50","11,854,727.62","79,552,204.91","150,788,873.57","326,712,613.64","328,890,553.29","421,243,573.08"
投资活动现金流出小计,"37,617,864.85","251,502,037.99","440,512,309.10","10,736,406.46","27,035,638.96","103,505,502.57","236,958,183.49","211,933,032.50","345,222,251.86","606,289,610.89","783,599,733.79","165,954,383.12","300,499,683.50","413,347,582.46","688,647,495.58","125,556,449.17","155,325,178.99","187,857,830.94","275,643,083.07","27,011,754.05","94,101,522.00","415,386,688.50","626,913,231.35","580,510,058.77","1,294,304,401.31","1,765,982,188.09","2,104,919,806.89","225,273,135.07","432,808,779.12"
经营活动现金流入小计,"81,345,372.33","328,619,629.66","322,344,892.39","107,139,121.76","183,257,984.40","260,694,050.25","373,365,725.92","96,288,826.33","231,243,726.25","304,380,853.03","404,854,001.91","84,580,806.00","362,927,344.48","566,251,479.05","692,623,884.12","232,559,016.21","371,409,316.44","575,305,584.65","812,176,574.80","240,988,786.47","587,695,188.09","873,240,597.21","1,382,624,125.86","358,316,662.88","993,598,387.65","1,438,990,064.22","2,567,066,253.39","723,611,940.73","1,446,099,391.76"
投资活动产生的现金流量净额,"-37,617,864.85","-251,466,177.99","-419,509,109.10","-10,733,906.46","-27,033,138.96","-103,503,002.57","-236,955,683.49","-211,933,032.50","-345,222,251.86","-606,235,530.89","-783,532,133.79","-165,954,383.12","-300,499,683.50","-410,107,582.46","-621,675,585.58","-125,556,449.17","-155,325,178.99","-187,857,830.94","-226,042,998.07","-27,009,754.05","-77,747,417.51","-394,217,360.01","-599,406,935.36","-576,557,258.77","-1,266,300,601.31","-1,736,767,268.09","-2,068,975,453.97","-225,272,435.07","-233,080,610.88"
购买商品、接受劳务支付的现金,"54,004,416.31","208,793,161.14","281,564,408.20","29,250,228.02","72,690,935.80","125,100,995.16","159,894,878.18","30,863,818.54","81,412,406.55","129,238,526.54","194,022,043.91","75,063,951.44","250,999,161.16","399,574,645.37","588,674,817.80","90,613,577.58","241,415,639.01","495,964,075.04","569,529,293.16","113,567,339.85","230,310,799.79","424,076,891.10","651,374,587.83","188,968,753.64","427,326,665.71","598,043,782.10","1,123,773,078.45","303,112,793.18","637,889,925.72"
吸收投资收到的现金,"3,417,300.00","354,489,934.20",,,"922,556,898.33","922,556,898.33","930,400,000.00",,,,,,,,,,,,,,"587,000,000.00","587,000,000.00","587,000,000.00",,"31,562,965.00","41,088,914.00","41,151,389.00","-696,718.00","-1,138,126.00"
