科目,2009年度,2010年度,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
支付给职工以及为职工支付的现金,"10,075,974.77","32,535,768.03","48,419,001.96","15,251,526.38","30,783,935.54","47,666,850.49","64,055,436.87","18,970,911.54","35,827,201.09","56,447,218.39","77,925,832.84","29,623,088.00","61,197,454.09","100,299,891.52","144,672,169.56","51,150,997.13","95,489,827.21","134,370,496.41","202,853,369.22","43,886,792.34","93,361,033.55","153,326,454.86","240,674,218.14","85,573,201.40","178,109,139.65","267,936,381.31","387,849,927.61","158,068,300.05","293,449,083.18"
取得借款收到的现金,"48,000,000.00","151,972,395.86","618,295,643.06","56,112,845.00","101,957,569.39","101,957,569.39","154,514,269.39","42,967,375.00","82,967,375.00","365,086,101.40","671,684,895.62","233,914,800.00","364,843,950.00","650,192,400.00","871,981,550.00","222,211,422.00","375,344,697.28","848,159,697.28","979,640,985.60","185,512,694.40","345,058,760.20","953,236,951.16","1,286,141,045.99","1,311,389,630.65","2,556,389,630.65","3,095,622,963.65","4,179,838,844.03","589,204,380.00","1,126,599,354.41"
支付的各项税费,"4,026,259.64","21,541,675.06","20,442,070.75","7,128,789.26","14,715,603.03","16,965,914.78","18,958,192.59","13,904,049.25","22,311,116.84","28,479,757.41","33,421,824.96","6,508,852.37","6,606,531.18","13,619,258.30","21,406,858.39","3,905,769.01","10,605,565.67","20,417,512.78","22,873,608.17","4,065,688.74","21,004,205.71","43,626,497.81","70,473,406.00","18,914,760.37","69,105,319.83","131,641,121.47","155,726,238.64","48,544,805.44","143,664,640.92"
收到其他与筹资活动有关的现金,"73,662,040.00","7,200,000.00",,,"7,843,101.67","7,843,101.67",,,,,,,,"48,500,000.00","178,500,000.00",,"2,582.84","2,582.84","2,158,711.50","72,860.74","144,203.98","144,203.98","1,444,203.98",,,"250,000.00","16,232,400.00",,"21,660,946.21"
支付其他与经营活动有关的现金,"8,930,076.88","18,538,121.67","14,780,011.02","4,319,003.87","17,771,817.66","21,136,889.48","27,353,940.78","13,172,870.10","17,699,819.50","29,945,268.87","27,597,462.27","8,373,668.88","18,221,725.53","45,367,447.56","67,796,908.91","11,885,886.22","37,052,856.81","23,330,645.59","43,015,864.99","31,629,122.39","54,199,878.53","92,162,557.90","103,187,147.83","32,544,917.34","353,647,417.83","407,270,476.72","386,036,019.84","66,470,760.92","110,765,135.99"
筹资活动现金流入小计,"125,079,340.00","513,662,330.06","618,295,643.06","56,112,845.00","1,032,357,569.39","1,032,357,569.39","1,084,914,269.39","42,967,375.00","82,967,375.00","365,086,101.40","671,684,895.62","233,914,800.00","364,843,950.00","698,692,400.00","1,050,481,550.00","222,211,422.00","375,347,280.12","848,162,280.12","981,799,697.10","185,585,555.14","932,202,964.18","1,540,381,155.14","1,874,585,249.97","1,311,389,630.65","2,587,952,595.65","3,136,961,877.65","4,237,222,633.03","588,507,662.00","1,147,122,174.62"
经营活动现金流出小计,"77,036,727.60","281,408,725.90","365,205,491.93","55,949,547.53","135,962,292.03","210,870,649.91","270,262,448.42","76,911,649.43","157,250,543.98","244,110,771.21","332,967,163.98","119,569,560.69","337,024,871.96","558,861,242.75","822,550,754.66","157,556,229.94","384,563,888.70","674,082,729.82","838,272,135.54","193,148,943.32","398,875,917.58","713,192,401.67","1,065,709,359.80","326,001,632.75","1,028,188,543.02","1,404,891,761.60","2,053,385,264.54","576,196,659.59","1,185,768,785.81"
偿还债务支付的现金,"15,000,000.00","94,863,520.43","290,121,519.39","62,223,746.00","388,641,933.25","546,857,363.25","561,857,363.25","18,856,500.00","70,362,675.00","74,436,718.75","158,148,719.50","97,448,967.45","182,862,815.45","248,085,895.45","253,085,895.45","131,386,582.94","223,499,746.42","316,699,113.72","576,354,752.54","201,136,621.77","421,138,612.16","1,138,072,620.84","1,347,217,894.77","354,108,889.53","691,777,428.81","1,313,799,167.46","1,905,086,502.20","906,752,800.00","1,190,435,200.00"
经营活动产生的现金流量净额,"4,308,644.73","47,210,903.76","-42,860,599.54","51,189,574.23","47,295,692.37","49,823,400.34","103,103,277.50","19,377,176.90","73,993,182.27","60,270,081.82","71,886,837.93","-34,988,754.69","25,902,472.52","7,390,236.30","-129,926,870.54","75,002,786.27","-13,154,572.26","-98,777,145.17","-26,095,560.74","47,839,843.15","188,819,270.51","160,048,195.54","316,914,766.06","32,315,030.13","-34,590,155.37","34,098,302.62","513,680,988.85","147,415,281.14","260,330,605.95"
分配股利、利润或偿还利息支付的现金,"3,116,040.71","4,402,293.53","33,349,282.94","5,403,990.83","12,812,863.94","14,040,922.46","14,064,255.82",,"599,028.57","22,083,386.19","26,430,072.23","3,298,849.10","22,944,020.54","33,088,596.78","44,171,347.53","12,875,212.13","17,371,454.82","80,385,003.95","71,918,464.21","26,856,538.51","54,361,404.85","94,648,365.39","112,616,718.16","24,998,040.49","106,281,123.23","154,723,708.17","223,300,301.52","48,073,244.75","98,975,692.51"
收回投资收到的现金,,,,,,,,,,,,,,,,,,,,,,,"5,010,697.42",,,,"12,012,250.00",,
支付其他与筹资活动有关的现金,"36,298,640.00","47,722,040.00","4,154,174.86",,"1,648,450.00","8,276,651.67","7,394,651.67",,,,,,,"13,500,000.00","20,000,000.00","3,760,947.56","5,343,904.90","42,117,309.24","56,701,904.35","1,242,718.75","5,944,597.23","3,205,126.71","81,041,776.32","13,746,250.00","39,039,432.19","39,568,626.64","123,236,898.77",,"78,496,295.37"
取得投资收益收到的现金,,,,,,,,,,,,,,,,,,,,,,"4,814,600.00","6,140,269.08","3,952,800.00","17,565,246.00","17,565,246.00","15,556,550.00",,
筹资活动现金流出小计,"54,414,680.71","146,987,853.96","327,624,977.19","67,627,736.83","403,103,247.19","569,174,937.38","583,316,270.74","18,856,500.00","70,961,703.57","96,520,104.94","184,578,791.73","100,747,816.55","205,806,835.99","294,674,492.23","317,257,242.98","148,022,742.63","246,215,106.14","439,201,426.91","704,975,121.10","229,235,879.03","481,444,614.24","1,235,926,112.94","1,540,876,389.25","392,853,180.02","837,097,984.23","1,508,091,502.27","2,251,623,702.49","954,826,044.75","1,367,907,187.88"
处置固定资产、无形资产和其他长期资产收回的现金净额,,"35,860.00","3,200.00","2,500.00","2,500.00","2,500.00","2,500.00",,,"54,080.00","67,600.00",,,"3,240,000.00","6,481,910.00",,,,85.00,"2,000.00","2,000.00","2,000.00","2,000.00",,"435,000.00","1,646,120.00","3,018,120.00",700.00,"800,960.00"
筹资活动产生的现金流量净额,"70,664,659.29","366,674,476.10","290,670,665.87","-11,514,891.83","629,254,322.20","463,182,632.01","501,597,998.65","24,110,875.00","12,005,671.43","268,565,996.46","487,106,103.89","133,166,983.45","159,037,114.01","404,017,907.77","733,224,307.02","74,188,679.37","129,132,173.98","408,960,853.21","276,824,576.00","-43,650,323.89","450,758,349.94","304,455,042.20","333,708,860.72","918,536,450.63","1,750,854,611.42","1,628,870,375.38","1,985,598,930.54","-366,318,382.75","-220,785,013.26"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,,,"-1,193,078.39","-4,609.62","12,736.00","28,166.56","177,792.74","-51,862.33","-330,716.46","-343,333.65","-837,652.54","754,003.58","634,105.90","637,663.82","882,513.66","160,852.42","461,900.58","1,281,976.94","1,543,463.96","656,921.69","992,550.76","-550,825.81","574,957.53","-917,802.02","-1,930,628.89","-2,858,037.10","-4,155,332.95","3,362,588.41","6,756,019.76"
收到其他与投资活动有关的现金,,,"21,000,000.00",,,,,,,,,,,,"60,490,000.00",,,,"49,600,000.00",,"16,352,104.49","16,352,728.49","16,353,329.49",,"10,003,554.00","10,003,554.00","5,357,432.92",,"198,927,208.24"
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,,"35,860.00","21,003,200.00","2,500.00","2,500.00","2,500.00","2,500.00",,,"54,080.00","67,600.00",,,"3,240,000.00","66,971,910.00",,,,"49,600,085.00","2,000.00","16,354,104.49","21,169,328.49","27,506,295.99","3,952,800.00","28,003,800.00","29,214,920.00","35,944,352.92",700.00,"199,728,168.24"
五、现金及现金等价物净增加额,"37,355,439.17","162,419,201.87","-172,892,121.16","28,936,166.32","649,529,611.61","409,531,196.34","367,923,385.40","-168,496,842.93","-259,554,114.62","-277,742,786.26","-225,376,844.51","-67,022,150.78","-114,925,991.07","1,938,225.43","-17,495,635.44","23,795,868.89","-38,885,676.69","123,607,854.04","26,229,481.15","-22,163,313.10","562,822,753.70","69,735,051.92","51,791,648.95","373,376,419.97","448,033,225.85","-76,656,627.19","426,149,132.47","-440,812,948.27","-186,778,998.43"
购建固定资产、无形资产和其他长期资产支付的现金,"37,617,864.85","251,502,037.99","440,512,309.10","10,736,406.46","27,035,638.96","103,505,502.57","236,958,183.49","211,933,032.50","345,222,251.86","606,289,610.89","783,599,733.79","165,954,383.12","300,499,683.50","390,691,083.27","666,012,094.59","125,556,449.17","155,325,178.99","187,857,830.94","275,643,083.07","27,011,754.05","71,123,448.00","237,725,748.52","446,634,226.23","580,510,058.77","1,291,643,293.31","1,763,321,080.09","2,074,204,471.45","214,570,295.07","414,819,539.12"
期初现金及现金等价物余额,"10,110,152.09","47,465,591.26","209,884,793.13","36,992,671.97","36,992,671.97","36,992,671.97","36,992,671.97","404,916,057.37","404,916,057.37","404,916,057.37","404,916,057.37","179,539,212.86","179,539,212.86","179,539,212.86","179,539,212.86","162,043,577.42","162,043,577.42","162,043,577.42","162,043,577.42","188,273,058.57","188,273,058.57","188,273,058.57","188,273,058.57","276,709,254.15","240,064,707.52","240,064,707.52","240,064,707.52","666,213,839.99","666,213,839.99"
投资支付的现金,,,,,,,,,,,,,,"22,656,499.19","22,635,400.99",,,,,,,"154,212,865.98","157,300,931.12",,,,,"2,515,240.00","2,515,240.00"
期末现金及现金等价物余额,"47,465,591.26","209,884,793.13","36,992,671.97","65,928,838.29","686,522,283.58","446,523,868.31","404,916,057.37","236,419,214.44","145,361,942.75","127,173,271.11","179,539,212.86","112,517,062.08","64,613,221.79","181,477,438.29","162,043,577.42","185,839,446.31","123,157,900.73","285,651,431.46","188,273,058.57","166,109,745.47","751,095,812.27","258,008,110.49","240,064,707.52","650,085,674.12","688,097,933.37","163,408,080.33","666,213,839.99","225,400,891.72","479,434,841.56"
