科目,2007年度,2008年度,2009年度,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
一、营业收入,"157,702,507.19","165,959,338.59","202,678,966.63","103,696,252.43","192,614,357.23","309,000,869.67","83,189,655.06","186,480,860.58","292,882,424.69","432,930,770.34","126,726,728.22","266,196,483.61","401,710,433.45","568,319,810.56","127,059,180.60","290,593,210.72","397,518,796.43","603,142,394.74","123,216,993.79","258,749,726.58","391,010,287.16","598,305,165.28","84,748,110.70","232,244,121.39","377,157,003.54","623,602,054.84","105,736,088.36","266,509,320.04","396,038,698.64","702,592,311.90","143,863,417.49","298,411,143.69","454,311,813.54","742,004,732.30","154,966,489.96","345,994,890.24"
二、营业利润,"29,368,280.16","37,928,468.92","46,111,433.20","23,511,988.39","50,073,107.56","74,635,605.30","30,303,384.92","46,447,946.16","81,996,474.00","121,239,115.04","31,087,368.21","55,457,192.74","76,367,522.26","117,735,236.04","23,386,629.73","55,256,038.68","67,827,827.11","57,121,522.13","12,126,923.32","31,999,598.70","38,714,147.97","13,188,575.15","4,484,516.17","17,917,821.32","20,117,095.98","5,275,904.53","3,935,430.69","10,326,059.31","11,991,460.08","12,736,335.37","6,807,879.59","18,804,872.46","23,366,494.90","32,762,989.06","16,553,532.04","29,298,900.06"
减:营业成本,"85,853,268.03","82,993,048.86","107,946,730.46","56,007,918.05","100,318,227.94","172,798,224.97","41,789,632.27","118,602,520.50","174,517,865.31","245,232,989.62","74,066,632.39","174,360,442.38","265,300,251.98","355,937,416.61","77,487,190.42","176,261,955.27","244,555,141.25","411,048,276.03","75,261,999.72","154,154,541.17","246,007,396.04","424,922,378.38","40,063,453.67","122,004,306.71","226,653,376.18","418,038,362.25","60,663,187.92","166,738,686.72","250,623,776.23","474,390,511.41","95,006,189.20","189,642,177.15","281,007,889.34","496,785,937.98","100,102,352.30","240,662,810.08"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"709,928.09","823,577.60","1,427,336.89","612,912.94","1,573,449.23","2,562,343.00","648,442.71","1,036,679.87","2,380,982.78","3,456,364.06","1,563,062.39","2,089,532.69","3,295,043.91","3,708,862.16","1,404,737.94","3,439,502.71","2,906,187.76","2,720,622.81","827,687.59","2,433,625.74","1,231,646.47","2,653,123.49","531,156.07","1,188,996.35","1,395,908.85","2,244,366.01","192,731.05","355,439.33","678,759.05","4,866,258.17","435,150.04","1,745,802.79","2,311,381.06","4,928,042.24","417,286.82","2,192,595.31"
营业外收入,"9,347,276.66","5,796,301.15","6,975,464.41","5,223,327.36","7,270,161.80","12,723,794.59","1,539,235.67","5,331,897.02","7,476,509.90","11,614,106.19","12,721,471.53","13,983,267.29","24,425,996.03","16,749,895.32","3,458,292.59","5,612,198.41","9,789,216.55","14,534,647.21","4,909,996.28","6,616,211.45","9,184,109.94","10,942,446.95","3,870,103.63","5,207,174.99","6,813,137.52","9,490,780.25","2,948,552.31","5,151,082.92","6,190,028.16","9,275,646.93","3,106,741.99","424,091.17","582,879.45","20,573.82","1,771.52","14,446.53"
销售费用,"14,735,739.07","16,726,724.59","20,662,636.70","10,643,674.04","18,368,831.98","29,419,163.23","7,776,763.27","15,464,159.72","23,730,666.37","33,300,543.04","9,606,499.90","18,083,932.46","28,779,963.92","40,133,879.35","9,948,521.62","21,067,753.08","31,467,806.84","42,438,766.40","10,528,217.68","23,164,307.31","34,571,058.35","47,129,006.27","9,964,673.16","20,928,995.10","31,850,515.46","46,922,095.29","7,802,692.23","21,836,692.97","32,736,781.70","46,012,793.69","6,985,083.66","17,856,444.35","27,832,600.60","42,344,621.61","9,372,123.89","20,115,373.96"
减:营业外支出,"100,162.45","54,740.45","174,173.21","23,511.82","27,652.62","40,903.55","23,000.00","23,900.00","68,895.30","69,018.45",4.01,"777,159.12","805,809.88","834,141.13",919.04,"131,547.09","120,436.14","1,314,699.80","6,081.37","78,301.81","118,370.41","66,235.33","10,008.43","26,762.57","40,162.57","40,162.57","5,424.39","6,251.35","8,933.51","575,985.80","3,950.00","4,535.89","98,158.99","512,374.39","1,703,267.49","1,705,175.97"
管理费用,"24,356,276.93","26,814,781.44","29,321,957.43","16,374,894.85","25,733,677.39","37,530,767.32","9,035,079.24","18,968,667.38","29,075,838.39","48,270,144.48","14,175,147.34","31,192,656.56","48,593,999.63","80,959,230.65","23,254,499.57","50,303,735.60","74,904,526.54","127,545,691.62","33,849,086.42","63,754,449.11","98,431,696.99","149,368,927.43","31,928,892.28","74,476,082.68","108,719,984.47","180,929,641.25","31,168,954.42","69,044,017.52","107,581,965.98","180,912,113.26","33,430,707.24","73,775,204.36","131,649,608.20","183,934,746.37","35,033,434.03","73,633,954.19"
其中:非流动资产处置净损失,"82,177.77","14,591.43",,,,"6,862.81",,,"44,995.30","44,995.30",,,"766,240.91","771,872.16",,"7,528.54","7,528.54","1,160,681.25",,"52,135.08","52,135.08",,,,,,,,,"529,037.33",,,"53,219.70",,,
堪探费用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加:影响利润总额的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
财务费用,"2,392,619.36","1,046,222.40","875,465.17","425,178.14","224,727.91","-3,623,737.94","-5,174,348.50","-9,736,805.75","-14,004,410.30","-17,299,176.00","-3,030,913.44","-11,590,772.14","-16,887,516.37","-25,463,604.08","-6,490,804.70","-10,213,321.81","-14,691,763.83","-18,459,725.14","-2,097,599.09","-3,889,252.43","-5,406,546.82","-6,442,453.27","382,219.46","811,419.59","1,611,140.56","2,388,015.88","863,168.42","2,289,141.79","3,366,899.33","5,447,921.17","1,075,658.58","3,163,168.77","6,275,786.10","10,373,399.01","4,165,978.64","9,128,620.04"
三、利润总额,"38,615,394.37","43,670,029.62","52,912,724.40","28,711,803.93","57,315,616.74","87,318,496.34","31,819,620.59","51,755,943.18","89,404,088.60","132,784,202.78","43,808,835.73","68,663,300.91","99,987,708.41","133,650,990.23","26,844,003.28","60,736,690.00","77,496,607.52","70,341,469.54","17,030,838.23","38,537,508.34","47,779,887.50","24,064,786.77","8,344,611.37","23,098,233.74","26,890,070.93","14,726,522.21","6,878,558.61","15,470,890.88","18,172,554.73","21,435,996.50","9,910,671.58","19,224,427.74","23,851,215.36","32,271,188.49","14,852,036.07","27,608,170.62"
