科目,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
货币资金,"170,969,479.02","1,280,587,887.75","983,600,291.05","775,386,054.72","643,688,187.36","514,188,868.82","581,231,225.33","548,309,528.27","338,045,050.43","299,845,212.52","315,806,117.09","471,375,679.69","279,886,520.86","348,257,116.14","653,754,423.49","417,088,977.75","422,921,828.50","513,424,673.71","353,457,124.00","534,095,596.69","566,975,576.50","280,924,677.00","317,092,246.87","212,522,121.94","180,912,200.72","180,249,902.38","113,867,039.12","185,812,284.73","161,555,412.63","162,111,052.33","166,580,999.21","306,700,171.48","215,049,946.70","192,916,207.31","268,319,524.73","282,244,560.94","201,319,499.38","615,183,729.86","298,049,519.02","307,820,166.74","269,162,095.32","631,989,450.85","427,282,156.99","252,626,624.94"
短期借款,"426,050,000.00","438,050,000.00","339,450,000.00","274,438,600.00","431,142,184.56","356,212,581.76","430,000,000.00","545,000,000.00","515,000,000.00","527,000,000.00","595,400,500.00","442,653,397.76","202,718,227.12","207,505,678.51","60,000,000.00","198,338,543.00","289,405,543.00","94,922,536.50","483,618,945.44","416,445,861.15","654,400,385.66","476,697,961.35","596,268,186.47","341,009,630.40","262,361,879.40","204,339,095.40","356,201,689.13","403,207,584.09","341,067,208.53","416,732,047.42","480,265,900.88","699,880,626.54","547,768,090.48","255,745,631.40","639,488,494.04","683,800,000.00","606,396,345.31","264,501,124.00","78,694,234.00","162,700,360.00","83,153,390.00","30,837,707.00","83,170,645.00","96,695,842.00"
交易性金融资产,,,,,,,,,,,"10,877,669.00",,,,"1,984,554.00","1,984,554.00",,,"8,146,195.20","2,968,340.52",,"4,421,604.00","33,347,992.60","10,971,760.80","486,700.00","2,582,385.00","9,469,216.00","10,708,768.00","4,390,504.80","5,040,662.00","13,158,302.00","4,720,364.80","5,759,886.40","17,727,837.80","26,725,240.00","17,151,388.80","58,347,345.20","15,875,654.00","52,854,000.00","180,500.00","29,269,400.00","28,450,332.29","27,363,000.00","27,975,087.59"
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"98,484,700.00","280,195,700.00","380,496,200.00","346,732,700.00","193,602,880.00","254,661,625.00","344,950,250.00","178,769,190.00","347,919,085.00","313,861,040.00","424,179,400.00","459,692,000.00","450,592,760.04","525,947,800.00"
应收票据,"15,681,131.93","32,546,993.74","88,365,487.56","38,532,510.83","69,365,222.50","65,928,940.59","28,178,021.16","8,860,430.93","18,533,641.65","17,102,184.50","60,955,293.57","43,000,924.78","93,727,764.38","113,729,467.74","147,713,488.03","99,631,862.37","134,056,767.94","230,459,463.53","312,983,782.36","338,901,513.86","310,251,325.31","306,635,082.10","255,509,160.96","215,040,747.44","202,925,381.94","223,408,505.13","206,187,601.10","176,157,709.95","146,653,472.38","156,617,096.60","204,455,090.55","164,942,986.15","188,545,439.70","173,638,714.89","92,630,709.77","102,349,896.85","100,614,740.80","149,613,792.46","164,000,457.22","136,287,446.95","155,834,171.51","206,558,887.18","281,860,885.88","224,215,884.60"
应付票据,"30,100,000.00",,,,,,,,,,,,,,,"62,450,000.00",,,,,,,,,,,,,,,,,"114,000,000.00","167,000,000.00",,,,,,,,,,
应收账款,"43,143,323.47","27,990,080.75","64,054,045.17","38,620,249.97","88,260,023.31","80,959,319.42","37,263,524.17","26,844,474.27","31,403,208.19","44,743,837.17","51,331,217.91","99,092,792.12","71,889,620.97","100,960,771.64","74,511,243.73","117,081,633.20","80,173,047.58","97,014,363.44","103,498,701.99","104,965,967.39","128,367,409.88","136,801,613.77","112,108,279.94","121,392,125.71","102,825,610.16","142,651,384.58","169,012,584.90","188,697,153.59","200,163,737.87","197,578,289.32","197,499,344.28","215,070,084.42","157,053,664.34","168,506,963.64","149,104,885.78","168,110,538.22","129,827,614.61","146,682,856.42","178,846,001.07","168,718,715.43","177,528,885.68","250,050,594.11","189,752,946.00","223,617,433.05"
应付账款,"37,199,031.64","51,502,196.54","54,749,288.86","50,122,080.30","64,672,705.95","64,193,084.33","121,796,329.70","68,192,203.38","65,552,097.70","55,084,649.15","86,180,033.63","66,091,900.73","73,009,918.26","67,813,295.37","55,610,806.67","62,946,495.94","86,759,964.20","78,081,839.87","82,273,731.14","67,121,538.37","83,963,246.64","99,112,536.26","103,010,991.63","135,696,687.63","121,345,373.17","82,176,016.54","108,673,761.33","98,232,423.92","95,691,688.63","88,790,673.08","154,502,270.72","162,174,434.87","165,116,005.53","158,210,378.58","151,345,795.95","123,294,822.13","136,484,740.76","153,418,989.41","270,249,931.70","155,036,816.04","168,913,927.78","166,449,751.33","152,637,495.83","130,661,277.50"
预付款项,"95,592,812.04","75,185,896.30","71,018,574.10","112,064,586.46","102,522,125.10","91,492,279.46","59,588,655.62","55,947,740.96","74,752,071.40","82,112,550.39","51,906,584.95","61,192,329.55","54,535,994.64","71,003,862.89","66,432,315.23","81,048,498.25","70,070,396.31","90,958,477.99","151,876,483.13","138,163,805.42","152,913,152.61","201,093,792.85","201,486,228.28","199,999,350.33","121,907,128.20","150,753,618.50","199,385,170.69","195,018,640.70","244,066,713.19","263,641,864.47","283,902,984.42","244,341,168.34","178,044,389.93","235,292,754.81","150,310,902.62","144,415,951.07","203,730,799.18","221,085,505.01","94,809,406.22","188,447,746.01","245,570,368.95","155,124,928.23","133,485,698.96","252,887,066.41"
预收款项,"67,616,528.49","69,007,006.26","4,921,511.86","19,740,703.82","22,056,908.67","12,693,034.63","18,940,934.26","24,568,947.08","26,203,865.77","34,730,017.68","15,824,574.74","24,141,304.61","33,114,013.68","46,672,539.59","15,752,037.43","27,706,946.27","32,040,773.01","30,109,223.27","33,872,431.33","46,711,015.45","30,974,175.14","53,827,688.17","28,678,781.10","32,381,945.13","18,992,029.78","19,727,664.51","10,253,345.19","10,466,235.91","70,720,362.98","50,534,333.75","30,518,505.08","42,014,063.59","29,366,067.35","24,620,936.28","35,215,240.73","51,890,984.45","64,737,207.50","34,151,039.98","55,578,099.98","34,145,419.12","55,161,947.89","60,558,132.65","68,216,589.34","32,372,219.22"
