科目,2007-12-31,2008-12-31,2009-12-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
货币资金,"24,570,041.52","71,901,636.03","98,965,551.91","62,153,557.82","102,524,179.33","870,926,332.02","793,441,401.56","618,711,571.93","501,945,419.63","367,348,694.85","164,657,715.69","177,435,638.81","143,497,467.73","256,128,117.73","340,724,744.32","208,139,481.37","163,921,667.92","150,331,922.58","218,041,472.47","258,069,118.26","169,160,120.82","171,694,217.36","168,370,298.47","171,661,349.58","236,329,981.45","428,247,237.65","508,276,444.50","405,197,423.76","485,277,827.47","489,410,175.68","415,382,091.86","583,154,596.63","571,421,061.63","246,177,135.04","237,942,926.42"
短期借款,"113,450,000.00","127,950,000.00","127,800,000.00","148,800,000.00","148,800,000.00","181,500,000.00","211,500,000.00","222,700,000.00","242,700,000.00","254,787,791.82","240,500,000.00","351,500,000.00","421,500,000.00","490,988,630.30","534,839,161.94","528,016,177.46","608,012,257.73","628,785,904.52","729,006,762.58","735,000,000.00","452,000,000.00","499,134,890.00","544,593,069.97","552,323,516.19","521,958,954.67","475,065,368.00","465,065,368.00","448,730,373.00","408,707,023.00","433,123,883.68","445,839,871.00","435,210,800.00","447,604,356.90","491,377,017.28","606,543,530.66"
交易性金融资产,"159,820.45",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,,"2,300,000.00","9,328,000.00","1,404,000.00",,"13,965,715.59","20,790,000.00","9,861,041.45","2,064,000.00","30,533,567.18","4,555,174.00","7,202,800.00","6,633,880.00","25,398,013.49","12,183,041.38","16,755,893.61","15,159,410.00","30,313,904.15","3,726,396.00","18,106,223.65","9,193,203.26","29,936,023.62","14,928,480.86","3,076,266.84","2,875,191.23","22,473,150.42","20,032,574.17","17,583,286.92","9,737,855.42","33,594,459.35","11,638,617.37","52,145,119.20","37,456,256.54","27,958,788.36","19,138,678.56"
应付票据,,"21,500,000.00","16,000,000.00","35,000,000.00","69,185,000.00","86,535,000.00","69,035,000.00","20,000,000.00","40,000,000.00","30,000,000.00",,"52,800,008.00","126,626,000.00","295,277,840.00","361,259,080.00","266,068,624.46","281,988,000.00","299,532,500.00","252,710,000.00","207,000,000.00","150,232,000.00","136,587,500.00","160,672,500.00","209,245,000.00","310,225,000.00","324,034,000.00","447,920,000.00","390,436,000.00","521,251,000.00","383,455,000.00","392,488,000.00","547,307,393.99","455,615,000.00","346,041,600.00","228,761,600.00"
应收账款,"72,270,579.46","79,776,214.92","76,373,998.09","113,726,348.99","139,581,329.39","100,617,180.23","133,898,072.24","193,901,416.26","230,142,220.17","183,162,709.80","186,564,806.77","183,193,824.05","237,466,552.67","244,123,193.13","242,787,330.37","288,444,715.59","273,199,733.95","329,132,108.09","337,831,473.55","283,563,836.34","255,869,462.21","202,422,027.03","248,546,762.25","237,619,034.87","190,077,120.79","226,832,116.03","273,540,226.81","288,091,131.84","283,269,665.14","238,082,277.47","322,114,498.02","391,698,398.78","316,601,572.06","212,976,956.14","223,943,700.25"
应付账款,"68,420,508.61","48,493,119.02","70,001,265.93","55,683,021.68","87,005,241.97","65,486,610.89","69,171,835.35","70,959,924.35","88,869,699.88","117,345,464.24","155,834,174.64","144,135,283.72","196,362,041.61","260,287,989.56","201,799,667.42","228,827,489.61","184,227,086.98","266,889,173.85","273,409,186.99","248,147,658.01","260,524,677.42","230,597,750.39","244,152,626.73","257,347,555.65","263,982,464.57","282,529,767.69","281,474,079.52","323,885,672.89","333,450,607.87","261,338,370.16","283,565,562.89","271,956,785.57","304,054,985.95","237,412,978.92","361,352,262.60"
预付款项,"15,315,465.12","7,849,239.13","16,075,950.35","7,643,648.88","20,514,686.34","40,193,742.19","63,807,060.33","115,108,673.38","88,860,508.70","67,872,727.22","41,979,478.69","71,080,719.74","136,610,243.12","55,882,644.10","48,530,049.20","85,426,939.02","96,044,826.60","62,486,487.21","82,904,253.30","103,582,956.26","114,537,012.09","60,195,860.70","69,805,203.48","128,448,077.18","100,355,790.72","62,987,425.09","106,593,125.39","149,628,049.16","168,226,592.04","92,270,681.56","148,941,632.78","60,297,729.13","148,889,643.89","68,226,670.58","195,980,278.84"
预收款项,"44,773,974.93","28,083,356.14","33,714,058.58","6,359,538.00","21,774,088.53","25,126,330.70","19,631,096.35","5,467,168.01","8,679,119.92","25,118,225.40","18,307,180.92","14,334,998.77","8,311,716.85","25,320,158.94","11,897,476.78","13,021,038.86","6,715,457.89","29,067,658.21","11,206,402.35","10,139,776.95","21,658,898.83","22,207,822.98","15,087,757.26","17,756,627.75","22,090,023.41","30,453,550.90","36,296,279.60","24,948,082.91","54,785,664.56","35,691,079.60","19,201,273.17","38,040,755.27","77,457,798.01","46,151,338.66","24,112,689.68"
