科目,2007-12-31,2008-12-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
货币资金,"24,760,380.28","38,143,494.20","62,458,351.58","68,385,809.25","427,070,694.48","430,560,970.49","402,134,059.15","379,646,903.91","418,017,841.35","475,742,116.40","455,354,171.05","453,762,219.76","478,522,239.89","503,648,973.57","442,817,770.48","550,214,032.44","533,287,643.93","490,939,120.52","480,992,348.67","565,883,523.21","574,722,243.73","521,693,507.35","533,476,054.18","329,961,709.35","345,233,917.25","165,409,292.79","26,301,759.32","12,643,150.34","217,186,193.97","83,216,945.90","59,805,921.51","23,565,856.67","14,447,435.83","11,434,484.18","11,366,254.34","8,513,562.93","30,036,803.89","6,201,208.24","2,447,321.05","4,777,867.54","3,689,550.95","1,343,337.67"
短期借款,"45,150,000.00","55,900,000.00","79,000,000.00","96,000,000.00","64,000,000.00","64,000,000.00","57,000,000.00","45,000,000.00","55,000,000.00","85,000,000.00","85,000,000.00","85,000,000.00","85,000,000.00","85,000,000.00","85,000,000.00","90,114,817.16","100,000,000.00","148,403,200.00","139,408,000.00","144,132,800.00","181,600,000.00","143,000,000.00","151,000,000.00","192,000,000.00","160,500,000.00","138,000,000.00","138,000,000.00","115,000,000.00","69,000,000.00","28,000,000.00","22,000,000.00","10,000,000.00",,,,,,,,,,
交易性金融资产,,,,,,,,,,,,,,,,,,,,,"1,020,843.65","322,647.02",,,"105,638.89",,,,"10,000.00","10,000.00",,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,,,,,,,,,"1,609,940.00",,,,,,,,"132,800.00","132,800.00","10,407,630.00","16,466,902.35","36,406,970.00","4,817,434.48","20,217,805.60","22,558,867.75","16,032,787.93","13,242,811.20","24,585,771.20","23,868,171.20","6,519,120.00","14,159,040.00","7,888,080.00","1,608,160.00",,,,,,,,,,
应付票据,,,"200,000.00","1,389,052.34","1,129,052.34","269,052.34",,,,,,"2,776,907.69","3,145,609.89","3,145,609.89","2,269,128.45","2,269,128.45","3,794,030.00","16,526,815.56","58,484,784.16","64,173,916.54","55,246,381.50","22,780,000.00","17,114,120.00","30,517,280.00","14,158,760.80","13,242,811.20","17,592,571.20","23,818,171.20","6,225,600.00","2,351,520.00",,,,,,,,,,,,
应收账款,"39,819,393.74","70,461,091.03","79,601,600.46","91,985,197.46","105,969,055.47","117,525,732.14","144,538,278.40","142,818,045.96","125,072,000.40","134,075,366.31","134,339,354.56","143,603,061.43","138,981,771.00","150,129,460.89","165,929,056.07","256,154,856.32","296,369,665.10","342,819,530.85","340,674,821.18","428,472,192.58","303,104,007.50","310,018,574.04","277,937,124.49","218,255,918.54","227,734,095.01","173,115,258.96","150,150,860.86","164,786,674.66","116,716,308.35","89,501,314.68","74,987,503.74","58,509,522.56","44,282,411.74","38,010,919.80","34,448,074.95","40,286,121.17","32,691,281.90","32,115,988.94","41,203,319.44","31,748,106.87","26,769,232.13","26,687,374.28"
应付账款,"14,865,989.43","12,458,484.56","12,536,329.01","10,677,376.48","14,530,461.36","20,594,153.71","18,815,788.37","7,156,984.57","18,510,341.31","20,527,881.72","31,431,138.90","34,173,737.28","33,727,318.22","52,379,777.35","51,802,081.91","126,849,554.38","130,045,376.90","136,037,672.32","134,000,071.23","191,660,983.30","130,679,384.22","131,184,731.46","131,588,381.53","107,633,106.88","86,401,058.15","66,661,751.50","50,917,598.60","51,900,439.95","81,905,878.13","49,186,482.42","56,903,544.11","42,458,465.46","44,307,544.41","42,259,169.44","40,713,911.42","39,422,090.77","22,343,525.34","23,585,000.18","21,128,230.19",,"13,056,164.74",
预付款项,"20,101,352.80","7,058,052.89","3,402,384.02","4,831,158.39","5,583,094.16","5,499,466.17","3,097,246.17","4,287,435.72","10,030,736.30","6,248,302.13","4,128,003.07","19,425,997.10","12,918,642.17","11,488,764.50","5,824,080.21","11,823,464.94","19,749,910.61","34,119,507.57","37,168,852.81","56,801,667.66","22,814,121.33","29,913,432.09","30,907,386.18","243,240,101.53","16,669,360.11","6,946,253.62","8,070,220.39","10,615,809.61","4,839,055.62","5,395,945.03","14,497,098.50","14,114,206.64","12,538,475.34","12,496,018.40","13,483,136.01","13,511,473.51","3,419,567.41","4,341,457.62","4,186,793.36","5,200,296.14","928,519.32","763,304.13"
预收款项,"1,427,111.70","1,689,152.43","1,586,921.29","1,661,161.43","2,483,347.41","1,969,940.86","884,860.82","314,710.83","152,287.52","76,655.01","2,257,528.17","9,932,870.72","1,305,270.13","776,671.32","2,963,391.12","848,025.29","27,855,168.04","21,173,280.66","8,364,914.06","10,241,035.56","3,955,160.69","12,920,562.21","19,093,323.18","31,355,798.29","18,163,094.25","17,950,554.98","6,086,889.80","5,401,360.04","1,016,784.35","1,715,906.36","1,550,029.64","1,966,363.94","2,449,729.35","2,465,482.95","2,415,182.21","2,484,191.66","51,294,939.94","51,363,035.49","747,304.29","755,500.66","455,244.29","455,244.29"
其他应收款,"2,470,425.90","7,870,924.10","7,397,244.71","10,035,385.15","4,453,918.41","3,476,347.11","7,736,887.03","6,302,666.78","2,569,485.64","14,049,317.63","5,792,222.61","9,336,394.36","6,756,416.49","8,703,644.99","247,839,492.81","14,884,998.51","16,804,518.19","39,261,401.33","28,509,349.59","10,202,282.50","20,196,393.62","16,321,480.64","24,604,036.97","14,328,429.02","17,528,397.41","43,246,189.89","95,872,819.01","100,174,406.53","196,897,551.45","70,395,505.69","27,934,345.51","36,121,816.26","20,961,848.60","13,856,986.69","16,431,899.04","16,296,703.37","12,988,188.93","15,091,915.48","18,042,772.59","22,113,967.73","7,057,127.73","6,025,210.63"
应付职工薪酬,"1,229,917.28","1,626,143.32","1,646,418.73","1,825,894.10","1,972,524.36","2,462,143.63","1,959,881.00","1,954,363.78","1,532,022.80","1,637,768.89","1,811,702.23","1,406,209.20","2,733,223.14","2,075,054.79","2,608,801.91","2,025,497.16","2,962,137.64","1,985,916.97","1,855,566.20","2,569,519.09","4,927,730.80","3,689,415.45","3,804,161.96","2,930,531.90","3,728,554.03","5,783,113.79","2,658,014.34","2,443,089.48","3,254,284.08","1,860,105.69","1,999,726.88","1,681,270.98","1,922,854.72","1,283,730.53","1,284,666.78","1,311,520.81","1,661,625.32","1,444,936.51","1,343,200.78","1,171,425.87","1,159,264.42","1,144,579.11"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"23,916,139.90","11,297,231.35","11,044,720.99","9,010,056.83","7,870,104.96","4,980,492.71","15,986,860.62","7,764,674.52","17,835,101.04","20,836,648.62","15,896,513.61","17,894,083.06","18,087,309.16","13,523,153.78","17,961,690.26","24,879,050.66","30,381,828.91","30,844,898.40","15,274,953.17","22,918,988.31","22,808,764.72","13,662,030.39","18,277,047.57","20,337,576.15","25,751,141.67","13,037,467.04","4,336,574.20","5,375,518.65","21,088,021.80","17,207,684.77","15,242,645.75","18,865,703.15","16,057,908.56","15,740,725.92","16,053,286.38","16,808,896.41","1,064,462.35","1,185,037.43","872,336.09","877,148.59","843,054.50","972,522.10"
应收利息,,,,,,,,,"2,166,400.50",,,,"2,754,619.96",,,"594,206.32",,,,,,,,,,,,,,,,,,,,,,,,,,
应付利息,,,,,,,,,,,,,,,,,,,,"1,199,364.44","6,696,986.30","9,846,986.30",,"3,150,000.00","6,300,000.00","9,450,000.00",,,"174,509.26","102,228.65","72,416.14","42,666.15",,,,,,,,,,
应收股利,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付股利,,,,,,,,,,,,,,,,,,,,,,,,,,,"23,400.00","23,400.00",,,,,,,,,,,,,,
存货,"26,002,722.39","43,124,870.80","29,336,263.75","20,145,836.53","23,094,802.92","25,945,201.06","25,097,586.76","26,931,433.89","36,689,015.01","21,012,291.63","33,480,382.56","28,579,321.66","23,574,897.00","14,897,081.89","16,417,240.40","87,694,794.85","105,716,859.48","104,091,487.25","80,668,381.81","127,394,928.69","109,175,667.61","104,886,503.98","116,887,028.68","103,051,846.89","76,421,605.43","63,075,127.59","63,857,765.84","51,820,266.32","50,837,777.68","44,842,644.98","50,873,699.88","43,129,759.07","6,220,551.80","5,489,157.07","5,947,137.06","6,341,997.61","1,748,102.08","3,298,428.93","1,741,524.66","1,921,628.93","912,450.00","1,415,143.05"
其他应付款,"8,603,582.03","9,206,503.29","3,139,075.92","2,406,740.83","2,979,381.86","703,965.36","1,125,142.79","2,448,382.26","1,631,018.62","2,306,048.17","4,382,076.84","6,342,686.34","476,138.11","813,696.66","1,063,259.89","23,692,710.57","28,419,267.98","25,686,268.54","16,622,318.23","25,403,788.54","31,120,108.74","16,869,416.04","22,768,957.95","11,049,216.72","105,812,884.10","5,407,329.79","210,944,292.74","452,747,696.53","422,237,428.12","249,515,332.25","183,547,025.09","147,063,680.64","82,589,257.76","72,144,300.76","74,665,075.20","81,954,124.35","58,472,531.63","38,918,200.74","23,109,532.09","26,797,990.94","51,802,271.74","55,545,800.51"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,"16,296,728.01",,,,"18,301,412.74","18,301,412.74","11,134,165.45","11,134,165.45","3,919,580.38","3,267,080.38","3,941,299.41","3,941,299.41","2,009,542.78","2,023,518.92","2,023,518.92",,"1,267,683.40",,"1,638,000.00","1,638,000.00",,,,,,,,,,,,,,
一年内到期的非流动负债,,,,,,,,,,,,,,,,,"17,634,638.32","17,634,638.32","32,663,374.36","32,020,667.68","37,685,860.38","37,133,704.01","21,486,980.87","20,725,575.70","42,103,652.11","1,595,662.59",,,,,,,"139,880.00",,"139,880.00",,,,,,,
其他流动资产,,,,,,,"19,841,549.14","14,276,255.33",,"16,051,379.27","17,179,870.22","17,953,521.83",,,,,,,,"46,910.00","1,166,644.58","1,545,972.01","135,327.61","165,811.96","1,314,986.92","55,014.24","1,525,122.32","1,506,924.48","2,758,471.31","2,758,471.31","2,757,211.31","2,758,471.31","4,689,416.16","4,666,185.60","5,003,595.37","4,666,185.60","267,126.93","267,126.93","641,261.67","882,084.39","1,110,824.17","1,144,039.80"
其他流动负债,,,,,,,,,,,,,,,,,,,,"2,400,600.00",,,,,"233,333.28",,,,"373,213.44","373,213.44","256,546.73","198,213.40",,"139,880.00",,"139,880.00",,,,,,
