科目,2013-12-31,2014-12-31,2015-12-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
货币资金,"371,644,324.98","479,687,029.25","644,261,467.42","429,533,787.82","518,986,197.15","1,789,525,928.01","2,014,032,753.50","1,560,145,403.78","676,364,530.65","872,913,971.15","1,105,411,195.51","1,463,676,117.80","942,162,082.90","822,586,269.37","1,495,809,165.77"
短期借款,"627,593,193.91","800,463,931.70","1,147,861,853.87","1,065,736,114.81","1,222,393,651.07","835,005,826.62","782,895,865.91","870,454,440.84","958,326,546.79","1,309,215,944.67","1,616,259,534.70","1,640,725,904.67","1,775,825,345.05","1,895,796,675.94","2,316,881,445.00"
交易性金融资产,"15,045,425.00","27,940.00",,,,,,"537,700.00","849,732.19","6,207,300.00","17,370,622.10",,,"226,080.04","1,020,826,124.04"
交易性金融负债,,"3,279,262.40",,,,,,,"932,850.00",,,"29,277,559.40",,,
应收票据,"6,995,912.71","23,557,569.66","20,828,093.47","41,950,551.20","51,206,579.91","21,802,895.28","54,854,785.79","43,191,358.70","37,364,511.72","40,698,055.70","91,914,131.10","116,580,890.65","91,600,218.27","123,335,072.85","152,982,123.43"
应付票据,"100,241,296.59","121,541,792.20","163,085,075.18","131,907,930.78","153,938,329.76","220,829,420.83","205,725,537.10","196,708,394.51","210,889,747.56","276,568,430.23","324,665,675.51","256,894,734.22",,"280,673,522.72",
应收账款,"975,797,267.16","1,400,820,979.58","1,759,455,917.38","1,555,130,620.89","2,042,492,569.95","2,874,794,321.58","2,339,924,365.75","1,948,160,409.83","2,418,037,031.13","3,237,486,024.80","2,809,897,209.40","2,350,167,133.18","2,950,855,319.98","3,896,553,939.40","2,777,639,313.05"
应付账款,"399,999,305.42","561,249,031.25","580,897,624.07","502,254,410.84","799,919,503.34","903,474,248.08","686,901,979.92","657,158,710.00","1,044,515,871.76","1,098,929,092.97","994,896,444.57","1,008,071,333.54",,"1,440,887,343.39",
预付款项,"27,428,015.83","41,518,439.68","41,110,834.10","43,710,995.22","83,739,537.08","57,557,818.74","53,397,585.51","61,033,418.46","129,140,601.56","116,678,338.42","118,487,783.98","145,172,251.74","161,332,340.66","182,293,177.23","182,815,351.37"
预收款项,"4,462,444.92","4,336,226.28","7,356,734.28","5,371,636.69","11,265,315.25","9,956,414.06","10,730,102.23","10,539,517.15","15,282,671.09","15,750,803.28","27,009,954.23","32,742,774.56","42,460,974.61","25,153,671.81","27,940,444.96"
其他应收款,"35,678,125.65","32,821,468.07","27,296,006.15","33,076,047.40","34,001,684.22","30,767,340.80","39,893,072.34","37,926,814.54","56,440,315.27","77,662,763.30","108,378,781.34","57,952,003.65","49,430,034.88","57,205,205.81","69,707,806.74"
