科目,2007-12-31,2008-12-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
货币资金,"366,893.46","148,066,913.95","104,537,348.61","100,280,021.22","109,689,857.48","814,338,384.82","786,195,763.82","778,962,214.85","783,112,148.92","760,875,079.54","578,229,015.25","652,178,083.22","603,199,708.31","569,866,754.35","560,033,274.99","509,455,967.97","486,331,558.72","450,598,479.17","442,661,077.63","306,077,261.06","317,813,689.63","204,454,329.35","171,017,535.04","197,363,748.24","214,346,220.78","174,234,405.10","173,390,150.78","119,292,358.79","291,139,329.09","281,143,122.85","261,777,994.89","110,757,598.13","120,578,134.21","124,975,226.21","181,151,410.09","206,610,027.04"
短期借款,,"30,000,000.00",,,,,,,,,,,,,,,,,,,,"30,000,000.00","70,000,000.00","300,000,000.00","280,000,000.00","310,000,000.00","310,000,000.00","250,000,000.00","100,000,000.00","20,000,000.00","20,000,000.00",,,,,
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付票据,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收账款,"6,213,287.15","2,817,637.60","3,000,178.41","5,900,691.47","1,884,437.92","3,027,288.46","2,423,361.88","2,179,224.89","3,603,520.96","2,825,793.16","8,631,139.17","9,495,940.17","20,915,289.96","16,325,740.09","19,340,987.10","21,137,946.74","23,169,759.17","23,316,937.61","33,532,863.59","29,333,994.74","93,707,315.86","92,752,392.16","78,914,209.01","141,158,976.01","169,993,068.52","179,242,739.88","203,715,087.26","241,059,732.82","124,449,022.41","133,381,425.38","104,643,987.33","127,358,890.32","95,997,372.89","105,899,483.40","95,087,807.53","85,851,914.47"
应付账款,,,"2,251,895.55","185,495.34","3,642,296.87","2,931,937.88","2,054,542.40","3,769,492.12","4,174,247.96","3,815,908.83","12,436,007.90","8,322,826.26","15,802,273.48","13,465,695.00","21,900,879.86","14,707,228.47","9,223,711.20","9,110,784.25","12,662,279.34","31,361,322.06","10,015,314.68","14,378,414.34","19,088,841.56","27,706,276.33","42,384,756.32","32,727,141.93","19,565,479.80","25,871,135.11","26,601,097.42","18,302,712.79","17,269,630.28","24,501,033.04","32,324,921.64","36,995,314.80","29,694,749.16","23,431,442.32"
预付款项,"200,000.00","4,300,000.00","3,733,210.92","7,381,570.74","7,023,107.11","4,447,600.92","6,097,616.92","11,645,868.92","6,991,889.67","14,884,401.73","107,650,782.37","36,486,426.37","32,465,317.24","38,498,835.39","38,363,123.52","45,005,314.73","46,221,957.05","49,133,943.58","57,389,279.21","54,258,913.17","62,528,332.89","83,816,650.35","85,533,614.47","107,172,922.23","54,889,887.17","67,487,876.75","62,361,224.27","57,164,224.75","34,592,726.78","34,373,584.02","39,348,256.00","35,926,946.93","18,118,397.96","18,852,812.88","23,738,881.07","23,481,390.87"
预收款项,"12,494.61","2,941,394.61","282,942.74","43,867.74","163,867.74","43,867.74","43,867.74","146,056.74","50,501.65","287,444.90","2,072,552.43","1,143,941.47","2,443,532.71","899,284.39","2,992,921.83","1,209,796.98","738,840.83","708,363.50","935,689.92","1,185,777.44","4,223,068.21","16,294,630.32","15,742,591.95","12,224,268.00","787,332.52","3,504,472.95","4,875,671.45","3,483,137.99","1,518,657.19","1,436,055.24","2,960,462.01","3,508,782.65","3,282,424.60","5,823,870.86","7,933,154.22","4,374,538.03"
其他应收款,"9,792,105.76","789,244.76","320,348.92","846,550.51","765,080.72","750,321.01","5,940,669.88","1,375,098.08","1,719,433.53","4,643,930.56","4,202,351.34","7,277,522.94","5,159,058.72","8,636,583.98","4,138,258.19","5,936,606.34","7,582,777.69","8,170,845.06","7,426,077.51","8,070,479.12","14,560,968.74","119,987,774.36","12,728,444.63","10,660,118.63","34,803,496.35","26,763,097.64","18,166,974.08","18,698,686.10","108,627,787.10","21,051,771.22","24,901,038.40","27,958,733.16","98,417,133.87","95,310,687.02","103,044,229.18","41,103,274.34"
应付职工薪酬,"981,335.83","1,823,959.24","2,021,195.00","2,306,540.89","3,277,540.00","2,765,000.00","3,062,133.70","3,628,806.29","7,850,960.15","5,879,761.33","6,406,731.88","7,865,204.74","12,093,180.14","7,877,960.21","6,863,250.17","7,344,728.02","10,799,451.04","6,870,307.29","7,754,891.96","8,756,055.13","17,226,528.92","10,936,359.49","11,202,385.30","13,209,141.16","15,883,839.73","10,573,838.53","9,796,858.32","10,080,797.16","12,677,981.39","8,234,211.05","8,310,233.68","8,071,955.94","12,567,705.06","7,529,603.58","5,476,472.71","3,998,721.32"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"3,615,690.45","3,983,527.73","1,488,703.46","2,140,518.39","5,231,043.11","2,926,186.62","2,485,004.12","2,231,634.21","6,395,369.93","3,383,560.68","3,507,314.94","3,646,046.21","3,911,730.58","4,932,282.63","5,875,158.63","2,475,077.71","4,210,902.94","2,530,763.64","4,926,417.73","6,409,243.92","19,751,560.11","13,937,977.44","5,318,317.15","6,096,489.27","5,152,309.57","2,900,943.69","3,408,552.34","3,883,572.30","13,298,155.86","18,109,700.50","16,285,193.19","26,623,169.47","13,532,646.01","10,996,618.15","8,265,454.06","9,226,054.16"
应收利息,,"206,729.52","504,357.58","80,939.90","142,631.05","2,001,057.34","3,868,548.63","4,421,742.48","6,321,601.61","2,542,104.46","2,070,443.53","3,224,912.46","2,273,151.74","3,780,248.29","2,935,198.28","2,502,435.66","2,531,060.69","2,779,449.12","645,404.67","690,308.26","627,587.31","440,801.56","205,158.45","289,781.91","363,425.79","118,170.16","134,444.88",,,,"152,960.14","9,785.09","79,612.86","9,137.86","6,083.11","6,083.11"
应付利息,,"6,704.00",,,,,,,,,,,,,,,,,,,,,,,"627,122.22",,,,,,,,,,,
应收股利,,,,,,,,,,,,,,,,,,,,,,,,,,,,"750,000.00",,,,,,,,
应付股利,,,,,,,,,,,,,,,,,,"7,800,000.00",,,,"5,200,000.00",,,,,,,,,,,,,,
存货,,"2,652.00","92,963.08","58,063.81","43,760.07","58,432.07","65,647.07","168,931.26","38,195.10","40,094.92","54,308.32","69,482.22","60,609.72","60,609.72",,"830,640.00",,"353,924.99","722,188.22","846,918.97","837,078.97","816,198.97","724,845.96","724,845.96",,,,,,,,,,,,
