科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31
货币资金,"20,738.83","22,178.44","36,318.45","20,568.88","54,316.94","36,695.50","19,074.38","13,859.78","15,982.33","20,132.85","22,274.03","16,277.80","14,522.57","17,365.74","26,158.64","15,977.81","15,453.02","20,483.38","20,064.96","25,033.47","14,126.65","20,433.34","19,947.97","24,217.38","30,293.98","22,191.67","31,499.51","50,035.40","15,865.43"
短期借款,"175,976,573.60","182,526,191.18","182,526,191.18","169,299,297.06","169,299,297.06","169,299,297.06","169,299,297.06","169,299,297.06","169,299,297.06","169,299,297.06","145,399,297.06","139,754,475.08","139,754,475.08","139,754,475.08","139,754,475.08","137,786,371.73","137,786,371.73","137,786,371.73","137,786,371.73","134,311,486.84","134,311,486.84","134,311,486.84","134,311,486.84","134,162,812.99","134,162,812.99","134,162,812.99","134,162,812.99","131,644,392.43","131,644,392.43"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付票据,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收账款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付账款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
预付款项,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
预收款项,"227,822,704.01","233,551,601.78","37,913.40","37,913.40","250,738,295.09","256,467,192.86","262,196,090.63","267,962,901.80","273,691,799.57",,"246,564,483.30","251,610,596.97","256,618,797.24","261,589,084.11","266,597,284.38","37,913.40","37,913.40","281,621,885.19","286,630,085.46","37,913.40","37,913.40",,,"37,913.40","37,913.40",,"326,695,687.62","331,741,801.29","336,750,001.56"
其他应收款,"2,823,036.96","2,823,036.96","2,223,036.96","-6,719,360.52","-6,719,360.52","-6,718,944.20","-6,719,360.52","-6,813,770.20","-6,904,862.20","-7,002,337.20","-5,272,963.23","-8,283,660.60","-8,376,778.20","-8,466,122.20","-8,564,965.20","-10,794,195.79","-10,940,172.79","-11,040,214.79","-11,139,719.79","-13,857,634.33","-13,945,404.33","-14,035,051.53","-14,113,032.53","-14,377,096.78","-14,534,742.74","-14,632,863.70","-14,732,489.56","-16,699,085.66","-16,772,737.32"
应付职工薪酬,"1,921,972.79","1,921,972.79","1,921,972.79","1,921,972.79","1,921,972.79","1,921,972.79","1,921,972.79","1,921,972.79","1,921,972.79","1,921,972.79","1,921,972.79","1,921,972.79","1,921,972.79","1,921,972.79","1,921,972.79","1,921,972.79","1,921,972.79","1,921,972.79","1,921,972.79","18,706.00","18,706.00","18,706.00","18,706.00","18,706.00","18,706.00","18,706.00","1,921,972.79","1,921,972.79","1,921,972.79"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"1,656,412.85","1,656,412.85","1,800,757.08","1,800,250.88","1,799,461.68","1,798,938.68","1,654,594.45","1,798,881.98","1,798,863.08","1,800,288.98","1,655,944.75","1,802,809.13","1,801,822.63","1,801,341.24","1,657,900.46","1,801,531.03","1,801,857.17","1,801,857.17","1,628,511.45","1,800,289.00","1,800,431.78","1,800,431.78","1,628,030.24","1,800,431.78","1,800,721.44","1,801,225.11","1,655,990.38","1,799,723.85","1,800,091.55"
应收利息,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付利息,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收股利,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付股利,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
存货,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
其他应付款,"33,533,865.96","33,668,307.77","33,012,840.09","277,606,252.81","32,803,865.64","32,917,377.89","33,126,179.30","32,963,213.22","32,983,069.02","33,039,412.32","33,202,483.85","33,024,180.88","33,025,809.04","33,063,722.44","33,210,101.87","33,027,989.97","33,027,989.97","33,065,903.37","33,239,122.83","33,026,990.70","33,026,990.70","33,051,666.90","33,196,011.13","32,991,059.20","32,968,357.24","32,983,568.68","33,098,561.05","32,872,895.90","32,830,244.24"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
其他流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
其他流动负债,"724,906,581.08","731,406,530.06","977,186,978.59","744,406,428.02","750,906,377.00",,"763,906,274.96","770,406,223.94","776,906,172.92","1,062,788,905.84","755,477,632.48","758,861,952.61","762,246,272.74","765,630,592.87","769,014,913.00","1,044,004,717.78","1,052,397,238.18","779,167,873.39","782,552,193.52","1,079,478,066.17","1,087,870,586.57","1,096,263,106.97","1,104,684,502.60","1,113,048,147.77","1,121,440,668.17","1,129,833,188.57","809,626,754.56","813,011,074.69","816,395,394.82"
