科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31
流动资产合计,"2,843,775.79","2,845,215.40","2,259,355.41","-6,698,791.64","-6,665,043.58","-6,682,248.70","-6,700,286.14","-6,799,910.42","-6,888,879.87","-6,982,204.35","-5,250,689.20","-8,267,382.80","-8,362,255.63","-8,448,756.46","-8,538,806.56","-10,778,217.98","-10,924,719.77","-11,019,731.41","-11,119,654.83","-13,832,600.86","-13,931,277.68","-14,014,618.19","-14,093,084.56","-14,352,879.40","-14,504,448.76","-14,610,672.03","-14,700,990.05","-16,649,050.26","-16,756,871.89"
流动负债合计,"1,165,818,110.29","1,184,731,016.43","1,196,486,653.13","1,195,072,114.96","1,207,469,269.26","462,404,779.28","1,232,104,409.19","1,244,352,490.79","1,256,601,174.44","1,268,849,876.99","1,184,221,814.23","1,186,975,987.46","1,195,369,149.52","1,203,761,188.53","1,212,156,647.58","1,218,580,496.70","1,226,973,343.24","1,235,365,863.64","1,243,758,257.78","1,248,673,452.11","1,257,066,115.29","1,265,445,398.49","1,273,838,736.81","1,282,059,071.14","1,290,429,179.24","1,298,799,501.35","1,307,161,779.39","1,312,991,860.95","1,321,342,097.39"
可供出售金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期借款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
持有至到期投资,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期股权投资,"78,636.67","78,636.67","78,636.67","78,636.67","78,636.67","78,636.67","78,636.67","78,636.67","78,636.67","78,636.67","78,636.67","78,636.67","78,636.67","78,636.67","78,636.67","78,636.67","78,636.67","78,636.67","78,636.67","78,636.67","78,636.67","78,636.67","78,636.67","78,636.67","78,636.67","78,636.67","78,636.67","78,636.67","78,636.67"
专项应付款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
预计负债,,,,,,"757,406,325.98",,,,,,,,,,,,,,,,,,,,,,,
固定资产,"17,181,286.55","17,022,399.53","16,863,512.51","24,595,068.94","16,545,738.47","24,277,294.90","16,227,964.43","16,130,094.47","15,971,207.45","15,812,320.43","5,911,230.93","5,846,474.88","5,781,718.83","5,716,962.78","5,652,206.73","5,587,450.68","5,522,694.63","5,457,938.58","5,393,182.53","5,328,426.48","5,263,670.43","5,198,914.38","5,134,158.33","5,069,402.28","5,004,646.23","4,939,890.18","4,875,134.13","4,810,378.08","4,745,622.03"
递延所得税负债,"22,425,000.00","22,425,000.00","22,425,000.00","22,425,000.00","22,425,000.00","22,425,000.00","22,425,000.00","22,425,000.00","22,425,000.00","22,425,000.00","22,425,000.00","22,425,000.00","22,425,000.00","22,425,000.00","22,425,000.00","22,425,000.00","22,425,000.00","22,425,000.00","22,425,000.00","22,425,000.00","22,425,000.00",,"22,425,000.00",,,"22,425,000.00","22,425,000.00","22,425,000.00","22,425,000.00"
在建工程,"7,890,443.45","7,890,443.45","7,890,443.45",,"7,890,443.45",,"7,890,443.45","7,890,443.45","7,890,443.45","7,890,443.45",,,,,,,,,,,,,,,,,,,
其他非流动负债,,,,,,,,,,,,,,,,,,,,,,"22,425,000.00",,"22,425,000.00","22,425,000.00",,,,
工程物资,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
非流动负债合计,"22,425,000.00","22,425,000.00","22,425,000.00","22,425,000.00","22,425,000.00","779,831,325.98","22,425,000.00","22,425,000.00","22,425,000.00","22,425,000.00","22,425,000.00","22,425,000.00","22,425,000.00","22,425,000.00","22,425,000.00","22,425,000.00","22,425,000.00","22,425,000.00","22,425,000.00","22,425,000.00","22,425,000.00","22,425,000.00","22,425,000.00","22,425,000.00","22,425,000.00","22,425,000.00","22,425,000.00","22,425,000.00","22,425,000.00"
固定资产清理,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
负债合计,"1,188,243,110.29","1,207,156,016.43","1,218,911,653.13","1,217,497,114.96","1,229,894,269.26","1,242,236,105.26","1,254,529,409.19","1,266,777,490.79","1,279,026,174.44","1,291,274,876.99","1,206,646,814.23","1,209,400,987.46","1,217,794,149.52","1,226,186,188.53","1,234,581,647.58","1,241,005,496.70","1,249,398,343.24","1,257,790,863.64","1,266,183,257.78","1,271,098,452.11","1,279,491,115.29","1,287,870,398.49","1,296,263,736.81","1,304,484,071.14","1,312,854,179.24","1,321,224,501.35","1,329,586,779.39","1,335,416,860.95","1,343,767,097.39"
生产性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
实收资本(或股本),"120,404,582.00","120,404,582.00","120,404,582.00","120,404,582.00","120,404,582.00","120,404,582.00","120,404,582.00","120,404,582.00","120,404,582.00","120,404,582.00","120,404,582.00","120,404,582.00","120,404,582.00","120,404,582.00","120,404,582.00","120,404,582.00","120,404,582.00","120,404,582.00","120,404,582.00","120,404,582.00","120,404,582.00","120,404,582.00","120,404,582.00","120,404,582.00","120,404,582.00","120,404,582.00","120,404,582.00","120,404,582.00","120,404,582.00"
油气资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
资本公积,"239,297,370.11","239,297,370.11","239,297,370.11","239,297,370.11","239,297,370.11","239,297,370.11","239,297,370.11","239,297,370.11","239,297,370.11","239,297,370.11","239,297,370.11","239,297,370.11","239,297,370.11","239,297,370.11","239,297,370.11","239,297,370.11","239,297,370.11","239,297,370.11","239,297,370.11","239,297,370.11","239,297,370.11","239,297,370.11","239,297,370.11","239,297,370.11","239,297,370.11","239,297,370.11","239,297,370.11","239,297,370.11","239,297,370.11"
无形资产,"192,312,500.00","191,250,000.00","190,187,500.00","189,125,000.00","188,062,500.00","187,000,000.00","185,937,500.00","184,875,000.00","183,812,500.00","182,750,000.00","181,687,500.00","180,625,000.00","179,562,500.00","178,500,000.00","177,437,500.00","176,375,000.00","175,312,500.00","174,250,000.00","173,187,500.00","172,125,000.00","171,062,500.00","170,000,000.00","168,937,500.00","167,875,000.00","166,812,500.00","165,750,000.00","164,687,500.00","163,625,000.00","162,562,500.00"
盈余公积,"39,581,978.73","39,581,978.73","39,581,978.73","39,581,978.73","39,581,978.73","39,581,978.73","39,581,978.73","39,581,978.73","39,581,978.73","39,581,978.73","39,581,978.73","39,581,978.73","39,581,978.73","39,581,978.73","39,581,978.73","39,581,978.73","39,581,978.73","39,581,978.73","39,581,978.73","39,581,978.73","39,581,978.73","39,581,978.73","39,581,978.73","39,581,978.73","39,581,978.73","39,581,978.73","39,581,978.73","39,581,978.73","39,581,978.73"
开发支出,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
商誉,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
未分配利润,"-1,367,220,398.67","-1,387,353,252.22","-1,400,916,135.93","-1,409,681,131.83","-1,423,265,925.09","-1,436,846,353.23","-1,450,379,081.62","-1,463,887,157.46","-1,477,446,197.58","-1,491,009,611.63","-1,423,504,066.67","-1,430,402,189.55","-1,440,017,480.49","-1,449,623,276.38","-1,459,236,041.58","-1,469,026,558.17","-1,478,693,162.55","-1,488,307,950.64","-1,497,927,524.25","-1,506,682,920.66","-1,516,301,516.71","-1,525,891,396.47","-1,535,490,457.21","-1,545,097,842.43","-1,554,746,775.94","-1,564,350,577.37","-1,573,930,429.48","-1,582,835,827.30","-1,592,421,141.42"
长期待摊费用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
少数股东权益,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
递延所得税资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
外币报表折算价差,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
其他非流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
非流动资产合计,"217,462,866.67","216,241,479.65","215,020,092.63","213,798,705.61","212,577,318.59","211,355,931.57","210,134,544.55","208,974,174.59","207,752,787.57","206,531,400.55","187,677,367.60","186,550,111.55","185,422,855.50","184,295,599.45","183,168,343.40","182,041,087.35","180,913,831.30","179,786,575.25","178,659,319.20","177,532,063.15","176,404,807.10","175,277,551.05","174,150,295.00","173,023,038.95","171,895,782.90","170,768,526.85","169,641,270.80","168,514,014.75","167,386,758.70"
所有者权益(或股东权益)合计,"-967,936,467.83","-988,069,321.38","-1,001,632,205.09","-1,010,397,200.99","-1,023,981,994.25","-1,037,562,422.39","-1,051,095,150.78","-1,064,603,226.62","-1,078,162,266.74","-1,091,725,680.79","-1,024,220,135.83","-1,031,118,258.71","-1,040,733,549.65","-1,050,339,345.54","-1,059,952,110.74","-1,069,742,627.33","-1,079,409,231.71","-1,089,024,019.80","-1,098,643,593.41","-1,107,398,989.82","-1,117,017,585.87","-1,126,607,465.63","-1,136,206,526.37","-1,145,813,911.59","-1,155,462,845.10","-1,165,066,646.53","-1,174,646,498.64","-1,183,551,896.46","-1,193,137,210.58"
资产总计,"220,306,642.46","219,086,695.05","217,279,448.04","207,099,913.97","205,912,275.01","204,673,682.87","203,434,258.41","202,174,264.17","200,863,907.70","199,549,196.20","182,426,678.40","178,282,728.75","177,060,599.87","175,846,842.99","174,629,536.84","171,262,869.37","169,989,111.53","168,766,843.84","167,539,664.37","163,699,462.29","162,473,529.42","161,262,932.86","160,057,210.44","158,670,159.55","157,391,334.14","156,157,854.82","154,940,280.75","151,864,964.49","150,629,886.81"
负债和所有者(或股东权益)合计,"220,306,642.46","219,086,695.05","217,279,448.04","207,099,913.97","205,912,275.01","204,673,682.87","203,434,258.41","202,174,264.17","200,863,907.70","199,549,196.20","182,426,678.40","178,282,728.75","177,060,599.87","175,846,842.99","174,629,536.84","171,262,869.37","169,989,111.53","168,766,843.84","167,539,664.37","163,699,462.29","162,473,529.42","161,262,932.86","160,057,210.44","158,670,159.55","157,391,334.14","156,157,854.82","154,940,280.75","151,864,964.49","150,629,886.81"
