科目,2007年度,2008年度,2009年度,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
一、营业收入,"258,307,517.63","294,808,980.62","378,633,317.38","187,869,580.35","342,195,711.18","513,383,583.01","106,966,955.89","229,132,130.53","409,205,190.45","616,090,220.86","138,797,817.62","343,271,814.54","558,645,957.33","801,020,212.90","208,544,196.56","453,306,601.83","804,829,038.14","1,261,114,651.88","355,601,391.62","746,401,321.84","1,145,356,373.18","1,523,980,138.10","377,365,590.21","752,177,744.78","1,091,659,747.86","1,464,604,842.00","331,180,907.50","814,319,507.15","1,326,998,220.75","1,862,087,873.63","481,854,780.37","1,117,451,236.24","1,631,629,016.93","2,187,317,438.23","586,077,858.98","1,233,202,328.91"
二、营业利润,"35,778,468.79","35,320,634.72","60,107,343.78","30,929,133.54","58,099,979.13","86,843,630.71","15,132,347.29","32,517,664.15","66,673,732.79","97,193,983.63","16,141,706.40","49,329,410.34","94,081,398.14","125,688,136.90","25,299,001.99","60,456,463.03","123,676,736.99","177,334,133.54","42,146,449.28","102,556,130.70","159,868,300.34","206,941,773.36","46,911,185.93","106,969,066.77","161,220,140.03","185,564,618.18","35,281,653.49","69,707,053.62","86,100,428.69","59,209,876.68","2,500,827.32","49,620,349.91","77,277,429.32","105,549,659.33","13,989,231.39","27,860,648.65"
减:营业成本,"136,594,164.56","141,746,117.81","184,401,806.79","89,218,695.51","168,585,951.62","271,367,783.80","57,626,884.81","124,731,776.95","212,701,206.00","327,169,266.95","73,002,617.41","184,672,883.91","294,853,783.19","417,531,306.90","111,177,759.96","244,766,569.47","444,728,930.09","742,583,995.41","218,832,234.89","448,324,357.37","694,672,779.75","888,856,243.53","225,198,760.08","439,727,522.18","623,775,454.72","839,083,217.85","207,459,779.37","538,534,155.50","900,500,496.74","1,274,021,016.69","340,649,228.05","801,759,304.49","1,146,887,927.99","1,542,067,158.01","384,654,537.21","824,779,333.21"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"2,150,080.28","2,279,893.28","3,222,919.15","1,413,880.51","2,656,202.72","4,342,613.85","619,041.96","1,537,352.13","3,271,787.96","5,329,251.82","1,191,519.49","2,645,101.58","3,772,617.65","6,713,659.85","1,650,917.24","4,549,050.54","6,909,784.59","10,606,555.53","2,091,103.39","5,177,965.75","8,164,238.52","12,082,224.19","2,661,509.53","6,124,200.33","9,659,001.93","13,954,362.63","2,856,727.67","6,759,239.37","9,668,917.50","15,927,699.63","4,222,900.02","6,727,979.13","10,418,825.16","19,104,052.05","3,366,337.99","7,448,649.29"
营业外收入,"1,070,308.09","173,002,299.43","1,548,002.07","719,018.46","806,231.76","2,712,093.91","1,148,265.40","5,837,447.83","5,849,442.67","7,258,635.99","2,014,795.18","2,616,702.98","2,909,751.16","6,021,143.62","192,018.35","6,938,896.92","9,599,510.13","21,095,874.19","4,667,608.20","9,061,571.20","19,514,419.17","21,105,422.05","2,461,834.34","5,607,141.49","11,671,785.36","34,122,658.60","3,533,664.10","7,883,883.35","26,544,218.67","59,406,963.24","33,444,283.61","28,469,301.02","70,490,655.25","27,974,599.38","20,934,110.87","50,487,397.90"
销售费用,"54,676,866.24","74,829,955.27","78,310,139.05","34,768,063.04","63,596,763.52","82,765,226.02","18,635,586.97","39,648,835.79","72,985,018.44","109,497,963.79","26,422,398.41","57,654,703.79","86,749,359.51","131,721,204.31","34,302,663.98","66,656,839.40","107,916,441.62","158,662,984.90","44,620,544.83","89,700,185.06","135,564,398.57","202,948,795.68","47,518,049.19","96,894,637.42","150,371,227.41","217,334,790.48","46,432,860.38","108,692,097.61","179,645,820.43","251,071,793.82","57,829,930.69","125,080,281.85","208,024,204.13","308,114,221.09","102,113,755.67","204,604,057.23"
减:营业外支出,"1,834,226.43","167,645,817.16","959,336.54","699,493.00","1,060,493.00","1,504,324.83","1,000,024.22","2,100,024.22","2,980,968.94","3,706,366.02",,,"1,510,000.00","2,210,000.00","600,019.26","1,144,357.71","2,824,375.38","3,774,273.60","125,999.80","2,452,326.45","2,953,328.77","3,452,150.69","1,524,242.30","1,714,640.36","2,021,138.12","2,185,256.75","158,311.48","1,229,628.14","1,454,391.09","4,017,545.12","1,049,853.27","1,516,125.33","6,655,532.24","7,625,440.24","319,236.58","1,725,425.89"
管理费用,"25,996,245.68","29,197,803.52","39,521,265.67","24,071,211.54","37,970,690.71","51,848,468.43","15,064,039.79","29,441,917.09","49,704,545.35","70,767,596.53","17,499,939.06","39,258,968.58","62,791,494.82","96,864,418.26","22,738,782.95","50,818,618.71","81,013,334.35","114,816,803.17","33,496,448.03","74,765,345.01","113,391,086.47","160,599,353.85","41,015,748.71","76,570,645.79","113,996,989.95","159,083,662.87","36,274,427.13","90,105,593.42","127,967,035.91","187,053,478.28","47,940,393.55","100,666,595.39","150,606,222.42","218,246,792.58","57,145,340.73","122,999,996.25"
其中:非流动资产处置净损失,,"161,279,521.05",,,,,,,,,,,,,,,,,,,,"25,180.17",,,,"16,203.20",,,,"431,246.76",,,,,,
堪探费用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加:影响利润总额的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
