科目,2012-12-31,2013-12-31,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
货币资金,"65,864,590.98","102,994,049.63","67,225,562.92","45,662,383.21","167,513,212.63","136,878,520.75","129,073,820.79","113,026,820.46","726,181,786.31","247,366,412.11","205,133,697.67","185,835,459.07","257,205,619.60","287,322,480.76","281,723,363.85","88,971,270.46","56,424,964.67"
短期借款,"394,000,000.00","492,000,000.00","470,897,500.00","474,340,000.00","528,340,000.00","627,500,000.00","615,260,000.00","649,260,000.00","639,260,000.00","559,000,000.00","457,000,000.00","609,000,000.00","640,000,000.00","815,814,875.00","865,586,352.00","838,083,872.00","725,852,235.00"
交易性金融资产,,,,,,,,,,,,,,,,,
交易性金融负债,"1,234,600.00","584,879.12","297,479.78","297,479.78",,,,,,,,,,,,,
应收票据,"18,428,398.46","27,889,502.17","17,507,927.05","6,738,171.91","6,039,574.74","4,805,786.63","18,124,995.77","10,904,330.10","6,761,351.77","10,381,341.60","21,531,421.17","13,411,737.84","11,410,234.31","12,568,597.07","37,506,482.40","13,404,496.43","16,454,659.43"
应付票据,"8,000,000.00","17,000,000.00","7,900,000.00","24,650,000.00","44,400,000.00","26,150,000.00","29,700,000.00","50,160,000.00","46,291,000.00","91,670,098.00","143,444,475.70","137,680,862.24","115,459,071.04","100,054,456.50","111,252,694.62","76,524,069.62","28,795,303.83"
应收账款,"160,888,392.29","147,828,630.28","145,084,476.94","146,164,007.69","167,576,158.07","209,296,860.82","159,150,898.39","186,355,974.88","237,371,663.44","293,109,079.47","235,381,446.58","267,489,373.43","267,213,611.58","291,627,077.55","237,890,240.24","245,247,182.70","239,230,350.00"
应付账款,"193,830,069.80","189,629,074.97","171,139,979.71","176,385,244.86","196,693,622.56","223,147,687.55","207,524,705.95","254,255,349.61","300,378,725.86","377,135,677.42","374,045,098.95","428,987,092.20","399,786,041.39","406,809,331.44","413,304,236.01","378,902,934.29","549,294,901.28"
预付款项,"8,638,222.51","12,341,998.94","21,374,431.80","36,236,267.30","31,585,785.23","33,440,215.11","26,819,423.74","58,774,785.74","35,164,293.27","32,791,619.90","10,936,972.92","29,942,548.51","24,256,436.75","28,893,299.64","18,089,523.29","31,783,989.78","24,153,280.17"
预收款项,"19,981,187.81","18,076,780.58","21,615,432.52","23,106,506.89","20,790,206.88","20,201,044.27","21,264,954.54","20,665,774.43","19,721,965.38","22,250,238.97","19,941,590.55","24,007,860.91","27,784,533.92","34,583,696.54","27,847,474.08","25,625,193.06","31,456,025.01"
其他应收款,"1,705,273.05","5,552,263.85","7,730,926.45","8,869,533.11","8,326,683.55","7,831,361.33","9,567,152.83","19,477,821.30","29,289,965.31","27,752,570.93","44,502,580.71","41,539,995.53","46,235,116.84","46,532,934.80","48,920,326.98","47,546,160.31","44,177,772.13"
应付职工薪酬,"894,060.19","792,188.04","739,980.24","753,021.18","719,756.67","737,783.47","670,485.94","638,673.78","705,644.83","785,888.73","859,080.94","617,349.69","671,234.23","672,790.31","1,397,893.64","442,393.34","1,451,794.12"
应收关联公司款,,,,,,,,,,,,,,,,,
应交税费,"2,407,692.75","11,186,161.49","8,092,609.50","9,415,826.68","10,894,002.25","12,732,697.34","9,187,393.56","12,948,212.32","18,806,066.58","15,987,760.58","12,030,846.50","12,148,413.69","15,048,755.71","14,697,769.90","14,132,101.49","9,789,224.48","9,813,327.68"
应收利息,,,,,,,,,,,,,,,,,
应付利息,"969,233.79","1,168,021.00","1,331,348.27","1,285,221.56","838,475.95","891,491.22","1,136,836.99","1,390,008.35","1,071,996.68","900,487.88","846,354.13","804,982.67","912,291.35","1,129,907.33","1,422,928.93","1,416,968.37","1,120,906.38"
应收股利,,,,,,,,,,,,,,,,,
应付股利,,,"852,000.00","3,052,000.00","2,200,000.00",,,,,,,,,,,,
存货,"197,241,929.96","168,916,772.29","159,860,488.96","173,018,087.67","160,078,663.10","153,622,844.67","170,538,524.29","185,406,612.05","177,447,937.04","149,329,078.21","144,523,763.79","155,804,407.58","195,692,860.36","202,768,379.29","193,470,469.16","187,139,973.63","187,931,288.60"
其他应付款,"18,215,381.71","17,744,035.21","20,682,347.93","17,192,592.28","17,349,938.56","16,938,337.14","17,297,852.92","17,985,956.87","17,857,368.40","17,528,595.41","5,636,501.72","3,968,670.82","5,360,218.89","1,742,836.98","7,235,000.17","5,512,501.21","6,706,598.05"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,"27,500,000.00","14,450,000.00","53,820,978.96","47,712,300.83","26,809,079.04","30,216,601.96","64,947,237.77","71,984,523.57","114,520,434.09","84,097,762.96","125,557,102.80","118,160,567.49","124,372,823.84","115,748,510.76","139,566,202.67","128,562,852.40","107,741,969.92"
其他流动资产,,"68,921.23","8,041,300.35","4,854,186.53","4,066,155.53","3,455,635.75","4,609,833.19","4,850,776.48","4,833,445.29","239,798,823.41","136,649,555.45","148,635,653.04","24,610,120.36","61,872,993.50","64,593,285.98","63,310,305.69","63,106,652.79"
其他流动负债,,,"15,000,000.00","15,000,000.00","15,000,000.00","15,000,000.00","15,000,000.00",,,,,,,,,,
流动资产合计,"452,766,807.25","465,592,138.39","426,825,114.47","421,542,637.42","545,186,232.85","549,331,225.06","517,884,649.00","578,797,121.01","1,217,050,442.43","1,000,528,925.63","798,659,438.29","842,659,175.00","826,623,999.80","931,585,762.61","882,193,691.90","677,403,379.00","631,478,967.79"
流动负债合计,"667,032,226.05","762,631,140.41","772,369,656.91","793,190,194.06","864,035,081.91","973,515,642.95","981,989,467.67","1,079,288,498.93","1,158,613,201.82","1,169,356,509.95","1,139,361,051.29","1,335,375,799.71","1,329,394,970.37","1,491,254,174.76","1,581,744,883.61","1,464,860,008.77","1,462,233,061.27"
可供出售金融资产,,,,,,,,,,,,"18,144,500.00","18,128,000.00","16,500,000.00","18,150,000.00","18,150,000.00","15,136,000.00"
长期借款,"35,775,000.00","44,450,000.00","113,184,691.45","136,721,883.56","26,172,150.51","26,172,150.51","30,000,000.00","60,000,000.00","60,000,000.00","60,000,000.00","30,000,000.00","30,000,000.00","30,000,000.00","30,000,000.00",,,
持有至到期投资,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,,
长期应付款,,,"40,443,395.42","29,489,514.22","26,639,412.18","16,692,162.07","28,563,797.45","53,041,873.84","104,121,613.33","85,317,546.04","118,727,834.39","89,924,403.62","146,116,738.32","119,547,452.19","113,208,470.96","88,682,106.95","71,858,539.25"
长期股权投资,,,,,,,,,,,,,,,,,
专项应付款,,,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,"5,939,196.00","5,891,163.30","5,843,130.61","5,795,097.91","5,763,076.11","5,699,032.51","5,650,999.81"
预计负债,,,,,,,,,,,,,,,,,
固定资产,"527,310,949.06","485,644,690.90","488,043,570.91","463,770,204.69","480,342,592.58","471,617,777.91","500,246,298.83","501,596,819.42","478,172,100.77","419,279,414.29","741,384,523.83","806,256,697.87","895,782,104.86","960,329,527.86","1,064,135,397.62","988,939,165.16","1,029,709,129.84"
递延所得税负债,,,,,,,,,,,,,,,,,
在建工程,"23,372,532.80","109,330,260.79","256,707,187.68","280,581,400.51","341,775,094.18","354,752,072.42","420,169,427.59","462,191,171.94","606,652,915.68","788,914,795.94","688,196,794.85","658,121,104.64","615,036,695.95","645,794,085.38","602,474,602.31","718,954,026.38","718,821,918.27"
其他非流动负债,,,,,,,,,,,,,,,,,
工程物资,,,,,,,,,"30,432,524.34","51,607,250.65","19,403,093.71","22,372,653.54","23,783,840.70","2,661,350.54","2,536,459.07","2,536,459.07","2,536,459.07"
