科目,2012-12-31,2013-12-31,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
非流动负债合计,"71,861,819.26","75,587,667.92","201,791,879.70","212,558,368.78","97,088,791.27","85,071,798.74","98,448,620.57","150,856,954.54","199,866,951.61","178,993,141.90","180,333,687.83","149,460,514.64","188,078,468.76","160,954,212.91","125,194,292.24","99,835,473.65","82,179,451.37"
固定资产清理,,,,,,,,,,,,,,,,,
负债合计,"738,894,045.31","838,218,808.33","974,161,536.61","1,005,748,562.84","961,123,873.18","1,058,587,441.69","1,080,438,088.24","1,230,145,453.47","1,358,480,153.43","1,348,349,651.85","1,319,694,739.12","1,484,836,314.35","1,517,473,439.13","1,652,208,387.67","1,706,939,175.85","1,564,695,482.42","1,544,412,512.64"
生产性生物资产,,,,,,,,,,,,,,,,,
实收资本(或股本),"79,000,000.00","79,000,000.00","79,000,000.00","79,000,000.00","105,400,000.00","105,400,000.00","105,400,000.00","105,400,000.00","123,056,950.00","123,056,950.00","123,056,950.00","123,056,950.00","319,948,070.00","319,948,070.00","319,948,070.00","319,948,070.00","319,948,070.00"
油气资产,,,,,,,,,,,,,,,,,
资本公积,"44,473,958.65","44,473,958.65","44,473,958.65","44,473,958.65","211,486,658.65","211,486,658.65","210,455,966.54","210,455,966.54","802,196,636.78","803,338,900.96","800,027,387.25","800,027,387.25","603,136,267.25","603,136,267.25","603,136,267.25","603,136,267.25","603,136,267.25"
无形资产,"127,342,918.15","144,275,883.08","190,859,828.34","189,752,556.45","188,645,283.56","187,571,067.22","188,528,970.84","208,175,650.42","209,247,762.57","208,370,852.12","217,322,923.56","216,058,554.72","215,094,759.65","214,988,979.79","212,683,512.29","211,349,802.26","210,016,092.24"
盈余公积,"14,858,937.67","17,105,174.00","20,173,615.60","20,173,615.60","20,173,615.60","20,173,615.60","23,826,913.42","23,826,913.42","23,826,913.42","23,826,913.42","28,138,057.66","28,138,057.66","28,138,057.66","28,138,057.66","30,614,181.75","30,614,181.75","30,614,181.75"
开发支出,,,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,,,,,
商誉,,,,,,,,,,,,,,,,,
未分配利润,"277,070,584.20","316,219,553.85","339,424,369.57","330,865,108.17","351,759,548.47","366,382,662.32","370,057,433.72","378,941,513.40","379,019,816.98","397,731,661.90","396,027,329.55","405,798,789.58","394,950,024.76","405,930,857.83","395,304,554.78","397,945,634.27","372,690,362.52"
长期待摊费用,,,"3,525,064.10","5,074,361.29","3,911,087.24","2,990,378.80","3,283,970.37","3,890,767.78","4,301,510.60","5,214,406.64","6,013,247.69","5,007,272.33","4,001,296.97","5,382,890.73","5,257,965.30","4,658,769.67","4,066,925.51"
少数股东权益,"51,573,982.25","59,027,775.98","62,897,095.94","63,092,740.49","64,004,233.11","65,068,371.30","47,357,972.90","49,888,117.61","43,971,235.67","44,196,957.37","35,035,046.84","35,077,920.84","35,456,527.64","35,359,051.69","30,937,279.35","31,390,380.05","31,465,589.09"
递延所得税资产,"6,299,550.70","5,704,782.01","6,014,486.29","5,490,822.60","5,980,332.82","6,350,591.47","6,056,354.28","6,359,257.12","7,570,298.83","7,379,538.06","7,783,446.94","8,109,787.26","8,790,506.13","9,591,064.19","7,634,048.32","7,181,709.47","8,325,110.11"
外币报表折算价差,,,,,,,,,,,,,,,,,
其他非流动资产,"68,778,750.12","143,497,515.64","148,155,324.58","177,142,002.79","148,107,305.78","254,485,636.68","201,366,703.91","237,647,176.75","177,124,151.06","259,205,852.17","217,276,845.55","293,300,036.02","284,989,551.77","249,679,633.09","285,040,976.06","311,847,872.22","272,953,680.61"
非正常经营项目收益调整,,,,,,,,,,,,,,,,,
非流动资产合计,"753,104,700.83","888,453,132.42","1,093,305,461.90","1,121,811,348.33","1,168,761,696.16","1,277,767,524.50","1,319,651,725.82","1,419,860,843.43","1,513,501,263.85","1,739,972,109.87","1,903,320,072.13","2,033,261,769.68","2,071,449,886.64","2,110,722,629.49","2,203,676,037.08","2,269,316,836.74","2,267,216,315.46"
所有者权益(或股东权益)合计,"466,977,462.77","515,826,462.48","545,969,039.76","537,605,422.91","752,824,055.83","768,511,307.87","757,098,286.58","768,512,510.97","1,372,071,552.85","1,392,151,383.65","1,382,284,771.30","1,391,084,630.33","1,380,600,447.31","1,390,100,004.43","1,378,930,553.13","1,382,024,733.32","1,354,282,770.61"
资产总计,"1,205,871,508.08","1,354,045,270.81","1,520,130,576.37","1,543,353,985.75","1,713,947,929.01","1,827,098,749.56","1,837,536,374.82","1,998,657,964.44","2,730,551,706.28","2,740,501,035.50","2,701,979,510.42","2,875,920,944.68","2,898,073,886.44","3,042,308,392.10","3,085,869,728.98","2,946,720,215.74","2,898,695,283.25"
负债和所有者(或股东权益)合计,"1,205,871,508.08","1,354,045,270.81","1,520,130,576.37","1,543,353,985.75","1,713,947,929.01","1,827,098,749.56","1,837,536,374.82","1,998,657,964.44","2,730,551,706.28","2,740,501,035.50","2,701,979,510.42","2,875,920,944.68","2,898,073,886.44","3,042,308,392.10","3,085,869,728.98","2,946,720,215.74","2,898,695,283.25"
