科目,2010-12-31,2011-12-31,2012-12-31,2013-06-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
其他应收款,"67,496,364.29","49,142,569.11","39,825,368.79","8,974,479.11","9,484,572.15","13,054,881.99","12,148,641.04","13,208,309.28","62,826,750.56","18,271,581.17","20,753,749.33","26,167,153.01","20,335,265.85","25,077,627.34","13,442,585.70","15,639,434.77","28,515,969.27","23,052,257.33","17,457,395.96","23,399,963.41","58,112,447.19","22,272,059.25","17,625,369.28"
应付职工薪酬,"74,765,170.43","78,016,637.33","92,431,418.69","82,624,793.89","110,890,863.46","74,478,260.33","86,107,294.97","116,405,494.53","136,312,448.42","99,513,215.17","134,171,231.63","138,607,200.66","152,787,414.07","129,894,726.04","149,311,950.90","187,692,283.70","207,942,303.44","152,276,806.44","166,343,604.48","179,611,798.61","234,709,623.98","129,696,260.77","166,036,536.80"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"-28,098,925.90","-5,067,773.58","29,544,434.73","22,356,772.59","36,402,212.30","23,158,655.87","32,350,987.69","38,416,406.59","45,400,423.42","21,737,819.49","13,670,543.95","53,802,314.24","44,988,876.54","31,186,576.04","38,573,598.35","79,555,993.13","58,253,306.29","41,542,918.85","52,852,543.76","78,079,617.59","20,987,682.32","23,745,840.46","40,814,001.45"
应收利息,,,,"1,951,529.62","54,862.50","1,585,542.68","4,052,990.50","6,548,224.43","4,936,748.61","1,195,420.02","2,815,440.15","1,895,099.43","3,577,206.52","610,849.76","704,982.78","377,306.71","529,150.00","887,276.84","7,337,308.35","11,542,057.06","9,526,374.97","13,295,902.38","6,372,755.54"
应付利息,,,"98,906.36","3,555,595.78","645,168.11","2,063,276.81","3,688,133.75","2,609,254.10","475,309.83","1,317,237.75","681,896.83","161,035.03","273,663.16","572,917.57","834,752.86","880,463.26",,"840,896.91","163,542.58","213,284.15",,"497,215.74","3,096,925.53"
应收股利,,,,,,,,,,,,,,,,,,,,,,,
应付股利,"9,120,442.75",,,,,,"40,806,975.20",,,,,,,,"31,267,434.00",,,,"92,922,274.90",,,,"168,736,068.30"
存货,"564,259,039.95","726,483,716.89","609,911,525.90","700,855,744.16","795,649,315.93","797,334,978.50","793,156,667.95","803,694,271.48","898,805,586.24","802,609,454.01","790,714,908.33","664,615,432.88","739,309,821.17","599,076,526.20","667,110,112.33","627,233,694.53","962,922,906.36","818,507,972.35","847,528,868.70","811,746,326.16","1,015,293,112.27","894,028,524.78","1,059,052,695.37"
其他应付款,"43,744,478.48","49,272,401.16","67,069,563.88","65,297,319.51","78,533,723.34","75,491,696.91","80,608,942.61","77,936,551.93","82,706,946.93","87,901,516.37","85,718,189.97","93,012,292.57","87,685,342.97","98,550,932.38","101,435,065.03","115,905,539.67","113,355,924.67","116,665,023.51","135,830,101.10","133,656,189.19","139,217,351.87","147,016,846.17","158,213,217.71"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,"1,227,352.65",,,,,,,,,,,,,
一年内到期的非流动负债,,"40,000,000.00",,,"13,718,025.00","13,842,225.00","13,843,800.00","13,843,125.00",,,,,,,,,,,,,,,
其他流动资产,"2,000,000.00","21,000,000.00","46,243,902.88","302,393,269.48","118,026,993.25","511,391,168.20","344,127,765.33","581,120,240.41","200,812,704.43","598,576,533.20","543,388,884.17","670,289,353.94","285,289,764.74","790,018,815.09","893,913,487.20","881,223,785.38","887,347,589.13","591,457,241.91","96,857,072.19","178,204,145.14","212,703,664.40","209,932,734.07","165,510,575.13"
其他流动负债,,,,,,,,,,,,,,,,,,,,,,,
流动资产合计,"1,640,261,782.74","1,812,325,792.71","1,575,818,460.48","2,054,531,122.29","1,910,126,374.98","2,684,142,257.71","2,953,025,324.59","3,154,788,020.22","2,789,413,694.22","2,968,831,427.58","3,174,756,355.92","3,252,168,329.64","2,906,267,988.32","3,229,259,752.56","3,216,821,900.48","3,703,849,899.16","3,486,134,640.46","4,366,634,023.56","4,287,138,425.35","4,542,817,833.90","4,330,957,901.53","4,208,379,563.21","4,337,123,956.16"
流动负债合计,"1,683,585,869.73","1,920,209,623.20","1,699,252,459.09","2,157,574,587.55","2,054,109,828.31","2,088,356,288.01","2,419,927,072.88","2,593,122,766.03","2,194,849,612.63","2,338,043,767.58","2,671,179,614.52","2,647,526,315.06","2,255,943,970.89","2,566,890,811.36","2,664,607,727.18","3,001,369,039.43","2,770,016,972.97","2,723,051,310.79","2,808,166,802.49","3,045,680,466.44","2,911,704,208.45","2,787,115,742.63","3,289,753,586.26"
可供出售金融资产,,,,,,,,,,,,,,,,,,,,,,,
长期借款,"40,000,000.00","18,000,000.00","14,142,375.00","14,142,375.00",,,,,,,,,,,,,,,,,,,
持有至到期投资,,,,,,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,,,,,,,,,,
长期股权投资,,,,,,,,,,,"18,320,000.00","19,418,205.39","19,750,117.69","19,906,739.51","35,175,358.28","35,932,341.08","36,795,479.22","37,055,053.46","37,786,390.05","57,087,746.11","57,526,261.33","58,251,732.11","59,214,233.75"
专项应付款,,,,,,,,"40,000.00",,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,,,,"19,608,143.65","19,387,552.03","19,166,960.41","18,946,368.79","18,725,777.17","17,226,101.85","17,020,845.60","16,815,589.35"
预计负债,,,,,,,,,,,,,,,,,,,,,,,
固定资产,"791,249,265.60","872,391,986.01","1,062,852,381.89","1,057,685,031.66","1,198,056,684.49","1,186,244,857.29","1,165,093,700.63","1,174,714,396.18","1,216,169,085.31","1,212,054,518.45","1,189,329,617.82","1,242,887,357.21","1,266,378,076.93","1,253,668,631.20","1,329,945,090.97","1,339,449,557.85","1,399,500,185.17","1,391,831,197.28","1,421,719,179.51","1,678,486,639.14","1,749,546,315.02","1,738,639,000.79","1,743,153,324.38"
递延所得税负债,"349,725.16","3,796,410.35","920,248.27","3,001,965.34","1,890,812.50","132,937.50","1,069,334.65","1,824,274.92","1,214,148.57","3,159,855.45","5,142,753.76","112,860.13","104,434.65","104,249.91","104,065.18","103,880.45","103,695.72","103,510.98","103,326.25","287,766.51","347,704.07","1,038,542.39","894,216.55"
在建工程,"72,016,378.53","116,757,280.30","19,987,122.05","29,799,588.79","13,975,406.45","39,524,336.44","53,827,021.90","77,548,780.50","56,466,589.65","82,417,120.75","106,803,266.98","65,538,654.48","98,439,296.99","131,134,461.98","92,446,147.66","110,562,511.09","139,668,821.87","164,149,112.78","195,207,721.53","51,988,323.50","94,118,746.38","126,678,218.28","167,745,072.31"
其他非流动负债,,"18,703,040.68","2,671,862.68",,,,,,,,,,,,,,,,,,,,
工程物资,,,,,,,,,,,,,,,,,,,,,,,
非流动负债合计,"40,349,725.16","40,499,451.03","17,734,485.95","17,144,340.34","1,890,812.50","132,937.50","1,069,334.65","1,864,274.92","1,214,148.57","3,159,855.45","5,142,753.76","112,860.13","104,434.65","104,249.91","104,065.18","103,880.45","103,695.72","103,510.98","103,326.25","287,766.51","347,704.07","1,038,542.39","894,216.55"
固定资产清理,,"12,399.88",,,,,,,,,,,,,,,,,,,,,
负债合计,"1,723,935,594.89","1,960,709,074.23","1,716,986,945.04","2,174,718,927.89","2,056,000,640.81","2,088,489,225.51","2,420,996,407.53","2,594,987,040.95","2,196,063,761.20","2,341,203,623.03","2,676,322,368.28","2,647,639,175.19","2,256,048,405.54","2,566,995,061.27","2,664,711,792.36","3,001,472,919.88","2,770,120,668.69","2,723,154,821.77","2,808,270,128.74","3,045,968,232.95","2,912,051,912.52","2,788,154,285.02","3,290,647,802.81"
生产性生物资产,,,,,,,,,,,,,,,,,,,,,,,
实收资本(或股本),"366,001,200.00","366,001,200.00","366,001,200.00","366,001,200.00","366,001,200.00","442,001,200.00","442,001,200.00","442,001,200.00","442,001,200.00","442,001,200.00","442,001,200.00","442,001,200.00","442,001,200.00","442,001,200.00","574,601,560.00","574,601,560.00","574,601,560.00","625,721,360.00","813,437,768.00","813,437,768.00","813,437,768.00","813,437,768.00","813,437,768.00"
油气资产,,,,,,,,,,,,,,,,,,,,,,,
资本公积,"64,116,359.37","51,409,460.90","51,409,460.90","51,409,460.90","51,409,460.90","710,566,418.12","710,566,418.12","710,566,418.12","710,566,418.12","710,566,418.12","710,409,676.07","710,409,676.07","710,635,020.57","710,635,020.57","578,034,660.57","578,034,660.57","578,034,660.57","1,414,938,042.86","1,227,221,634.86","1,227,221,634.86","1,227,221,634.86","1,227,221,634.86","1,227,223,634.86"
无形资产,"155,072,778.95","183,646,432.41","197,194,867.14","195,518,432.73","193,075,204.67","192,250,853.85","190,417,578.03","188,752,322.13","187,941,140.65","193,832,634.05","192,622,780.19","190,214,933.52","265,167,622.33","262,526,190.19","259,272,606.99","256,030,223.59","255,104,228.73","253,722,933.66","252,978,263.96","252,083,929.12","251,187,396.00","250,970,891.27","255,103,907.59"
盈余公积,"90,688,966.42","102,624,150.56","117,897,983.62","117,897,983.62","135,677,673.39","135,677,673.39","135,677,673.39","135,677,673.39","156,726,559.32","156,726,559.32","156,726,559.32","156,726,559.32","180,375,059.75","180,375,059.75","180,375,059.75","180,375,059.75","216,265,382.50","216,265,382.50","216,265,382.50","216,265,382.50","250,106,134.48","250,106,134.48","250,106,134.48"
开发支出,,,,,,,,,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,,,,,,,,,,,
商誉,,,,,,,,,,,,,,,,,,,,,,,
未分配利润,"427,016,456.47","538,349,509.73","647,947,828.32","669,235,410.85","767,473,504.88","790,108,342.87","759,088,755.00","833,270,134.85","871,373,695.03","903,456,541.61","861,798,307.76","982,934,787.42","1,020,746,728.68","1,063,625,217.47","1,030,478,982.22","1,215,111,608.65","1,283,246,016.26","1,347,111,733.64","1,257,680,936.22","1,395,830,465.01","1,438,426,668.04","1,481,487,491.08","1,332,621,335.05"
长期待摊费用,"2,748,768.79","2,485,189.20","6,081,006.03","6,086,700.68","8,303,220.40","10,011,924.23","17,681,861.36","19,648,986.52","25,791,837.38","24,825,872.59","22,148,383.75","23,843,391.41","22,571,322.09","23,653,336.80","25,485,641.90","23,062,257.65","24,216,440.37","24,724,742.28","25,686,140.82","29,754,548.98","38,263,427.36","43,510,565.65","44,644,826.03"
少数股东权益,"115,472.24",,,,,,,"2,168,345.47","1,692,357.56","11,581,067.73","11,789,646.44","11,863,445.49","17,621,134.19","18,024,951.39","6,608,992.37","7,097,288.06","7,515,947.25","9,117,311.69","9,521,896.90","10,097,403.94","10,265,322.52","10,684,756.88","13,829,307.63"
递延所得税资产,"10,676,255.66","31,904,845.87","35,816,074.40","32,531,949.33","42,404,993.88","44,480,498.36","37,842,164.69","49,341,259.81","57,467,060.07","45,895,247.65","23,616,472.31","27,762,775.21","28,092,139.86","26,173,254.12","27,429,430.44","27,954,980.38","22,029,394.38","19,887,724.89","18,703,654.17","21,486,303.02","17,637,450.20","19,937,268.14","27,641,531.72"
外币报表折算价差,"151,180.88","430,530.96","431,647.07","545,035.84","467,132.76","607,239.52","655,060.59","677,422.63",,,,,,,,,,,,,,,
其他非流动资产,,,"2,925,152.96","3,655,193.62","11,087,727.87","10,795,371.53","51,097,863.43","54,554,470.05","45,675,863.43","38,405,797.84","131,940,588.99","131,325,280.72","23,002,225.94","37,367,471.08","51,304,251.45","43,700,518.88","52,290,925.84","64,048,890.43","77,848,365.10","58,684,127.75","96,241,447.03","106,131,736.91","278,213,506.03"
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,,,,,,
非流动资产合计,"1,031,763,447.53","1,207,198,133.67","1,324,856,604.47","1,325,276,896.81","1,466,903,237.76","1,483,307,841.70","1,515,960,190.04","1,564,560,215.19","1,589,511,576.49","1,597,431,191.33","1,684,781,110.04","1,700,990,597.94","1,723,400,801.83","1,754,430,084.88","1,821,058,527.69","1,856,300,534.17","1,948,993,027.61","1,974,586,615.19","2,048,876,083.93","2,168,297,394.79","2,321,747,145.17","2,361,140,258.75","2,592,531,991.16"
所有者权益(或股东权益)合计,"948,089,635.38","1,058,814,852.15","1,183,688,119.91","1,205,089,091.21","1,321,028,971.93","2,078,960,873.90","2,047,989,107.10","2,124,361,194.46","2,182,861,509.51","2,225,058,995.88","2,183,215,097.68","2,305,519,752.39","2,373,620,384.61","2,416,694,776.17","2,373,168,635.81","2,558,677,513.45","2,665,006,999.38","3,618,065,816.98","3,527,744,380.54","3,665,146,995.74","3,740,653,134.18","3,781,365,536.94","3,639,008,144.51"
资产总计,"2,672,025,230.27","3,019,523,926.38","2,900,675,064.95","3,379,808,019.10","3,377,029,612.74","4,167,450,099.41","4,468,985,514.63","4,719,348,235.41","4,378,925,270.71","4,566,262,618.91","4,859,537,465.96","4,953,158,927.58","4,629,668,790.15","4,983,689,837.44","5,037,880,428.17","5,560,150,433.33","5,435,127,668.07","6,341,220,638.75","6,336,014,509.28","6,711,115,228.69","6,652,705,046.70","6,569,519,821.96","6,929,655,947.32"
负债和所有者(或股东权益)合计,"2,672,025,230.27","3,019,523,926.38","2,900,675,064.95","3,379,808,019.10","3,377,029,612.74","4,167,450,099.41","4,468,985,514.63","4,719,348,235.41","4,378,925,270.71","4,566,262,618.91","4,859,537,465.96","4,953,158,927.58","4,629,668,790.15","4,983,689,837.44","5,037,880,428.17","5,560,150,433.33","5,435,127,668.07","6,341,220,638.75","6,336,014,509.28","6,711,115,228.69","6,652,705,046.70","6,569,519,821.96","6,929,655,947.32"
