科目,2011-12-31,2012-12-31,2013-12-31,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
预计负债,,,,,,,,,,,,,"26,961,207.32","27,306,185.88","27,611,092.58","31,082,796.46","27,531,669.63","27,934,861.88"
固定资产,"23,677,814.29","30,849,973.13","31,554,555.01","121,219,536.81","125,570,213.27","123,538,457.06","122,839,357.28","126,467,362.29","217,599,831.03","273,808,891.07","282,450,929.00","293,304,543.57","316,555,045.72","312,800,025.99","307,207,080.40","308,181,308.40","325,132,035.46","324,342,006.90"
递延所得税负债,,,,,,,,,"7,497,291.14","7,306,583.95","7,115,876.76","6,925,169.57","34,790,482.89","34,319,631.10","33,848,779.29","33,377,927.48","32,913,281.85","32,445,405.52"
在建工程,"2,936,120.14","19,902,143.37","61,118,741.02","9,762,724.71","9,315,955.35","10,292,660.22","10,257,445.77","12,569,424.70","23,062,059.44","670,837.19","670,837.19","670,837.19","24,900,101.34","25,192,600.69","28,735,854.96","26,760,286.23","45,837,428.01","47,558,998.80"
其他非流动负债,"1,400,000.00","2,960,700.00","17,414,589.00","24,316,680.00",,,,,,,,,,"150,224.77","197,167.78","257,650.28","523,004.15","544,842.62"
工程物资,,,,,,,,,,,,,,,,,,
非流动负债合计,"1,400,000.00","2,960,700.00","17,414,589.00","24,316,680.00","26,200,865.00","28,950,865.00","28,880,865.00","29,280,865.00","38,210,405.95","35,466,298.74","37,354,926.53","36,732,219.32","182,010,296.84","181,702,662.96","161,930,197.18","158,445,697.99","148,211,001.50","145,743,317.35"
固定资产清理,,,,,,,,,,,,,,,,,,
负债合计,"99,318,575.34","112,317,768.54","126,672,838.58","176,307,525.66","195,467,496.68","179,354,533.06","170,408,316.36","170,943,890.47","355,887,913.05","275,847,805.74","302,269,734.29","269,503,712.07","598,285,007.22","698,328,413.74","796,794,037.29","834,640,742.85","1,011,184,617.65","974,987,512.30"
生产性生物资产,,,,,,,,,,,,,,,,,,
实收资本(或股本),"54,000,000.00","54,000,000.00","54,000,000.00","54,000,000.00","54,000,000.00","72,000,000.00","72,000,000.00","72,000,000.00","176,621,269.00","176,621,269.00","176,621,269.00","176,621,269.00","185,605,889.00","185,605,889.00","375,274,766.00","375,274,766.00","375,274,766.00","375,047,230.00"
油气资产,,,,,,,,,,,,,,,,,,
资本公积,"136,782,039.86","136,782,039.86","136,782,039.86","136,782,039.86","136,782,039.86","362,812,039.86","362,812,039.86","360,570,526.10","640,713,653.59","640,713,653.59","640,713,653.59","640,713,653.59","901,901,890.50","901,901,890.50","769,957,963.76","772,608,704.52","775,110,260.91","774,830,251.36"
无形资产,"15,222,250.25","64,190,886.71","62,100,324.09","60,411,566.44","60,046,119.88","59,755,780.17","59,386,380.63","59,016,981.09","114,349,799.50","113,051,507.88","112,319,334.49","111,272,199.72","540,475,503.57","534,775,880.62","529,045,215.67","523,367,540.80","520,243,449.87","514,632,283.51"
盈余公积,"6,473,995.86","11,512,174.42","16,891,832.63","16,891,832.63","21,918,332.81","21,918,332.81","21,918,332.81","21,918,332.81","25,264,726.18","25,264,726.18","25,264,726.18","25,264,726.18","29,427,160.29","29,427,160.29","29,427,160.29","29,427,160.29","32,240,137.59","32,240,137.59"
开发支出,,,,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,,,"56,324,495.68","56,324,495.68","56,324,495.68","54,729,468.32"
商誉,,,,,,,,,"101,514,110.76","101,514,110.76","111,690,344.26","111,690,344.26","149,882,586.30","149,882,586.30","149,882,586.30","149,882,586.30","149,882,586.30","150,039,254.12"
未分配利润,"67,697,393.27","110,812,211.23","156,649,931.46","178,137,514.84","191,022,672.34","195,477,516.92","208,349,271.36","212,310,906.62","221,861,964.20","227,991,521.62","237,826,262.78","247,788,835.33","269,571,177.20","268,925,309.35","283,038,634.35","295,331,105.98","335,040,834.75","346,274,105.34"
长期待摊费用,,,"536,981.23","503,411.19","448,880.31","318,500.08","297,850.27","277,200.46","1,109,439.55","1,893,373.10","1,747,306.64","2,209,514.18","15,707,872.19","17,872,004.24","24,516,530.95","23,376,130.12","22,982,487.17","23,656,145.37"
少数股东权益,"7,191,857.05","7,439,950.72","9,402,290.80","9,866,513.58","10,025,121.35","9,743,656.31","3,701,356.75","1,867,827.05","737,110.46","521,261.30","468,715.31","477,739.19","96,945,684.23","112,335,235.74","116,960,569.81","116,902,439.69","124,993,792.88","124,533,712.34"
递延所得税资产,"4,386,639.22","6,073,187.68","6,862,362.84","7,715,625.63","8,694,450.67","7,812,529.69","10,837,751.91","11,256,781.06","17,827,623.78","16,397,329.78","17,797,300.87","18,303,190.16","24,075,407.12","22,872,405.29","24,997,957.93","26,035,902.48","32,393,325.98","27,310,520.69"
外币报表折算价差,,,,,,,,,,,,,,,,,,
其他非流动资产,,,,,,,,,,,,,,,,,,
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,
非流动资产合计,"46,222,823.90","121,016,190.89","170,295,980.97","207,735,881.56","208,137,127.87","205,779,435.61","208,380,294.25","214,349,257.99","501,862,864.06","533,736,049.78","553,076,052.45","563,850,629.08","1,135,096,516.24","1,136,895,503.13","1,151,267,334.26","1,145,476,160.43","1,238,616,512.11","1,238,906,554.97"
所有者权益(或股东权益)合计,"272,145,286.04","321,779,748.91","375,956,584.82","398,935,731.14","416,989,706.31","665,559,341.74","672,747,154.29","673,024,036.19","1,073,753,969.23","1,080,312,677.95","1,090,751,172.03","1,101,479,301.41","1,494,400,372.20","1,509,685,290.07","1,530,416,752.10","1,545,861,946.21","1,598,586,621.56","1,611,185,409.24"
资产总计,"371,463,861.38","434,097,517.45","502,629,423.40","575,243,256.80","612,457,202.99","844,913,874.80","843,155,470.65","843,967,926.66","1,429,641,882.28","1,356,160,483.69","1,393,020,906.32","1,370,983,013.48","2,092,685,379.42","2,208,013,703.81","2,327,210,789.39","2,380,502,689.06","2,609,771,239.21","2,586,172,921.54"
负债和所有者(或股东权益)合计,"371,463,861.38","434,097,517.45","502,629,423.40","575,243,256.80","612,457,202.99","844,913,874.80","843,155,470.65","843,967,926.66","1,429,641,882.28","1,356,160,483.69","1,393,020,906.32","1,370,983,013.48","2,092,685,379.42","2,208,013,703.81","2,327,210,789.39","2,380,502,689.06","2,609,771,239.21","2,586,172,921.54"
