科目,2013-12-31,2014-12-31,2015-12-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
货币资金,"50,263,062.23","57,301,277.48","88,408,635.63","65,838,259.19",,"471,656,293.47","324,800,595.90","215,496,202.72","240,733,689.39","481,012,437.35","359,473,401.74","326,932,750.45"
短期借款,"39,205,700.00","28,200,000.00","20,000,000.00","25,000,000.00",,"34,900,000.00","19,900,000.00","19,900,000.00","9,900,000.00","105,000,000.00","135,000,000.00","242,265,567.90"
交易性金融资产,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,
应收票据,"22,726,760.86","17,948,037.65","46,763,077.60","36,471,231.42",,"39,781,893.71","61,489,437.95","45,484,794.63","52,389,684.14","61,615,953.43","72,864,523.17","52,768,382.39"
应付票据,"26,574,546.43","21,416,285.50","39,126,093.63","43,281,401.00",,"79,247,914.00","49,662,483.81","57,298,442.00","68,793,591.00","87,032,804.00","71,483,556.00","119,876,550.00"
应收账款,"101,022,905.81","116,762,213.26","163,438,757.98","234,981,618.55",,"225,775,171.06","249,954,128.44","312,497,045.30","361,077,908.79","447,719,336.43","413,665,809.71","593,105,061.01"
应付账款,"52,777,023.78","59,227,992.00","87,194,760.33","105,714,298.07",,"90,101,577.74","81,234,730.23","101,742,788.64","139,793,569.81","195,857,782.33","156,553,974.30","222,847,781.22"
预付款项,"3,032,896.71","5,383,803.95","5,574,898.15","12,938,935.76",,"9,717,608.08","13,531,077.45","26,037,124.51","17,209,111.30","6,609,200.43","12,869,218.29","67,051,627.59"
预收款项,"1,784,913.48","7,009,967.02","16,469,695.34","32,275,890.29",,"51,511,663.99","45,797,791.44","9,937,189.98","14,733,280.63","24,707,495.45","29,032,524.16","18,453,639.04"
其他应收款,"6,708,194.60","5,145,492.68","5,713,375.33","10,655,240.23",,"7,684,810.49","9,096,215.45","10,415,410.54","11,133,849.43","8,925,577.46","12,323,463.07","17,224,923.36"
应付职工薪酬,"4,316,136.87","5,651,744.18","13,753,591.35","7,175,808.66",,"17,928,933.82","5,797,546.58","6,635,525.77","7,766,379.38","22,393,277.44","7,985,625.36","10,648,936.33"
应收关联公司款,,,,,,,,,,,,
应交税费,"5,817,538.10","6,525,295.75","7,214,694.15","14,767,898.51",,"5,302,301.38","7,396,865.33","16,622,631.15","7,731,688.27","9,151,976.36","8,473,386.95","17,442,855.48"
应收利息,,,,,,,,,,,,
应付利息,,,,,,,,,,,,
应收股利,,,,,,,,,,,,
应付股利,,,,,,,,,,,,"40,925.70"
存货,"39,395,696.71","51,687,621.93","76,503,572.98","106,120,495.51",,"110,536,728.80","128,997,043.93","108,135,242.39","153,262,875.74","155,246,249.01","172,098,958.73","275,649,649.47"
其他应付款,"1,125,905.54","1,180,177.70","9,807,682.06","7,956,784.08",,"21,325,616.33","7,771,030.35","12,062,850.83","14,120,462.41","18,164,962.91","10,968,246.90","92,669,425.19"
其中:消耗性生物资产,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,
一年内到期的非流动负债,,,,,,"120,000.00","120,000.00","189,400.00","189,400.00","207,155.34","207,155.34","207,155.34"
其他流动资产,"1,413,582.19","1,167,771.02","3,014,842.13","2,990,980.48",,"5,336,724.85","4,904,500.19","128,944,648.26","70,468,973.75","8,655,145.94","74,233,919.45","78,771,510.75"
其他流动负债,,,"120,000.00","120,000.00",,,,,"9,005,802.20","23,757,111.04","24,355,316.26","15,013,223.07"
流动资产合计,"224,563,099.11","255,396,217.97","389,417,159.80","469,996,761.14","535,651,200.00","870,489,230.46","792,772,999.31","847,010,468.35","906,276,092.54","1,169,783,900.05","1,117,529,294.16","1,411,503,905.02"
流动负债合计,"131,601,764.20","129,211,462.15","193,686,516.86","236,292,080.61","282,417,700.00","300,438,007.26","217,680,447.74","224,388,828.37","272,034,173.70","486,272,564.87","444,059,785.27","739,466,059.27"
可供出售金融资产,,"4,700,000.00","4,700,000.00","4,700,000.00",,"4,700,000.00","4,700,000.00","4,700,000.00","4,700,000.00","4,700,000.00","4,700,000.00",
长期借款,,,,,,,,,,,,
持有至到期投资,,,,,,,,,,,,
应付债券,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,
长期股权投资,,,,,,,,,,,,
专项应付款,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,
预计负债,,,,,,,,,,"4,093,414.13","4,315,366.37","7,954,803.81"
固定资产,"6,180,556.12","6,675,450.98","11,263,670.28","11,234,873.34",,"12,612,157.19","12,739,753.78","13,378,586.83","13,628,259.45","13,745,908.53","14,407,771.31","26,670,778.98"
