科目,2013-12-31,2014-12-31,2015-12-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
递延所得税负债,,,,,,,,,,,,"3,874,952.96"
在建工程,,"649,572.60","185,165.58","2,824,716.46",,"10,944,577.76","19,592,009.68","34,440,525.09","38,960,284.65","45,738,796.70","48,131,171.98","46,665,834.02"
其他非流动负债,,,,,,,,"63,303,920.00","63,303,920.00","69,571,586.42","69,571,586.42",
工程物资,,,,,,,,,,,,
非流动负债合计,"1,750,000.00","6,800,000.00","11,650,000.00","16,090,000.00","17,060,000.00","17,030,000.00","21,000,000.00","83,228,120.00","83,210,770.01","92,989,741.65","94,594,318.02","33,701,334.72"
固定资产清理,,,,,,,,,,,,
负债合计,"133,351,764.20","136,011,462.15","205,336,516.86","252,382,080.61","299,477,700.00","317,468,007.26","238,680,447.74","307,616,948.37","355,244,943.71","579,262,306.52","538,654,103.29","773,167,393.99"
生产性生物资产,,,,,,,,,,,,
实收资本(或股本),"60,000,000.00","60,000,000.00","60,000,000.00","60,000,000.00",,"80,000,000.00","80,000,000.00","202,091,992.00","202,091,992.00","202,584,346.00","202,584,346.00","215,088,629.00"
油气资产,,,,,,,,,,,,
资本公积,"6,781,355.14","6,781,355.14","6,781,355.14","6,781,355.14",,"297,555,731.17","298,046,825.55","240,625,177.47","242,674,813.35","258,931,644.49","264,576,507.94","535,448,208.60"
无形资产,"224,628.17","8,581,232.10","7,777,409.95","7,415,577.73",,"7,438,899.56","7,284,434.36","7,203,303.46","8,466,336.52","8,160,138.87","8,343,707.65","20,843,326.87"
盈余公积,"1,188,128.70","2,832,944.80","5,397,605.27","5,397,605.27",,"6,180,683.39","6,180,683.39","6,180,683.39","6,180,683.39","14,062,405.51","14,062,405.51","14,062,405.51"
开发支出,,,,,,,,,,,,
减:库存股,,,,,,,,"63,303,920.00","63,303,920.00","69,571,586.42","69,571,586.42","56,189,190.44"
商誉,,,,,,,,,,,,"248,181,984.61"
未分配利润,"37,185,398.41","78,071,174.93","143,310,433.23","180,971,812.77",,"214,333,000.89","227,967,360.92","230,274,577.26","247,385,726.50","268,058,087.71","258,779,455.38","299,866,406.65"
长期待摊费用,"1,820,170.98","1,636,075.66","1,463,306.39","1,086,869.93",,"1,120,120.83","1,212,638.22","1,166,111.96","1,086,959.21","1,328,310.72","1,252,756.31","2,014,210.76"
少数股东权益,,,"1,478,740.31","1,680,444.82",,"2,001,774.53","1,326,226.64","-1,317,729.20","-727,037.66","4,523,907.97","4,883,064.70","1,423,156.67"
递延所得税资产,"4,849,564.17","5,233,074.46","7,430,389.46","8,833,870.64",,"9,968,031.74","11,622,178.50","11,877,999.51","14,540,868.91","13,988,702.65","16,851,518.14","22,361,179.05"
外币报表折算价差,,,,,,,,,,,,
其他非流动资产,"868,627.90","825,313.25","67,549.35","1,125,610.90",,"283,843.35","2,320,228.28","2,381,025.44","1,817,355.74","329,274.58","2,542,326.55","4,631,623.68"
非正常经营项目收益调整,,,,,,,,,,,,
非流动资产合计,"13,943,547.34","28,300,719.05","32,887,491.01","37,221,519.00","37,596,400.00","47,067,630.43","59,471,242.82","75,147,552.29","83,200,064.48","87,991,132.05","96,229,251.94","371,368,937.97"
所有者权益(或股东权益)合计,"105,154,882.25","147,685,474.87","216,968,133.95","254,836,199.53","273,769,900.00","600,088,853.63","613,563,794.39","614,541,072.27","634,231,213.31","678,512,725.58","675,104,442.81","1,009,705,449.00"
资产总计,"238,506,646.45","283,696,937.02","422,304,650.81","507,218,280.14","573,247,600.00","917,556,860.89","852,244,242.13","922,158,020.64","989,476,157.02","1,257,775,032.10","1,213,758,546.10","1,782,872,842.99"
负债和所有者(或股东权益)合计,"238,506,646.45","283,696,937.02","422,304,650.81","507,218,280.14",,"917,556,860.89","852,244,242.13","922,158,020.64","989,476,157.02","1,257,775,032.10","1,213,758,546.10","1,782,872,842.99"
