科目,2012-12-31,2013-12-31,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31
货币资金,"72,816,476.34","62,557,319.76","114,747,265.76","275,551,793.51","241,327,762.53","158,347,156.38","154,465,799.82","124,807,252.64","117,741,067.93","106,898,702.38","87,983,512.38","83,345,856.91","375,479,427.22","169,198,715.70","176,712,142.03"
短期借款,"91,553,061.62","110,009,000.00","161,301,805.87","117,543,502.21","87,273,355.73","121,913,639.10","60,879,668.76","31,196,989.94","32,017,810.89","67,512,866.00","89,479,865.31","109,827,285.31","244,081,342.29","123,750,749.36","195,245,844.25"
交易性金融资产,,,,,,,,,,"2,625,163.60",,,,,
交易性金融负债,,,,,,,,,,,,,,,
应收票据,"7,184,346.56","11,875,061.92","18,537,059.57","12,042,159.45","12,873,496.60","16,446,355.89","17,155,391.80","30,644,217.23","34,986,677.82","24,286,107.85","35,217,159.84","45,627,189.78","62,057,034.20","49,008,967.52","57,858,321.38"
应付票据,"50,017,596.69","53,815,024.43","81,114,511.92","48,090,828.64","38,306,585.26","29,324,511.15","20,016,046.16","19,683,072.93","16,797,126.53","26,086,165.38","15,904,004.50","42,260,652.81","21,968,877.96","33,640,875.67","70,560,467.79"
应收账款,"117,937,220.54","166,330,162.45","176,875,287.85","197,417,936.25","227,051,087.36","259,845,398.58","247,352,515.50","225,223,745.98","247,026,114.14","267,092,801.86","282,251,530.93","277,781,407.48","302,994,257.94","353,671,831.87","371,133,716.09"
应付账款,"41,854,525.78","42,722,688.59","25,013,163.50","39,393,203.61","46,134,015.51","45,504,057.19","65,840,925.86","43,999,045.07","54,622,689.56","72,356,343.95","41,238,198.18","60,996,405.54","52,850,497.31","70,475,562.09","87,999,811.41"
预付款项,"31,139,874.95","8,513,577.50","38,086,631.39","15,251,991.57","26,428,686.21","80,374,657.01","26,750,467.24","22,230,325.31","9,311,281.06","47,187,158.75","19,819,750.98","23,109,525.30","37,988,722.62","55,271,715.52","76,312,151.23"
预收款项,"1,705,635.52","827,120.00","723,682.88","2,244,171.18","1,256,312.02","1,776,846.77","3,279,749.00","3,404,484.84","1,116,670.29","3,700,360.44","4,377,505.87","3,444,913.19","3,103,316.00","4,738,739.54","6,050,996.03"
其他应收款,"4,636,031.82","5,856,121.38","7,442,338.47","4,399,787.02","5,230,482.82","5,575,911.27","3,315,657.86","5,509,052.63","5,185,292.35","9,539,745.62","2,656,313.38","4,593,756.86","2,747,283.17","3,131,485.03","2,719,661.86"
应付职工薪酬,,"101,388.44","85,848.41","95,445.27","109,877.34","139,713.08","492,196.75","273,881.56","274,929.58","284,527.98","931,198.28","295,548.13","324,629.10","534,879.19","10,079,357.05"
应收关联公司款,,,,,,,,,,,,,,,
应交税费,"-3,393,263.46","-7,066,596.24","-17,026,566.37","-18,733,690.17","-21,060,906.91","-21,115,725.48","-25,136,145.88","-20,452,562.59","-11,195,591.30","-9,576,666.06","5,484,483.08","2,119,729.86","9,836,916.40","11,781,587.36","6,802,587.34"
应收利息,,,,"142,408.68","1,006,763.83","1,880,617.41","1,658,249.98",,,,,,,,
应付利息,"385,575.20","158,125.00","249,060.99","212,191.64","937,893.51","1,748,968.54","1,953,527.89","21,550.70","19,742.58","149,718.91","327,649.81","748,896.86","765,384.60","834,022.48","406,233.08"
应收股利,,,,,,,,,,,,,,,
应付股利,,,,,,,,,,,,,,,
存货,"74,644,770.72","82,256,856.56","91,308,169.50","139,748,937.70","132,848,532.35","165,203,497.73","161,662,824.78","156,041,056.51","166,174,496.94","164,687,025.69","152,383,827.46","166,542,299.68","155,738,011.36","167,369,956.56","155,817,115.29"
其他应付款,"2,937,461.76","3,664,246.93","4,411,417.29","4,619,070.57","2,603,034.03","2,013,305.73","3,317,174.35","1,897,541.70","59,790,221.74","18,067,055.27","6,020,754.67","4,925,350.55","248,683,915.40","3,250,966.11","43,388,902.05"
其中:消耗性生物资产,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,
一年内到期的非流动负债,,,,,,,,,,,,,,,
其他流动资产,"1,856,712.89","1,562,730.17","1,405,837.19","991,347.75","651,548.02","417,945.90","494,530.90","580,393.09","383,219.31","370,270.33","16,293,281.57","18,419,828.99","14,749,042.41","9,094,274.46","26,393,329.48"
其他流动负债,"3,703,974.44","3,828,610.66","3,727,009.08","3,403,915.35","2,577,396.73","4,477,723.69","4,135,020.63","3,772,411.01","2,438,093.42","4,598,521.68","5,840,486.18","5,666,421.41","4,910,613.23","9,367,906.94","10,203,327.74"
流动资产合计,"310,215,433.82","338,951,829.74","448,402,589.73","645,546,361.93","647,418,359.72","688,091,540.17","612,855,437.88","565,036,043.39","580,808,149.55","622,686,976.08","596,605,376.54","619,419,865.00","951,753,778.92","806,746,946.66","866,946,437.36"
流动负债合计,"188,764,567.55","208,059,607.81","259,599,933.57","196,868,638.30","158,137,563.22","185,783,039.77","134,778,163.52","83,796,415.16","155,881,693.29","183,178,893.55","169,604,145.88","230,285,203.66","586,525,492.29","258,375,288.74","430,737,526.74"
可供出售金融资产,,,,"30,000,000.00",,,,,,,,,"1,000,000.00","1,000,000.00","1,000,000.00"
长期借款,,,"34,150,000.00",,,,,,,,,,,,
持有至到期投资,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,,
长期股权投资,,,,,,,,,,,,"1,000,000.00",,,
专项应付款,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,,,
预计负债,,,,,,,,,,,,,,,
固定资产,"111,536,000.16","104,590,661.25","175,267,847.94","174,500,160.42","171,852,128.42","169,326,369.66","252,239,525.90","248,403,921.46","254,065,929.53","249,347,814.82","249,049,316.18","241,652,527.32","237,746,884.27","235,418,977.96","255,194,241.51"
递延所得税负债,"30,419.34","10,139.79",,,,,,,,,,,,,
在建工程,"24,836,203.35","73,250,086.09","50,847,995.78","60,311,657.78","70,361,803.33","80,434,226.55","4,019,093.80","10,312,170.23","90,936,846.58","97,541,596.45","36,315,995.12","67,272,828.17","109,697,341.65","148,508,231.77","327,955,430.97"
其他非流动负债,"22,478,288.92","21,781,063.94","38,989,147.93",,,"38,117,722.13",,,,,,,,,
工程物资,,,,,,,,,,,,,,,
非流动负债合计,"22,508,708.26","21,791,203.73","73,139,147.93","38,291,719.37","37,539,150.69","38,117,722.13","36,807,340.56","36,190,497.05","34,961,158.68","36,038,977.02","33,798,348.99","34,740,348.99","32,387,129.52","31,107,306.19","29,719,215.29"
固定资产清理,,,,,,,,,,,,,,,
负债合计,"211,273,275.81","229,850,811.54","332,739,081.50","235,160,357.67","195,676,713.91","223,900,761.90","171,585,504.08","119,986,912.21","190,842,851.97","219,217,870.57","203,402,494.87","265,025,552.65","618,912,621.81","289,482,594.93","460,456,742.03"
生产性生物资产,,,,,,,,,,,,,,,
实收资本(或股本),"90,000,000.00","90,000,000.00","90,000,000.00","120,000,000.00","120,000,000.00","120,000,000.00","360,000,000.00","360,000,000.00","360,000,000.00","360,000,000.00","360,000,000.00","360,000,000.00","360,000,000.00","374,228,798.00","374,228,798.00"
油气资产,,,,,,,,,,,,,,,
资本公积,"26,951,261.25","26,951,261.25","26,951,261.25","324,698,484.77","324,698,484.77","324,698,484.77","84,698,484.77","84,698,484.77","84,698,484.77","84,698,484.77","84,698,484.77","84,698,484.77","84,698,484.77","313,073,760.24","313,073,760.24"
无形资产,"24,457,208.34","23,860,649.02","23,025,489.70","22,816,699.87","22,607,910.04","22,399,120.21","22,190,330.38","22,062,388.42","21,874,617.42","21,704,599.44","21,593,258.45","21,988,359.62","11,702,554.60","15,451,128.04","15,226,283.16"
盈余公积,"10,608,476.49","15,279,604.06","20,427,406.39","20,427,406.39","22,765,410.48","20,427,406.39","24,331,441.24","24,331,441.24","24,331,441.24","24,331,441.24","29,175,331.67","29,175,331.67","29,175,331.67","29,175,331.67","38,022,047.79"
开发支出,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,,,
商誉,,,,,,,,,,,,,,"7,283,427.43","7,283,427.43"
未分配利润,"133,597,129.84","180,012,712.08","229,203,252.28","234,824,357.06","258,078,718.20","272,159,757.07","259,255,721.28","265,439,632.85","291,576,082.80","307,652,819.66","317,596,079.03","326,381,696.74","347,096,271.17","370,803,379.07","383,368,897.52"
长期待摊费用,"1,006,098.03","688,748.97","960,219.12","865,065.06","769,911.00","674,756.94","396,837.58","332,144.35","267,451.12","202,757.89","2,777,936.36","2,610,588.17","2,443,239.98","3,111,418.01","3,942,867.49"
少数股东权益,,,,,,,,,,,,,,"8,724,454.30","8,331,535.22"
递延所得税资产,"1,288,916.26","1,440,202.65","1,214,458.36","1,471,319.03","509,015.07","663,461.89","899,663.05","835,277.53","817,841.05","876,479.22","1,041,272.77","1,101,605.52","1,163,695.62","1,511,686.64","2,695,253.64"
外币报表折算价差,,,,,,,,,,,,,,,
其他非流动资产,,,,,"8,095,154.55",,"7,709,913.56","7,899,583.00","3,148,813.00","4,001,943.00","88,101,680.56","110,831,672.28","124,973,259.41","166,886,083.09","97,898,456.43"
非正常经营项目收益调整,,,,,,,,,,,,,,,
非流动资产合计,"163,124,426.14","203,830,347.98","251,316,010.90","289,964,902.16","274,195,922.41","273,497,935.25","287,455,364.27","289,845,484.99","371,111,498.70","373,675,190.82","398,879,459.44","446,457,581.08","488,726,975.53","579,170,952.94","711,195,960.63"
所有者权益(或股东权益)合计,"262,066,584.15","312,931,366.18","366,979,519.13","700,350,906.42","725,937,568.22","737,688,713.52","728,725,298.07","734,894,616.17","761,076,796.28","777,144,296.33","792,082,341.11","800,851,893.43","821,568,132.64","1,096,435,304.67","1,117,685,655.96"
资产总计,"473,339,859.96","542,782,177.72","699,718,600.63","935,511,264.09","921,614,282.13","961,589,475.42","900,310,802.15","854,881,528.38","951,919,648.25","996,362,166.90","995,484,835.98","1,065,877,446.08","1,440,480,754.45","1,385,917,899.60","1,578,142,397.99"
负债和所有者(或股东权益)合计,"473,339,859.96","542,782,177.72","699,718,600.63","935,511,264.09","921,614,282.13","961,589,475.42","900,310,802.15","854,881,528.38","951,919,648.25","996,362,166.90","995,484,835.98","1,065,877,446.08","1,440,480,754.45","1,385,917,899.60","1,578,142,397.99"
