科目,2008-12-31,2009-12-31,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
货币资金,"29,688,798.20","27,810,019.28","50,417,947.84","27,307,605.61","250,987,792.01","239,658,872.73","246,804,596.96","255,828,660.86","256,770,469.75","249,550,983.79","238,191,425.44","231,023,418.26","182,218,024.21","207,725,471.74","218,295,122.88","179,674,214.60","205,291,790.12","117,643,771.76","119,349,672.68","92,574,797.09","42,379,906.85","64,221,242.09","53,939,759.99","369,225,106.91","247,339,731.23","290,253,610.71","309,246,987.40","356,636,818.28","301,929,905.76","309,121,854.00","344,619,334.78","316,170,825.41","280,079,022.34"
短期借款,"21,000,000.00","15,000,000.00","10,000,000.00","5,000,000.00","10,000,000.00",,,,,,,,,"20,000,000.00","20,000,000.00","20,000,000.00","20,000,000.00","20,000,000.00","20,000,000.00","20,000,000.00","20,000,000.00","30,000,000.00","110,000,000.00","129,980,000.00","30,000,000.00","49,490,000.00","63,490,000.00","63,490,000.00","25,000,000.00","24,500,000.00","19,500,000.00","10,000,000.00","10,000,000.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"9,233,247.05","16,702,496.49","10,895,054.57","4,605,673.58","11,131,663.69","13,763,237.41","18,241,205.32","13,895,873.49","17,737,841.39","15,772,794.19","21,093,397.52","16,160,953.98","21,040,502.65","73,157,407.99","71,071,323.53","62,260,022.12","64,022,453.98","55,281,372.26","87,292,186.46","90,307,794.67","73,676,133.50","83,578,501.69","82,746,669.32","102,471,909.34","76,323,779.88","67,918,376.17","93,170,963.33","113,591,907.46","96,922,342.33","92,299,291.55","142,036,705.21","139,327,065.21","133,055,752.40"
应付票据,,,,,,,,,,,,,"1,833,313.74","53,685,302.34","47,802,728.80","12,713,040.12","14,891,213.36","51,141,993.14","48,463,638.90","18,587,691.50","22,377,861.30","39,793,830.18","44,281,805.89","30,638,470.22","24,479,774.33","39,112,339.62","43,801,134.00","25,738,282.00","17,175,472.00","52,634,224.00","80,880,177.00","69,429,152.00","74,259,319.72"
应收账款,"19,765,763.11","24,361,623.56","31,171,009.53","33,032,256.75","38,467,454.39","43,163,419.41","40,231,431.99","42,444,671.22","44,895,713.32","45,052,546.01","55,627,314.64","53,322,176.62","58,160,970.69","174,918,583.83","201,413,367.85","165,238,046.10","204,307,163.17","225,471,754.97","238,616,937.30","204,242,043.12","237,942,037.11","248,005,881.80","252,960,472.98","232,922,357.94","253,318,787.92","284,552,030.06","260,085,025.10","252,046,782.41","278,064,882.48","306,016,534.09","274,162,294.29","257,989,459.53","292,770,843.50"
应付账款,"8,667,235.56","15,248,731.30","19,385,803.26","11,927,095.00","15,902,057.27","16,631,164.48","18,072,248.59","10,685,026.30","12,231,451.22","14,018,270.81","15,516,952.60","14,602,445.91","18,318,054.73","43,140,058.16","44,542,175.89","35,521,263.04","70,621,068.57","46,664,304.92","62,192,100.57","47,158,991.00","39,825,083.54","44,490,956.46","49,606,849.65","49,792,783.68","47,640,537.61","56,715,543.02","58,864,657.74","44,809,658.42","66,832,893.29","60,344,111.32","62,762,989.38","57,931,868.40","72,157,066.61"
预付款项,"424,272.00","849,613.56","882,590.84","570,403.20","1,006,871.75","1,905,057.71","979,459.26","1,401,997.74","4,135,233.11","5,495,548.40","7,860,901.96","18,756,015.16","16,232,858.80","9,495,140.79","2,369,874.93","2,479,035.73","2,899,814.70","5,877,993.78","4,009,560.18","4,382,493.23","3,931,070.10","4,315,167.42","6,036,865.18","9,320,429.45","8,431,707.22","25,185,346.87","2,122,153.66","3,065,265.30","8,503,562.73","4,955,116.30","3,309,305.44","7,280,373.33","22,363,626.17"
预收款项,"3,317,676.41","1,774,744.80","2,222,140.46","2,129,735.22","2,305,621.18","5,764,880.53","2,218,184.27","3,103,614.40","1,188,407.95","3,227,857.80","1,530,124.00","776,501.00","2,426,236.66","6,311,029.45","6,440,297.16","7,276,299.82","1,884,094.00","2,536,011.60","8,437,127.32","4,193,697.11","2,016,795.55","1,771,101.55","7,418,786.95","10,116,573.57","8,022,775.75","8,059,654.96","13,684,767.63","15,281,458.44","12,878,735.52","10,579,907.25","9,331,421.77","11,727,947.48","14,223,836.81"
其他应收款,"242,748.48","1,093,664.65","1,670,545.34","4,214,343.08","1,516,798.99","760,485.20","916,327.58","896,668.62","694,771.72","1,174,514.84","1,096,838.27","1,592,430.24","34,465,294.76","33,694,329.93","2,306,093.89","1,753,002.48","2,236,336.53","1,896,671.95","1,213,392.62","1,805,723.21","2,306,881.40","3,245,420.75","28,509,378.95","6,033,766.20","3,558,278.76","3,738,286.64","3,102,039.71","3,426,158.94","4,751,972.44","4,313,858.83","2,860,700.06","3,516,679.53","3,283,877.32"
应付职工薪酬,"3,916,505.26","2,186,938.80","1,738,295.23","1,060,992.52","925,741.20","586,582.40","2,186,297.40","1,674,627.29","1,737,050.40","2,825,078.40","2,137,050.40","1,612,406.00","1,835,821.51","1,933,879.86","3,106,899.36","938,991.69","1,388,991.69","898,699.00","6,326,588.98","4,888,348.52","549,222.34","937,790.34","6,694,023.00","6,798,367.00","5,736,359.50","4,896,351.15","6,205,802.50","2,431,234.95","3,159,319.70","2,679,773.37","5,076,705.75","3,615,599.48","3,657,910.80"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"248,325.22","2,318,909.47","3,217,915.50","1,231,419.20","3,739,458.81","3,045,080.64","3,091,756.85","2,713,122.98","4,309,452.32","2,726,596.46","5,150,313.70","2,406,592.82","3,548,489.85","7,273,313.01","9,640,690.60","6,208,938.53","7,564,923.52","8,458,082.78","9,222,397.81","6,758,651.61","10,199,418.00","9,077,766.57","5,991,922.24","6,636,970.69","5,455,729.70","9,987,462.74","4,985,524.56","7,126,345.86","7,014,756.27","8,857,008.18","16,263,423.86","13,272,705.15","6,980,038.21"
应收利息,,,,,,,,,,,,,"2,202,246.72","446,905.56","1,469,295.68","366,023.89","331,411.67",,"237,186.62","159,707.19",,,"60,435.76","439,279.98","809,850.00","1,638,600.00","2,848,098.71","1,758,192.05","780,812.98","671,400.00","766,552.48","698,697.20","61,000.00"
应付利息,"31,482.00","22,125.00","15,097.22","7,722.22","14,733.33",,,,,,,,,"31,111.11","23,333.33","31,111.11","31,111.11","28,000.00","31,111.11","31,111.11","28,000.00","26,125.02","43,194.45","43,194.45","35,887.50","173,537.26","380,190.88","383,815.88","329,270.50","320,645.50","24,812.50","14,236.11","12,812.50"
应收股利,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付股利,,,,,,,,,,,,,,,,,"20,484,000.00",,,,,,,,,,,,"8,665,600.00",,,,
