科目,2007年1-3月,2007年1-6月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
销售商品、提供劳务收到的现金,"66,928,225.35","148,731,733.83","449,022,276.19","95,695,537.60","234,395,153.07","458,892,506.46","692,223,132.84","145,860,717.49","312,242,141.32","530,768,835.19","865,187,114.36","263,380,650.95","597,416,322.95","1,019,011,333.14","1,582,470,430.32","367,380,057.01","844,225,061.80","1,385,004,638.25","2,233,252,151.38","545,101,027.58","1,277,429,568.26","2,199,119,860.52","3,090,468,155.05","847,667,851.20","1,603,069,870.02","2,627,472,013.18","3,947,865,318.86","930,082,082.77","2,255,738,217.17","3,797,889,765.16","5,405,523,594.09","1,341,995,120.69","3,217,630,355.68","5,280,686,758.88","7,870,982,462.46","2,641,200,159.59","5,147,145,993.91","7,813,028,118.39","11,615,951,324.18","2,929,814,830.97","6,660,197,246.65","10,440,057,304.60"
取得子公司及其他营业单位支付的现金净额,,,,,,,"30,000,000.00",,,,,,,,,,,,,,,,,,,,,"14,434,408.84","14,434,408.84","14,434,408.84","14,434,408.84",,,,,"1,138,545.55","1,138,545.55","1,138,545.55","1,138,545.55",,,
收到的税费返还,"3,180,431.11","5,459,965.25","16,417,205.30","1,843,993.74","9,016,608.86","13,954,921.82","27,458,425.07","2,634,074.20","8,709,124.89","15,633,926.55","27,059,859.85","8,633,858.71","24,292,817.18","40,321,755.06","64,975,564.44","10,639,577.38","12,977,829.59","21,721,424.56","91,257,011.75","28,998,959.85","77,148,612.12","127,599,484.56","199,845,145.72","54,103,707.21","133,998,741.86","189,028,635.33","259,182,313.02","80,242,746.37","136,795,334.14","363,987,684.23","516,909,734.60","143,379,694.52","343,406,157.56","595,157,969.64","959,233,240.79","260,671,050.07","395,825,576.20","762,678,648.75","1,107,798,139.44","349,050,535.30","590,974,678.21","1,067,052,799.19"
支付其他与投资活动有关的现金,,,,,,,,,,,,,,,,,,"853,563.55",,"422,160.01","567,760.01","567,760.01","2,788,760.01",,,"1,630,966.92","1,630,966.92","1,499,999.27","1,515,749.71","1,574,551.31","5,226,884.22",,,,"24,000,000.00",,"3,035,808.00","3,442,837.91","3,442,837.91",,"997,312.35","997,312.35"
收到其他与经营活动有关的现金,"16,644,860.89","16,852,211.57","18,885,758.10","13,138,134.76","3,293,269.25","5,008,613.80","34,700,777.94","2,519,862.89","4,923,446.59","7,792,448.05","23,615,658.22","4,999,721.12","7,324,158.78","11,721,909.53","29,210,389.19","3,691,061.83","8,221,321.27","13,473,221.24","28,525,789.01","7,393,966.17","13,770,306.63","17,493,561.73","50,207,599.02","8,530,462.33","19,745,975.08","25,400,983.74","83,428,392.44","16,054,396.11","40,177,790.47","55,489,199.67","117,876,681.37","4,877,249.69","14,308,270.32","23,209,927.32","77,755,204.12","14,658,182.96","31,895,166.02","42,405,986.80","215,827,709.39","19,616,408.24","31,444,512.12","55,867,722.02"
投资活动现金流出小计,"115,247.00","9,527,807.31","29,245,609.50","1,571,371.91","6,103,762.42","37,936,894.00","139,036,749.72","11,535,717.69","12,913,619.93","14,828,094.78","32,038,243.18","2,621,647.80","7,342,100.19","15,738,799.66","29,766,658.87","9,469,217.19","60,686,434.34","92,672,028.91","121,446,940.93","27,792,200.38","59,497,688.18","109,399,836.69","189,813,962.31","45,447,333.36","94,951,447.78","149,988,397.64","167,190,363.87","72,791,856.69","114,312,486.67","244,184,060.45","1,788,677,109.50","1,163,281,679.83","1,436,979,291.14","1,564,379,244.04","1,998,679,973.51","160,265,978.15","300,364,405.68","473,464,791.42","678,991,178.25","149,408,967.74","290,547,796.01","365,635,593.63"
经营活动现金流入小计,"86,753,517.35","171,043,910.65","484,325,239.59","110,677,666.10","246,705,031.18","477,856,042.08","754,382,335.85","151,014,654.58","325,874,712.80","554,195,209.79","915,862,632.43","277,014,230.78","629,033,298.91","1,071,054,997.73","1,676,656,383.95","381,710,696.22","865,424,212.66","1,420,199,284.05","2,353,034,952.14","581,493,953.60","1,368,348,487.01","2,344,212,906.81","3,340,520,899.79","910,302,020.74","1,756,814,586.96","2,841,901,632.25","4,290,476,024.32","1,026,379,225.25","2,432,711,341.78","4,217,366,649.06","6,040,310,010.06","1,490,252,064.90","3,575,344,783.56","5,899,054,655.84","8,907,970,907.37","2,916,529,392.62","5,574,866,736.13","8,618,112,753.94","12,939,577,173.01","3,298,481,774.51","7,282,616,436.98","11,562,977,825.81"
投资活动产生的现金流量净额,"-109,282.00","32,475,758.56","13,581,419.99","-1,203,123.84","-5,721,831.32","-37,554,962.90","-61,049,616.79","-11,537,715.94","-12,915,618.18","-14,830,093.03","-31,463,316.26","-2,621,647.80","-7,316,248.46","-15,709,664.69","-28,991,344.13","-9,332,217.19","-60,388,434.34","-92,104,029.18","-120,249,024.79","-27,783,700.38","-59,467,331.71","-109,358,766.70","-188,975,285.92","-43,659,318.25","-91,075,128.65","-143,801,856.80","-152,937,490.13","-70,640,120.35","-111,074,919.43","-242,716,309.12","-864,063,239.81","402,892,408.88","534,144,938.91","407,995,252.01","35,833,867.74","180,308,502.17","64,004,095.20","-76,617,761.49","-256,758,063.60","-142,233,830.41","-236,542,897.00","-259,765,435.82"
购买商品、接受劳务支付的现金,"56,647,721.32","136,241,605.68","294,886,066.76","88,675,977.20","208,268,425.80","400,860,232.11","539,603,360.35","98,640,320.74","204,997,508.15","357,072,275.51","625,436,976.58","229,158,485.09","458,207,917.16","803,359,931.33","1,131,775,704.09","297,551,899.41","627,875,080.73","1,080,354,252.70","1,593,855,796.30","546,477,559.61","998,989,336.21","1,555,105,792.07","1,829,277,324.17","680,912,596.06","1,041,809,967.23","1,670,538,384.48","2,340,387,654.89","921,815,067.02","2,131,159,890.77","3,281,779,908.45","3,581,229,669.83","1,291,664,456.84","2,628,371,749.81","4,337,740,984.46","5,494,355,852.77","2,460,305,973.24","4,037,907,159.21","6,129,457,614.01","7,738,509,757.16","3,089,045,331.27","5,102,571,198.61","8,177,127,518.54"
吸收投资收到的现金,"500,000.00","175,000.00","175,000.00",,"389,552,966.00","389,552,966.00","389,552,966.00",,,,,"1,900,000.00","1,900,000.00","101,220,144.00","101,220,144.00","1,000,000.00","1,000,000.00","2,900,000.00","5,300,000.00",,,,,,"985,338,662.67","985,338,662.67","985,338,662.67","499,971,100.86","499,971,100.86","499,576,994.86","494,389,444.86","3,400,000.00","3,400,000.00","3,400,000.00","53,250,000.00","81,000,000.00","112,364,000.00","133,089,000.00","138,539,000.00","21,523,538.00","33,003,538.00","40,773,116.00"
