科目,2007-12-31,2008-12-31,2009-12-31,2010-06-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
货币资金,"747,840,926.41","1,315,351,144.72","1,674,191,213.91","1,803,569,736.40","4,457,890,997.61","2,955,607,702.91","2,618,078,661.02","3,199,184,171.71","2,917,806,868.66","2,164,407,459.70","2,310,109,708.96","3,915,142,815.46","3,533,462,593.83","4,049,081,811.15","4,241,370,951.17","3,895,216,572.98","3,790,395,057.80","3,274,681,621.52","3,738,494,914.81","3,916,133,653.86","4,918,340,330.95","6,381,128,261.61","6,891,590,270.96","7,092,379,752.38","5,355,166,759.32","6,780,444,985.48","5,772,234,948.95","7,245,567,277.29","7,314,716,905.38","6,950,320,620.35","8,072,552,923.96","8,639,732,230.82"
短期借款,"403,665,848.80","684,713,295.60","409,102,981.40","397,000,000.00","434,886,524.04","196,500,000.00","665,500,000.00","1,017,395,541.16","1,402,788,072.97","1,366,619,886.10","1,930,730,000.00","1,518,402,923.47","2,231,442,383.30","2,456,803,025.36","3,394,615,171.81","2,991,129,037.67","3,754,822,958.96","3,499,951,840.51","3,759,557,920.63","4,052,433,979.24","5,743,592,302.05","5,474,660,778.71","4,986,285,550.23","7,399,688,216.80","10,230,215,525.35","7,839,652,636.29","7,622,705,339.62","8,069,187,926.38","12,599,251,489.51","11,963,815,138.43","13,614,718,542.79","13,601,865,445.89"
交易性金融资产,,,,,,,"5,970,037.86","15,704,866.44","13,577,930.15","2,078,115.28","1,874,155.04","1,478,972.35","9,639,812.93","6,465,812.93",,"3,044,677.40","7,124,704.38","2,511,753.97","3,196,815.81","54,419,152.38","884,305.16","2,982,699.21","10,249,413.66","21,803,757.31","32,817,842.70","57,461,876.45","39,135,409.75","39,282,225.43","79,704,797.86","90,963,430.49","87,105,560.08","55,751,051.77"
交易性金融负债,,,,,,,,,,,"4,580,207.05","7,152,864.50",,,"34,367.25",,"3,343,775.51","15,504,769.35","22,562,281.81","13,880,238.84","1,475,809.88","2,112,424.73","1,591,191.21","1,591,191.21","13,388,772.28","3,641,989.83","756,652.12",,,,,"12,617,985.94"
应收票据,"234,613,654.82","118,895,601.05","274,287,389.78","275,721,986.52","663,263,664.24","413,335,845.93","121,746,885.05","255,006,447.43","604,001,802.09","377,247,008.37","373,307,127.00","245,694,670.07","837,305,146.81","417,719,919.89","733,441,525.62","354,612,102.60","1,087,148,823.04","186,517,476.83","560,302,324.03","440,766,994.27","1,009,406,433.35","639,167,701.83","578,646,818.61","793,412,174.25","609,276,786.63","375,735,806.45","513,724,027.46","548,243,086.47","1,275,591,369.58","1,238,712,913.45","592,546,184.72","1,044,587,973.10"
应付票据,"656,010,497.01","1,030,888,506.30","855,865,102.54","1,038,202,482.02","809,483,496.65","581,898,064.68","394,515,343.75","867,401,416.78","1,696,321,658.34","1,319,821,005.37","1,258,385,997.67","1,962,414,388.11","1,645,257,370.99","1,881,884,876.93","2,264,474,245.92","1,974,344,742.82","1,185,894,070.11","1,510,164,378.28","2,212,827,993.09","2,681,819,569.22","2,659,267,476.72","3,600,293,727.16","4,688,432,846.46","5,744,862,586.00","1,799,659,032.41","4,747,654,551.78","4,246,826,132.39","5,244,861,346.61","1,752,443,054.55","2,278,135,757.02","1,618,746,811.56","2,586,229,194.75"
应收账款,"566,177,040.01","764,218,252.36","784,013,855.59","877,702,448.08","978,957,802.52","1,298,140,028.50","1,369,949,564.75","1,619,264,525.25","1,352,845,190.97","1,626,439,131.19","1,722,984,382.01","1,791,459,610.33","1,344,121,186.79","1,613,100,245.74","1,559,847,448.31","1,508,808,213.56","1,339,441,219.63","1,762,205,540.66","1,895,568,811.65","2,079,992,734.66","2,362,696,494.58","2,729,754,449.62","2,549,569,423.23","2,969,361,585.30","3,614,519,179.93","2,973,677,209.20","3,076,903,180.69","2,790,449,035.45","2,482,594,305.51","2,642,444,824.39","2,912,049,431.04","3,344,919,456.64"
应付账款,"1,055,451,711.46","1,011,133,614.03","1,219,917,345.04","1,351,606,147.72","1,702,582,820.33","1,866,799,341.18","2,096,547,439.00","2,424,276,663.93","1,563,943,623.80","1,602,026,096.28","1,905,386,618.69","1,824,276,748.36","1,955,695,204.61","2,014,608,174.07","1,863,405,754.29","1,857,095,620.33","2,556,325,629.34","1,854,939,078.97","2,458,964,605.06","1,911,786,322.75","2,253,341,192.79","2,018,935,043.56","1,804,775,389.54","1,791,779,703.54","2,209,241,437.15","1,125,124,877.59","1,898,488,217.45","2,158,807,084.62","2,445,065,250.44","2,024,349,959.98","2,508,539,309.76","2,506,302,608.72"
预付款项,"158,005,666.82","158,594,804.38","146,653,511.22","184,378,533.43","207,236,518.71","307,284,582.18","407,891,159.95","475,970,573.40","240,631,365.61","333,544,239.41","376,583,994.08","262,353,264.10","286,887,430.00","283,331,236.24","276,533,262.84","308,817,723.17","216,948,950.20","282,142,156.83","279,626,617.56","299,165,218.54","152,380,283.68","194,309,466.00","333,408,555.50","520,346,564.88","253,067,935.85","333,748,953.49","564,527,068.01","717,205,493.35","489,541,175.56","638,928,625.82","625,952,776.81","610,149,686.37"
预收款项,"172,022,204.81","173,295,466.18","273,493,869.57","131,595,679.05","572,627,943.19","314,337,762.51","359,258,166.84","318,757,319.49","492,606,072.41","357,849,703.38","285,208,949.38","308,192,033.37","588,853,524.49","369,338,833.08","247,800,250.28","218,011,644.36","385,657,466.56","249,488,339.85","221,421,668.55","210,068,125.29","373,573,630.92","234,619,505.33","325,578,115.89","438,690,456.51","421,875,609.56","289,835,113.21","358,909,084.30","440,467,603.68","683,612,269.10","700,352,568.68","704,169,614.35","473,669,667.81"
