科目,2012年度,2013年度,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
销售商品、提供劳务收到的现金,"271,189,891.83","239,598,328.40","182,285,213.04","38,950,564.66","64,956,577.37","80,427,241.68","107,779,951.12","28,746,636.00","66,064,124.50","102,555,815.41","136,586,537.85","33,801,142.93","176,530,775.17","323,733,422.84","592,157,432.79","214,885,466.63","566,853,872.22","718,974,899.12","951,329,377.95","144,309,770.29"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,,"831,714,447.21",,,,,
收到的税费返还,,,,,,,,,,,,,"28,653.70","28,652.44","1,014,627.96","1,945,519.44","1,945,519.44","3,122,835.68","3,551,350.87","1,084,901.85"
支付其他与投资活动有关的现金,,,,,,,,,,,,,,,"10,215,956.56",,,,,
收到其他与经营活动有关的现金,"2,298,042.04","4,667,887.09","1,360,575.47","7,825,944.26","12,169,775.76","14,477,571.76","18,340,339.98","922,827.14","537,187.09","2,994,756.37","14,251,560.23","339,259.56","25,420,648.51","45,427,607.41","89,105,006.49","51,340,296.99","25,786,753.06","96,089,786.13","55,047,749.28","56,658,825.65"
投资活动现金流出小计,"6,476,024.78","5,385,507.48","111,163,147.34","35,484,197.65","40,246,524.15","361,638,753.31","514,817,340.66","198,921,668.57","332,541,426.71","471,314,395.95","603,412,735.22","30,060,783.84","490,618,465.60","1,060,382,765.75","991,357,305.36","82,735,591.36","140,225,027.96","216,619,258.88","269,587,473.59","25,545,193.29"
经营活动现金流入小计,"273,487,933.87","244,266,215.49","183,645,788.51","46,776,508.92","77,126,353.13","94,904,813.44","126,120,291.10","29,669,463.14","66,601,311.59","105,550,571.78","150,838,098.08","34,140,402.49","201,980,077.38","369,189,682.69","682,277,067.24","268,171,283.06","594,586,144.72","818,187,520.93","1,009,928,478.10","202,053,497.79"
投资活动产生的现金流量净额,"-6,476,024.78","-5,382,841.48","-19,659,467.90","-4,927,112.17","-11,060,801.41","-179,874,993.44","-91,640,792.85","-168,136,704.19","-140,422,258.16","-100,957,569.06","-161,148,028.94","5,856,562.36","-204,570,694.15","-739,043,513.44","-756,655,478.80","18,228,673.56","31,950,076.05","21,080,298.14","25,936,049.89","8,622,867.12"
购买商品、接受劳务支付的现金,"164,303,402.53","135,737,428.85","102,060,884.83","17,402,473.60","26,110,552.78","38,740,722.00","42,675,496.15","22,732,596.49","30,718,377.01","41,129,838.86","69,878,190.38","24,106,556.60","68,861,540.60","115,016,904.07","227,013,614.77","63,251,476.46","115,008,527.31","204,879,601.64","217,939,239.76","49,671,065.23"
吸收投资收到的现金,,,,,"147,405,700.00","147,405,700.00","147,405,700.00",,"1,000,000.00","1,000,000.00","1,000,000.00",,,"790,400,000.00","777,509,987.32",,,,,
