科目,2013年度,2014年度,2015年度,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
偿还债务支付的现金,"32,200,800.00","30,000,000.00","35,000,000.00","44,581,679.07",,"118,682,299.35","30,083,544.97","45,083,544.97","72,562,010.00","116,607,756.97","4,918,887.46","52,479,713.00","102,630,760.69","132,300,000.00","20,590,714.72"
经营活动产生的现金流量净额,"-53,143,245.92","6,171,111.91","71,608,919.78","-58,188,937.57","-90,540,800.00","18,248,907.35","-90,465,350.03","-99,729,894.68","-106,350,381.18","-56,277,639.80","22,107,770.02","35,526,093.52","88,048,581.18","174,305,771.15","-61,418,615.13"
分配股利、利润或偿还利息支付的现金,"90,167.84","2,568,044.76","6,933,956.36","2,988,811.22",,"4,895,665.14","830,067.73","4,458,813.19","5,608,780.90","7,349,892.25","1,248,918.80","5,420,724.98","5,908,728.51","8,153,472.18","687,843.74"
收回投资收到的现金,,,,"90,500,000.00",,"90,500,000.00",,,,,,,,,
支付其他与筹资活动有关的现金,,"7,779,588.45","9,949,964.08","17,522,763.66",,"1,755,065.29","12,889,439.55","28,171,696.56","43,247,504.17","17,846,006.63","18,555,410.40","17,591,267.46","55,082,892.66","22,728,990.15","14,699,448.78"
取得投资收益收到的现金,,,"65,989.21","74,260.28",,"74,260.28",,,,,,,,,
筹资活动现金流出小计,"32,290,967.84","40,347,633.21","51,883,920.44","65,093,253.95",,"125,333,029.78","43,803,052.25","77,714,054.72","121,418,295.07","141,803,655.85","24,723,216.66","75,491,705.44","163,622,381.86","163,182,462.33","35,978,007.24"
处置固定资产、无形资产和其他长期资产收回的现金净额,"38,000.00","27,000.00","154,990.79","48,543.69",,"48,543.69",,,,"3,080.00",,"4,635.00","4,635.00","570,898.42",
筹资活动产生的现金流量净额,"257,567.96","29,076,366.79","1,424,732.01","-4,800,173.18","9,224,500.00","2,108,345.61","110,315,705.94","127,404,703.47","147,244,776.67","109,087,025.19","1,271,633.19","-19,670,787.65","-9,868,085.75","-19,534,819.58","34,707,360.10"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,"-11,256.33",,-268.40,,,,,"-144,228.33","-53,213.12","-115,888.68","2,515.60","1,698,773.89","3,080,232.86","3,246,431.37","-1,987,887.59"
收到其他与投资活动有关的现金,"10,898,580.00","760,000.00","2,030,000.00","1,000,000.00",,"1,000,000.00",,,"560,000.00","1,240,000.00",,"8,906,950.00",,,
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,
投资活动现金流入小计,"10,936,580.00","787,000.00","2,250,980.00","91,622,803.97",,"91,622,803.97",,,"560,000.00","1,243,080.00",,"8,911,585.00","4,635.00","570,898.42",
五、现金及现金等价物净增加额,"-101,222,611.48","-23,410,350.93","-36,457,948.58","25,772,348.40","4,209,400.00","106,098,448.21","14,800,355.91","10,855,667.23","-13,258,637.87","-18,824,280.44","15,791,088.10","-1,946,501.11","47,141,090.55","105,865,940.06","-44,179,834.19"
购建固定资产、无形资产和其他长期资产支付的现金,"59,262,257.19","59,444,829.63","21,242,311.97","2,861,344.82",,"4,681,608.72","250,000.00","4,674,913.23","38,459,820.24","56,560,857.15","7,590,830.71","28,412,165.87","34,124,272.74","48,852,341.30","15,480,691.57"
期初现金及现金等价物余额,"165,173,518.55","63,950,907.07","40,540,556.14","4,082,607.56",,"4,082,607.56","110,181,055.77","110,181,055.77","110,181,055.77","110,181,055.77","91,356,775.12","91,356,775.33","91,356,775.33","91,356,775.33","197,222,715.39"
投资支付的现金,,,"90,500,000.00",,,"1,200,000.00","4,800,000.00","12,000,000.00","16,200,000.00","16,200,000.00",,,,,
期末现金及现金等价物余额,"63,950,907.07","40,540,556.14","4,082,607.56","29,854,955.96",,"110,181,055.77","124,981,411.68","121,036,723.00","96,922,417.90","91,356,775.33","107,147,863.22","89,410,274.22","138,497,865.88","197,222,715.39","153,042,881.20"
