科目,2013年度,2014年度,2015年度,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
销售商品、提供劳务收到的现金,"295,289,226.49","270,053,439.10","387,070,783.18","131,770,002.66",,"381,828,397.15","40,303,174.65","110,881,895.48","210,634,809.17","347,607,889.19","155,394,904.42","283,036,497.37","429,659,453.19","724,115,250.12","110,567,391.40"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,,
收到的税费返还,,,,,,,,,,,,,,"10,169,129.49",
支付其他与投资活动有关的现金,,,,,,,,,,,,,,"3,870,000.00",
收到其他与经营活动有关的现金,"11,606,096.54","22,621,911.76","9,992,510.11","2,583,182.44",,"9,903,909.48","7,396,126.50","13,205,206.99","14,926,732.02","27,261,111.95","7,340,642.14","4,347,638.03","41,665,024.79","22,641,138.75","6,605,190.70"
投资活动现金流出小计,"59,262,257.19","59,444,829.63","111,742,311.97","2,861,344.82",,"5,881,608.72","5,050,000.00","16,674,913.23","54,659,820.24","72,760,857.15","7,590,830.71","28,412,165.87","34,124,272.74","52,722,341.30","15,480,691.57"
经营活动现金流入小计,"306,895,323.03","292,675,350.86","397,063,293.29","134,353,185.10",,"391,732,306.63","47,699,301.15","124,087,102.47","225,561,541.19","374,869,001.14","162,735,546.56","287,384,135.40","471,324,477.98","756,925,518.36","117,172,582.10"
投资活动产生的现金流量净额,"-48,325,677.19","-58,657,829.63","-109,491,331.97","88,761,459.15","85,525,800.00","85,741,195.25","-5,050,000.00","-16,674,913.23","-54,099,820.24","-71,517,777.15","-7,590,830.71","-19,500,580.87","-34,119,637.74","-52,151,442.88","-15,480,691.57"
购买商品、接受劳务支付的现金,"261,620,870.68","198,099,794.09","214,806,065.87","141,832,275.17",,"272,849,059.11","103,160,430.36","165,142,931.13","255,721,645.37","327,728,116.06","103,686,905.33","190,139,584.21","291,727,759.96","472,055,891.22","139,881,357.87"
吸收投资收到的现金,,"4,424,000.00",,,,,"119,367,800.00","119,367,800.00","119,367,800.00","119,367,800.00",,,,,
支付给职工以及为职工支付的现金,"38,845,570.62","50,133,343.38","49,869,539.74","23,744,064.73",,"51,678,905.26","12,279,503.22","25,490,371.74","38,931,502.87","55,061,135.41","12,319,186.45","27,143,841.75","41,056,835.51","59,089,805.43","16,336,559.81"
取得借款收到的现金,"30,000,000.00","65,000,000.00","53,308,652.45","58,690,708.72",,"120,954,383.32","34,631,169.27","82,031,169.27","132,031,169.00","131,522,881.04","18,763,690.40","55,727,840.32","125,070,607.84","143,647,642.75","55,967,033.20"
支付的各项税费,"35,340,629.94","19,340,530.96","36,175,842.27","16,339,349.52",,"25,960,690.61","9,974,594.74","11,735,668.34","15,283,402.10","20,462,586.50","7,726,988.15","10,726,578.94","13,409,025.97","22,143,336.17","7,764,927.67"
收到其他与筹资活动有关的现金,"2,548,535.80",,,"1,602,372.05",,"6,486,992.07","119,788.92","3,719,788.92","17,264,102.74",,"7,231,159.45","93,077.47","28,683,688.27",,"14,718,334.14"
支付其他与经营活动有关的现金,"24,231,497.71","18,930,570.52","24,602,925.62","10,626,433.25",,"22,994,744.30","12,750,122.86","21,448,025.94","21,975,372.03","27,894,802.97","16,894,696.61","23,848,036.98","37,082,275.36","29,330,714.39","14,608,351.88"
筹资活动现金流入小计,"32,548,535.80","69,424,000.00","53,308,652.45","60,293,080.77",,"127,441,375.39","154,118,758.19","205,118,758.19","268,663,071.74","250,890,681.04","25,994,849.85","55,820,917.79","153,754,296.11","143,647,642.75","70,685,367.34"
经营活动现金流出小计,"360,038,568.95","286,504,238.95","325,454,373.50","192,542,122.67",,"373,483,399.28","138,164,651.18","223,816,997.15","331,911,922.37","431,146,640.94","140,627,776.54","251,858,041.88","383,275,896.80","582,619,747.21","178,591,197.23"
