科目,2007年1-3月,2007年1-6月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
一、营业收入,"482,618,872.24","1,166,681,130.85","1,861,569,551.64","2,601,966,940.11","665,694,160.71","1,521,326,836.32","2,384,206,942.27","3,000,319,439.84","560,016,420.27","1,169,903,236.16","2,118,059,692.87","3,130,962,297.60","737,600,071.33","1,597,206,734.27","2,393,907,343.69","3,524,673,682.25","768,420,486.57","1,847,109,858.80","2,929,342,397.17","4,530,698,533.80","936,146,989.00","2,013,968,153.58","2,868,056,311.41","3,818,705,044.44","881,908,685.42","1,902,689,867.49","2,850,434,818.29","3,848,446,118.08","1,037,956,197.07","2,083,287,647.93","3,135,154,034.92","4,155,698,392.31","958,046,518.90","1,967,885,004.31","2,845,955,018.51","3,758,663,488.36","934,351,773.66","1,923,008,010.45","2,817,591,881.29","3,921,200,536.67","1,014,190,159.22","2,262,775,359.51","3,471,106,080.87"
二、营业利润,"25,438,504.23","79,441,825.18","129,554,736.63","205,412,605.45","28,474,124.75","81,631,152.16","137,185,030.09","205,784,756.27","13,844,050.10","66,315,327.77","142,736,532.79","218,199,346.13","48,194,280.89","110,743,975.38","193,089,262.09","297,310,895.45","61,535,714.17","173,517,337.27","306,626,091.03","434,337,660.43","54,427,593.13","112,918,745.66","167,269,578.33","95,225,262.23","18,321,645.25","34,164,643.03","46,384,192.22","61,559,345.50","10,375,367.95","23,664,264.07","28,725,670.12","-188,742,722.25","7,379,676.40","25,589,689.90","97,263,659.99","100,811,679.69","27,091,137.17","53,112,235.45","117,091,656.41","110,477,965.14","11,043,410.83","33,150,226.64","82,688,217.56"
减:营业成本,"412,246,281.82","989,127,829.83","1,587,170,964.97","2,195,850,671.92","583,722,565.52","1,324,021,394.75","2,076,426,791.58","2,537,840,176.40","491,598,142.98","1,003,200,631.03","1,836,292,441.84","2,698,120,872.71","619,829,144.93","1,343,617,484.25","2,008,138,121.75","2,942,059,934.83","637,631,601.62","1,527,186,226.36","2,413,612,984.71","3,726,517,099.38","777,706,308.79","1,676,585,443.09","2,385,994,065.63","3,204,915,546.75","763,207,854.16","1,622,041,319.78","2,447,010,298.15","3,297,749,881.36","916,372,899.02","1,798,269,262.27","2,711,371,559.72","3,682,174,355.20","834,568,844.06","1,688,630,655.30","2,430,130,974.72","3,210,410,205.30","780,051,647.33","1,568,689,260.49","2,307,108,886.99","3,225,715,760.04","865,884,725.82","1,896,527,263.48","2,887,554,456.94"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"1,616,576.32","3,749,260.30","6,114,091.93","9,174,816.81","2,426,158.59","4,241,595.49","6,166,704.21","9,435,795.96","2,877,265.78","4,623,849.66","6,052,909.82","9,537,319.84","2,051,425.59","4,590,588.34","6,689,016.10","10,638,788.15","1,418,977.36","4,011,469.03","7,104,106.05","14,935,603.57","6,009,814.94","10,568,195.48","15,401,327.92","20,931,271.94","3,771,143.43","8,316,300.15","10,072,481.85","16,398,084.54","5,425,808.55","8,230,069.58","11,366,723.25","15,660,321.31","4,958,498.64","8,690,353.41","14,280,204.85","17,106,995.29","6,515,233.49","12,901,561.70","17,675,367.31","44,541,562.86","3,971,953.20","18,627,543.19","29,362,454.64"
营业外收入,"54,346.43","308,080.78","580,911.30","13,047,813.70","121,300.00","1,417,782.95","1,422,600.95","3,101,426.47","11,050.00","39,624.92","45,424.92","1,469,700.18","80,309.96","2,717,777.66","2,864,542.66","4,618,013.04","772,090.76","1,160,647.12","1,467,877.68","5,572,200.85","1,686,261.27","9,638,025.91","10,263,560.59","35,814,353.26","4,234,229.53","4,903,867.44","7,032,606.62","17,435,396.47","1,727,697.53","4,290,350.22","4,986,603.96","8,798,166.31","3,413,077.07","6,945,722.02","10,228,582.82","16,244,508.68","4,599,412.62","6,539,478.59","8,735,368.26","19,290,721.32","2,033,439.02","5,297,926.29","7,009,611.36"
销售费用,"17,179,910.11","37,418,363.89","57,730,788.64","77,521,197.90","17,102,335.58","34,255,446.00","53,032,364.27","80,523,381.86","16,351,757.30","31,460,705.82","45,741,240.05","73,179,005.04","21,735,940.31","40,453,574.55","60,080,434.82","90,655,947.47","18,809,136.34","37,713,407.09","62,496,375.62","92,880,396.08","24,082,839.08","47,197,778.17","69,784,772.96","99,493,325.89","20,729,242.34","48,622,357.48","71,123,410.66","97,618,497.95","20,139,908.20","54,988,289.22","85,985,924.31","122,840,110.27","26,075,156.49","55,656,669.70","83,100,142.12","116,869,345.27","28,466,108.46","57,652,124.94","87,249,382.53","139,546,792.65","31,277,388.48","61,559,225.33","99,001,096.28"
减:营业外支出,"163,669.97","1,295,594.46","1,342,500.30","1,554,909.11","143,794.90","2,606,754.50","2,631,889.46","3,627,705.78","68,191.71","108,818.17","247,163.73","1,208,192.06","36,659.79","482,612.19","835,483.43","2,763,784.19","7,419.80","133,304.86","253,041.97","940,639.02","14,471.16","95,839.39","141,696.68","241,200.58","12,168.15","43,211.58","641,151.35","651,954.02","440,951.66","564,618.62","663,259.96","3,414,595.78","33,116.19","107,918.54","514,955.80","799,133.13","797,248.54","885,031.72","987,472.42","6,323,269.15","167,605.28","516,614.24","2,073,335.51"
管理费用,"23,074,085.26","46,157,220.48","67,492,090.90","82,635,217.64","24,346,076.57","49,220,243.00","72,769,878.51","91,701,975.16","27,756,766.15","53,081,249.71","71,212,759.65","102,784,986.91","36,971,997.42","64,663,690.28","90,158,478.42","149,787,427.45","42,897,767.21","88,786,663.16","133,273,185.94","203,676,407.27","51,211,728.75","115,761,711.85","163,258,773.22","253,548,411.63","55,708,893.80","132,949,912.58","201,507,027.80","263,651,910.15","65,891,051.50","152,607,456.46","234,258,321.62","356,198,387.43","62,103,299.06","137,681,716.92","215,859,604.98","282,207,020.90","75,366,502.29","178,731,407.82","268,673,242.26","402,412,920.48","86,358,592.59","206,422,720.84","314,003,200.50"
其中:非流动资产处置净损失,,"1,158,492.82","1,158,492.82",,,,,,,,,"392,001.40",,,,"2,210,098.77",,,,"567,357.74",,"91,033.03",,"220,746.36",,,,"650,036.63",,"564,618.62","663,259.96","2,963,907.74","32,516.19","105,506.36","438,677.57","676,175.95","24,850.53","661,744.06","465,845.95","5,042,915.26","167,605.28","511,614.24","2,073,261.37"
堪探费用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加:影响利润总额的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
财务费用,"3,051,631.25","6,088,476.15","10,792,568.62","16,546,216.69","9,875,427.55","23,959,749.09","34,730,983.82","50,034,117.17","7,190,641.70","11,494,242.92","17,613,659.96","25,183,911.91","8,597,905.40","16,131,884.90","21,029,704.87","20,506,787.70","5,770,957.72","13,843,814.71","5,149,541.19","24,670,649.42","20,562,051.69","44,378,514.95","58,152,446.14","67,865,360.85","17,969,117.75","38,632,203.04","55,987,392.75","68,549,416.97","18,228,986.17","33,340,675.81","52,377,958.02","70,707,560.99","22,967,326.40","47,115,216.50","72,227,510.68","93,643,954.65","23,247,811.61","43,593,925.57","66,402,900.62","79,228,883.36","18,479,956.21","38,399,670.20","58,493,942.17"
三、利润总额,"25,329,180.69","78,454,311.50","128,793,147.63","216,905,510.04","28,451,629.85","80,442,180.61","135,975,741.58","205,258,476.96","13,786,908.39","66,246,134.52","142,534,793.98","218,460,854.25","48,237,931.06","112,979,140.85","195,118,321.32","299,165,124.30","62,300,385.13","174,544,679.53","307,840,926.74","438,969,222.26","56,099,383.24","122,460,932.18","177,391,442.24","130,798,414.91","22,543,706.63","39,025,298.89","52,775,647.49","78,342,787.95","11,662,113.82","27,389,995.67","33,049,014.12","-183,359,151.72","10,759,637.28","32,427,493.38","106,977,287.01","116,257,055.24","30,893,301.25","58,766,682.32","124,839,552.25","123,445,417.31","12,909,244.57","37,931,538.69","87,624,493.41"
资产减值损失,,"5,641,779.88","5,641,779.88","17,965,973.25",,"4,520,863.09","4,520,863.09","26,194,360.36",,"-530,067.90","-530,067.90","6,279,392.11",,"16,685,240.18","16,685,240.18","18,356,528.50",,"4,089,891.77","4,089,891.77","33,299,516.00",,"6,102,049.25","6,102,049.25","70,265,090.90",,"13,899,435.64","13,899,435.64","35,788,025.10",,"17,415,987.69","17,415,987.69","105,694,971.54","-16,983.38","15,849,038.26","13,533,675.10","15,324,382.50","-4,900.00","14,606,940.29","13,753,253.29","53,888,540.11",-910.00,"21,200,485.20","22,991,957.76"
减:所得税,"3,844,612.17","9,511,647.86","13,480,011.07","34,184,937.24","1,434,620.47","5,483,913.67","12,027,051.70","22,616,125.23","3,340,586.69","10,417,685.39","21,587,151.15","33,666,795.66","6,969,928.03","15,254,245.41","26,692,031.75","46,003,706.83","8,734,989.01","23,883,954.53","41,461,761.44","64,725,216.36","9,129,833.74","13,386,533.99","22,852,822.02","35,580,496.20","6,002,336.88","10,905,055.34","15,549,737.17","16,725,851.19","3,131,800.03","5,443,505.86","10,349,305.46","2,668,800.84","3,308,105.68","6,338,903.66","7,451,277.62","7,324,384.64","6,709,303.35","16,732,959.67","26,146,326.21","24,834,598.75","9,279,280.64","26,255,645.36","33,926,002.26"
加:公允价值变动净收益,"255,001.04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-1,690,006.51","-1,817,030.00","-2,505,030.00","1,621,417.21","1,757,692.29","752,728.06","-318,510.65","5,121,588.10"
