科目,2008年度,2009年度,2010年度,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
销售商品、提供劳务收到的现金,"845,443,021.07","986,425,295.79","1,506,043,890.61","1,004,063,906.64","1,602,317,248.62","2,196,326,831.72","406,705,584.80","844,009,659.08","1,714,350,635.93","2,289,110,814.63","547,633,934.74","1,175,069,424.99","1,746,821,249.76","2,551,645,739.43","718,977,661.66","1,296,825,673.64","1,983,667,321.19","2,775,717,156.33","664,711,822.33","1,484,969,766.05","2,286,932,753.57","3,199,293,138.53","794,771,079.83","1,884,107,905.43","3,310,997,005.81","3,184,639,284.60","1,175,681,873.31","2,845,867,867.76","4,811,027,712.87","5,667,868,816.33","1,669,876,509.68","3,335,513,988.61","4,860,335,218.30","5,855,504,497.92","1,664,079,559.50"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,"134,362,488.33",,,,,,,,,,,,,"18,686,819.99","124,449,390.04","318,240,398.25","495,781,757.54","102,885,280.37","164,435,280.37","165,325,280.37","509,938,684.00","4,890,310.25","45,190,425.25","67,288,568.18","50,551,278.46",
收到的税费返还,,"2,357,445.44","4,960,556.39","2,895,554.50","8,112,714.60","9,782,011.65","3,612,414.61","8,514,621.15","10,982,872.90","16,658,608.85","604,510.89","7,489,892.06","10,155,859.88","15,775,878.12","2,500,916.68","7,561,678.62","12,361,714.91","16,616,142.41",,"6,903,663.10","14,270,383.72","15,581,500.56","6,336,204.99","11,891,301.98","18,338,707.75","26,452,931.06","9,729,155.54","13,547,961.95","21,629,781.91","28,555,229.32","21,043,971.34","27,682,065.99","44,358,811.37","49,093,510.63","7,809,566.62"
支付其他与投资活动有关的现金,"1,300,000.00",,,,,"520,000,000.00",,"2,500,000.00",,"1,380,026.58",,,"275,000.00","394,973.42","21,199,673.30",,,,,"10,000,000.00","10,000,000.00","220,080,000.00",,,,"6,945,680.55",,,"17,913,209.83","74,788,192.63","16,265,166.30","32,870,207.84","32,870,207.84","48,218,166.74",
收到其他与经营活动有关的现金,"10,956,313.00","4,139,677.75","13,916,765.08","3,131,396.76","5,112,696.42","24,996,161.93","14,843,782.13","15,940,128.15","36,876,518.04","46,305,649.00","21,325,518.82","25,930,768.56","32,544,768.06","29,350,315.68","7,184,402.58","15,382,988.03","35,424,558.23","20,515,688.41","14,608,094.69","20,749,243.96","26,255,729.73","73,419,667.03","17,374,052.43","47,199,001.89","155,251,193.08","165,678,978.90","57,837,799.35","47,741,557.09","260,972,953.89","194,963,024.47","58,944,143.27","61,229,334.76","155,311,982.47","181,629,568.67","70,698,144.94"
投资活动现金流出小计,"32,554,622.11","26,267,219.06","38,177,135.26","21,080,284.42","38,247,907.63","590,141,190.57","75,066,341.88","62,247,460.68","105,158,146.09","266,033,969.08","62,911,943.54","74,208,232.60","101,500,826.07","136,707,923.88","41,919,115.76","43,513,827.68","56,703,562.89","110,052,236.32","7,009,921.56","42,418,755.76","65,231,301.81","305,883,439.68","67,574,785.25","163,998,388.81","481,261,619.20","729,718,423.72","120,098,486.56","225,502,214.86","263,704,190.64","1,018,916,783.64","51,627,115.62","246,843,412.71","289,495,674.13","810,306,726.44","61,540,467.58"
经营活动现金流入小计,"856,399,334.07","992,922,418.98","1,524,921,212.08","1,010,090,857.90","1,615,542,659.64","2,231,105,005.30","425,161,781.54","868,464,408.38","1,762,210,026.87","2,352,075,072.48","569,563,964.45","1,208,490,085.61","1,789,521,877.70","2,596,771,933.23","728,662,980.92","1,319,770,340.29","2,031,453,594.33","2,812,848,987.15","679,319,917.02","1,512,622,673.11","2,327,458,867.02","3,288,294,306.12","818,481,337.25","1,943,198,209.30","3,484,586,906.64","3,376,771,194.56","1,243,248,828.20","2,907,157,386.80","5,093,630,448.67","5,891,387,070.12","1,749,864,624.29","3,424,425,389.36","5,060,006,012.14","6,086,227,577.22","1,742,587,271.06"
投资活动产生的现金流量净额,"-29,092,368.96","-23,953,544.40","-33,309,654.87","-17,197,284.42","-34,364,926.86","-587,108,190.57","-75,066,341.88","56,551,850.69","54,183,379.56","52,332,891.12","-41,371,161.71","6,904,873.89","-10,476,263.35","100,814,421.91","-28,619,442.49","-43,276,627.44","-56,440,867.50","-109,213,065.96","-7,009,921.56","-42,418,755.76","-65,231,301.81","-288,628,974.24","-67,074,785.25","-163,191,316.88","-479,718,927.77","-666,692,173.73","-117,168,415.49","-202,979,866.02","-132,431,144.20","-836,179,011.30","18,969,930.04","28,729,057.33","-10,616,645.31","-198,948,689.38","-61,437,467.58"
购买商品、接受劳务支付的现金,"687,659,185.69","940,936,628.09","1,306,313,519.14","1,008,017,167.10","1,604,379,207.27","2,068,070,205.36","434,504,807.12","733,068,878.77","1,714,963,319.41","2,268,185,747.58","470,637,430.99","923,665,723.82","1,458,707,377.53","2,271,246,910.39","803,649,429.80","1,303,123,756.14","1,867,389,626.67","2,421,955,191.19","728,188,105.45","1,363,163,258.63","2,149,737,674.08","2,718,064,667.89","725,731,774.41","1,726,262,700.76","3,335,833,621.52","2,946,764,624.22","1,330,296,094.94","2,831,460,780.43","4,380,934,937.98","4,919,019,646.55","1,579,453,831.84","3,021,806,752.40","4,315,212,938.82","4,817,379,803.07","1,182,821,493.87"
吸收投资收到的现金,,"45,000,000.00",,,,"665,359,352.42",,"6,000,000.00","6,000,000.00","6,000,000.00",,"2,940,000.00","2,940,000.00","9,800,000.00",,,,"3,000,000.00",,"2,500,000.00","2,500,000.00","2,500,000.00","2,250,000.00","2,250,000.00","767,264,547.16","768,019,264.14",,,"39,214,000.00","36,464,000.00",,,"20,515,000.00","7,706,859.25",
