科目,2011-12-31,2012-12-31,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
固定资产,"318,733,437.54","320,492,649.94","499,968,419.27","541,196,203.91","535,106,876.12","760,038,507.79","795,518,231.75","791,632,694.50","792,991,341.57","780,753,645.99","804,587,896.17","790,813,383.39","771,404,024.50","837,032,997.68","787,868,162.52","765,236,182.51","801,031,078.37","782,039,944.81","785,637,016.14","764,723,387.77"
递延所得税负债,,,,,,,,,,,,,,,,,,,"541,462.84","541,462.84"
在建工程,"128,119,401.47","279,126,001.44","316,876,198.95","285,673,853.18","302,324,536.38","48,079,634.63","56,037,226.24","73,972,090.86","82,741,079.62","99,307,002.44","83,201,072.49","145,762,878.19","162,310,755.92","176,216,221.70","245,442,050.62","261,763,244.92","250,625,109.45","305,279,920.02","410,636,096.26","505,262,757.89"
其他非流动负债,,"1,500,000.00","15,239,300.00",,"14,223,546.64","36,044,760.27",,,,,,,,,,,,,,
工程物资,,,,,,,,,,,,,,,,,,,,
非流动负债合计,"102,000,000.00","223,500,000.00","305,239,300.00",,"296,223,546.64","36,044,760.27","35,538,607.46","35,032,454.34","34,526,301.20","34,020,148.07","33,513,994.94","60,727,907.99","60,006,656.64","74,112,625.98","88,167,276.78","87,232,822.53","86,298,368.28","85,363,914.03","85,542,488.18","153,509,940.33"
固定资产清理,,,,,,,,,,,,,,,,,,,,
负债合计,"934,193,505.44","1,009,332,438.46","1,098,675,836.52",,"974,320,151.20","710,061,866.60","723,518,057.02","661,832,892.86","773,960,070.24","863,085,918.50","903,513,662.73","862,762,931.04","886,711,445.93","823,354,662.87","775,215,176.25","625,700,422.38","691,343,783.52","850,181,244.83","943,743,577.40","855,459,581.37"
生产性生物资产,,,,,,,,,,,,,,,,,,,,
实收资本(或股本),"300,000,000.00","300,000,000.00","300,000,000.00",,"300,000,000.00","400,000,000.00","400,000,000.00","400,000,000.00","400,000,000.00","400,000,000.00","400,000,000.00","400,000,000.00","400,000,000.00","497,360,000.00","497,360,000.00","497,360,000.00","497,360,000.00","497,360,000.00","497,360,000.00","497,360,000.00"
油气资产,,,,,,,,,,,,,,,,,,,,
资本公积,"256,701,190.21","256,701,190.21","253,419,336.70",,"253,419,336.70","528,909,203.70","528,909,203.70","528,909,203.70","528,909,203.70","528,379,095.70","528,319,389.95","528,319,389.95","528,319,389.95","1,731,649,789.95","1,731,649,789.95","1,731,649,789.95","1,731,649,789.95","1,731,649,789.95","1,731,649,789.95","1,731,649,789.95"
无形资产,"172,812,296.04","171,426,746.98","167,410,069.97",,"165,508,827.43","164,514,021.57","165,169,819.59","236,661,010.30","240,834,443.89","273,208,901.03","268,778,643.44","267,913,134.44","265,985,208.99","409,852,964.14","377,782,886.27","374,960,897.67","375,096,514.23","394,580,673.00","384,021,317.95","379,927,223.26"
盈余公积,"32,219,426.96","44,804,374.41","56,084,849.00",,"56,084,849.00","56,084,849.00","65,574,940.46","65,574,940.46","65,574,940.46","65,574,940.46","77,379,161.51","77,379,161.51","77,379,161.51","77,379,161.51","89,259,893.99","89,259,893.99","89,259,893.99","89,259,893.99","104,244,633.02","104,244,633.02"
开发支出,,,,,,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,,,,,,,,
商誉,"42,238,369.19","42,238,369.19","42,238,369.19",,"42,238,369.19","42,238,369.19","42,238,369.19","42,238,369.19","42,238,369.19","42,238,369.19","42,238,369.19","42,238,369.19","42,238,369.19","254,372,942.82","251,074,218.12","251,074,218.12","251,074,218.12","251,074,218.12","251,074,218.12","251,074,218.12"
未分配利润,"171,614,398.02","226,262,118.73","339,024,987.99",,"408,357,102.67","412,508,828.30","439,470,019.87","489,563,460.16","464,950,835.72","465,087,521.40","497,354,251.60","555,898,258.05","522,653,347.28","527,435,030.40","582,939,140.61","665,603,811.11","612,659,709.90","626,650,761.55","695,193,310.01","781,434,226.89"
长期待摊费用,"5,943,064.38","3,703,452.40","2,016,652.49",,"2,240,492.49","1,579,912.49","614,449.23","535,528.23","456,607.23","377,686.23","298,765.23","219,844.23","140,923.23","62,002.23","4,341.00",,,,,
少数股东权益,"19,043,444.95","18,931,702.10","21,617,520.53",,"22,231,724.14","22,274,357.16","23,681,187.57","24,026,470.89","24,425,985.08","23,893,872.04","23,253,814.23","23,538,002.18","21,754,182.18","22,424,619.71","23,415,351.01","23,858,265.42","22,228,608.63","22,484,472.40","23,308,658.49","23,975,226.07"
递延所得税资产,"6,591,008.51","5,816,139.39","4,829,706.70",,"2,361,673.89","5,228,599.48","14,411,387.99","14,679,647.43","14,313,227.55","14,439,613.27","14,595,065.01","14,536,949.00","22,380,490.25","27,453,697.42","16,311,091.82","16,525,675.69","17,006,767.18","28,921,164.33","23,872,576.24","23,524,543.61"
外币报表折算价差,,,,,,,,,,,,,,,,,,,,
其他非流动资产,"23,841,428.00","39,339,863.38","6,120,098.33",,"5,962,698.33","13,684,003.00","9,841,494.70","35,980,450.00","33,952,165.50",,"1,848,920.25","5,096,650.00","3,931,650.00","6,223,050.00","16,898,029.80","5,138,662.70","417,910.90","37,859,658.90","6,552,024.80","5,300.00"
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,,,
非流动资产合计,"698,279,005.13","862,143,222.72","1,039,459,514.90",,"1,055,743,473.83","1,035,363,048.15","1,083,830,978.69","1,195,699,790.51","1,207,527,234.55","1,210,325,218.15","1,215,548,731.78","1,266,581,208.44","1,268,391,422.08","1,711,213,875.99","1,695,380,780.15","1,835,848,881.61","1,856,401,598.25","1,960,905,579.18","2,022,943,249.51","2,085,667,430.65"
所有者权益(或股东权益)合计,"779,578,460.14","846,699,385.45","970,146,694.22","1,020,388,397.79","1,040,093,012.51","1,419,777,238.16","1,457,635,351.60","1,508,074,075.21","1,483,860,964.96","1,482,935,429.60","1,526,306,617.29","1,585,134,811.69","1,550,106,080.92","2,856,248,601.57","2,924,624,175.56","3,007,731,760.47","2,953,158,002.47","2,967,404,917.89","3,051,756,391.47","3,138,663,875.93"
资产总计,"1,713,771,965.58","1,856,031,823.91","2,068,822,530.74","1,975,401,716.67","2,014,413,163.71","2,129,839,104.76","2,181,153,408.62","2,169,906,968.07","2,257,821,035.20","2,346,021,348.10","2,429,820,280.02","2,447,897,742.73","2,436,817,526.85","3,679,603,264.44","3,699,839,351.81","3,633,432,182.85","3,644,501,785.99","3,817,586,162.72","3,995,499,968.87","3,994,123,457.30"
负债和所有者(或股东权益)合计,"1,713,771,965.58","1,856,031,823.91","2,068,822,530.74","1,975,401,716.67","2,014,413,163.71","2,129,839,104.76","2,181,153,408.62","2,169,906,968.07","2,257,821,035.20","2,346,021,348.10","2,429,820,280.02","2,447,897,742.73","2,436,817,526.85","3,679,603,264.44","3,699,839,351.81","3,633,432,182.85","3,644,501,785.99","3,817,586,162.72","3,995,499,968.87","3,994,123,457.30"
