科目,2008年度,2009年度,2010年度,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
销售商品、提供劳务收到的现金,"280,997,947.75","278,064,405.88","342,138,477.65","260,275,781.06","357,406,748.04","455,850,878.38","95,270,397.31","202,664,659.19","307,637,135.45","399,066,997.13","71,566,887.58","161,910,306.39","244,828,879.74","348,702,344.65","111,531,958.66","218,279,405.68","311,436,880.84","398,982,378.38","87,393,495.56","153,913,745.08","217,953,097.55","291,118,832.15","65,478,850.37","144,228,005.49","225,091,897.70","315,304,429.73","70,065,254.31","154,174,779.27","299,334,780.78","441,409,531.98","105,242,293.30"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,,,,,"7,026,782.08",,,,,,,,,,,"17,318,769.07","17,318,769.07",
收到的税费返还,,,,,,,,,,,,,,,,"26,806.00",,,"93,038.91","265,992.07","784,704.43",,"268,517.13","268,517.13","303,476.37","303,476.37",,,,,
支付其他与投资活动有关的现金,,,,,,,,,,,,,,,,,,,,,,"372,118.06",,,,"24,835,479.48",,,,"10,148,754.68",
收到其他与经营活动有关的现金,"18,515,978.57","13,297,659.85","16,662,358.52","9,049,379.55","10,667,394.85","15,335,724.04","2,744,560.02","4,020,730.04","9,726,160.59","12,410,683.43","9,527,256.46","12,939,913.26","14,834,392.89","24,326,141.68","1,450,101.70","5,180,886.75","8,512,900.30","15,658,306.76","1,929,931.33","2,181,789.34","1,879,798.77","3,882,007.52","3,997,342.73","2,213,213.71","4,153,971.76","1,250,523.72","2,201,685.00","4,008,701.49","6,871,374.82","2,790,117.71","-12,991,331.05"
投资活动现金流出小计,"46,629,615.34","39,285,492.70","61,146,368.70","41,074,780.19","43,070,432.06","69,968,976.80","30,422,757.26","61,609,516.87","70,893,467.70","77,175,134.39","2,304,788.22","36,297,898.16","42,649,975.73","41,107,309.68","13,443,907.71","19,597,284.09","23,948,332.25","183,684,549.94","32,271,471.49","68,777,121.59","63,722,518.58","116,090,502.28","124,979,827.47","115,698,371.23","142,957,171.11","277,271,730.09","33,015,817.16","62,157,457.30","86,659,027.55","158,537,385.38","3,619,591.36"
经营活动现金流入小计,"299,513,926.32","291,362,065.73","358,800,836.17","269,325,160.61","368,074,142.89","471,186,602.42","98,014,957.33","206,685,389.23","317,363,296.04","411,477,680.56","81,094,144.04","174,850,219.65","259,663,272.63","373,028,486.33","112,982,060.36","223,487,098.43","319,949,781.14","414,640,685.14","89,416,465.80","156,361,526.49","220,617,600.75","295,000,839.67","69,744,710.23","146,709,736.33","229,549,345.83","316,858,429.82","72,266,939.31","158,183,480.76","306,206,155.60","444,199,649.69","92,250,962.25"
投资活动产生的现金流量净额,"-46,596,080.34","-39,279,452.70","-48,398,893.54","-41,011,150.19","-43,006,802.06","-69,432,795.80","-29,972,757.26","-61,159,516.87","-70,443,467.70","-76,725,134.39","1,495,211.78","-32,447,898.16","-38,799,975.73","-37,258,271.22","-13,443,907.71","-17,697,284.09","-22,048,332.25","-167,782,358.16","-29,282,909.85","-60,652,063.38","-52,547,597.36","-98,310,813.91","25,327,108.56","26,624,195.37","1,554,903.69","31,738,162.91","26,211,494.43","72,217,163.03","46,553,954.85","56,608,041.64","65,143,096.45"
购买商品、接受劳务支付的现金,"203,834,062.32","189,656,942.84","259,537,338.48","208,929,908.58","296,561,927.83","355,303,751.52","50,854,089.92","116,656,836.48","211,127,029.26","310,694,770.44","55,059,613.84","129,592,833.85","194,309,147.95","274,524,224.52","70,309,633.08","157,394,373.94","216,951,882.41","269,982,288.20","54,152,311.06","73,202,087.31","102,153,023.15","141,219,676.22","18,990,954.36","61,114,508.07","118,092,005.54","183,830,389.33","53,501,972.88","126,337,942.52","238,957,167.95","367,466,886.69","94,330,342.03"
吸收投资收到的现金,,,"112,000,000.00",,,"317,566,000.00",,,,,,,,,"2,000,000.00","2,000,000.00","2,500,000.00","2,500,000.00","44,000.00","44,000.00","44,000.00",,,,,,,,,,
