科目,2007年度,2008年度,2009年度,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
销售商品、提供劳务收到的现金,"977,217,446.75","1,070,472,839.21","1,346,218,678.75","698,273,739.59","1,003,731,804.02","1,556,132,183.72","286,414,568.85","685,194,852.49","1,013,300,890.14","1,684,817,904.80","434,514,614.61","770,888,321.96","1,200,962,581.43","1,834,307,074.53","596,544,823.47","954,935,312.83","1,455,110,134.70","2,190,098,327.37","609,115,584.50","1,081,644,514.24","1,875,546,489.31","2,780,593,751.79","704,393,671.06","1,288,185,893.95","1,811,538,493.49","2,551,401,249.65","795,820,673.80","1,507,027,624.36","2,293,021,687.18","3,173,796,846.98","1,182,283,415.06","1,679,154,027.52","2,309,207,779.59"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
收到的税费返还,"4,074,685.78","7,960,357.46","6,184,660.69",,"8,522,197.48","8,522,197.48",,,,"2,196,493.46",,,,,,,,,,,,,,,,,,,,,,,
支付其他与投资活动有关的现金,"40,000,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
收到其他与经营活动有关的现金,"10,656,585.15","20,219,529.60","4,527,656.18","3,057,313.74","3,248,066.83","11,559,630.58","1,684,886.52","6,373,932.66","8,218,061.76","21,564,834.50","1,777,048.75","3,771,672.50","10,419,844.54","36,485,625.74","3,767,594.65","10,397,590.53","14,319,662.98","17,961,033.22","4,716,043.96","11,532,394.08","13,719,054.79","15,420,995.25","2,659,922.98","8,264,038.79","18,027,590.02","29,627,252.17","5,941,825.02","7,606,190.24","12,016,458.18","8,973,678.19","897,994.55","1,422,970.96","2,820,885.66"
投资活动现金流出小计,"99,192,705.11","57,502,072.96","97,827,557.82","123,366,869.97","138,508,207.07","187,175,413.91","27,309,353.71","140,214,215.86","185,041,089.85","208,921,618.24","41,388,652.99","78,377,145.42","128,551,273.55","133,051,743.09","21,722,519.49","169,798,683.05","180,078,646.97","348,672,254.75","30,319,560.79","64,841,163.71","247,871,576.56","807,730,330.14","409,643,492.84","1,321,945,692.78","2,014,167,923.63","2,938,077,963.42","1,045,282,883.20","2,121,245,153.79","3,311,857,659.21","4,167,776,974.93","622,020,975.33","1,354,811,299.01","1,755,737,460.29"
经营活动现金流入小计,"991,948,717.68","1,098,652,726.27","1,356,930,995.62","701,331,053.33","1,015,502,068.33","1,576,214,011.78","288,099,455.37","691,568,785.15","1,021,518,951.90","1,708,579,232.76","436,291,663.36","774,659,994.46","1,211,382,425.97","1,870,792,700.27","600,312,418.12","965,332,903.36","1,469,429,797.68","2,208,059,360.59","613,831,628.46","1,093,176,908.32","1,889,265,544.10","2,796,014,747.04","707,053,594.04","1,296,449,932.74","1,829,566,083.51","2,581,028,501.82","801,762,498.82","1,514,633,814.60","2,305,038,145.36","3,182,770,525.17","1,183,181,409.61","1,680,576,998.48","2,312,028,665.25"
投资活动产生的现金流量净额,"-69,031,017.78","-15,738,631.85","-87,689,408.50","-123,328,501.20","-138,469,838.30","-187,137,045.14","-27,309,353.71","-140,214,215.86","-184,622,679.72","-208,602,982.90","-41,294,652.99","-77,446,998.94","-127,621,127.07","-132,915,416.17","-21,722,519.49","-169,798,683.05","-179,885,688.19","-348,391,467.59","-30,319,560.79","-64,841,163.71","-146,613,924.51","-706,127,849.74","-57,229,940.79","-363,955,565.39","-364,118,361.86","-557,417,206.10","105,282,759.68","-103,218,421.39","-242,134,794.35","-296,499,236.23","234,182,091.83","579,540,892.33","536,106,566.40"
购买商品、接受劳务支付的现金,"777,063,108.95","879,514,563.42","1,026,046,257.58","446,510,058.83","721,291,376.14","1,155,975,180.84","395,525,735.14","686,069,308.63","1,011,384,878.74","1,655,200,776.25","410,502,263.85","921,924,250.12","1,143,812,813.88","1,817,770,369.65","724,708,594.34","1,008,578,435.84","1,359,656,003.50","1,904,327,284.34","667,399,324.30","840,655,002.07","1,307,902,642.58","1,941,394,105.13","639,493,481.82","1,164,105,571.95","1,522,874,576.59","2,155,289,005.40","593,198,894.91","1,148,879,866.33","1,738,903,565.41","2,445,470,313.34","1,170,001,640.09","1,679,007,275.46","2,311,923,431.61"
吸收投资收到的现金,,"130,000,000.00",,,,"1,439,919,490.25",,,,,,,,,,"33,609,425.00","33,609,425.00","32,554,000.00",,,,,,,,,,,,,,"9,940.00","9,940.00"
支付给职工以及为职工支付的现金,"21,050,345.42","28,553,122.42","37,295,742.64","22,059,533.44","32,311,435.51","42,906,235.38","15,342,639.42","28,846,526.88","41,655,463.00","58,271,944.41","17,518,532.22","28,549,988.19","45,634,456.65","67,639,672.74","21,117,682.63","40,384,069.47","63,268,909.51","81,469,636.63","32,439,148.20","54,449,832.45","85,957,350.54","111,102,810.99","36,973,283.66","59,783,329.51","90,164,674.93","113,835,457.06","36,333,096.67","62,909,118.20","93,581,976.90","122,070,907.53","36,221,698.55","74,344,017.03","109,655,933.63"
取得借款收到的现金,"810,600,000.00","520,000,000.00","482,622,242.74","447,829,000.00","586,144,909.34","617,362,820.54","60,000,000.00","137,147,346.24","314,013,697.40","419,189,958.17","147,667,054.90","394,881,948.47","664,401,353.18","822,001,761.85","125,761,774.82","213,706,059.55","338,706,059.55","337,521,121.42","682,195,925.18","847,240,955.40","1,032,285,487.15","1,052,152,477.58","234,834,392.44","415,019,681.65","775,746,163.88","775,746,163.88","225,053,312.91","275,067,687.76","495,067,687.76","514,572,021.98","160,000,000.00","190,000,000.00","468,032,462.60"
支付的各项税费,"53,139,274.62","74,299,741.64","58,429,005.10","30,451,049.29","51,263,887.99","77,463,480.93","10,040,672.57","20,499,670.30","30,786,551.46","31,699,820.49","10,525,138.29","26,818,731.49","38,559,373.10","41,809,570.28","10,584,815.91","26,507,746.70","43,430,806.44","80,690,720.74","9,282,457.30","78,550,711.40","161,489,231.40","207,022,351.49","30,740,861.61","61,926,764.74","90,515,733.39","106,065,295.07","16,033,966.98","54,943,961.58","97,644,010.26","123,725,724.98","18,782,291.56","40,919,998.86","68,367,651.75"
收到其他与筹资活动有关的现金,,,"5,897,586.74",,,,,,,,,"65,741,666.67","65,741,666.67","65,741,666.67",,,,,,,,,,,,,,,,,,,
