科目,2009年度,2010年度,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
销售商品、提供劳务收到的现金,"228,259,039.11","321,509,716.22","310,879,912.27","65,708,153.00","155,975,861.84","225,630,402.76","283,756,414.50","105,913,452.81","241,280,572.97","396,028,637.79","490,183,032.14","158,753,664.12","372,569,632.86","574,299,826.56","669,740,718.47","215,475,248.31","405,987,477.86","660,248,727.54","950,613,140.37","209,419,234.00","456,457,684.80","688,435,938.62","1,036,575,168.90","259,466,291.26","673,558,537.03","886,539,776.13","1,061,097,957.03","228,486,048.35","475,197,850.15","742,534,998.95","1,124,511,271.76","233,199,512.74"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,,,,,,,,,,"30,398,335.00",,,,,,,,,
收到的税费返还,"791,993.07","887,761.45","723,843.66",,,,"608,055.72",,,,"4,209,432.24",,,,"6,734,687.32",,,,"589,680.62","93,105.79","336,206.41","565,457.29","9,945,041.99","2,317,248.86","4,471,581.81","9,817,671.11","27,200,086.94","8,701,459.76","13,477,069.64","21,534,418.40","41,939,942.24","216,562.66"
支付其他与投资活动有关的现金,,,,"443,500.00","56,500.00","56,500.00","587,736,311.92",,"526,586,529.77","101,416.86","1,010,425,519.31","23,627,610.66",,,"60,033,755.21",,,,"20,018,203.06",,,,"176,359,252.84",,"1,103,913.96","1,103,913.96","1,103,913.96","505,900,000.00","685,610,770.96","1,162,167,163.25","1,341,268,514.70","453,242,713.24"
收到其他与经营活动有关的现金,"373,178.01","1,255,886.55","3,647,495.63","371,248.72","792,969.84","12,280,687.91","17,422,662.41","11,727,029.86","13,185,518.19","18,954,320.30","15,614,910.57","11,827,763.67","9,583,120.87","52,098,118.25","34,545,782.13","3,828,503.09","31,518,311.01","64,149,340.11","38,502,924.40","20,335,995.98","34,051,774.33","38,340,055.26","37,167,576.15","8,418,870.75","11,576,575.95","12,567,737.14","52,800,812.88","7,383,725.88","31,280,040.02","53,566,902.69","98,273,350.38","17,536,451.97"
投资活动现金流出小计,"2,202,015.03","3,538,609.01","41,341,449.37","2,038,305.65","28,643,105.27","33,292,689.36","625,289,804.01","26,454,510.90","569,393,554.08","1,248,269,018.64","1,539,025,557.13","30,175,170.57","324,596,795.62","354,182,341.94","433,877,722.00","23,887,468.08","467,261,350.39","665,657,053.52","677,535,743.46","192,519,853.18","420,029,452.89","435,493,328.09","530,159,336.94","8,316,153.43","110,099,632.53","134,797,175.57","161,622,540.67","609,634,088.57","800,021,812.66","1,313,685,320.55","1,536,480,168.13","458,144,865.15"
经营活动现金流入小计,"229,424,210.19","323,653,364.22","315,251,251.56","66,079,401.72","156,768,831.68","237,911,090.67","301,787,132.63","117,640,482.67","254,466,091.16","414,982,958.09","510,007,374.95","170,581,427.79","382,152,753.73","626,397,944.81","711,021,187.92","219,303,751.40","437,505,788.87","724,398,067.65","989,705,745.39","229,848,335.77","490,845,665.54","727,341,451.17","1,083,687,787.04","270,202,410.87","689,606,694.79","908,925,184.38","1,141,098,856.85","244,571,233.99","519,954,959.81","817,636,320.04","1,264,724,564.38","250,952,527.37"
投资活动产生的现金流量净额,"1,097,984.97","-3,538,609.01","-41,323,623.76","-1,012,043.78","-28,493,990.32","-32,266,427.49","-625,269,804.01","561,281,801.02","18,395,850.54","66,114,841.86","-6,895,254.82","265,228,873.25","-6,746,794.55","46,229,640.51","145,838,202.09","-17,452,468.08","-100,186,416.79","-119,776,931.58","-140,627,196.66","191,511,329.36","120,005,756.94","114,967,161.27","104,441,299.84","-8,316,153.43","-25,181,550.60","-26,581,234.45","-2,844,131.44","-575,930,800.91","-480,457,244.76","-515,623,631.50","-455,486,573.54","-255,533.03"
购买商品、接受劳务支付的现金,"173,951,063.79","169,672,525.92","157,136,267.50","62,850,667.17","118,318,428.21","176,987,154.64","203,602,342.54","73,195,684.90","177,993,291.41","295,768,807.16","318,218,021.02","124,078,150.88","250,360,725.12","438,229,477.81","409,150,272.33","84,808,803.06","212,327,222.22","364,172,628.03","532,464,818.16","139,200,578.30","277,979,879.28","405,510,389.74","558,746,668.45","141,733,384.61","394,568,172.05","445,555,549.47","434,596,968.26","115,380,118.26","235,165,402.86","344,091,721.95","551,662,715.85","111,445,328.74"
吸收投资收到的现金,,"21,000,000.00",,"653,873,837.20","705,133,800.00","705,133,800.00","649,495,837.20",,,,,,,"4,000,000.00","4,000,000.00",,,,"2,000,000.00",,,,,"400,000.00","1,400,000.00","3,400,000.00","3,400,000.00",,,,"1,500,000.00",
