科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
货币资金,"69,610,817.01","69,610,817.01","55,278,349.10","206,058,402.19","110,131,889.57","70,162,049.36","59,619,609.36","70,811,855.60","81,414,002.18","90,159,360.63","79,998,887.41","103,972,867.18","77,588,332.23","71,489,073.55","86,712,290.32","96,369,103.39","50,867,971.71","58,840,143.42","58,037,705.15","86,412,357.22","56,916,791.58","71,624,094.83","61,694,329.69","47,274,222.77","68,577,930.10","53,573,677.52","280,027,387.39","237,761,419.88","207,663,774.30","143,935,415.93","169,835,373.75","221,167,260.17","126,214,948.89","127,170,604.48","114,935,948.24","246,451,115.48","204,781,351.54","147,216,822.21","95,185,009.52","134,950,763.99","118,091,489.88","101,715,533.94","99,109,370.45","165,458,281.95","93,919,082.91","65,394,023.10"
短期借款,"136,409,232.76","136,409,232.76","105,400,000.00","123,973,104.20","132,500,000.00","156,640,000.00","152,840,000.00","137,246,401.53","116,504,292.15","98,800,000.00","113,113,781.05","111,602,701.76","105,187,363.04","123,578,260.52","132,008,938.57","145,123,207.58","157,773,698.62","187,661,900.61","208,921,752.25","221,825,231.10","204,857,451.16","232,449,541.27","240,622,780.73","230,227,353.54","251,615,720.17","228,300,090.32","164,804,886.62","110,551,008.00","118,504,470.00","153,854,660.85","148,557,235.47","149,923,959.32","117,432,945.79","112,941,080.86","106,265,852.38","113,760,748.08","131,731,153.04","101,672,080.00","105,309,637.35","108,991,960.00","117,931,804.00","136,000,000.00","155,000,000.00","189,000,000.00","235,000,000.00","253,541,600.00"
交易性金融资产,,,,,,,,,,,,,,,,"166,085.10","166,085.10","166,085.10","166,085.10","121,929.93","121,929.93",,,,,,,,,,,,,,,,,,,"11,306,882.02","11,306,882.02","11,306,882.02","11,306,882.02","69,166,674.72","69,166,674.72","69,166,674.72"
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"10,390,082.50","10,390,082.50","3,760,100.00","13,830,008.00","8,315,550.00","16,014,373.33","3,060,000.00","4,456,789.30","2,835,500.00","5,161,196.25","2,843,000.00","13,040,993.00","9,541,152.00","18,689,374.00","7,419,334.00","11,267,821.04","43,007,287.00","17,603,421.00","8,991,410.00","12,438,000.00","5,065,419.22","5,160,000.00","2,730,000.00","10,694,000.00","3,073,800.00","10,843,228.67","3,354,894.00","5,754,589.86","4,618,232.70","3,339,930.00","8,440,351.60","12,415,454.18","8,371,629.03","11,465,850.63","10,269,497.24","73,532,561.37","77,297,150.26","146,899,590.61","173,320,725.62","141,661,159.57","151,409,297.19","185,517,190.29","178,404,801.33","178,436,066.77","260,063,869.00","184,853,450.55"
应付票据,"74,170,643.07","74,170,643.07","80,521,206.59","89,500,424.92","29,951,536.12","5,901,674.72","30,160,000.00","42,160,000.00","67,300,000.00","74,800,000.00","54,800,000.00","48,400,000.00","43,400,000.00","38,147,042.82","37,647,042.82","35,000,000.00","20,000,000.00","35,000,000.00","49,000,000.00","26,000,000.00","28,000,000.00","34,000,000.00","26,000,000.00","26,500,000.00","28,800,000.00","55,500,000.00","39,000,000.00","39,600,000.00","22,900,000.00","32,900,000.00","64,240,000.00","59,094,000.00","53,634,000.00","66,070,031.59","62,873,461.51","67,418,896.57","98,868,160.81","90,555,573.96","67,782,846.46","71,473,398.70","89,409,739.99","85,984,451.95","121,372,429.62","151,630,739.50","198,056,679.66","149,817,548.42"
应收账款,"95,728,840.80","95,728,840.80","94,024,197.61","85,894,298.18","117,096,049.10","88,582,760.62","105,014,145.21","95,872,590.05","118,660,104.13","105,625,973.22","126,801,426.80","114,226,813.72","170,357,981.43","169,794,946.07","177,563,505.64","151,485,997.03","159,492,511.86","164,883,420.45","169,124,809.96","133,076,942.90","156,711,209.83","153,222,036.29","158,623,523.74","131,538,018.85","148,549,577.86","142,548,167.38","161,124,116.38","112,730,537.38","114,312,009.45","130,195,188.79","174,451,791.66","185,889,583.46","189,714,121.87","170,149,943.54","163,368,370.40","299,216,221.10","304,342,422.35","267,564,519.94","288,867,266.32","377,471,384.89","358,587,403.66","391,782,029.52","435,729,910.34","599,905,621.98","559,214,103.46","525,593,404.11"
应付账款,"64,289,335.77","64,289,335.77","79,257,721.39","88,664,668.80","76,167,924.46","55,382,660.79","54,291,613.89","33,994,695.80","31,000,885.24","41,545,526.71","57,101,473.48","73,188,921.24","90,469,766.65","110,127,681.71","113,252,158.90","110,637,146.08","125,503,923.26","140,601,020.75","150,005,878.60","131,438,523.71","101,630,841.55","94,890,331.78","108,527,081.11","73,917,773.02","71,068,610.52","92,373,217.87","116,377,923.33","96,640,020.59","104,540,795.33","94,321,767.57","154,611,435.67","191,873,422.14","177,735,935.53","157,300,633.00","151,197,537.45","213,427,933.34","195,385,775.81","199,940,580.58","223,389,741.32","244,612,278.36","212,426,547.65","270,581,839.62","288,253,449.12","368,252,199.55","256,368,766.51","301,132,856.72"
预付款项,"30,306,630.20","30,306,630.20","26,416,920.71","22,433,955.06","28,246,981.56","25,999,678.85","31,820,941.73","23,851,219.18","21,146,763.07","17,570,320.59","15,481,628.82","13,249,891.57","15,013,018.18","20,705,182.73","22,044,051.17","23,961,788.64","35,554,439.14","71,663,109.19","63,145,161.70","35,134,763.97","30,959,951.97","34,939,673.23","39,654,606.39","26,559,120.39","36,254,125.53","33,063,238.36","33,960,667.43","18,802,922.63","34,950,525.92","35,806,524.40","35,743,302.77","14,211,022.77","38,873,217.74","25,470,184.86","35,979,624.24","17,849,099.29","22,951,809.50","46,732,332.81","48,972,286.74","14,425,610.92","48,367,306.40","53,827,663.54","53,567,309.41","21,458,480.78","22,112,523.48","32,640,325.02"
预收款项,"2,530,943.92","2,530,943.92","7,313,571.85","4,743,977.07","25,776,633.53","5,318,825.13","2,824,146.96","4,808,559.34","7,009,024.43","4,062,854.88","3,933,314.57","4,141,546.90","4,337,847.51","4,523,399.88","6,489,915.59","7,692,260.33","6,628,755.66","5,435,121.94","7,335,657.02","6,094,213.89","4,265,800.28","5,331,413.51","5,526,589.31","6,608,868.63","7,806,673.73","7,135,071.30","5,200,015.94","5,597,128.15","6,856,722.63","7,539,673.05","8,898,255.48","6,867,641.02","6,369,644.78","6,776,280.26","4,465,391.65","5,099,369.17","4,786,970.20","3,865,776.12","5,069,395.07","3,287,455.45","3,926,434.91","4,001,352.86","3,667,662.88","4,900,786.70","5,163,250.07","2,493,392.61"
