科目,2013-12-31,2014-12-31,2015-12-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
货币资金,"276,671,500.09","523,076,406.97","496,469,800.39","230,170,132.83",,"896,154,151.90","971,201,682.29","910,677,399.28","1,057,235,331.70","1,188,471,406.82","1,054,366,577.33","1,025,839,991.02","913,478,597.90","1,219,423,614.04","967,726,882.69"
短期借款,"186,980,000.00","234,582,000.00","488,080,000.00","626,419,999.39",,"1,069,165,069.85","1,087,745,069.85","1,029,908,251.61","1,188,497,527.61","949,000,000.00","1,214,000,000.00","1,164,890,000.00","1,187,122,720.00","1,209,875,233.15","1,100,162,733.15"
交易性金融资产,,,,,,,,,,,,,,,"7,983,000.00"
交易性金融负债,,,,,,,,,,,,,,,
应收票据,"6,000,000.00","10,353,000.00","30,206,119.96","12,139,958.00",,"9,487,010.00","17,164,252.03","10,935,400.00","24,406,869.01","44,728,838.74","59,981,152.68","30,365,194.50","37,317,989.43","39,406,458.61","46,484,796.77"
应付票据,"87,379,315.75","189,604,609.22","260,983,581.06","182,786,043.45",,"282,893,421.41","315,920,734.63","256,251,011.69","358,142,707.84","533,336,222.84","534,205,033.34","412,025,557.22",,"512,449,653.14",
应收账款,"168,811,994.58","429,338,757.31","754,320,779.20","1,206,685,398.39",,"1,272,062,668.17","1,294,113,819.67","1,295,052,979.45","1,147,357,716.31","1,817,570,820.93","1,718,512,820.58","1,610,696,382.18","1,760,349,868.05","2,051,942,632.26","2,039,550,728.38"
应付账款,"377,758,233.14","611,185,549.49","796,026,789.13","1,129,486,469.79",,"1,443,630,806.23","1,523,749,002.30","1,553,028,375.36","1,498,978,279.58","2,081,669,926.96","1,989,508,300.96","2,474,663,908.50",,"3,296,189,362.28",
预付款项,"120,442,478.72","154,623,589.25","138,542,859.20","70,670,936.77",,"58,664,238.12","85,677,899.32","75,320,096.69","99,880,543.68","40,942,602.75","101,761,430.02","126,383,944.11","100,465,552.53","98,788,566.83","261,947,197.69"
预收款项,"134,140,652.67","239,001,060.90","131,020,076.87","54,756,332.08",,"57,973,559.33","96,124,323.76","113,826,447.20","168,857,879.22","64,553,670.91","173,405,909.29","257,384,204.61","190,133,865.54","231,192,066.75","250,831,527.25"
其他应收款,"38,249,235.81","56,153,931.96","48,270,086.24","108,803,734.45",,"283,402,311.56","154,392,514.14","188,931,684.10","258,497,526.74","191,439,067.47","198,674,390.43","262,574,660.55","281,188,025.36","182,015,933.23","221,302,659.33"
应付职工薪酬,"9,995,767.23","16,957,788.76","21,971,302.36","26,413,317.26",,"28,484,240.16","28,767,606.77","28,060,006.03","27,063,483.55","35,575,897.13","33,774,209.74","34,559,636.60","33,860,886.75","65,471,113.18","48,220,255.60"
应收关联公司款,,,,,,,,,,,,,,,
应交税费,"18,575,296.69","18,171,774.50","47,620,519.30","99,486,690.65",,"108,761,433.89","93,381,947.11","59,080,270.22","31,623,449.43","139,919,493.64","118,804,124.78","113,739,353.26","175,022,949.80","231,186,722.63","182,830,846.97"
应收利息,,,,,,,,,,,,,,,
应付利息,"292,354.14","669,036.71","6,520,459.61","2,488,189.33",,"15,829,120.96","20,747,598.15","25,782,388.11","21,972,114.39","15,037,668.80","26,882,675.73","37,030,714.21","37,834,494.40","14,047,674.18","29,803,945.09"
应收股利,,,,,,,,,,,,,,,
应付股利,,,,,,,,"1,249,107.03","1,249,107.03","1,249,107.03","1,249,107.03","41,250,107.03","4,334,173.43","4,334,173.43","4,333,799.65"
存货,"428,050,463.38","572,721,670.62","630,886,325.05","756,183,696.62",,"841,551,443.07","1,206,963,534.60","1,136,044,876.88","1,283,955,655.35","713,202,733.93","977,156,587.19","1,274,124,063.51","1,007,953,199.76","531,226,577.26","803,508,889.13"
其他应付款,"38,699,977.74","57,861,904.72","25,380,427.22","33,488,684.64",,"98,200,450.29","123,095,404.67","138,171,274.41","163,368,763.83","137,494,448.40","112,365,435.58","98,954,859.36","141,970,448.93","422,284,016.12","448,295,148.56"
其中:消耗性生物资产,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,
一年内到期的非流动负债,,"4,500,000.00","92,792,800.46","205,484,441.53",,"182,115,039.91","182,411,759.27","96,661,759.30","155,336,862.05","185,753,341.20","182,244,684.23","276,874,176.06","352,099,179.77","973,567,072.27","1,032,797,532.16"
其他流动资产,,,"16,829,392.64","58,100,777.64",,"78,558,141.67","59,284,996.58","68,112,210.80","89,423,258.96","160,331,060.42","108,316,433.83","114,513,738.22","126,478,008.29","318,564,725.15","164,559,456.53"
其他流动负债,,,,,,,,,,,,,,,
流动资产合计,"1,038,225,672.58","1,746,267,356.11","2,115,525,362.68","2,442,754,634.70","3,130,595,704.03","3,439,879,964.49","3,788,798,698.63","3,685,074,647.20","3,960,756,901.75","4,156,686,531.06","4,218,769,392.06","4,444,497,974.09","4,227,231,241.32","4,441,368,507.38","4,513,063,610.52"
