科目,2007-12-31,2008-12-31,2009-12-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
货币资金,"15,075,635.68","11,473,705.38","28,772,838.65","27,005,551.19","28,804,428.18","28,371,157.28","479,665,705.11","463,215,025.40","454,390,418.03","439,237,451.11","439,613,088.66","433,321,703.09","430,793,549.91","349,978,245.75","394,102,325.96","295,199,926.21","272,575,942.29","311,024,055.02","311,217,646.13","273,893,064.97","281,488,881.02","299,291,118.94","331,780,136.53","232,441,801.24","209,961,773.29","336,827,275.46","283,722,722.87","202,839,012.12","187,638,297.06","174,956,990.58","190,451,985.26","132,480,756.21","139,946,480.37","218,390,604.62","162,897,375.49"
短期借款,,,"17,000,000.00","11,000,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"800,000.00","260,000.00","8,194,598.64","2,991,730.00","870,000.00","5,288,574.50","139,000.00","4,160,992.50","1,770,244.53","5,335,258.03","6,232,957.60","9,468,400.00","8,721,339.52","7,561,722.61","3,429,998.00","5,874,918.61","2,145,252.00","4,912,152.29","2,761,823.50","4,626,782.00","2,205,789.25","7,939,300.72","6,611,833.40","8,910,477.06","1,956,160.00","2,347,450.00","6,307,492.00","2,615,744.50","933,015.90","2,280,000.00","7,358,938.59","11,852,979.09","19,259,787.56","18,926,385.88","23,588,598.85"
应付票据,,"6,947,707.20","1,308,600.00","2,021,480.00","846,000.00","2,040,000.00","2,040,000.00",,,,,,,,,"3,340,000.00","8,816,100.00","12,605,400.00","13,905,802.00","15,326,502.00","22,053,000.00","42,418,480.00","57,582,280.00","27,846,800.00","2,874,367.40","9,028,419.40","13,502,562.00","14,333,810.00","17,908,537.01","14,280,622.61","8,722,450.66","22,713,130.48","50,778,707.47","78,118,446.96","91,593,489.34"
应收账款,"14,587,505.32","29,146,210.68","33,227,680.03","33,203,131.08","34,803,587.37","36,297,313.98","38,965,406.13","37,265,318.72","40,433,679.69","39,078,952.04","47,575,593.04","44,465,688.30","53,333,082.47","49,913,284.65","48,158,500.92","81,907,458.88","87,569,716.43","88,707,103.07","84,593,063.68","80,672,024.03","83,376,996.62","89,621,014.16","87,352,359.99","98,298,681.57","106,012,386.96","123,534,319.34","107,464,266.41","110,709,015.98","113,966,790.24","124,798,786.08","122,534,463.06","126,930,039.03","139,740,941.94","127,634,598.34","108,053,493.21"
应付账款,"6,555,881.01","7,801,429.98","9,273,701.06","8,891,521.48","11,016,617.13","9,428,342.17","14,024,923.18","16,070,147.02","16,460,004.38","18,098,289.34","11,915,310.31","19,419,659.38","18,416,822.42","19,885,117.28","18,373,812.12","23,628,956.80","18,104,982.02","23,117,564.26","19,825,341.07","35,415,335.41","31,460,236.48","28,712,492.93","23,801,354.45","30,089,907.55","33,708,551.60","38,741,292.01","38,001,294.90","37,988,308.09","30,839,484.14","29,127,386.96","30,567,847.57","39,229,817.43","47,188,824.30","42,784,789.71","50,573,697.62"
预付款项,"183,547.79","8,064,885.00","2,556,191.49","2,347,016.58","8,630,302.78","9,272,115.66","9,987,888.51","9,845,652.69","13,170,411.23","5,209,180.97","3,195,908.90","2,902,513.60","4,950,716.89","1,880,912.39","4,598,768.32","2,720,081.33","4,952,270.27","696,490.68","925,482.44","5,074,119.65","1,930,527.60","551,706.50","15,389,702.50","8,272,906.84","8,013,574.77","1,033,740.84","8,723,094.27","3,070,300.78","3,620,978.22","659,732.71","8,141,820.20","7,870,966.67","3,647,842.40","714,887.06","17,779,010.14"
预收款项,"14,707.70","121,915.79","70,818.35","266,341.59","245,275.87","414,896.96","416,362.43","909,440.38","590,332.82","364,533.35","4,923,731.94","1,466,314.89","1,583,315.16","591,046.67","134,127.60","916,508.29","782,688.28","1,674,451.97","1,197,408.77","3,979,753.61","3,578,458.96","4,560,629.85","3,220,598.49","1,226,252.49","1,372,351.22","3,630,466.75","301,526.63","2,186,252.01","5,302,773.60","3,630,234.41","7,089,438.94","3,460,311.65","10,701,856.50","3,340,451.77","11,886,939.64"
