科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31
货币资金,"34,375,167.18","80,448,884.91","478,665,509.67","215,753,872.99","1,075,190,403.85","975,002,676.19","723,557,614.15","510,715,412.90","591,521,521.56","904,042,767.88","901,507,951.93","701,756,531.19","1,099,792,075.47","957,365,903.32","692,727,185.70","722,779,341.53","772,206,141.02","982,159,533.53","638,744,179.48","882,685,070.20","1,127,208,203.43","948,731,547.27","1,008,635,036.52","1,298,038,328.31","2,214,563,828.22","1,133,301,283.34","762,085,023.68","1,921,884,852.62","1,556,117,571.67","1,959,305,552.37","2,025,162,816.93","2,048,028,495.04","1,917,046,219.80","2,165,292,684.10","1,747,270,263.63","1,217,960,546.72","1,005,129,110.56","78,288,189.66","69,136,395.14","857,495.56","38,678,603.36","175,636,575.34","86,302,836.03","54,818,666.01"
短期借款,"375,000,000.00","225,000,000.00","557,000,000.00","638,000,000.00","736,000,000.00","696,000,000.00","830,000,000.00","960,000,000.00","1,028,000,000.00","1,091,000,000.00","851,000,000.00","830,000,000.00","1,110,500,000.00","1,237,500,000.00","1,315,000,000.00","1,655,000,000.00","1,820,000,000.00","1,585,000,000.00","1,745,000,000.00","1,886,000,000.00","2,326,000,000.00","3,136,165,885.69","3,336,380,000.00","3,529,118,000.00","3,791,318,000.00","3,921,938,000.00","3,306,621,063.89","3,135,126,000.00","2,364,460,000.00","2,492,000,000.00","2,658,000,000.00","2,830,700,000.00","3,219,000,000.00","3,337,000,000.00","3,404,661,715.39","3,698,780,240.66","3,654,812,174.74","4,772,325,192.45","5,096,620,724.74",,,,,
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"48,966,348.84","9,217,742.70","115,018,919.83","181,717,697.03","167,492,224.09","173,120,866.77","155,871,390.61","158,713,691.90","155,076,725.06","226,561,447.79","201,795,035.60","279,568,023.27","326,066,250.83","250,215,312.68","518,221,904.96","684,522,726.21","497,177,577.92","631,406,716.02","815,589,978.72","669,709,223.66","572,126,818.59","370,207,869.47","375,467,741.09","378,622,094.66","281,243,027.34","454,966,310.28","171,614,263.70","198,838,308.87","129,900,867.47","76,497,739.66","12,592,387.87","30,021,734.04","90,782,919.46","94,135,104.25","93,994,442.04","26,499,705.73","15,910,620.88","8,547,083.79","34,343,708.93",,,,,
应付票据,,,"117,757,514.31","137,164,288.50","10,000,000.00","210,000,000.00","309,223,585.53","317,981,840.69","222,702,099.00","219,218,366.87","177,306,132.28","193,609,733.60","149,863,361.17","204,857,458.99","211,442,478.09","419,893,515.67","355,054,023.20","391,621,735.32","560,236,349.98","1,053,343,699.95","1,380,167,430.07","1,122,483,094.93","1,124,725,902.10","1,518,046,468.54","2,021,387,546.55","1,205,246,595.48","572,368,370.70","1,650,245,090.14","2,105,390,927.09","2,988,000,952.61","3,026,911,225.52","2,861,937,866.00","2,610,266,666.00","3,006,199,987.62","2,988,901,605.95","2,204,411,618.33","2,158,769,885.49","207,878,022.04","21,295,822.02",,,,,
应收账款,"71,634,807.18","56,041,912.20","90,134,799.85","52,512,635.63","122,883,120.52","108,048,518.87","233,969,108.14","118,492,952.89","203,602,328.58","137,134,416.08","203,334,544.43","117,527,103.91","271,421,252.09","330,456,934.92","317,849,076.77","199,835,076.25","407,906,697.53","420,676,037.85","440,194,680.83","214,347,528.38","186,768,057.77","343,724,421.93","384,941,021.98","409,739,545.17","803,925,815.82","788,217,630.18","1,343,881,249.19","501,851,311.19","648,064,577.75","668,316,349.70","753,642,843.98","722,457,351.85","760,812,446.85","940,990,759.39","726,956,856.00","606,697,905.81","635,185,835.34","510,419,493.81","340,371,862.38",,"29,540,178.55","68,568,762.94",,
应付账款,"69,428,625.59","69,653,398.52","279,649,938.27","343,173,394.03","503,501,749.03","534,651,967.57","605,358,752.62","421,410,175.29","388,017,381.50","463,930,887.60","458,267,154.91","458,934,845.27","544,917,394.13","848,232,243.70","794,643,950.46","766,676,490.70","911,426,205.64","1,586,634,022.27","1,708,604,847.47","1,101,033,443.25","1,479,218,670.36","1,452,531,762.65","979,001,993.00","1,782,324,673.82","2,138,880,148.69","2,261,920,305.74","2,177,694,837.44","1,603,894,296.55","1,633,230,223.59","1,293,222,315.00","1,710,601,697.40","2,518,565,275.19","2,353,701,566.78","2,521,578,528.92","1,528,856,343.96","1,477,904,035.08","1,634,926,438.63","1,824,406,887.17","1,719,237,731.81",,,"8,072,063.01",,
预付款项,"39,224,239.72","28,502,733.37","216,589,297.95","313,089,773.96","511,481,879.75","473,402,683.70","524,953,516.24","119,771,871.00","119,137,802.22","175,401,420.16","243,319,685.84","468,672,518.12","464,445,716.28","546,279,940.61","638,046,769.45","882,945,674.60","778,105,947.82","1,276,677,477.18","1,384,864,579.27","1,036,963,928.25","1,347,998,010.00","1,146,352,698.15","1,192,916,685.94","1,137,807,804.57","1,297,239,612.82","1,054,054,133.49","859,132,766.00","1,221,349,907.07","1,171,593,127.96","1,307,287,722.21","1,136,761,586.29","588,294,097.68","401,238,375.99","436,315,046.42","382,525,605.65","135,828,525.75","189,688,209.08","157,756,898.69","112,055,182.64",,"44,504,089.18","44,661,310.79","126,200,521.10","45,135,835.76"
预收款项,"10,526,762.49","14,612,923.19","123,212,002.00","117,019,242.75","99,889,204.96","92,498,020.82","148,289,865.88","140,567,961.07","117,394,885.05","116,786,374.10","139,672,781.38","175,892,178.02","107,135,322.20","132,981,470.68","203,699,969.38","278,347,913.43","320,243,352.38","221,747,486.51","319,973,285.57","286,145,881.45","252,917,986.51","119,477,842.72","433,317,317.28","317,188,418.66","368,519,718.38","207,370,523.25","48,521,835.80","424,401,106.44","347,103,918.45","330,269,352.95","181,492,724.89","63,756,907.32","217,124,103.92","165,663,104.76","133,484,052.31","108,964,081.96","144,148,747.72","126,661,356.28","100,588,922.50",,,,"8,699,992.64","6,140,615.16"
