科目,2013-12-31,2014-12-31,2015-12-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
货币资金,"205,779,974.67","254,980,626.17","234,942,741.64","274,729,339.94",,"2,165,267,142.92","1,718,973,864.41","1,451,155,179.69","840,949,211.61","714,761,381.63","742,522,839.54","899,346,972.12"
短期借款,"70,000,000.00",,,"70,000,000.00",,"200,000,000.00",,,,"420,000,000.00","1,050,000,000.00","1,212,000,000.00"
交易性金融资产,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,
应收票据,,,"5,100,000.00","1,000,000.00",,,"5,512,457.20",,,,,
应付票据,,,,,,,,,,,,"109,465,600.57"
应收账款,"79,933,199.86","108,450,447.09","163,939,556.04","241,524,776.98",,"294,282,309.74","292,010,819.52","562,928,439.27","703,904,047.41","946,898,565.15","1,058,944,015.70","1,383,228,281.24"
应付账款,"487,887,516.31","472,472,978.21","583,341,359.64","748,458,103.63",,"894,613,599.33","903,137,904.78","1,583,184,865.66","1,752,412,153.19","1,959,704,284.59","1,949,849,259.08","2,753,511,077.32"
预付款项,"16,294,933.21","26,694,477.88","29,971,926.97","47,885,071.63",,"42,577,293.91","46,404,943.11","70,008,029.46","53,963,659.60","43,938,123.03","75,525,283.96","107,691,020.65"
预收款项,"840,863,136.97","959,654,161.38","932,753,645.83","916,679,471.91",,"843,868,802.60","864,553,124.82","810,685,966.94","785,253,676.88","971,584,720.44","1,004,725,159.93","940,070,721.39"
其他应收款,"35,821,038.19","20,051,617.20","13,289,141.38","17,170,092.64",,"9,526,207.28","12,948,765.59","20,814,035.38","22,054,140.56","26,533,028.33","41,537,234.70","59,464,194.99"
应付职工薪酬,"81,144,488.22","107,391,116.97","142,409,472.64","91,389,084.34",,"203,720,010.75","81,845,802.50","140,230,677.41","156,567,432.62","269,060,011.06","129,373,318.57","142,684,503.15"
应收关联公司款,,,,,,,,,,,,
应交税费,"3,607,872.82","3,836,925.64","1,711,412.57","1,289,064.29",,"3,593,217.48","1,651,619.36","3,831,253.43","2,742,213.70","6,414,501.42","3,508,063.09","3,826,368.17"
应收利息,,,,,,,,,,,,
应付利息,,,,,,,,,,,"2,574,750.20","3,457,283.34"
应收股利,,,,,,,,,,,,
应付股利,,"1,816,362.50",,"56,000,000.00",,,,,,,,
存货,"96,353,455.12","80,145,574.46","113,568,067.91","115,135,817.12",,"121,186,712.97","156,000,913.89","183,324,745.99","174,899,094.62","130,607,273.15","149,116,660.00","164,995,708.59"
其他应付款,"150,831,878.29","99,403,254.98","112,585,414.85","113,726,603.23",,"142,599,791.35","145,115,699.91","161,400,554.00","185,112,188.25","195,306,504.39","215,563,491.91","224,020,711.81"
其中:消耗性生物资产,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,
一年内到期的非流动负债,"45,662,211.54","95,005,329.71","686,994.53","706,748.00",,,,,,,,"4,813,262.83"
其他流动资产,"25,348,306.94","60,478,943.60","117,784,206.50","203,783,790.15",,"227,615,210.02","239,865,683.02","332,892,090.21","428,860,413.38","522,833,902.03","553,767,051.74","637,486,496.33"
其他流动负债,,,,,,,,,,,,
流动资产合计,"459,530,907.99","550,801,686.40","678,595,640.44","901,228,888.46","1,181,704,500.00","2,860,454,876.84","2,471,717,446.74","2,621,122,520.00","2,224,630,567.18","2,385,572,273.32","2,621,413,085.64","3,252,212,673.92"
流动负债合计,"1,679,997,104.15","1,739,580,129.39","1,773,488,300.06","1,998,249,075.40","2,245,706,000.00","2,288,395,421.51","1,996,304,151.37","2,699,333,317.44","2,882,087,664.64","3,822,070,021.90","4,355,594,042.78","5,393,849,528.58"
可供出售金融资产,,,"6,000,000.00","6,000,000.00",,"6,000,000.00","6,000,000.00","6,000,000.00","6,000,000.00","6,000,000.00","6,000,000.00","6,000,000.00"
长期借款,"184,000,000.00",,,,,"200,000,000.00","200,000,000.00","200,000,000.00","200,000,000.00","200,000,000.00","200,000,000.00","200,000,000.00"
持有至到期投资,,,,,,,,,,,,
应付债券,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,"29,636,642.97"
长期应付款,"2,260,324.56","686,994.54",,,,,,,,,,"19,868,969.78"
长期股权投资,"7,166,822.00","9,208,235.33","20,400,664.77","20,128,487.96",,"39,572,599.49","39,572,599.49","40,116,609.45","40,116,609.46","52,533,607.45","52,533,607.46","53,325,747.23"
专项应付款,,,,,,,,,,,,
投资性房地产,,,,,,,,"14,358,335.39","14,249,487.59","14,140,639.79","14,031,803.96","13,922,968.13"
预计负债,,,,,,,,,,,,
固定资产,"1,634,074,384.44","1,808,979,687.03","2,096,426,748.59","2,144,681,510.78",,"2,297,112,983.19","2,355,841,876.26","2,821,486,919.28","3,003,331,325.29","3,425,031,236.60","3,442,327,980.98","3,647,889,640.99"
递延所得税负债,,,,,,,,,,,,
在建工程,"288,737,680.42","257,876,036.42","187,396,605.41","298,582,195.02",,"615,807,766.38","653,148,851.77","610,437,180.93","850,401,446.04","1,247,384,285.27","1,442,684,516.54","1,811,296,058.48"
