科目,2013-12-31,2014-12-31,2015-12-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
其他非流动负债,"62,585,279.17","69,515,416.78","59,481,340.93","51,847,591.73",,"51,154,456.67","46,448,223.10","49,045,796.92","51,926,932.00","47,004,857.04","50,830,655.94","40,803,158.88"
工程物资,"59,567,074.71","73,333,178.13","94,555,142.32","189,986,696.09",,"178,879,857.65","239,289,448.56","409,305,148.00","482,623,928.18","406,724,425.59","532,486,590.63","462,271,517.34"
非流动负债合计,"318,915,316.14","135,185,538.28","138,419,444.85","128,564,223.80",,"395,616,540.87","407,024,088.66","433,190,669.38","436,647,963.17","451,059,923.69","454,922,480.75","493,030,642.92"
固定资产清理,,,,,,,,,,,,
负债合计,"1,998,912,420.29","1,874,765,667.67","1,911,907,744.91","2,126,813,299.20","2,571,035,900.00","2,684,011,962.38","2,403,328,240.03","3,132,523,986.82","3,318,735,627.81","4,273,129,945.59","4,810,516,523.53","5,886,880,171.50"
生产性生物资产,,,,,,,,,,,,
实收资本(或股本),"832,568,441.00","832,568,441.00","832,568,441.00","832,568,441.00",,"1,042,568,441.00","1,042,568,441.00","1,042,568,441.00","1,042,568,441.00","1,042,568,441.00","1,042,568,441.00","1,042,568,441.00"
油气资产,,,,,,,,,,,,
资本公积,"1,046,722.96","1,842,655.44","1,842,655.44","1,842,655.44",,"1,604,664,566.25","1,604,664,566.25","1,604,664,566.25","1,604,664,566.25","1,604,664,566.25","1,604,664,566.25","1,604,664,566.25"
无形资产,"30,004,859.72","36,436,087.70","47,191,679.22","48,392,806.65",,"53,467,227.71","51,561,343.54","50,362,928.37","54,506,188.36","56,623,708.38","68,280,480.69","68,735,213.67"
盈余公积,"13,432,404.88","48,514,988.00","90,066,131.27","90,066,131.27",,"134,917,955.81","134,917,955.81","134,917,955.81","134,917,955.81","179,093,063.44","179,093,063.44","179,093,063.44"
开发支出,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,
商誉,,,,,,,,,,,,
未分配利润,"120,891,644.17","412,634,892.30","751,491,550.62","1,003,472,268.80",,"1,093,585,404.27","1,145,639,719.44","1,298,966,191.20","1,324,113,584.72","1,376,552,831.97","1,431,707,095.25","1,616,876,298.85"
长期待摊费用,"487,018,687.02","432,940,516.40","445,893,989.85","466,841,952.80",,"529,778,798.75","531,014,591.40","668,548,297.93","768,360,984.61","889,759,141.45","898,608,053.32","984,611,438.59"
少数股东权益,,,"4,797,687.96","48,650,322.25",,"49,015,411.39","48,733,372.85","49,836,258.10","49,991,332.21","50,725,797.17","50,833,201.11","50,697,952.00"
递延所得税资产,,,77.60,561.20,,"11,475.91","10,890.46","362,883.25","406,361.57","241,954.05","572,126.20","560,986.24"
外币报表折算价差,,,,,,,,,,,,
其他非流动资产,"751,217.00","751,217.00","16,213,663.00","27,570,019.00",,"27,678,155.18","31,695,247.16","21,376,576.58","30,364,609.52","42,723,373.52","40,444,645.16","50,317,605.48"
非正常经营项目收益调整,,,,,,,,,,,,
非流动资产合计,"2,507,320,725.31","2,619,524,958.01","2,914,078,570.76","3,202,184,229.50",,"3,748,308,864.26","3,908,134,848.64","4,642,354,879.18","5,250,360,940.62","6,141,162,372.10","6,497,969,804.94","7,128,567,819.12"
所有者权益(或股东权益)合计,"967,939,213.01","1,295,560,976.74","1,680,766,466.29","1,976,599,818.76","2,086,903,900.00","3,924,751,778.72","3,976,524,055.35","4,130,953,412.36","4,156,255,879.99","4,253,604,699.83","4,308,866,367.05","4,493,900,321.54"
资产总计,"2,966,851,633.30","3,170,326,644.41","3,592,674,211.20","4,103,413,117.96","4,657,939,900.00","6,608,763,741.10","6,379,852,295.38","7,263,477,399.18","7,474,991,507.80","8,526,734,645.42","9,119,382,890.58","10,380,780,493.04"
负债和所有者(或股东权益)合计,"2,966,851,633.30","3,170,326,644.41","3,592,674,211.20","4,103,413,117.96",,"6,608,763,741.10","6,379,852,295.38","7,263,477,399.18","7,474,991,507.80","8,526,734,645.42","9,119,382,890.58","10,380,780,493.04"
