科目,2008年度,2009年度,2010年度,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
一、营业收入,"1,231,046,331.11","1,369,127,902.94","2,696,060,771.45","1,635,153,106.64","2,246,696,693.98","2,870,671,156.58","571,815,988.61","1,264,478,609.52","1,874,637,638.91","2,597,961,086.79","729,706,946.62","1,482,711,239.54","2,142,133,326.95","2,729,705,511.48","674,938,779.66","1,415,264,580.62","2,116,128,780.83","2,648,286,604.16","548,048,986.99","1,106,061,673.42","1,437,383,538.35","1,770,345,667.48","282,641,641.03","637,043,374.59","953,957,854.43","1,395,773,008.67","778,458,785.47","1,535,015,250.61","2,340,579,733.01","3,244,834,457.48","805,223,018.94","1,913,928,835.18"
二、营业利润,"32,858,692.78","29,671,302.21","70,073,935.89","44,077,770.82","38,919,996.10","61,180,831.55","8,952,176.49","27,194,041.17","36,051,704.27","49,244,944.71","11,825,500.06","36,657,534.79","39,751,075.62","43,971,156.18","-8,487,090.33","7,513,179.15","10,033,548.61","-34,789,680.52","23,992,348.23","43,652,066.02","37,243,574.55","40,453,084.85","4,723,796.03","36,009,296.50","43,379,920.93","66,324,930.91","68,770,341.95","215,340,336.77","300,152,841.56","408,811,097.70","98,701,438.39","186,966,325.48"
减:营业成本,"1,140,519,078.79","1,274,972,315.38","2,527,050,328.20","1,519,844,695.69","2,100,267,267.76","2,677,347,363.50","534,390,817.34","1,180,287,009.02","1,755,573,067.99","2,429,631,638.82","671,689,622.89","1,385,447,451.89","1,999,532,389.48","2,539,069,997.08","643,994,072.80","1,317,674,165.45","1,965,438,493.69","2,469,444,975.42","488,158,817.34","959,257,655.18","1,249,514,005.49","1,549,994,236.18","257,004,014.17","558,490,664.57","842,290,042.13","1,235,203,535.38","666,421,276.69","1,221,258,313.35","1,863,557,118.36","2,636,663,474.81","642,228,198.79","1,573,351,124.03"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"1,317,159.18","1,778,191.68","3,548,509.53","546,171.73","1,822,344.58","1,178,735.09","334,171.51","1,001,802.43","1,722,764.38","2,201,921.15","787,623.17","1,305,890.93","1,618,516.06","3,032,395.25","527,154.62","1,823,965.32","3,355,967.67","1,701,033.49","1,991,648.64","5,379,400.19","6,041,037.55","7,142,987.63","271,450.32","872,533.17","1,750,997.03","7,177,633.64","3,871,104.61","8,923,218.85","12,780,758.26","15,763,531.20","2,834,888.67","11,579,911.32"
营业外收入,"2,402,939.77","1,300,490.70","2,823,784.08","2,143,867.63","8,688,530.82","8,687,098.87",,"1,100,000.00","1,710,000.00","3,962,350.00","179,449.76","201,799.76","2,049,831.82","1,391,487.54","3,430,841.99","4,615,901.90","7,714,901.48","6,369,412.42","400,214.40","4,887,965.00","32,740,114.50","70,199,386.53","584,475.91","7,996,258.46","10,672,526.02","8,736,737.96","1,589,665.90","1,906,596.46","4,088,056.94","3,977,507.83","456,855.88","1,084,460.16"
销售费用,"10,677,370.71","13,459,752.79","18,938,799.14","10,964,525.89","15,469,248.81","22,418,071.97","3,292,305.57","9,717,678.71","14,992,879.32","21,425,926.17","5,891,244.33","12,546,819.13","18,828,538.31","25,762,417.56","5,859,308.17","11,155,485.60","17,210,897.65","26,619,989.88","4,839,151.23","10,422,523.32","14,767,758.47","20,629,249.34","3,112,852.71","6,922,757.10","10,415,274.26","18,699,460.55","5,183,461.58","14,300,686.02","28,706,952.42","44,894,660.98","9,647,382.37","22,694,224.27"
减:营业外支出,"1,274,766.65","2,006,527.27","3,411,646.53","3,809,536.06","4,299,579.30","5,084,269.95","601,363.89","1,306,917.34","1,926,532.33","3,519,262.11","942,065.88","1,801,827.65","2,576,163.35","3,314,772.20","821,887.08","1,956,137.35","2,840,406.96","3,487,162.80","1,006,189.24","2,297,357.15","3,489,089.37","5,142,890.67","501,931.32","2,465,614.08","2,693,593.40","2,860,548.41","1,148,181.02","2,109,645.57","2,258,668.76","1,809,238.12","211,204.87","242,241.99"
管理费用,"13,666,620.14","18,244,815.25","33,753,921.27","15,831,036.93","25,596,231.17","37,349,302.16","6,528,896.39","14,860,424.61","22,112,960.71","36,381,181.21","11,697,947.41","25,980,997.03","40,335,757.19","59,779,452.87","16,163,578.59","35,231,203.58","52,302,213.01","68,491,415.66","15,742,619.31","35,285,700.39","51,876,961.86","68,339,934.18","13,691,134.74","27,971,122.42","44,220,642.27","64,666,965.83","16,631,446.46","50,838,381.80","83,550,593.75","109,078,416.78","28,678,692.50","61,421,919.72"
其中:非流动资产处置净损失,,,"622,272.37","87,594.87","87,594.87","87,594.87",,,,,"38,778.46","38,778.46","125,957.68","338,212.53","222,870.98","367,184.57","410,956.56","630,108.39","630,108.39","683,761.19","1,604,217.49","2,791,243.06","199,661.97","701,357.38","702,531.38","615,539.95","437,240.08","519,843.29","526,471.09",,,
堪探费用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加:影响利润总额的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
财务费用,"26,596,994.84","17,565,378.66","40,545,237.82","41,784,923.14","59,916,362.51","73,407,213.10","15,337,287.55","33,601,080.60","42,731,597.28","53,828,759.45","21,680,467.35","39,732,719.59","56,236,480.76","76,248,466.90","22,626,011.85","46,312,893.11","69,901,248.84","95,142,436.44","18,244,534.22","36,179,228.47","48,919,420.14","63,835,346.14","9,738,643.63","12,594,072.96","14,789,120.31","12,264,527.34","4,469,740.91","13,649,270.63","25,170,975.92","47,349,970.08","21,175,783.85","44,746,955.29"
三、利润总额,"33,986,865.90","28,965,265.64","69,486,073.44","42,412,102.39","43,308,947.62","64,783,660.47","8,350,812.60","26,987,123.83","35,835,171.94","49,688,032.60","11,062,883.94","35,057,506.90","39,224,744.09","42,047,871.52","-5,878,135.42","10,172,943.70","14,908,043.13","-31,907,430.90","23,386,373.39","46,242,673.87","66,494,599.68","105,509,580.71","4,806,340.62","41,539,940.88","51,358,853.55","72,201,120.46","69,211,826.83","215,137,287.66","301,982,229.74","410,979,367.41","98,947,089.40","187,808,543.65"
