科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31
货币资金,"201,086,191.86","190,567,421.05","475,671,218.94","334,034,718.62","418,935,732.56","413,077,055.90","422,426,140.22","362,325,760.52","487,642,363.53","525,513,734.48","458,183,788.03","223,489,216.49","464,448,401.45","196,164,227.89","718,759,359.11","295,004,948.88","765,478,839.46","454,632,745.69","226,429,051.21","149,508,869.53","434,982,633.83","301,665,713.15","256,064,371.36","239,319,050.15","319,000,296.05","363,905,325.50","266,521,933.14","198,109,819.25","299,615,486.61","317,820,865.47","222,898,578.00","307,837,578.52","277,259,892.23","555,288,541.01","498,261,862.32","246,414,846.21","399,801,853.87","368,537,485.43","307,382,855.57","289,966,365.80","349,903,432.80","1,049,496,603.49","589,787,455.05","263,944,944.38"
短期借款,"774,300,000.00","810,300,000.00","845,100,000.00","768,000,000.00","778,000,000.00","731,500,000.00","816,500,000.00","801,000,000.00","901,700,000.00","801,700,000.00","826,700,000.00","794,700,000.00","919,000,000.00","878,000,000.00","758,000,000.00","673,745,016.93","525,000,000.00","515,505,796.83","459,186,062.27","500,834,440.68","821,145,047.96","1,040,627,802.19","1,218,542,885.69","1,358,493,515.69","1,694,505,563.45","1,830,290,274.65","1,673,689,640.18","1,543,153,278.85","1,664,043,916.15","1,604,835,339.41","1,518,614,102.83","1,536,372,424.45","1,501,733,242.87","1,668,165,292.93","2,190,828,466.64","2,111,802,900.00","2,601,132,900.00","2,759,962,000.00","2,173,202,032.00","2,238,757,232.00","2,637,716,400.00","2,026,710,400.00","2,023,355,200.00","1,976,152,500.00"
交易性金融资产,,,,,,,,,,,,,,"3,960,935.81",,,,"1,998,003.99","2,007,984.03",,,"32,927,705.62","2,637,059.86","8,335,603.08","8,030,752.00","7,833,000.00","38,245,564.18","33,826,600.00","35,120,000.00","34,700,410.00","36,482,710.00","34,753,970.00","62,431,300.00","69,305,644.50","85,864,251.41","60,270,575.00","47,940,512.00","46,416,151.96","47,512,235.91","42,805,903.56","45,418,645.02","43,280,067.70","42,317,256.80","35,555,834.13"
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"8,471,249.46","70,051,409.87","86,134,467.30","71,800,711.61","86,213,434.00","102,572,966.04","82,444,696.99","111,039,275.93","83,392,874.92","50,090,193.13","97,320,629.53","154,577,856.61","145,529,389.49","246,242,298.97","186,591,180.94","289,058,413.44","427,667,892.50","358,111,590.12","299,665,623.99","233,840,918.62","160,891,421.77","157,477,178.95","180,805,313.85","202,313,872.50","138,393,794.41","313,299,199.35","360,128,641.72","625,196,875.71","581,936,232.53","444,996,807.57","440,507,010.38","355,512,127.71","279,883,856.36","343,355,335.79","255,033,133.51","240,260,043.24","276,757,155.86","182,383,112.34","347,903,578.93","409,753,010.27","361,637,258.06","300,378,538.91","418,128,294.55","607,039,185.91"
应付票据,"90,000,000.00","73,000,000.00","127,000,000.00","40,000,000.00","57,000,000.00","23,000,000.00","4,880,000.00","60,000,000.00","165,130,000.00","254,308,000.00","238,308,000.00","157,600,000.00","156,500,000.00","151,000,000.00","248,500,000.00","234,000,000.00","228,000,000.00","111,500,000.00","171,000,000.00","56,000,000.00","154,000,000.00","154,000,000.00","46,000,000.00","148,700,000.00","176,450,000.00","296,482,252.50","337,187,903.90","342,587,590.89","293,366,999.50","181,272,000.00","160,563,000.00","112,511,000.00","103,106,000.00","356,207,500.00","415,103,706.00","385,529,350.00","384,330,870.00","396,473,666.00","577,158,570.00","689,194,514.00","540,695,000.00","303,666,180.00","91,900,000.00","53,900,000.00"
应收账款,"127,729,364.68","124,018,005.41","103,018,111.01","134,860,158.02","143,202,882.63","143,627,683.10","167,688,032.92","154,494,589.88","153,832,723.22","111,796,887.95","99,238,496.79","158,940,978.22","181,710,867.37","146,368,568.98","153,417,491.92","177,062,943.09","211,454,609.69","232,023,421.22","191,102,489.36","109,890,997.88","143,025,228.74","178,806,360.09","179,080,437.01","170,891,634.54","219,038,920.44","195,279,443.06","197,929,421.65","145,415,676.41","181,918,248.15","282,030,436.76","272,611,648.43","188,376,658.49","204,504,466.09","312,653,757.69","386,466,587.00","276,214,403.80","286,136,723.01","321,058,294.01","387,098,786.18","397,395,653.88","376,939,951.96","348,509,803.62","315,737,156.93","385,848,021.19"
应付账款,"92,884,227.64","134,310,213.75","95,425,464.50","114,353,902.23","97,149,811.14","132,749,545.07","137,623,009.20","84,943,265.74","89,234,516.06","94,504,037.37","27,170,689.92","136,880,415.88","207,464,968.96","249,289,542.25","242,018,801.91","301,915,528.41","295,667,996.07","270,548,492.44","317,227,772.16","363,252,388.20","471,680,885.56","444,776,409.73","502,694,672.53","461,622,559.25","420,384,848.96","405,709,110.37","371,012,634.08","316,678,258.18","364,216,953.79","351,527,587.27","317,882,966.55","257,596,149.08","291,782,391.38","270,345,418.64","322,879,998.22","256,582,880.80","227,067,403.30","295,885,124.62","472,138,641.36","522,424,266.58","520,846,903.70","517,009,968.66","393,733,673.74","458,108,706.69"
预付款项,"54,886,310.17","61,147,365.10","61,780,678.05","62,203,053.09","65,460,537.66","58,835,152.24","114,079,421.23","122,962,331.74","139,727,979.67","104,911,614.21","744,493.24","140,717,968.61","119,728,398.59","182,155,967.59","238,102,222.45","198,360,711.50","147,820,765.13","168,856,113.11","205,050,851.40","168,596,484.50","234,561,298.53","191,276,041.12","165,619,517.07","102,790,465.40","108,456,288.56","93,039,242.99","145,188,244.71","42,462,940.56","98,625,339.79","98,752,895.09","142,542,403.75","57,314,503.56","97,360,515.39","131,854,933.38","154,526,139.04","65,373,514.06","112,983,909.81","74,554,365.39","114,387,783.92","82,628,854.84","109,858,437.37","106,905,698.46","143,116,289.20","142,718,765.39"
预收款项,"29,154,901.48","49,418,656.75","50,750,072.23","29,462,926.01","32,441,778.76","32,475,190.20","63,807,765.13","41,015,627.59","28,618,249.62","21,685,492.95","20,222,990.87","19,675,576.45","28,781,922.09","31,007,843.76","46,540,956.40","38,819,533.28","36,260,614.77","38,817,061.22","49,106,592.17","33,369,608.05","28,347,019.31","42,825,440.34","38,743,030.12","50,218,236.49","34,339,178.65","48,984,089.89","67,213,732.29","31,019,287.91","41,963,889.69","50,264,254.75","60,359,065.49","22,001,378.93","52,000,969.42","44,584,227.16","37,856,778.03","49,914,257.96","70,091,640.46","58,137,348.81","47,365,584.70","68,508,261.66","55,652,922.59","64,351,399.19","86,608,204.15","52,195,337.08"
