科目,2007年1-3月,2007年1-6月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
销售商品、提供劳务收到的现金,"366,335,547.60","943,788,875.94","1,457,532,291.33","2,040,125,996.08","409,829,663.39","1,026,593,419.75","1,593,156,763.59","2,279,473,789.83","339,815,603.42","829,698,731.20","1,291,421,213.51","1,840,237,804.71","472,164,172.82","1,016,490,339.68","1,568,049,754.33","2,255,010,483.82","467,746,910.52","998,582,606.82","1,701,806,773.66","2,746,310,301.29","658,523,360.07","1,368,721,284.13","2,117,588,518.68","3,253,500,210.64","770,298,585.46","1,795,463,555.46","2,557,213,427.40","3,869,049,673.77","810,001,580.08","1,604,177,412.16","2,672,930,999.53","2,053,435,114.53","575,402,163.35","1,012,562,518.25","1,178,577,550.59","1,881,129,534.42","610,388,674.09","1,077,905,172.85","1,568,073,272.89","2,425,507,111.00","477,547,654.59","906,850,013.15","1,237,158,518.34"
取得子公司及其他营业单位支付的现金净额,,,,"6,941,877.38",,,,"12,000,000.00",,,,"65,028,726.78",,,,,,,,,,,,,,"11,153,800.00","11,153,800.00",,,,,,,,"45,000,000.00",,,,,,,,
收到的税费返还,"4,041,402.51","10,750,354.71","16,866,199.69","22,374,358.74","7,999,133.42","11,793,483.57","15,140,748.30","18,468,829.56","2,266,701.88","7,809,283.66","10,247,435.74","11,870,747.06","2,238,022.98","5,513,008.42","8,043,350.16","10,713,279.01","2,948,955.28","3,499,512.57","5,195,350.03","5,766,808.84","829,923.57","1,462,700.10","2,658,871.31","3,855,423.28","146,507.82","830,969.67","1,019,304.62","2,756,107.50","77,348.16","463,816.01","855,207.21",,,,,,,,,,,,
支付其他与投资活动有关的现金,,,"1,000,000.00","6,150,000.00",,"135,000,000.00","135,000,000.00",,,,"14,000,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
收到其他与经营活动有关的现金,"2,572,500.00","10,245,631.35","15,173,175.32","21,657,221.49","3,189,729.47","6,370,142.69","17,338,788.09","30,511,378.14","4,102,813.58","5,053,863.23","11,684,483.50","45,797,547.86","4,196,392.78","10,301,738.63","13,788,169.17","50,389,419.93","4,963,066.40","20,891,728.20","113,954,368.53","216,059,094.29","16,930,514.17","157,658,630.56","160,813,152.77","246,217,176.12","8,720,851.42","174,894,439.73","128,945,368.88","416,097,761.84","97,204,612.39","34,570,889.07","107,848,756.49","56,985,810.50","4,418,723.38","50,915,156.83","67,362,433.29","99,775,331.94","710,893.54","57,122,933.62","72,245,500.37","91,220,349.87","5,870,655.27","70,901,202.89","70,915,988.91"
投资活动现金流出小计,"21,564,538.58","35,624,554.38","56,040,747.50","70,171,614.95","38,061,164.18","173,995,800.18","188,028,860.56","121,737,942.73","12,184,031.37","23,958,437.91","51,158,545.94","269,602,444.98","26,387,349.65","56,629,527.43","77,661,174.03","106,932,568.71","4,269,010.14","11,561,754.61","31,817,346.73","53,010,689.82","2,319,143.41","22,277,636.01","35,724,171.87","111,079,073.57","1,915,165.42","31,141,214.59","45,309,521.12","63,223,393.19","864,909.45","58,015,556.31","106,534,441.04","15,248,728.46","2,115,104.23","29,393,534.42","100,067,337.57","297,221,563.76","56,988,985.42","63,471,401.06","99,246,846.67","113,849,598.55","978,850.10","25,368,636.25","39,116,105.04"
经营活动现金流入小计,"372,949,450.11","964,784,862.00","1,489,571,666.34","2,084,157,576.31","421,018,526.28","1,044,757,046.01","1,625,636,299.98","2,328,453,997.53","346,185,118.88","842,561,878.09","1,313,353,132.75","1,897,906,099.63","478,598,588.58","1,032,305,086.73","1,589,881,273.66","2,316,113,182.76","475,658,932.20","1,022,973,847.59","1,820,956,492.22","2,968,136,204.42","676,283,797.81","1,527,842,614.79","2,281,060,542.76","3,503,572,810.04","779,165,944.70","1,971,188,964.86","2,687,178,100.90","4,287,903,543.11","907,283,540.63","1,639,212,117.24","2,781,634,963.23","2,110,420,925.03","579,820,886.73","1,063,477,675.08","1,245,939,983.88","1,980,904,866.36","611,099,567.63","1,135,028,106.47","1,640,318,773.26","2,516,727,460.87","483,418,309.86","977,751,216.04","1,308,074,507.25"
投资活动产生的现金流量净额,"-21,473,267.68","-35,528,314.30","-55,649,273.67","-54,560,519.00","-38,012,318.69","-83,405,626.74","-97,436,041.64","-121,061,160.08","-12,023,791.81","-23,503,606.96","-50,656,420.99","-267,493,030.71","-26,299,546.65","-50,388,901.92","-53,964,570.72","-81,398,751.04","-3,552,816.56","-8,097,881.70","46,945,760.46","24,731,658.10","-1,409,171.86","-20,285,288.09","-33,567,156.05","-103,551,272.06","23,043,293.08","-4,430,082.25","-19,653,229.70","-31,217,478.47","8,669,884.74","52,930,707.67","51,019,928.25","-15,245,082.82","-2,106,804.23","-29,393,534.42","-100,067,337.57","-297,207,963.76","-56,984,485.42","-63,466,577.16","-99,242,022.77","-112,042,271.52","-974,026.20","-25,365,530.97","9,497,464.53"
购买商品、接受劳务支付的现金,"386,345,471.85","951,223,732.54","1,428,588,997.31","1,877,605,904.21","516,648,421.62","1,143,040,331.47","1,587,218,914.61","2,080,882,800.22","361,915,901.24","914,308,757.65","1,360,319,204.29","1,818,235,469.06","516,245,694.03","1,159,999,226.54","1,614,284,292.20","2,290,003,575.46","430,089,279.04","1,010,291,571.91","1,725,770,864.47","2,650,164,386.07","698,598,758.20","1,604,440,799.03","2,431,394,232.30","3,271,602,465.13","720,393,619.31","1,804,930,351.43","2,484,354,651.92","3,742,454,526.65","846,785,021.25","1,581,627,223.76","2,650,277,628.56","1,949,390,351.67","391,957,449.74","698,201,912.87","958,212,397.32","1,359,070,563.15","548,631,567.43","770,443,880.89","1,372,820,374.66","1,679,537,249.08","423,092,891.30","774,287,519.65","1,014,169,495.54"
吸收投资收到的现金,"15,000,000.00","15,000,000.00","277,550,000.00","272,070,825.00",,"120,000.00","120,000.00","120,000.00",,,,,"172,000,000.00","172,000,000.00","172,000,000.00","172,000,000.00",,,,,,,,,"8,000,000.00","8,000,000.00","8,000,000.00","8,000,000.00",,,,"1,200,000.00",,"196,000,000.00","196,000,000.00","196,000,000.00",,,,,,,
支付给职工以及为职工支付的现金,"10,999,068.77","23,836,117.92","35,399,262.11","51,900,417.47","13,319,464.17","25,784,600.02","44,358,723.86","63,548,068.10","12,186,889.66","25,776,390.17","39,289,066.28","57,081,217.61","16,722,638.65","40,241,482.15","59,286,379.38","89,282,472.23","21,804,146.41","45,438,478.59","64,707,782.81","90,906,117.34","22,619,918.24","49,763,653.31","70,470,092.63","95,304,743.67","26,463,076.55","55,376,249.33","78,841,432.67","103,988,703.50","29,010,030.91","59,679,075.15","79,655,274.20","105,817,941.11","25,542,383.97","52,521,142.34","84,367,084.58","104,685,261.03","30,742,888.05","53,494,149.70","88,929,762.88","116,633,024.07","32,388,625.48","53,555,818.73","83,158,204.95"
取得借款收到的现金,"87,900,000.00","185,900,000.00","277,900,000.00","386,900,000.00","67,000,000.00","272,000,000.00","480,390,000.00","520,390,000.00","124,473,700.53","290,000,000.00","567,260,000.00","791,196,895.20","251,257,000.00","539,757,000.00","836,345,000.00","926,245,000.00","112,000,000.00","474,439,000.00","581,939,000.00","881,939,000.00","138,000,000.00","642,100,000.00","1,161,638,000.00","1,273,308,403.33","198,800,000.00","528,077,113.57","719,050,000.00","1,135,231,893.07","137,000,000.00","308,000,000.00","577,098,000.00","585,940,000.00",,,"150,000,000.00","400,000,000.00",,"80,000,000.00","250,000,000.00","250,000,000.00",,"391,068,494.00","428,197,547.00"
支付的各项税费,"1,565,059.09","3,369,182.47","6,480,970.76","6,922,282.73","4,558,189.21","9,656,427.46","10,045,753.09","14,752,388.34","5,787,328.38","7,477,246.97","9,219,179.44","12,187,360.95","3,235,038.79","9,153,841.05","11,498,606.07","14,218,806.42","3,272,199.03","10,229,560.65","15,847,778.97","25,642,756.07","6,445,981.03","19,692,623.32","23,639,731.59","38,053,519.09","4,958,140.81","12,411,991.34","25,446,872.25","39,066,362.92","3,627,946.07","8,291,497.53","19,024,181.51","180,339,220.31","119,645,979.60","151,199,060.40","219,967,232.43","270,394,801.77","64,659,154.68","109,509,870.64","183,970,166.88","244,962,824.65","70,833,113.34","97,306,355.75","120,606,659.92"
收到其他与筹资活动有关的现金,,,,,,,,,,,,,,,,,"60,000,000.00","135,000,000.00","135,000,000.00",,,,,,,,"34,900,000.00",,,,,,,,,,,,,,,,
支付其他与经营活动有关的现金,"12,456,741.65","30,735,151.62","42,439,102.92","71,985,008.33","9,496,508.02","28,492,784.12","47,027,635.82","71,362,531.47","26,766,922.57","28,494,524.03","44,473,542.91","71,652,955.81","18,922,141.15","43,694,895.31","84,563,902.11","75,843,820.52","19,620,621.39","45,535,067.46","64,622,690.37","135,623,174.66","17,665,638.27","60,236,334.24","132,380,782.67","182,001,496.19","64,227,750.71","92,636,627.89","64,186,598.35","179,994,596.08","23,286,257.48","61,308,184.26","79,124,971.90","86,901,674.75","13,838,911.43","25,517,265.27","73,483,078.89","62,295,913.57","20,017,969.86","30,158,350.46","38,047,155.55","424,725,583.72","28,026,316.77","34,575,904.57","87,716,191.40"
