科目,2007年1-3月,2007年1-6月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
销售商品、提供劳务收到的现金,"441,310,494.69","759,369,831.90","907,113,047.87","933,862,543.01","91,488,814.68","178,440,643.86","266,585,938.69","405,071,098.05","77,509,335.13","148,836,562.69","260,617,110.94","307,468,155.19","76,838,162.92","175,732,532.01","294,158,518.03","410,612,945.14","86,765,932.99","203,682,152.70","349,879,972.11","489,459,661.76","108,074,162.75","221,033,817.79","347,757,996.77","505,535,175.99","116,765,324.27","268,071,995.15","513,046,854.84","935,318,635.23","469,413,208.88","935,596,634.26","1,415,586,835.65","1,939,331,584.78","363,168,639.74","713,661,591.72","1,090,057,199.43","1,511,673,510.40","270,339,307.81","480,116,657.74","620,820,444.62","845,627,989.02","432,072,426.42","934,899,233.33","1,314,055,894.12","1,843,459,991.17","386,113,295.26","749,976,355.89","1,190,798,262.16","1,659,426,136.73","288,094,199.99"
取得子公司及其他营业单位支付的现金净额,,,"39,075.53",,,,,,,"67,801,287.47","67,801,287.47","67,801,287.47",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30,010,000.00",,,,,,,,
收到的税费返还,"5,724,823.80","17,976,735.78","29,065,579.64","29,065,875.22",,,"3,536.12","1,494.70",,,,,,,,,,,,,,,,,,,,,"3,563,641.53","14,612,922.49","69,010,412.27","89,775,871.83","88,433,998.57","88,433,998.57","136,078,841.72","152,736,297.03","15,225,827.36","76,897,672.19","82,932,677.81","82,932,677.81",,,"749,351.94","857,341.82",,,"246,846.66","223,105.10",
支付其他与投资活动有关的现金,"39,075.53","2,228,261.00","2,228,261.00","2,228,261.00",,"6,108,315.04","6,108,315.04",,,"2,228,261.00","2,228,261.00",,,,,,,,,"111,043.00",,,,,,,,"2,044,318.82",,,,,,,,,,,,,,,,,"78,250.87",,,"22,495,762.00",
收到其他与经营活动有关的现金,"59,891,661.85","93,282,994.67","138,323,857.59","40,896,870.43","27,323,839.81","67,869,281.78","102,972,103.24","36,029,456.73","35,621,486.09","84,028,548.49","119,356,205.53","38,847,836.72","64,583,939.97","147,664,961.63","255,785,350.51","369,672,840.04","87,007,425.77","211,913,016.09","342,294,996.42","606,014,355.05","161,619,251.78","269,570,825.84","412,453,970.15","573,875,171.37","146,323,648.29","347,010,503.72","500,646,876.42","428,410,124.86","125,380,813.06","231,742,955.88","411,379,845.23","410,026,266.26","171,829,235.64","278,075,604.21","473,715,102.01","421,560,930.37","162,789,008.97","111,085,187.92","164,808,152.37","296,477,886.37","151,852,405.60","189,004,218.94","393,011,976.89","297,922,909.58","162,307,155.67","146,003,331.22","253,127,937.32","189,751,603.79","85,403,184.28"
投资活动现金流出小计,"9,545,546.49","18,432,614.72","21,689,714.86","23,013,283.35","616,334.07","8,257,194.41","9,958,480.55","7,120,252.55","53,731,547.00","71,776,333.93","83,809,029.11","103,033,843.53","4,591,584.05","7,475,604.60","13,197,133.79","22,250,710.19","3,756,711.81","11,542,580.52","101,237,787.63","308,522,232.55","573,686,165.00","1,836,381,647.95","2,667,485,389.04","2,846,268,285.34","517,898,670.35","1,047,491,893.74","1,728,867,246.52","2,315,481,470.14","557,429,911.54","2,052,185,324.71","3,286,247,550.26","3,914,849,729.51","669,133,860.04","1,252,668,685.65","1,752,850,969.56","2,172,173,875.73","172,681,803.74","375,796,647.70","500,678,405.94","729,919,986.64","557,771,889.65","1,270,845,171.79","1,600,646,371.74","2,491,257,058.69","383,922,036.47","896,472,245.20","1,700,101,613.51","2,052,219,318.23","797,278,526.01"
经营活动现金流入小计,"506,926,980.34","870,629,562.35","1,074,502,485.10","1,003,825,288.66","118,812,654.49","246,309,925.64","369,561,578.05","441,102,049.48","113,130,821.22","232,865,111.18","379,973,316.47","346,315,991.91","141,422,102.89","323,397,493.64","549,943,868.54","780,285,785.18","173,773,358.76","415,595,168.79","692,174,968.53","1,095,474,016.81","269,693,414.53","490,604,643.63","760,211,966.92","1,079,410,347.36","263,088,972.56","615,082,498.87","1,013,693,731.26","1,363,728,760.09","598,357,663.47","1,181,952,512.63","1,895,977,093.15","2,439,133,722.87","623,431,873.95","1,080,171,194.50","1,769,657,971.22","2,188,033,814.36","463,206,480.00","717,693,546.92","928,467,631.86","1,313,569,362.59","599,219,155.86","1,160,609,928.06","1,755,068,545.10","2,234,172,041.17","553,081,846.70","902,216,583.57","1,450,484,244.22","1,855,493,694.34","373,868,436.53"
投资活动产生的现金流量净额,"-9,539,546.49","-14,047,063.14","-12,687,948.28","224,001,011.42","193,278,237.92","187,834,428.76","185,733,162.18","183,902,067.43","-17,161,963.35","-2,803,023.81","40,771,358.89","29,233,624.20","-4,576,140.05","-3,112,629.83","-4,262,815.25","-17,155,886.00","-3,723,541.81","-11,507,410.52","-96,592,617.63","-79,147,028.74","-142,437,975.64","-9,798,136.07","-189,305,193.07","-139,162,720.88","83,705,987.75","37,126,713.65","5,084,925.69","-59,891,327.65","59,911,688.40","-30,287,254.56","-263,706,739.74","82,783,126.52","-99,598,636.86","76,375,411.91","-48,714,879.88","92,375,267.42","52,533,287.86","64,506,556.17","111,319,754.54","75,628,770.63","44,573,563.12","-112,220,284.03","-256,717,074.54","-187,042,161.69","24,636,989.55","137,045,197.70","-113,269,920.89","10,656,511.55","-383,771,717.16"
购买商品、接受劳务支付的现金,"444,818,093.76","717,916,158.81","852,129,375.50","792,223,382.86","30,159,381.87","66,816,136.09","109,565,776.15","142,503,499.05","33,515,780.98","69,625,154.99","108,660,440.53","109,126,804.67","34,506,524.28","72,688,153.10","136,886,953.24","194,035,178.06","39,427,879.70","90,504,542.41","155,349,021.97","234,273,136.42","50,792,464.15","126,975,034.43","199,025,151.91","260,133,629.69","141,753,366.39","229,190,665.11","405,872,371.73","790,633,172.09","463,260,003.61","946,283,803.58","1,449,451,484.99","1,992,374,811.35","458,011,469.10","824,078,559.71","1,172,208,970.95","1,521,336,369.82","339,076,843.01","553,514,232.23","709,962,609.24","908,435,005.94","252,581,380.78","485,935,477.58","685,380,979.09","871,402,977.70","244,997,988.68","371,287,979.71","565,344,689.47","852,688,929.57","104,282,449.76"
吸收投资收到的现金,,,,,,,,,,,,,,,,,"14,700,000.00","14,700,000.00","16,170,000.00","85,170,000.00",,,,"5,390,000.00",,,,,,,,,,,,,,,,,"56,100,000.00","147,227,998.48","151,637,998.48","178,037,998.48","980,000.00","980,000.00","980,000.00","980,000.00",
支付给职工以及为职工支付的现金,"43,018,594.23","70,614,301.33","99,356,894.50","120,746,997.99","10,152,781.61","19,509,085.97","29,451,902.58","48,996,496.53","9,605,770.00","21,383,962.20","29,902,646.33","46,109,071.92","11,883,672.35","22,357,018.62","34,508,865.62","50,401,323.95","12,822,132.59","27,144,192.70","46,377,062.44","78,004,686.61","17,775,740.32","36,113,074.01","55,179,123.45","76,878,139.13","19,031,752.00","40,403,312.20","61,329,366.30","79,999,122.52","22,492,493.78","44,575,412.97","68,686,093.01","95,611,490.67","26,984,453.72","51,910,984.07","75,174,832.18","101,723,764.24","30,268,885.36","56,950,190.52","81,309,320.61","111,807,580.62","80,524,995.73","137,167,412.69","202,653,001.58","296,228,299.78","78,163,795.83","135,574,283.48","195,861,678.08","285,897,951.80","74,373,921.08"
取得借款收到的现金,"108,000,000.00","188,000,000.00","188,000,000.00","283,000,000.00","60,000,000.00","60,000,000.00","60,000,000.00","60,000,000.00",,,,,,,,,,,"2,000,000.00",,,,,,"20,000,000.00","40,000,000.00","105,000,000.00","135,000,000.00","31,000,000.00","266,000,000.00","320,400,000.00","355,400,000.00","80,000,000.00","295,000,000.00","424,000,000.00","442,000,000.00","100,920,000.00","230,220,000.00","334,420,000.00","460,020,000.00","370,000,000.00","550,000,000.00","650,000,000.00","905,000,000.00","152,000,000.00","429,000,000.00","979,000,000.00","1,289,000,000.00","250,000,000.00"
支付的各项税费,"26,331,696.49","50,382,249.54","84,486,294.33","33,524,317.68","22,743,510.22","61,054,092.18","91,647,642.64","45,205,243.07","24,959,921.99","47,206,886.40","62,501,960.96","47,455,282.73","23,601,020.70","71,085,749.55","100,180,562.75","125,134,177.48","24,704,882.13","62,740,678.74","93,124,276.58","121,391,994.21","22,242,750.05","84,239,587.03","112,097,506.88","129,842,566.72","27,602,715.62","64,518,837.71","83,505,336.57","122,678,895.52","38,018,451.62","98,500,207.88","119,251,625.37","141,705,938.09","21,844,523.26","62,553,032.06","75,501,049.15","127,410,425.79","14,231,547.00","58,072,566.51","68,911,874.10","118,517,063.83","77,195,936.81","196,042,163.93","249,526,081.87","289,106,815.42","70,845,921.44","206,191,760.69","264,954,200.49","323,053,408.68","37,114,103.27"
收到其他与筹资活动有关的现金,"64,003.72","168,963.27","4,454,932.66","349,657,159.69","167,797.71","386,539.46","1,233,466.28",,,,,,,,,,,,,,,,,,,,,"25,000,000.00",,"250,000,000.00","250,285,729.56","72,952,371.12",,,,,"7,812.30","7,812.30","7,812.30","1,347,812.30",,,,,"15,000,000.00","36,667.00","196,900,800.36","23,450,000.00",
支付其他与经营活动有关的现金,"68,049,821.84","103,497,550.73","136,576,411.36","136,844,549.71","37,438,263.69","67,075,938.73","104,377,115.85","126,605,767.18","31,135,749.73","72,335,734.68","125,175,644.96","68,522,188.99","53,590,151.50","129,017,659.37","212,330,566.08","301,220,757.93","89,894,208.35","212,179,822.32","331,756,926.34","592,256,524.32","167,234,087.55","294,052,707.74","429,774,803.60","658,543,524.79","153,829,821.97","341,666,977.63","543,293,438.93","492,948,116.66","74,483,121.39","196,975,284.79","515,580,966.04","637,375,103.70","154,421,055.41","240,216,452.28","472,106,815.05","426,690,911.52","99,651,397.66","114,181,312.12","196,562,398.65","291,838,448.81","145,105,377.84","260,176,923.86","366,594,717.62","341,626,684.25","177,009,103.88","178,720,530.37","351,574,995.06","241,844,238.56","168,220,603.93"
筹资活动现金流入小计,"108,064,003.72","188,168,963.27","192,454,932.66","632,657,159.69","60,167,797.71","60,386,539.46","61,233,466.28","60,000,000.00",,,,,,,,,"14,700,000.00","14,700,000.00","18,170,000.00","85,170,000.00",,,,"5,390,000.00","20,000,000.00","40,000,000.00","105,000,000.00","160,000,000.00","31,000,000.00","516,000,000.00","570,685,729.56","678,352,371.12","80,000,000.00","295,000,000.00","424,000,000.00","442,000,000.00","100,927,812.30","230,227,812.30","334,427,812.30","461,367,812.30","426,100,000.00","697,227,998.48","801,637,998.48","1,083,037,998.48","167,980,000.00","430,016,667.00","1,176,880,800.36","2,107,830,000.00","250,000,000.00"
