科目,2008年度,2009年度,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
一、营业收入,"1,938,453,782.91","3,245,223,578.19","4,028,301,798.17","1,183,452,023.35","2,382,451,218.73","3,398,616,233.72","4,726,792,262.29","1,288,560,877.06","2,572,687,966.74","3,796,780,031.62","5,354,442,914.20","1,695,364,677.95","3,216,274,641.93","4,636,155,318.14","6,117,117,758.15","1,087,602,552.18","2,404,517,944.90","3,441,421,134.10","5,048,784,415.37","895,742,125.91","1,772,617,125.12","2,644,076,123.95","4,533,816,067.45","906,814,763.34","1,360,805,688.86","1,829,958,600.77","2,764,497,137.82","847,163,384.03","1,285,307,077.28","2,007,005,870.97","2,660,451,648.10","543,842,732.76"
二、营业利润,"122,566,656.28","473,939,692.91","552,383,069.09","91,781,999.42","250,345,010.26","335,210,655.58","544,382,671.62","105,041,714.60","300,721,387.03","466,790,784.98","741,005,865.14","135,261,889.38","518,967,704.13","671,527,070.83","939,190,819.88","59,591,090.21","126,965,677.25","178,328,451.40","97,492,972.04","46,720,575.32","-191,695,710.49","-353,852,814.95","75,494,407.20","61,943,749.84","-340,439,403.10","-619,906,366.14","-646,292,898.84","1,982,885.24","-353,774,599.42","-337,609,831.86","-973,357,189.37","8,343,579.42"
减:营业成本,"925,832,299.76","1,302,902,414.81","1,511,449,137.68","489,028,006.00","889,219,150.93","1,229,504,074.94","1,699,340,610.66","467,235,070.78","946,004,523.88","1,408,224,933.37","1,892,962,892.13","632,114,704.86","1,221,333,168.09","1,705,971,822.67","2,360,153,122.93","444,158,208.45","1,009,125,405.82","1,422,706,621.16","2,325,440,004.58","408,100,748.81","811,434,917.67","1,214,985,926.68","1,970,139,066.11","346,679,409.96","538,388,599.74","757,514,252.35","1,115,089,835.09","341,191,473.52","518,520,293.15","794,441,102.03","1,061,014,163.04","269,364,318.85"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"4,847,604.78","11,717,872.15","42,564,932.79","12,789,703.36","23,609,412.47","37,506,832.87","53,131,637.73","16,866,851.25","35,729,002.28","51,608,875.57","71,473,862.69","22,670,624.27","41,189,178.33","53,010,273.82","72,693,247.03","11,838,912.03","24,887,079.57","39,173,727.82","63,251,191.26","4,873,008.83","9,857,838.73","14,848,664.76","50,502,616.35","9,042,577.81","14,381,295.77","18,361,436.84","38,707,428.56","14,590,977.52","23,913,035.66","34,613,753.42","45,985,302.35","8,296,949.22"
营业外收入,"8,181,391.02","15,434,075.91","62,070,496.45","12,799,388.34","29,059,488.88","58,129,632.11","70,551,760.83","2,003,297.71","14,930,708.41","27,433,435.72","27,877,670.65","12,429,655.88","39,792,849.29","41,996,393.85","88,202,507.55","44,291,551.02","57,214,304.41","58,074,170.26","85,652,844.59","2,213,711.04","22,859,740.26","26,351,663.32","125,487,977.89","952,105.88","8,854,659.96","25,445,921.55","71,232,452.00","2,523,969.65","1,616,484.56","11,227,996.16","31,146,288.34","411,732.25"
销售费用,"715,677,519.40","1,204,607,906.61","1,618,425,829.44","492,508,714.34","1,020,615,671.00","1,510,532,879.04","2,076,630,788.88","614,444,534.91","1,089,260,143.80","1,576,257,116.71","2,187,528,548.11","784,083,197.82","1,273,819,909.73","1,978,851,951.67","2,466,138,803.27","517,702,794.42","1,093,896,915.56","1,567,115,838.86","2,207,412,841.73","366,786,158.69","971,799,683.73","1,423,625,081.51","1,942,745,179.63","359,092,662.22","869,832,481.66","1,342,486,405.16","1,717,477,496.28","334,783,246.42","650,297,440.79","1,005,230,497.70","1,504,828,737.21","183,854,424.40"
减:营业外支出,"4,227,433.04","28,842,372.87","66,002,041.27","7,140,589.48","12,534,319.48","21,030,973.13","25,748,924.84","2,591,139.02","10,655,726.17","35,739,032.59","46,154,945.30","4,071,214.54","48,226,458.61","56,615,535.73","66,541,386.14","11,610,538.76","30,715,391.10","65,265,157.61","79,330,407.78","-779,796.33","15,714,148.57","20,140,880.77","57,041,910.46","6,735,745.71","18,179,882.13","45,497,682.65","48,593,828.98","3,725,315.87","4,594,673.45","11,227,781.67","90,204,631.53","1,062,235.32"
管理费用,"137,470,607.53","237,335,370.27","263,515,010.56","87,667,004.60","176,764,498.45","258,587,568.19","347,755,425.23","95,864,892.86","203,874,226.80","298,360,226.19","480,150,052.76","114,943,918.36","169,516,802.98","252,304,392.91","316,198,130.61","75,031,193.98","169,539,499.87","265,574,076.08","365,532,075.83","79,261,834.02","167,577,729.44","333,203,035.78","433,299,738.92","95,788,718.61","197,549,364.36","266,032,096.34","411,204,636.58","78,609,926.22","180,378,014.83","275,233,731.61","414,585,947.78","83,971,473.60"
其中:非流动资产处置净损失,"305,981.65","123,182.44","246,173.23",,,,"717,371.71",,"223,309.97","962,432.83","2,690,579.61",,"589,028.09","680,357.08","2,112,689.71",,"2,182,254.27","2,704,713.85","3,911,865.71",,"493,392.20","780,570.68","1,757,976.84",,"5,169,443.95","6,154,535.63","6,995,993.92",,"2,311,945.10","3,167,928.99",,
