科目,2008-12-31,2009-12-31,2010-12-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
货币资金,"48,049,756.25","48,288,009.98","97,906,609.81","97,321,810.95","72,117,467.91","766,623,814.73","571,194,403.67","433,332,151.33","323,520,562.67","367,265,913.01","329,494,078.62","245,036,517.92","222,812,541.58","141,344,848.40","159,850,606.41","114,183,990.74","103,030,664.64","148,866,054.10","141,191,490.77","140,059,740.19","182,183,235.14","249,905,447.69","229,787,847.75","191,288,510.05","532,456,097.90","338,177,122.66","293,762,428.63","278,049,826.85","429,005,555.86","513,744,965.51","370,287,512.03","356,295,659.65","375,891,611.26","340,520,087.00","378,715,262.59"
短期借款,"97,400,000.00","137,144,233.94","140,973,900.00","196,970,027.64","234,277,268.96","176,842,658.29","308,652,148.02","276,193,585.92","341,662,929.18","419,963,250.78","413,362,750.55","222,000,000.00","260,485,658.26","248,920,630.25","448,853,425.93","425,388,327.87","364,542,916.33","280,000,000.00","430,876,877.61","345,034,911.71","470,880,043.56","450,000,000.00","540,000,000.00","626,380,769.23","565,329,389.89","620,607,046.19","1,101,388,622.22","1,230,018,495.54","991,450,639.40","1,151,953,912.34","1,173,664,485.35","1,206,655,469.65","1,062,227,582.07","1,005,712,853.21","970,794,770.52"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,"17,851,161.33","17,851,161.34","4,070,220.00","9,793,800.00","122,976,649.73","122,976,649.73","4,100,808.00","1,457,000.00","183,894,351.12","184,688,347.42"
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20,770,727.51","18,275,882.18",,,"22,200.00",
应收票据,"6,083,081.95","7,315,038.00","9,335,460.00","8,318,100.00","10,259,021.85","17,866,600.00","40,375,224.02","32,602,321.06","44,202,549.69","53,547,980.89","40,870,728.54","47,658,772.76","85,354,428.97","70,952,163.08","64,526,560.57","62,130,000.33","83,874,934.53","100,058,466.32","117,267,393.23","169,899,451.46","199,195,483.89","138,908,562.23","124,180,052.08","139,156,652.99","195,293,687.99","221,028,598.27","211,148,412.55","247,631,404.14","195,711,184.33","232,864,186.12","184,526,575.91","310,940,366.41","292,074,761.37","253,660,920.19","212,299,367.89"
应付票据,"18,000,000.00","36,200,000.00","62,300,000.00","37,000,000.00","52,957,200.00","40,957,200.00","7,300,000.00","7,300,000.00","3,000,000.00","14,500,000.00","7,000,000.00","57,940,000.00","20,000,000.00",,"15,000,000.00","20,000,000.00","61,360,000.00","54,860,000.00","23,500,000.00","49,606,000.00","110,606,000.00","185,300,000.00","273,400,000.00","345,515,000.00","314,295,000.00","268,020,000.00","212,850,000.00","163,925,794.75","255,521,977.24","324,891,052.94","181,000,000.00","142,135,000.00",,"246,885,749.76",
应收账款,"40,136,799.62","46,569,159.55","43,166,405.74","84,571,957.26","103,971,689.83","59,899,780.40","122,848,085.69","136,356,139.18","135,307,692.01","76,811,929.69","117,219,955.91","111,651,359.13","139,224,169.16","89,316,629.00","157,879,345.84","159,634,031.78","170,251,382.93","101,361,379.74","182,108,381.96","163,457,472.86","220,201,504.89","110,517,460.26","241,004,135.74","271,906,969.14","334,201,712.58","250,793,426.20","433,874,926.58","441,630,878.20","495,944,353.59","525,528,648.35","590,809,499.26","577,434,108.50","707,300,106.39","517,166,748.56","419,501,594.09"
应付账款,"59,439,038.01","42,600,049.02","79,436,679.05","75,434,386.89","80,860,202.85","68,697,063.40","107,526,727.77","100,450,769.55","103,242,164.65","100,129,016.96","106,809,439.84","123,430,980.08","130,371,892.35","131,504,305.95","125,532,385.36","118,403,925.89","138,525,008.53","180,126,405.79","202,487,198.82","241,807,550.95","185,998,373.09","108,714,878.03","226,273,659.55","617,085,940.68","996,065,572.97","878,891,168.39","1,278,347,632.64","819,605,192.72","1,017,940,836.02","961,325,991.53","1,174,158,675.60","1,139,613,395.26",,"1,531,342,756.62",
预付款项,"5,904,367.50","31,069,015.07","13,079,087.23","17,978,009.63","64,192,138.82","32,176,301.14","50,011,979.31","48,394,732.61","95,616,013.11","40,785,854.29","51,269,489.64","48,367,234.79","66,028,862.73","118,514,563.52","118,513,318.20","77,213,752.93","123,658,198.86","40,777,194.77","112,854,360.84","121,898,928.74","287,511,432.74","81,488,695.30","188,657,322.89","186,346,084.28","443,770,881.87","160,555,856.39","320,116,817.81","122,595,930.25","343,546,954.61","105,184,178.82","158,402,992.67","98,578,255.94","200,096,349.05","79,016,985.74","128,419,416.08"
预收款项,"6,260,637.18","6,433,110.76","10,760,921.64","12,382,763.74","7,635,263.67","6,116,932.51","20,940,781.06","4,846,762.27","27,292,428.08","11,237,804.40","29,609,407.30","27,368,811.95","26,418,476.50","37,650,917.33","47,144,727.64","29,450,035.82","57,696,638.29","26,089,405.10","64,209,431.75","41,500,627.23","59,347,294.34","41,842,229.75","74,116,272.03","55,580,040.33","186,836,297.19","227,483,778.40","72,086,622.88","135,123,002.74","204,853,821.25","207,446,285.40","162,876,851.45","165,224,933.64","210,435,363.03","159,793,370.10","87,909,813.56"
其他应收款,"2,846,106.73","1,822,321.26","2,432,526.94","1,867,075.70","2,060,293.31","5,246,894.73","3,985,822.80","6,465,965.90","9,607,710.67","34,029,048.14","41,019,712.83","35,346,385.52","35,508,292.31","37,231,496.11","36,781,475.57","37,107,984.80","37,798,753.43","39,488,752.50","44,039,543.26","41,787,960.88","41,571,003.91","36,272,196.24","28,870,444.27","47,357,082.53","43,461,205.97","40,003,225.66","51,102,598.13","28,788,712.18","47,440,956.07","123,720,124.57","183,439,396.27","210,277,423.36","201,709,734.40","465,310,398.57","476,736,609.36"
应付职工薪酬,"1,831,684.40","2,266,497.46","3,046,369.21","1,895,381.52","2,312,872.69","2,264,910.86","925,968.45","522,831.62","530,569.43","1,984,118.03","588,871.49","386,603.27","641,163.70","9,070,764.35","907,268.63","1,611,490.71","4,916,359.33","9,683,974.33","884,784.24","799,962.00","1,696,788.37","11,134,650.36","1,860,602.95","8,365,505.11","8,605,188.68","23,954,401.88","8,508,530.55","8,694,958.76","5,169,330.63","25,596,776.23","6,440,538.49","3,425,542.28","13,043,158.90","27,885,696.58","4,186,368.71"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"1,503,146.76","-4,308,311.03","1,793,951.90","-1,714,253.80","-8,048,261.91","2,707,403.33","-5,219,898.87","4,789,897.50","-5,570,263.27","10,655,035.25","5,237,042.17","4,446,197.13","8,557,177.53","6,454,640.21","10,832,754.10","8,187,968.08","10,480,159.88","7,798,505.11","7,073,901.96","4,622,361.87","7,342,096.39","5,705,958.36","3,437,441.58","5,663,934.99","12,808,615.25","15,283,282.79","13,936,035.36","10,663,347.31","10,357,542.61","73,119,372.16","51,842,573.90","77,426,865.74","86,413,014.59","118,613,763.75","121,800,662.29"
应收利息,,,,,,"1,101,888.88","2,749,898.03","3,285,000.00","7,268,384.51","171,866.00","1,781,319.24","1,951,112.26","2,948,293.91",,"565,319.81",,,,,,,,,,,,,,,,,,,,
应付利息,"205,778.00","168,406.04","324,936.08","669,774.22",,"610,165.87","629,610.15","261,080.56","363,516.66","565,792.49","636,214.71","301,888.89","728,222.22","385,679.57","503,658.72","349,444.45","611,807.64","509,434.79","369,777.77","409,493.04","1,140,423.12","623,842.71","594,625.04","735,725.35","2,166,444.11","1,562,171.63","366,081.27","1,359,565.69","643,512.99","3,189,443.37","1,749,545.02","3,264,445.69",,"3,317,466.37",
应收股利,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付股利,"367,500.00","1,050,000.00",,"1,050,000.00","1,050,000.00","1,455,000.00",,,,"405,000.00",,"202,500.00","303,750.00","405,000.00","506,250.00","9,117,017.23","9,117,017.23","405,000.00","2,957,096.87","364,585.27",,"405,000.00","405,000.00",,,"405,000.00",,"600,000.00","600,000.00","805,205.48","205,205.48","30,684.93",,"380,684.93",
存货,"90,548,909.38","132,090,245.52","196,110,242.14","280,592,302.82","282,579,137.03","243,836,411.38","375,869,331.84","293,728,601.47","326,934,915.11","331,979,490.68","307,115,306.44","266,497,661.73","281,316,234.09","355,677,372.30","505,397,705.51","514,610,772.12","482,742,349.57","460,739,760.17","489,527,394.50","397,967,794.60","266,250,643.30","331,563,481.45","391,117,287.46","637,147,925.46","737,081,548.97","1,045,277,379.98","1,330,312,050.85","1,128,651,556.20","949,522,161.42","989,963,717.16","1,191,358,873.42","942,753,447.08","934,676,814.87","1,033,318,203.49","855,170,404.42"
其他应付款,"3,573,322.36","5,845,242.71","5,162,695.32","7,009,058.96","8,566,706.44","6,888,864.63","150,964,913.63","25,522,585.94","25,603,837.65","40,623,248.07","41,105,304.52","40,988,990.47","43,767,400.94","44,091,029.75","47,749,719.98","48,641,209.41","49,758,863.77","45,296,600.95","47,311,915.27","48,247,030.32","47,643,377.02","75,058,650.38","32,262,237.07","227,390,987.33","463,504,030.72","173,701,574.79","146,392,673.15","157,229,215.69","67,383,446.73","340,980,835.96","362,220,515.32","178,167,327.64","207,469,781.46","506,056,915.87","464,580,413.64"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,"20,000,000.00",,,,,,,,,,,,,"4,491,452.84","4,491,452.84","5,468,430.08","963,126.71","4,491,452.84","4,491,452.84","4,491,452.84","4,491,452.84","4,491,452.84","4,491,452.84","4,491,452.84","4,491,452.84","4,420,024.27","4,420,024.27","4,420,024.27","4,420,024.27","13,061,904.75",,"112,881,904.75","113,091,904.75","109,920,640.41","108,260,640.41"
其他流动资产,,,,,,,,,,"19,481,287.19","9,708,308.24","4,211,229.95","3,585,874.29","22,357,896.39","33,667,947.30","39,912,696.46","39,371,363.27","49,614,204.52","43,565,199.36","27,720,032.60","15,865,612.50","24,540,341.65","23,782,780.32","44,570,080.72","59,880,948.48","156,769,299.07","189,824,608.52","165,770,626.50","32,026,093.73","103,174,413.45","47,838,589.42","48,223,525.50","30,024,658.00","41,338,254.56","37,472,298.55"
其他流动负债,"1,073,486.79","178,723.80",,"200,000.00",,,"200,000.00","327,431.98","4,000,000.00",,,"300,000.00",,,"150,000.00",,,,,,,,,,,,"2,049,362.73",,,,"8,300,000.00",,,,
流动资产合计,"193,569,021.43","267,153,789.38","362,030,331.86","490,649,256.36","535,179,748.75","1,126,751,691.26","1,167,034,745.36","954,164,911.55","942,457,827.77","924,073,369.89","898,478,899.46","760,720,274.06","836,778,697.04","835,394,968.80","1,077,182,279.21","1,004,793,229.16","1,040,727,647.23","940,905,812.12","1,130,553,763.92","1,062,791,381.33","1,212,778,916.37","973,196,184.82","1,227,399,870.51","1,517,773,305.17","2,346,146,083.76","2,230,456,069.56","2,847,993,004.41","2,417,189,154.32","2,502,991,059.61","2,717,156,883.71","2,849,640,088.71","2,548,603,594.44","2,743,231,035.34","2,914,225,949.23","2,775,509,940.67"
流动负债合计,"209,654,593.50","227,577,952.70","303,799,453.20","330,897,139.17","379,611,252.70","306,540,198.89","591,920,250.21","420,214,945.34","500,125,182.38","600,063,265.98","604,349,030.58","477,365,971.79","491,273,741.50","482,974,420.25","701,671,643.20","666,617,849.54","697,971,897.71","609,260,778.91","784,162,437.13","736,883,975.23","889,145,848.73","883,276,662.43","1,156,841,291.06","1,891,209,355.86","2,554,101,991.65","2,214,328,448.34","2,840,345,585.07","2,531,639,597.47","2,558,341,131.14","3,123,141,507.67","3,140,734,272.79","3,028,825,569.58","3,303,191,044.76","3,706,233,946.30","3,543,590,425.93"
可供出售金融资产,,,,,,,,,,,,,,,,,,"11,000,000.00","11,000,000.00","11,000,000.00","11,000,000.00","11,000,000.00",,"11,000,000.00","11,000,000.00","11,000,000.00","11,000,000.00","11,000,000.00","11,000,000.00","11,000,000.00",,"11,000,000.00","11,000,000.00","91,000,000.00",
长期借款,,,,"40,000,000.00","40,000,000.00","40,000,000.00","80,000,000.00","80,000,000.00","20,000,000.00",,,,,,,,,,,,,,,,,,,,,"379,180,000.00","407,520,000.00","321,550,000.00","338,180,000.00","300,230,000.00","330,230,000.00"
持有至到期投资,,,,,,,,,,,,,,,,,,,,,,,,,"100,000,000.00",,,,,,"11,000,000.00",,,,
应付债券,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"75,391,514.63","75,391,514.63","75,391,514.63","75,391,514.63","75,434,325.35","75,434,325.35"
长期应付款,,,,,,,,,,,,,,"25,991,232.58","26,479,721.22","25,991,232.58","26,479,721.07","23,398,332.03","23,845,269.12","24,292,206.21","20,232,932.67","20,635,596.63","21,038,260.59","16,440,924.55","16,781,193.56","17,171,734.14","17,490,846.15","17,809,958.16","13,695,976.88","57,917,386.80","63,092,645.98","55,744,095.66","55,469,725.44","54,689,683.06","55,713,118.10"
长期股权投资,,,,"1,000,000.00","1,000,000.00","1,000,000.00","10,000,000.00","10,000,000.00","10,000,000.00","10,000,000.00","10,000,000.00","11,000,000.00","11,000,000.00","11,000,000.00","11,000,000.00","11,000,000.00","11,000,000.00",,,,,,,,,"15,000,000.00","87,560,000.00","154,452,079.89","163,698,734.09","208,214,688.38","210,564,773.71","224,638,313.28","232,201,641.73","244,292,295.43","246,840,697.98"
专项应付款,,,,,,,,,,,,,,,,,,,,,,,,,"2,409,435.84",,,,,,,,,,
投资性房地产,,,,,,,,,,"96,159,166.92","95,989,859.68","95,127,917.27","94,594,292.44","87,669,622.59","87,375,276.35","86,884,216.37","86,491,513.25","92,647,621.74","221,300,000.00","221,300,000.00","221,300,000.00","225,500,000.00","225,500,000.00","225,500,000.00","225,500,000.00","225,500,000.00","225,500,000.00","225,500,000.00","258,130,000.00","258,130,000.00","258,130,000.00","258,130,000.00","229,683,362.09","228,048,097.38","228,048,097.38"
预计负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
固定资产,"59,224,727.75","69,897,878.99","97,954,657.00","99,347,301.57","101,846,873.35","102,144,549.67","354,250,561.56","352,015,274.18","354,219,316.22","479,143,278.84","488,828,628.27","493,746,879.01","502,819,092.81","552,259,675.90","534,442,659.19","537,858,370.66","529,974,001.72","607,992,073.92","596,766,824.22","599,262,622.02","589,634,673.86","580,046,090.25","577,827,078.55","951,563,230.39","1,976,156,810.18","2,020,451,452.97","1,965,709,620.43","1,919,635,783.37","1,836,214,780.34","1,798,846,340.08","1,711,526,295.39","1,667,796,571.26","1,708,697,106.18","1,877,412,858.30","1,935,892,384.21"
递延所得税负债,,,,,,,,,,,,,,,,,,,"19,297,856.74","19,297,856.74","19,297,856.74","20,251,173.61","20,251,173.61","20,251,173.61","20,251,173.61","36,827,108.17","36,811,046.07","36,738,917.74","36,262,301.44","56,057,274.20","55,447,957.83","37,029,547.98","37,031,991.74","53,943,867.31","53,943,867.31"
在建工程,"23,236,054.26","30,891,332.97","45,287,577.09","53,206,586.56","64,372,033.09","92,574,825.13","106,497,213.02","136,561,884.84","158,769,088.29","43,004,665.14","55,308,405.53","64,254,665.79","25,938,549.91","36,536,740.71","45,714,593.37","74,345,725.15","84,513,299.55","29,893,231.68","34,925,567.65","39,532,113.49","47,639,046.96","68,865,761.06","66,109,639.68","125,391,907.80","143,588,804.47","116,106,401.17","125,070,423.48","130,737,261.50","154,750,078.38","610,378,116.78","622,881,095.98","727,325,551.01","888,736,267.39","961,878,883.94","984,024,532.28"
其他非流动负债,"4,600,000.00","4,788,061.95","7,500,000.00","11,350,000.00","11,821,090.16","13,563,574.68","13,050,000.00","13,025,000.00","9,945,000.00","14,370,000.00","20,820,000.00","21,430,000.00","28,551,000.00","26,551,666.67","25,895,666.67","26,459,666.67","25,983,666.67",,,,,,,,,,,,,,,,,,
工程物资,,"1,049,013.96",,,,,,,,,,,,,,,,,,,,,,,"102,942.97",,,,,,,,,,
非流动负债合计,"4,600,000.00","4,788,061.95","7,500,000.00","51,350,000.00","51,821,090.16","53,563,574.68","93,050,000.00","93,025,000.00","29,945,000.00","14,370,000.00","20,820,000.00","21,430,000.00","28,551,000.00","52,542,899.25","52,375,387.89","52,450,899.25","52,463,387.74","47,405,998.70","66,924,792.53","67,085,729.62","62,657,956.08","62,739,628.61","63,160,349.38","60,321,798.29","63,423,347.24","83,887,438.86","86,080,341.73","85,296,323.67","80,785,820.18","518,044,228.64","549,876,104.67","439,551,977.33","457,029,977.99","433,695,446.91","468,452,345.09"
固定资产清理,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,648,105.48","1,648,105.48",,,,,,,
负债合计,"214,254,593.50","232,366,014.65","311,299,453.20","382,247,139.17","431,432,342.86","360,103,773.57","684,970,250.21","513,239,945.34","530,070,182.38","614,433,265.98","625,169,030.58","498,795,971.79","519,824,741.50","535,517,319.50","754,047,031.09","719,068,748.79","750,435,285.45","656,666,777.61","851,087,229.66","803,969,704.85","951,803,804.81","946,016,291.04","1,220,001,640.44","1,951,531,154.15","2,617,525,338.89","2,298,215,887.20","2,926,425,926.80","2,616,935,921.14","2,639,126,951.32","3,641,185,736.31","3,690,610,377.46","3,468,377,546.91","3,760,221,022.75","4,139,929,393.21","4,012,042,771.02"
生产性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
实收资本(或股本),"50,000,000.00","60,000,000.00","60,000,000.00","60,000,000.00","60,000,000.00","80,000,000.00","80,000,000.00","160,000,000.00","160,000,000.00","160,000,000.00","160,000,000.00","160,000,000.00","160,000,000.00","160,000,000.00","160,000,000.00","160,000,000.00","160,000,000.00","160,000,000.00","160,000,000.00","160,000,000.00","160,000,000.00","160,000,000.00","160,000,000.00","320,000,000.00","416,800,000.00","416,800,000.00","416,800,000.00","416,800,000.00","422,200,000.00","422,200,000.00","422,200,000.00","422,200,000.00","423,450,000.00","423,450,000.00","423,450,000.00"
油气资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
资本公积,"28,221,415.46","63,221,415.46","63,736,195.46","63,736,195.46","63,736,195.46","709,095,547.88","709,095,547.88","629,095,547.88","629,095,547.88","629,095,547.88","629,095,547.88","629,095,547.88","629,095,547.88","629,095,547.88","629,095,547.88","629,095,547.88","629,095,547.88","626,958,302.42","626,958,302.42","626,958,302.42","626,958,302.42","626,958,302.42","626,958,302.42","466,958,302.42","1,133,522,849.58","1,126,800,152.71","1,130,835,239.67","1,126,800,152.71","1,151,464,903.51","1,147,828,610.11","1,151,333,330.51","1,155,059,330.51","1,163,048,611.76","1,167,087,935.11","1,169,499,391.35"
无形资产,"50,207,425.93","49,137,984.61","51,890,874.35","54,461,277.70","54,163,599.45","53,843,087.46","96,239,477.22","95,691,259.53","95,142,208.50","79,313,199.12","78,832,434.51","77,679,859.77","76,982,538.47","83,028,982.05","82,421,233.10","82,010,197.89","81,501,055.81","79,827,389.35","79,318,236.12","82,404,972.17","81,871,548.25","81,338,124.33","86,983,239.08","109,284,778.32","108,688,472.52","101,848,064.15","101,218,487.56","101,978,086.20","98,285,539.69","285,557,845.06","292,300,760.40","297,475,061.32","304,974,171.75","302,777,024.31","300,419,960.95"
盈余公积,"4,214,684.69","6,604,576.58","10,650,636.03","10,650,636.03","10,650,636.03","17,993,361.48","17,993,361.48","17,993,361.48","17,993,361.48","17,993,361.48","17,993,361.48","17,993,361.48","17,993,361.48","21,694,762.81","21,694,762.81","21,694,762.81","21,694,762.81","25,468,868.67","36,404,320.82","36,404,320.82","36,404,320.82","36,787,701.10","36,787,701.10","36,787,701.10","36,787,701.10","52,318,808.47","52,318,808.47","52,318,808.47","52,318,808.47","58,989,663.66","58,989,663.66","58,989,663.66","58,989,663.66","61,768,332.58","61,768,332.58"
