科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30
货币资金,"127,819,968.63","138,298,863.37","151,866,863.03","270,689,591.58","149,008,936.96","72,812,548.80","64,840,030.65","115,153,834.56","77,274,920.35","55,671,281.41","39,805,146.62","121,533,295.75","56,113,401.38","90,516,587.33","31,200,584.21","126,814,280.75","76,104,361.81","37,203,097.26","48,075,091.35","201,266,099.67","113,647,830.92","68,259,687.88","81,976,277.19","164,945,934.64","66,704,982.63","27,417,904.47","56,878,957.44","101,522,954.54","42,858,932.21","38,668,294.04","149,526,062.80","122,643,952.87","41,824,026.35","13,345,118.66","86,337,844.30","104,158,997.19","31,576,961.97","43,162,619.85","32,292,290.39","239,948,593,117.82","195,393,613,174.69","190,132,537,256.05"
短期借款,"400,000,000.00","400,000,000.00","400,000,000.00","500,000,000.00","350,000,000.00","300,000,000.00","350,000,000.00","350,000,000.00","400,000,000.00","400,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","600,000,000.00","600,000,000.00","600,000,000.00","700,000,000.00","600,000,000.00","600,000,000.00","600,000,000.00","600,000,000.00","600,000,000.00","600,000,000.00","150,000,000.00","50,000,000.00","50,000,000.00","650,000,000.00","700,000,000.00","760,000,000.00","820,000,000.00","850,000,000.00","750,000,000.00","750,000,000.00","750,000,000.00","800,000,000.00","800,000,000.00","800,000,000.00","800,000,000.00","800,000,000.00","21,093,649,708.72","22,900,749,367.35","20,194,190,251.73"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9,249,113,027.94","5,491,128,997.65","9,072,639,361.40"
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"9,209,150.48","34,258,337.52","41,238,274.62","18,311,077.12","32,984,488.73","20,002,344.50","16,241,947.87","29,907,222.25","22,840,146.80","44,767,849.29","19,283,890.46","59,726,246.77","58,901,012.26","41,821,744.00","26,678,569.69","42,043,898.89","30,276,600.00","13,570,165.00","26,614,310.00","47,952,501.15","68,566,528.16","56,167,765.94","41,780,350.00","49,277,868.40","80,216,146.00","95,490,881.66","34,795,793.76","62,930,802.80","35,853,662.80","41,308,232.00","26,017,700.00","52,564,643.60","6,161,165.00","24,908,504.60","12,015,940.00","19,686,992.46","55,631,250.00","43,581,000.00","23,466,396.98",,,
应付票据,"135,729,500.00","185,080,571.20","198,095,349.78","187,194,278.58","209,435,100.00","191,115,100.00","191,747,069.64","188,457,069.64","224,467,461.43","210,410,818.39","130,258,438.90","177,221,295.72","275,701,174.75","190,366,655.13","210,449,330.23","293,218,033.20","298,548,661.56","271,732,083.59","199,119,550.26","451,492,213.27","451,518,934.41","126,261,271.40","54,709,551.00","232,442,749.47","256,560,188.47","183,226,990.00","202,714,072.67","202,819,502.29","102,905,429.62","65,770,000.00","138,590,000.00","136,889,470.00","84,210,144.98","84,540,674.98","130,130,000.00","147,492,590.84","139,730,849.89","57,838,259.05","86,787,500.00",,,
应收账款,"238,356,895.87","272,502,765.77","283,124,238.27","227,726,191.78","225,880,023.57","239,976,135.89","290,597,308.12","325,278,709.21","358,023,405.63","443,403,488.20","431,966,370.11","388,515,751.48","395,468,706.66","545,439,219.82","652,967,433.43","632,710,260.09","656,703,712.48","835,547,145.28","1,054,277,182.92","828,266,167.71","935,677,270.03","957,771,494.78","903,546,804.66","874,638,714.00","860,305,244.89","962,899,632.52","1,009,680,127.20","848,562,681.74","966,988,865.13","893,763,650.47","901,655,159.40","728,490,825.63","833,384,302.47","1,022,852,750.72","946,576,397.89","825,769,316.36","803,266,878.14","665,501,894.68","679,916,291.78","12,274,017.92","35,025,643.07","46,034,455.01"
应付账款,"241,069,197.13","214,102,832.31","235,163,262.54","197,439,561.13","196,333,527.76","205,356,102.83","209,884,147.34","297,039,176.27","284,801,902.69","318,694,314.33","327,778,339.15","304,336,694.28","273,487,848.63","365,923,605.87","362,893,647.22","350,908,396.28","353,092,683.40","491,601,114.35","647,647,727.83","589,253,576.07","597,316,975.13","726,674,925.83","784,406,197.90","775,541,576.16","742,186,103.55","590,792,921.35","557,988,814.47","491,959,186.59","518,440,598.73","472,001,168.59","491,259,294.31","510,462,455.06","558,425,926.91","579,058,922.29","561,466,418.83","479,521,489.98","456,708,717.88","482,071,877.69","423,712,369.37","6,805,966.30","3,121,287.68","7,755,874.92"
预付款项,"38,755,731.24","54,604,050.33","46,501,081.14","22,815,715.62","21,483,818.76","21,982,605.73","41,049,486.15","28,819,137.92","38,914,917.71","34,102,330.55","48,111,275.63","36,507,810.13","62,708,173.95","61,785,130.52","76,640,751.40","64,435,774.82","61,040,772.35","46,668,803.95","31,877,121.36","65,229,184.52","64,216,324.02","67,668,228.04","42,165,932.44","42,036,098.41","32,053,489.63","24,914,508.34","29,143,632.38","30,661,813.84","16,636,805.80","18,487,834.58","17,632,571.15","17,612,944.27","11,849,488.14","5,847,844.04","29,932,705.02","11,594,123.46","8,477,661.71","8,998,882.74","10,850,272.40","35,088,342.67","27,352,274.46","1,427,875,099.94"
预收款项,"28,539,773.07","26,908,828.32","41,263,838.19","34,330,558.41","38,555,032.72","49,815,617.62","26,074,416.37","23,691,534.91","25,331,844.92","21,775,790.69","21,431,718.74","41,927,637.99","49,634,939.21","41,755,604.12","50,211,990.82","64,046,197.40","51,258,806.92","40,337,416.33","37,190,119.44","66,265,254.30","63,238,801.55","48,665,694.72","58,624,856.10","39,447,560.95","77,325,053.02","47,219,046.47","52,178,749.00","29,513,015.03","30,011,905.60","30,099,004.73","33,244,609.31","30,343,058.15","20,823,339.53","17,383,852.60","20,610,844.25","45,687,617.84","45,022,459.95","28,074,770.29","47,468,667.86","1,481,676,411.07","1,534,178,739.41","1,581,755,556.75"
其他应收款,"27,896,398.76","27,349,115.31","34,341,442.92","24,628,210.92","30,345,551.87","31,285,691.59","27,476,391.74","24,644,381.01","27,517,243.52","25,522,440.69","26,397,122.15","29,872,873.03","22,225,264.54","19,904,285.50","25,288,731.72","18,686,874.41","21,154,700.16","22,299,140.27","23,831,979.38","9,600,214.06","12,968,765.83","16,355,135.01","16,802,737.42","11,864,567.14","9,758,039.16","12,485,463.44","13,725,794.46","9,210,140.95","14,777,679.17","15,466,815.59","15,749,020.68","4,515,556.62","5,976,941.69","6,049,968.06","7,222,708.72","3,961,691.28","7,930,229.55","7,746,600.41","8,763,736.60","213,202,900.83","542,680,639.29","396,721,259.84"
