科目,2013-12-31,2014-12-31,2015-12-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
一年内到期的非流动负债,"21,000,000.00","20,000,000.00","34,000,000.00","35,000,000.00","39,000,000.00","10,000,000.00",,,,"160,000.00","160,000.00","16,910,000.00"
其他流动资产,"6,720,511.95","20,497,573.87","22,126,165.05","14,704,474.48","10,212,727.59","17,404,887.68","7,565,441.92","9,788,854.97","28,897,196.72","8,978,505.91","8,323,455.01","12,823,317.10"
其他流动负债,,,,,,,,,,,,
流动资产合计,"392,333,715.06","423,766,494.98","413,461,171.61","425,963,336.55","436,568,447.76","574,670,703.05","557,613,134.98","552,071,375.81","566,475,495.20","586,808,215.43","637,407,648.04","676,465,233.05"
流动负债合计,"282,004,059.61","313,101,925.04","315,013,918.05","320,985,551.54","346,538,304.75","315,387,848.63","302,708,104.21","322,273,381.76","359,342,758.09","386,242,781.68","393,568,096.94","388,782,948.07"
可供出售金融资产,,,,,,,,,,,,
长期借款,"57,000,000.00","56,000,000.00","77,000,000.00","73,000,000.00","43,000,000.00","22,700,000.00",,,,,"60,000,000.00","144,550,000.00"
持有至到期投资,,,,,,,,,,,,
应付债券,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,
长期应付款,"720,000.00","580,000.00","440,000.00","440,000.00","440,000.00","300,000.00","300,000.00","300,000.00","300,000.00",,,
长期股权投资,,,,,,,,,,,,"5,500,000.00"
专项应付款,"10,000,000.00","10,000,000.00","10,000,000.00","1,000,000.00","1,000,000.00","1,000,000.00","1,000,000.00","1,000,000.00","1,000,000.00","1,000,000.00","1,000,000.00","1,000,000.00"
投资性房地产,"3,221,187.77","3,149,764.44","3,078,341.15","3,042,629.51","3,024,773.69","3,006,917.86","2,989,062.04","2,971,206.22","2,953,350.40","2,935,494.58","2,917,638.76","2,899,782.94"
预计负债,"14,137,235.01","12,674,861.94","9,391,036.50","9,620,041.32","9,499,449.53","11,314,496.07","13,151,031.20","13,795,930.72","14,656,738.26","18,568,715.64","14,928,725.43","16,337,994.05"
固定资产,"190,443,139.53","211,128,197.58","264,745,152.32","291,679,445.32","291,553,006.03","304,510,598.35","306,384,084.65","319,522,736.35","327,181,563.28","396,701,985.25","384,406,193.70","394,231,373.85"
递延所得税负债,,,,,,,,,,,,
在建工程,"30,076,894.84","44,741,428.74","50,830,411.25","28,018,067.56","30,697,892.00","26,777,808.67","29,432,651.53","48,999,571.76","89,707,700.91","49,461,241.47","71,581,894.89","90,006,875.32"
其他非流动负债,,,,,"9,115,481.45",,,,,,,
工程物资,,,,,,,,,,,,
非流动负债合计,"85,968,344.94","87,687,580.24","105,725,517.95","92,824,998.53","63,054,930.98","45,393,929.07","25,317,599.81","25,715,044.08","27,321,724.82","31,626,780.80","88,585,404.71","174,552,805.56"
固定资产清理,,,,,,,,,,,,
负债合计,"367,972,404.55","400,789,505.28","420,739,436.00","413,810,550.07","409,593,235.73","360,781,777.70","328,025,704.02","347,988,425.84","386,664,482.91","417,869,562.48","482,153,501.65","563,335,753.63"
生产性生物资产,,,,,,,,,,,,
实收资本(或股本),"60,690,000.00","60,690,000.00","60,690,000.00","60,690,000.00","60,690,000.00","80,920,000.00","80,920,000.00","80,920,000.00","80,920,000.00","80,920,000.00","80,920,000.00","80,920,000.00"
油气资产,,,,,,,,,,,,
资本公积,"33,521,297.15","33,521,297.15","33,521,297.15","42,521,297.15","43,521,297.15","202,377,097.15","202,377,097.15","202,377,097.15","202,377,097.15","202,377,097.15","202,377,097.15","202,377,097.15"
无形资产,"44,565,968.18","43,178,120.95","42,127,357.11","41,601,950.19","41,515,693.04","41,769,543.27","41,807,753.93","41,099,350.03","43,863,846.04","68,168,844.89","96,136,025.74","95,584,745.70"
盈余公积,"28,243,369.99","32,863,128.18","37,081,904.35","37,081,904.35","37,081,904.35","41,976,272.81","41,976,272.81","41,976,272.81","41,976,272.81","51,625,495.42","51,625,495.42","51,625,495.42"
开发支出,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,
商誉,,,,,,,,,,,,
未分配利润,"174,122,763.14","205,402,996.29","230,395,367.98","243,825,055.64","258,775,388.89","272,720,485.29","292,105,315.81","302,114,891.69","327,745,022.31","361,455,224.15","388,099,099.78","380,091,633.87"
长期待摊费用,,,,,,,,,,,"500,140.09","444,568.96"
少数股东权益,,,,,,,,,,,,"-23,085.44"
递延所得税资产,"3,908,929.45","3,859,341.87","3,620,714.04","3,985,699.74","3,902,013.60","4,360,376.58","3,498,017.49","5,514,836.98","5,581,533.20","6,533,919.24","6,271,418.44","7,240,080.47"
外币报表折算价差,,,,,,,,,,,,
其他非流动资产,,"3,443,578.34","4,564,858.00","3,637,678.34","2,400,000.00","3,679,685.17","3,679,685.17","5,197,610.34","3,919,386.15","3,637,678.34","5,954,234.34","5,954,234.34"
非正常经营项目收益调整,,,,,,,,,,,,
非流动资产合计,"272,216,119.77","309,500,431.92","368,966,833.87","371,965,470.66","373,093,378.36","384,104,929.90","387,791,254.81","423,305,311.68","473,207,379.98","527,439,163.77","567,767,545.96","601,861,661.58"
所有者权益(或股东权益)合计,"296,577,430.28","332,477,421.62","361,688,569.48","384,118,257.14","400,068,590.39","597,993,855.25","617,378,685.77","627,388,261.65","653,018,392.27","696,377,816.72","723,021,692.35","714,991,141.00"
资产总计,"664,549,834.83","733,266,926.90","782,428,005.48","797,928,807.21","809,661,826.12","958,775,632.95","945,404,389.79","975,376,687.49","1,039,682,875.18","1,114,247,379.20","1,205,175,194.00","1,278,326,894.63"
负债和所有者(或股东权益)合计,"664,549,834.83","733,266,926.90","782,428,005.48","797,928,807.21","809,661,826.12","958,775,632.95","945,404,389.79","975,376,687.49","1,039,682,875.18","1,114,247,379.20","1,205,175,194.00","1,278,326,894.63"
