科目,2007年度,2008年度,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
销售商品、提供劳务收到的现金,"66,783,692.19","97,473,053.64","58,417,417.20","88,324,693.31","137,009,844.50","28,848,693.58","55,767,599.52","97,501,129.67","161,220,732.60","36,821,926.80","83,065,147.55","138,951,454.52","233,941,521.62","52,580,586.12","111,142,320.10","185,104,453.94","262,007,714.61","51,961,947.15","124,435,490.55","195,210,185.22","292,496,534.26","61,403,350.57","123,979,239.63","195,968,914.17","328,535,744.88","124,824,660.37","277,026,906.84","458,955,279.63","683,158,943.91","192,435,354.06","445,045,694.77","751,434,464.31","1,090,050,200.42","278,012,432.69","594,825,159.32","961,586,649.74","1,377,872,403.47","330,019,419.44","733,403,142.11","1,141,184,709.07","1,679,415,701.20","349,430,952.16"
取得子公司及其他营业单位支付的现金净额,,,,,,,"2,936,196.22","3,416,196.22","3,416,196.22",,,,,,,,,,"27,568,000.00","27,568,000.00","28,354,326.16","3,560,000.00","4,092,959.29","4,092,959.29","150,619,612.52","-42,747,669.13","10,677,760.00","1,717,951.87","13,583,133.65","-83,699,432.81","-82,199,450.94","-85,869,592.70","38,542,752.34","4,393,400.00","4,393,400.00","4,685,744.00","15,351,840.00","22,869,412.87","36,519,900.00","36,519,900.00","21,000,000.00",
收到的税费返还,"60,600.16","822,296.58","65,498.04","65,498.04","65,498.04","14,903.71","14,903.71","14,903.71","447,133.19","140,966.68","250,116.27","661,245.96","661,245.96","397,828.98","882,573.16","1,601,322.96","3,246,645.70","3,819,235.80","3,864,831.13","6,641,392.15","6,968,653.61","6,083,120.93","7,442,410.89","11,463,205.38","12,445,701.45","618,380.12","2,933,659.01","3,164,163.24","3,940,877.08","1,411,736.28","2,967,584.13","4,427,468.03","8,666,898.85","746,464.12","1,996,651.68","4,587,938.11","8,224,171.84","1,145,969.18","6,267,501.14","7,205,485.35","10,810,261.81","737,633.02"
支付其他与投资活动有关的现金,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
收到其他与经营活动有关的现金,"6,071,895.80","5,813,670.46","696,580.12","2,288,047.55","11,585,406.20","3,803,467.78","11,046,826.12","14,777,149.78","23,388,655.27","3,437,592.33","7,406,266.90","21,869,326.03","40,335,754.64","2,673,913.58","7,405,436.17","15,563,103.50","27,163,247.85","8,194,754.84","17,820,255.68","30,523,058.22","37,541,295.74","9,244,476.70","17,302,819.77","24,576,528.10","38,887,247.08","42,916,387.61","71,340,511.26","114,947,467.80","64,773,033.24","46,049,823.43","120,158,619.81","181,977,948.34","88,633,494.90","10,473,807.97","159,042,280.40","160,775,076.22","107,763,733.39","53,821,465.84","61,819,278.05","86,795,736.75","482,766,478.65","178,816,475.79"
投资活动现金流出小计,"15,249,366.82","22,384,931.49","15,561,059.34","17,143,743.07","21,423,625.14","6,880,672.80","40,571,170.91","43,744,747.91","59,736,273.20","28,533,660.66","38,885,550.59","99,266,604.11","115,549,825.89","25,048,553.31","31,196,327.66","64,698,979.95","99,953,500.02","17,920,519.75","70,021,034.68","102,481,985.00","138,808,934.77","19,780,249.24","38,094,971.42","50,362,574.55","219,186,211.26","-16,531,091.20","294,812,626.12","314,457,284.82","691,355,189.46","-25,204,359.39","95,912,502.80","106,260,413.22","2,015,281,783.97","128,801,110.43","199,496,201.92","181,610,587.58","2,624,387,288.73","443,316,584.11","512,299,405.13","725,121,858.42","1,286,917,510.24","728,424,995.03"
经营活动现金流入小计,"72,916,188.15","104,109,020.68","59,179,495.36","90,678,238.90","148,660,748.74","32,667,065.07","66,829,329.35","112,293,183.16","185,056,521.06","40,400,485.81","90,721,530.72","161,482,026.51","274,938,522.22","55,652,328.68","119,430,329.43","202,268,880.40","292,417,608.16","63,975,937.79","146,120,577.36","232,374,635.59","337,006,483.61","76,730,948.20","148,724,470.29","232,008,647.65","379,868,693.41","168,359,428.10","351,301,077.11","577,066,910.67","751,872,854.23","239,896,913.77","568,171,898.71","937,839,880.68","1,187,350,594.17","289,232,704.78","755,864,091.40","1,126,949,664.07","1,493,860,308.70","384,986,854.46","801,489,921.30","1,235,185,931.17","2,172,992,441.66","528,985,060.97"
投资活动产生的现金流量净额,"-15,219,366.82","-22,384,931.49","-15,561,059.34","-17,143,743.07","-21,332,636.47","-6,880,672.80","-40,571,170.91","-43,744,747.91","-59,736,273.20","-28,533,660.66","-38,885,550.59","-99,266,604.11","-115,549,585.89","-24,997,553.31","-30,388,593.75","-37,258,996.04","-74,119,716.11","-17,920,519.75","-67,824,196.42","-88,408,915.08","-126,100,066.11","-19,758,249.24","-38,072,971.42","-50,340,574.55","-219,161,211.26","16,561,091.20","-19,904,684.29","-82,293,512.12","-260,684,227.34","66,397,338.82","-92,719,188.50","-69,450,930.52","-184,432,896.69","-126,281,760.19","-194,750,467.70","-95,546,793.54","64,919,762.02","-261,050,412.15","-138,099,176.94","-173,282,518.60","-36,279,529.35","-727,633,150.25"
购买商品、接受劳务支付的现金,"30,258,498.42","49,440,578.29","25,088,027.23","40,070,911.12","54,507,220.62","12,769,456.35","24,623,333.28","43,532,837.74","72,331,340.59","26,783,412.70","48,078,014.77","72,402,498.65","129,919,513.20","33,331,973.35","57,370,781.77","91,154,855.59","126,319,804.91","20,492,181.57","42,347,603.59","78,938,872.71","116,787,562.73","29,575,168.56","60,059,095.67","90,059,027.88","137,135,992.91","62,591,594.85","158,472,900.63","245,917,735.32","340,715,625.50","140,118,618.53","246,675,577.48","375,246,092.42","545,592,647.80","203,232,166.14","360,458,857.14","549,680,743.11","799,877,472.10","248,337,771.83","452,956,659.95","746,824,105.68","1,030,923,814.55","249,002,349.49"
吸收投资收到的现金,,"19,500,000.00",,"373,639,500.00","382,050,000.00",,"980,000.00","980,000.00","980,000.00",,,,"2,350,000.00",,"9,400,000.00","9,400,000.00","9,400,000.00",,,,,,,,"154,999,973.12",,"2,450,000.00","2,675,000.00","3,855,000.00",,"2,120,000.00","2,610,000.00","2,902,795.13","62,000.00","3,202,000.00","3,180,500.00","8,909,871.91","4,864,000.00","6,691,044.00","6,691,044.00","9,467,044.00",
支付给职工以及为职工支付的现金,"6,650,375.26","11,868,096.15","8,297,524.42","12,132,227.18","17,425,411.43","8,311,591.12","14,174,991.61","21,540,150.72","29,757,995.13","12,832,030.99","22,459,585.82","32,769,294.60","44,342,194.13","15,927,473.80","28,359,532.80","41,421,756.53","56,123,630.25","19,915,335.84","32,687,501.10","49,331,476.26","64,542,863.84","23,515,932.16","40,913,232.52","58,729,028.77","81,692,194.46","34,240,029.10","61,495,915.00","85,116,292.36","119,142,480.54","51,579,323.94","91,794,835.52","133,974,069.18","185,100,428.85","74,300,328.13","125,152,782.87","178,239,442.47","239,744,888.82","95,722,064.20","159,138,826.21","225,140,137.68","289,178,172.98","106,861,717.91"
取得借款收到的现金,"10,000,000.00","15,000,000.00","40,000,000.00","40,000,000.00","40,000,000.00",,"29,000,000.00","29,000,000.00","29,000,000.00",,,"5,000,000.00","5,000,000.00",,"5,000,000.00","5,000,000.00","10,000,000.00","40,000,000.00","40,000,000.00","80,000,000.00","110,000,000.00","10,000,000.00","10,000,000.00","90,000,000.00","130,000,000.00","373,890,000.00","388,000,000.00","448,000,000.00","634,000,000.00","45,000,000.00","85,000,000.00","165,000,000.00","672,750,000.00","100,000,000.00","426,000,000.00","432,500,000.00","544,501,000.00","346,999,000.00","508,999,000.00","621,298,900.00","674,948,900.00","202,744,100.00"
支付的各项税费,"7,524,372.86","15,740,147.81","6,456,481.66","10,000,039.68","13,445,532.17","3,674,021.80","6,906,341.54","9,751,209.50","18,739,496.61","5,238,595.39","10,317,594.89","16,297,717.36","30,629,440.99","11,902,613.71","22,306,072.02","30,152,719.05","34,669,534.99","7,165,571.66","14,942,435.73","21,482,638.27","29,674,135.49","9,127,284.73","19,099,379.49","28,667,323.50","42,592,784.42","13,305,891.52","33,185,192.35","50,724,491.03","64,404,064.43","23,688,953.70","77,707,708.23","110,056,218.77","143,015,399.54","36,341,283.66","102,924,814.18","136,203,647.28","161,447,361.16","36,710,864.47","116,029,409.64","158,798,977.84","183,272,287.92","26,864,537.82"
收到其他与筹资活动有关的现金,,,,"8,410,500.00",,,,,,,,,,,,,,,,,,,,,,"92,292.09",,,"9,800,000.00",,,,"101,645,045.12",,,"1,300,000.00",,,,,,
支付其他与经营活动有关的现金,"9,435,730.05","11,896,467.69","7,127,416.52","12,568,959.51","17,660,807.09","6,191,408.35","14,643,280.58","22,538,435.85","33,609,143.90","11,521,335.88","22,310,810.51","34,018,042.93","45,992,533.52","17,061,831.01","27,817,822.83","48,038,817.30","49,866,744.94","24,337,019.81","36,896,016.60","57,913,336.53","48,125,506.36","16,017,509.65","39,523,059.48","59,770,780.50","67,517,679.45","34,011,268.59","72,675,332.23","94,688,961.07","78,368,193.93","74,683,140.56","106,224,626.11","128,716,698.83","112,203,118.22","44,035,960.47","118,378,239.06","149,314,000.53","161,543,887.59","75,697,879.05","120,566,929.83","171,850,967.20","140,954,455.45","53,736,380.95"
筹资活动现金流入小计,"10,000,000.00","34,500,000.00","40,000,000.00","422,050,000.00","422,050,000.00",,"29,980,000.00","29,980,000.00","29,980,000.00",,,"5,000,000.00","7,350,000.00",,"14,400,000.00","14,400,000.00","19,400,000.00","40,000,000.00","40,000,000.00","80,000,000.00","110,000,000.00","10,000,000.00","10,000,000.00","90,000,000.00","284,999,973.12","373,982,292.09","390,450,000.00","450,675,000.00","647,655,000.00","45,000,000.00","87,120,000.00","167,610,000.00","777,297,840.25","100,062,000.00","429,202,000.00","436,980,500.00","553,410,871.91","351,863,000.00","515,690,044.00","627,989,944.00","684,415,944.00","202,744,100.00"
经营活动现金流出小计,"53,868,976.59","88,945,289.94","46,969,449.83","74,772,137.49","103,038,971.31","30,946,477.62","60,347,947.01","97,362,633.81","154,437,976.23","56,375,374.96","103,166,005.99","155,487,553.54","250,883,681.84","78,223,891.87","135,854,209.42","210,768,148.47","266,979,715.09","71,910,108.88","126,873,557.02","207,666,323.77","259,130,068.42","78,235,895.10","159,594,767.16","237,226,160.65","328,938,651.24","144,148,784.06","325,829,340.21","476,447,479.78","602,630,364.40","290,070,036.73","522,402,747.34","747,993,079.20","985,911,594.41","357,909,738.40","706,914,693.25","1,013,437,833.39","1,362,613,609.67","456,468,579.55","848,691,825.63","1,302,614,188.40","1,644,328,730.90","436,464,986.17"
偿还债务支付的现金,,"10,000,000.00","15,000,000.00","30,000,000.00","45,000,000.00",,"10,000,000.00","10,000,000.00","39,000,000.00",,,,,,,"5,000,000.00","5,000,000.00",,"5,000,000.00","5,000,000.00","5,000,000.00","40,000,000.00","40,000,000.00","90,000,000.00","132,980,000.00","41,130,000.00","44,160,000.00","137,640,000.00","178,220,000.00","68,580,000.00","80,010,000.00","158,590,000.00","617,520,000.00","173,500,000.00","233,218,705.04","330,400,993.89","545,546,672.40","84,572,096.98","225,699,905.39","353,284,898.82","412,483,207.62","18,365,707.42"
经营活动产生的现金流量净额,"19,047,211.56","15,163,730.74","12,210,045.53","15,906,101.41","45,621,777.43","1,720,587.45","6,481,382.34","14,930,549.35","30,618,544.83","-15,974,889.15","-12,444,475.27","5,994,472.97","24,054,840.38","-22,571,563.19","-16,423,879.99","-8,499,268.07","25,437,893.07","-7,934,171.09","19,247,020.34","24,708,311.82","77,876,415.19","-1,504,946.90","-10,870,296.87","-5,217,513.00","50,930,042.17","24,210,644.04","25,471,736.90","100,619,430.89","149,242,489.83","-50,173,122.96","45,769,151.37","189,846,801.48","201,438,999.76","-68,677,033.62","48,949,398.15","113,511,830.68","131,246,699.03","-71,481,725.09","-47,201,904.33","-67,428,257.23","528,663,710.76","92,520,074.80"
分配股利、利润或偿还利息支付的现金,"44,550.00","706,282.50","8,317,006.59","10,458,431.59","10,953,799.09","146,025.00","17,287,192.50","18,580,722.50","18,773,210.00",,"10,712,296.53","11,805,922.22","11,913,706.66","107,784.45","10,972,073.63","12,256,007.63","12,420,344.13","534,199.99","6,848,011.23","8,090,547.69","9,440,772.68","1,412,946.09","8,387,867.40","10,043,539.33","12,989,173.99","4,143,360.92","15,144,513.38","29,101,958.20","36,876,792.41","9,729,707.36","25,865,192.32","30,991,565.30","47,819,138.37","8,799,411.31","23,365,072.72","34,038,156.21","51,031,945.99","9,254,021.35","18,424,369.66","42,753,537.57","72,161,452.77","6,647,559.64"
收回投资收到的现金,,,,,,,,,,,,,,,,,,,,,,,,,,,"230,000,000.00","230,000,000.00","332,800,000.00","40,500,000.00",,"32,400,000.00","1,603,760,000.00",,,"77,600,000.00","2,451,738,000.00",,,"152,500,000.00","1,202,520,000.00",
支付其他与筹资活动有关的现金,,,"2,160,005.50","2,160,005.50","10,554,825.25",,"71,194.12","71,194.12","71,194.12",,"13,529.33","13,529.33","13,529.33",,"13,380.89","13,380.89","13,380.89",,"8,183.09","8,183.09","8,183.09",,"8,408.44","8,408.44","3,240,325.81","40,800,000.00","40,800,000.00","40,800,000.00","46,400,604.29",,"1,000,000.00","1,000,000.00","6,237,928.00","1,400,000.00",,"4,900,000.00","7,629,556.70",,,,"15,519,900.00",
取得投资收益收到的现金,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,098,356.70","2,098,356.70","3,139,880.78","692,979.43","3,143,314.30","4,336,083.70","7,355,923.53","2,519,350.24","4,745,304.22","8,463,364.04","27,609,815.36","1,171,553.08","8,020,486.45","25,469,818.00","45,016,074.14","786,594.78"
筹资活动现金流出小计,"44,550.00","10,706,282.50","25,477,012.09","42,618,437.09","66,508,624.34","146,025.00","27,358,386.62","28,651,916.62","57,844,404.12",,"10,725,825.86","11,819,451.55","11,927,235.99","107,784.45","10,985,454.52","17,269,388.52","17,433,725.02","534,199.99","11,856,194.32","13,098,730.78","14,448,955.77","41,412,946.09","48,396,275.84","100,051,947.77","149,209,499.80","86,073,360.92","100,104,513.38","207,541,958.20","261,497,396.70","78,309,707.36","106,875,192.32","190,581,565.30","671,577,066.37","183,699,411.31","256,583,777.76","369,339,150.10","604,208,175.09","93,826,118.33","244,124,275.05","396,038,436.39","500,164,560.39","25,013,267.06"
处置固定资产、无形资产和其他长期资产收回的现金净额,"30,000.00",,,,"90,988.67",,,,,,,,240.00,"51,000.00","66,000.00","92,050.00","92,050.00",,"832,637.00","832,637.00","832,637.00",,"22,000.00","22,000.00","25,000.00","30,000.00","61,916.00","65,416.00","60,000.00",,"50,000.00","73,399.00","73,999.00",,430.00,430.00,"69,264.80","24,875,718.88","424,218.88","480,994.09","404,518.88","5,250.00"
筹资活动产生的现金流量净额,"9,955,450.00","23,793,717.50","14,522,987.91","379,431,562.91","355,541,375.66","-146,025.00","2,621,613.38","1,328,083.38","-27,864,404.12",,"-10,725,825.86","-6,819,451.55","-4,577,235.99","-107,784.45","3,414,545.48","-2,869,388.52","1,966,274.98","39,465,800.01","28,143,805.68","66,901,269.22","95,551,044.23","-31,412,946.09","-38,396,275.84","-10,051,947.77","135,790,473.32","287,908,931.17","290,345,486.62","243,133,041.80","386,157,603.30","-33,309,707.36","-19,755,192.32","-22,971,565.30","105,720,773.88","-83,637,411.31","172,618,222.24","67,641,349.90","-50,797,303.18","258,036,881.67","271,565,768.95","231,951,507.61","184,251,383.61","177,730,832.94"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,"11,876,231.66","11,876,231.66","22,000.00",,,,,,,,,,,"361,217.10",,,,"1,796,273.34",,"2,202,303.06","2,199,690.93","2,697,387.87",
